,country,year,quarter,percentage,new_cases,positive_rate_trimestrale,total_cases,total_cases_percentage
154,Hungary,2022,Q3,1.7142890776065935,166017.0,,2094142.0,21.624079206088698
155,Hungary,2022,Q4,0.9466243631706804,91674.0,,2185816.0,22.570703569259376
156,Ireland,2020,Q1,0.0513697323274911,2625.0,0.8610346397058823,2625.0,0.05136973232749114
157,Ireland,2020,Q2,0.4464567898359554,22814.0,6.363692191538462,25439.0,0.4978265221634466
158,Ireland,2020,Q3,0.1944809142364217,9938.0,1.0155652548913043,35377.0,0.6923074363998682
159,Ireland,2020,Q4,1.0594884983658557,54140.0,4.072183709782609,89517.0,1.7517959347657235
160,Ireland,2021,Q1,2.869640449055609,146639.0,8.11899909111111,236156.0,4.621436383821333
161,Ireland,2021,Q2,0.7144991607653444,36511.0,2.463570015384615,272667.0,5.335935544586677
162,Ireland,2021,Q3,2.330463738546262,119087.0,5.928441067391304,391754.0,7.6663992831329395
163,Ireland,2021,Q4,7.05824036064096,360677.0,11.715238493478262,752431.0,14.724639643773902
164,Ireland,2022,Q1,13.90198028850416,710393.0,35.23738471111111,1462824.0,28.626619932278057
165,Ireland,2022,Q2,2.6527721162353206,135557.0,23.3429376,1598381.0,31.279392048513376
166,Ireland,2022,Q3,1.281894977566593,65505.0,,1663886.0,32.561287026079974
167,Ireland,2022,Q4,0.5530318611713904,28260.0,,1692146.0,33.114318887251365
