freq,unit,sex,age,icd10,resid,geo,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 
A,NR,M,Y45-64,U_COV19_OTH,TOT_RESID,PL,: ,: ,: ,: ,0 ,352 ,: ,: 
A,NR,M,Y45-64,U_COV19_OTH,TOT_RESID,PT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,M,Y45-64,U_COV19_OTH,TOT_RESID,RO,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,M,Y45-64,U_COV19_OTH,TOT_RESID,RS,: ,: ,: ,: ,0 ,2 ,: ,: 
A,NR,M,Y45-64,U_COV19_OTH,TOT_RESID,SE,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,M,Y45-64,U_COV19_OTH,TOT_RESID,SI,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,M,Y45-64,U_COV19_OTH,TOT_RESID,SK,: ,: ,: ,: ,0 ,5 ,: ,: 
A,NR,M,Y45-64,U_COV19_OTH,TOT_RESID,TR,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,AT,: ,: ,0 ,309 ,311 ,288 ,348 ,365 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,BE,: ,: ,0 ,538 ,497 ,432 ,480 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,BG,: ,: ,0 ,171 ,172 ,161 ,112 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,CH,: ,: ,0 ,0 ,261 ,278 ,257 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,CY,: ,: ,0 ,14 ,9 ,3 ,11 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,CZ,: ,: ,0 ,314 ,340 ,323 ,346 ,345 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,DE,: ,: ,0 ,0 ,2411 ,2359 ,2614 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,DK,: ,: ,0 ,169 ,151 ,122 ,161 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,EE,: ,: ,0 ,53 ,60 ,40 ,52 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,EL,: ,: ,0 ,167 ,147 ,148 ,159 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,ES,: ,: ,0 ,1078 ,1140 ,1214 ,1335 ,1261 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,EU27_2020,: ,: ,2806 ,8544 ,13534 ,13385 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,EU28,: ,: ,2806 ,: ,: ,: ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,FI,: ,: ,0 ,164 ,159 ,173 ,175 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,FR,: ,: ,2607 ,2620 ,2581 ,2521 ,2540 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,FX,: ,: ,2563 ,2562 ,2526 ,2466 ,2507 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,HR,: ,202 ,199 ,146 ,143 ,167 ,151 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,HU,: ,: ,0 ,465 ,500 ,464 ,491 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,IE,: ,: ,0 ,117 ,120 ,132 ,119 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,IS,: ,: ,0 ,13 ,6 ,10 ,11 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,IT,: ,: ,0 ,1116 ,1072 ,1115 ,1135 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,LI,: ,: ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,LT,: ,: ,0 ,212 ,186 ,184 ,165 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,LU,: ,: ,0 ,15 ,19 ,7 ,13 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,LV,: ,: ,0 ,0 ,87 ,83 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,MT,: ,: ,0 ,5 ,7 ,7 ,8 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,NL,: ,: ,0 ,0 ,533 ,562 ,542 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,NO,: ,: ,0 ,0 ,151 ,178 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,PL,: ,: ,0 ,0 ,1462 ,1427 ,1373 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,PT,: ,: ,0 ,0 ,244 ,265 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,RO,: ,: ,0 ,643 ,679 ,650 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,RS,: ,: ,0 ,278 ,233 ,243 ,210 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,SE,: ,: ,0 ,0 ,294 ,289 ,310 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,SI,: ,: ,0 ,117 ,87 ,130 ,120 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,SK,: ,: ,0 ,111 ,123 ,119 ,130 ,116 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,TR,: ,: ,0 ,0 ,764 ,777 ,690 ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_IN,UK,: ,: ,0 ,: ,: ,: ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,AT,: ,: ,0 ,296 ,300 ,281 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,BE,: ,: ,4 ,533 ,488 ,427 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,BG,: ,: ,0 ,170 ,172 ,162 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,CH,: ,: ,0 ,1 ,258 ,270 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,CY,: ,: ,0 ,14 ,9 ,3 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,CZ,: ,: ,0 ,309 ,337 ,315 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,DE,: ,: ,1 ,13 ,2401 ,2352 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,DK,: ,: ,0 ,169 ,151 ,122 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,EE,: ,: ,0 ,54 ,59 ,39 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,EL,: ,: ,0 ,163 ,142 ,147 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,ES,: ,: ,2 ,1063 ,1134 ,1208 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,EU27_2020,: ,: ,2800 ,8499 ,13469 ,13336 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,EU28,: ,: ,2802 ,: ,: ,: ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,FI,: ,: ,0 ,162 ,156 ,172 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,FR,: ,: ,2594 ,2617 ,2576 ,2525 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,HR,: ,: ,198 ,146 ,142 ,165 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,HU,: ,: ,0 ,461 ,498 ,460 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,IE,: ,: ,0 ,115 ,121 ,132 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,IS,: ,: ,0 ,13 ,6 ,10 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,IT,: ,: ,0 ,1107 ,1061 ,1101 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,LI,: ,: ,0 ,0 ,0 ,0 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,LT,: ,: ,0 ,210 ,186 ,186 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,LU,: ,: ,0 ,15 ,18 ,8 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,LV,: ,: ,0 ,1 ,86 ,84 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,MT,: ,: ,0 ,5 ,7 ,7 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,NL,: ,: ,0 ,3 ,519 ,552 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,NO,: ,: ,0 ,1 ,149 ,177 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,PL,: ,: ,1 ,3 ,1466 ,1433 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,PT,: ,: ,0 ,0 ,242 ,264 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,RO,: ,: ,0 ,642 ,690 ,655 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,RS,: ,: ,0 ,278 ,234 ,244 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,SE,: ,: ,0 ,1 ,296 ,284 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,SI,: ,: ,0 ,114 ,88 ,130 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,SK,: ,: ,0 ,113 ,124 ,122 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,TR,: ,: ,0 ,1 ,767 ,777 ,: ,: 
A,NR,M,Y45-64,X60-X84_Y870,TOT_RESID,UK,: ,: ,2 ,: ,: ,: ,: ,: 
A,NR,M,Y_GE65,F,TOT_IN,AT,662 ,898 ,1063 ,1088 ,1064 ,1182 ,1200 ,1415 
A,NR,M,Y_GE65,F,TOT_IN,BE,1686 ,1815 ,1826 ,1885 ,1686 ,1577 ,1705 ,: 
A,NR,M,Y_GE65,F,TOT_IN,BG,18 ,22 ,25 ,23 ,36 ,29 ,15 ,: 
A,NR,M,Y_GE65,F,TOT_IN,CH,1563 ,1771 ,1705 ,1792 ,1849 ,1659 ,1805 ,: 
A,NR,M,Y_GE65,F,TOT_IN,CY,51 ,80 ,98 ,83 ,81 ,116 ,128 ,: 
A,NR,M,Y_GE65,F,TOT_IN,CZ,493 ,591 ,596 ,638 ,695 ,642 ,641 ,652 
A,NR,M,Y_GE65,F,TOT_IN,DE,14318 ,16599 ,18382 ,18618 ,19316 ,19453 ,22303 ,: 
A,NR,M,Y_GE65,F,TOT_IN,DK,1162 ,1149 ,1283 ,1253 ,1177 ,1373 ,1428 ,: 
A,NR,M,Y_GE65,F,TOT_IN,EE,24 ,40 ,44 ,39 ,40 ,70 ,54 ,: 
A,NR,M,Y_GE65,F,TOT_IN,EL,434 ,566 ,673 ,681 ,887 ,1089 ,1034 ,: 
A,NR,M,Y_GE65,F,TOT_IN,ES,6916 ,7189 ,7358 ,7624 ,6877 ,6824 ,7267 ,7142 
A,NR,M,Y_GE65,F,TOT_IN,EU27_2020,51960 ,56590 ,61190 ,62562 ,61713 ,61246 ,: ,: 
A,NR,M,Y_GE65,F,TOT_IN,EU28,70192 ,76186 ,80579 ,: ,: ,: ,: ,: 
A,NR,M,Y_GE65,F,TOT_IN,FI,763 ,790 ,893 ,955 ,905 ,1156 ,1195 ,: 
A,NR,M,Y_GE65,F,TOT_IN,FR,8067 ,8062 ,8792 ,8707 ,7696 ,7347 ,7704 ,: 
A,NR,M,Y_GE65,F,TOT_IN,FX,7931 ,7907 ,8635 ,8528 ,7546 ,7150 ,7535 ,: 
A,NR,M,Y_GE65,F,TOT_IN,HR,314 ,351 ,358 ,404 ,366 ,491 ,555 ,: 
A,NR,M,Y_GE65,F,TOT_IN,HU,959 ,1078 ,1184 ,1266 ,1378 ,1275 ,1352 ,: 
A,NR,M,Y_GE65,F,TOT_IN,IE,594 ,580 ,737 ,721 ,689 ,678 ,774 ,: 
A,NR,M,Y_GE65,F,TOT_IN,IS,28 ,29 ,36 ,41 ,39 ,41 ,37 ,: 
A,NR,M,Y_GE65,F,TOT_IN,IT,6717 ,7527 ,7666 ,8190 ,8243 ,7611 ,8485 ,: 
A,NR,M,Y_GE65,F,TOT_IN,LI,2 ,0 ,1 ,0 ,6 ,3 ,5 ,6 
A,NR,M,Y_GE65,F,TOT_IN,LT,39 ,68 ,62 ,70 ,107 ,105 ,121 ,: 
A,NR,M,Y_GE65,F,TOT_IN,LU,83 ,69 ,107 ,76 ,82 ,102 ,82 ,: 
A,NR,M,Y_GE65,F,TOT_IN,LV,113 ,127 ,156 ,156 ,172 ,206 ,: ,: 
A,NR,M,Y_GE65,F,TOT_IN,MT,53 ,65 ,95 ,77 ,108 ,112 ,124 ,: 
A,NR,M,Y_GE65,F,TOT_IN,NL,3814 ,4024 ,4247 ,4326 ,3945 ,3870 ,4294 ,: 
A,NR,M,Y_GE65,F,TOT_IN,NO,883 ,990 ,1000 ,1011 ,964 ,1017 ,: ,: 
A,NR,M,Y_GE65,F,TOT_IN,PL,677 ,785 ,903 ,897 ,1144 ,1315 ,1664 ,: 
A,NR,M,Y_GE65,F,TOT_IN,PT,1330 ,1449 ,1707 ,1949 ,2196 ,2122 ,: ,: 
A,NR,M,Y_GE65,F,TOT_IN,RO,109 ,95 ,107 ,96 ,109 ,135 ,: ,: 
A,NR,M,Y_GE65,F,TOT_IN,RS,462 ,483 ,442 ,432 ,496 ,490 ,529 ,: 
A,NR,M,Y_GE65,F,TOT_IN,SE,2211 ,2232 ,2413 ,2279 ,2338 ,2061 ,2197 ,: 
A,NR,M,Y_GE65,F,TOT_IN,SI,121 ,138 ,161 ,233 ,172 ,161 ,179 ,: 
A,NR,M,Y_GE65,F,TOT_IN,SK,232 ,201 ,254 ,228 ,204 ,144 ,118 ,23 
A,NR,M,Y_GE65,F,TOT_IN,TR,173 ,175 ,184 ,123 ,109 ,152 ,139 ,: 
A,NR,M,Y_GE65,F,TOT_IN,UK,18232 ,19596 ,19389 ,: ,: ,: ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,AT,664 ,893 ,1057 ,1077 ,1059 ,1177 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,BE,1680 ,1819 ,1817 ,1881 ,1682 ,1574 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,BG,18 ,23 ,25 ,23 ,37 ,29 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,CH,1562 ,1769 ,1705 ,1787 ,1849 ,1654 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,CY,51 ,80 ,98 ,82 ,81 ,116 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,CZ,492 ,591 ,595 ,638 ,693 ,640 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,DE,14319 ,16603 ,18381 ,18629 ,19321 ,19451 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,DK,1162 ,1150 ,1283 ,1255 ,1177 ,1373 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,EE,24 ,40 ,44 ,39 ,40 ,70 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,EL,434 ,566 ,672 ,680 ,886 ,1087 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,ES,6913 ,7183 ,7352 ,7620 ,6874 ,6821 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,EU27_2020,51940 ,56570 ,61154 ,62535 ,61682 ,61224 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,EU28,70170 ,76165 ,80542 ,: ,: ,: ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,FI,763 ,790 ,893 ,955 ,904 ,1156 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,FR,8064 ,8053 ,8790 ,8702 ,7697 ,7353 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,HR,313 ,349 ,357 ,400 ,362 ,486 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,HU,958 ,1077 ,1184 ,1265 ,1377 ,1274 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,IE,591 ,582 ,736 ,721 ,685 ,677 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,IS,28 ,29 ,36 ,41 ,39 ,41 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,IT,6713 ,7518 ,7652 ,8179 ,8228 ,7607 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,LI,2 ,0 ,1 ,1 ,7 ,3 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,LT,39 ,68 ,62 ,70 ,107 ,105 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,LU,82 ,69 ,108 ,75 ,83 ,102 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,LV,112 ,127 ,156 ,156 ,172 ,206 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,MT,53 ,65 ,95 ,77 ,108 ,112 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,NL,3809 ,4023 ,4248 ,4324 ,3942 ,3870 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,NO,883 ,990 ,1000 ,1010 ,963 ,1016 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,PL,678 ,784 ,905 ,900 ,1149 ,1315 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,PT,1331 ,1449 ,1706 ,1949 ,2194 ,2118 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,RO,110 ,95 ,110 ,96 ,111 ,137 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,RS,462 ,483 ,442 ,432 ,497 ,491 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,SE,2211 ,2232 ,2413 ,2279 ,2338 ,2059 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,SI,122 ,140 ,160 ,235 ,171 ,164 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,SK,234 ,201 ,255 ,228 ,204 ,145 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,TR,174 ,175 ,184 ,123 ,110 ,152 ,: ,: 
A,NR,M,Y_GE65,F,TOT_RESID,UK,18230 ,19595 ,19388 ,: ,: ,: ,: ,: 
A,NR,M,Y_GE65,F10,TOT_IN,AT,199 ,225 ,225 ,221 ,247 ,260 ,262 ,281 
A,NR,M,Y_GE65,F10,TOT_IN,BE,110 ,137 ,124 ,131 ,118 ,103 ,142 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,BG,7 ,6 ,9 ,10 ,12 ,16 ,6 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,CH,64 ,72 ,70 ,78 ,67 ,81 ,88 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,CY,1 ,1 ,1 ,2 ,1 ,1 ,3 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,CZ,41 ,35 ,43 ,64 ,66 ,78 ,87 ,92 
A,NR,M,Y_GE65,F10,TOT_IN,DE,1539 ,1570 ,1620 ,1536 ,1581 ,1604 ,1873 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,DK,218 ,171 ,158 ,147 ,149 ,202 ,205 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,EE,12 ,13 ,15 ,9 ,11 ,29 ,22 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,EL,11 ,10 ,8 ,10 ,7 ,16 ,29 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,ES,122 ,109 ,113 ,106 ,122 ,106 ,117 ,134 
A,NR,M,Y_GE65,F10,TOT_IN,EU27_2020,4331 ,4404 ,4914 ,5104 ,5303 ,5394 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_IN,EU28,4545 ,4658 ,5150 ,: ,: ,: ,: ,: 
A,NR,M,Y_GE65,F10,TOT_IN,FI,101 ,87 ,120 ,135 ,103 ,122 ,140 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,FR,624 ,627 ,734 ,798 ,691 ,792 ,855 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,FX,590 ,592 ,689 ,762 ,662 ,746 ,824 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,HR,92 ,62 ,80 ,150 ,123 ,148 ,148 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,HU,113 ,105 ,140 ,160 ,209 ,207 ,230 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,IE,8 ,7 ,13 ,11 ,9 ,7 ,10 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,IS,3 ,3 ,2 ,3 ,5 ,4 ,3 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,IT,101 ,77 ,104 ,98 ,84 ,102 ,114 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,LI,: ,0 ,0 ,0 ,0 ,0 ,0 ,1 
A,NR,M,Y_GE65,F10,TOT_IN,LT,6 ,4 ,6 ,6 ,6 ,4 ,4 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,LU,3 ,2 ,8 ,3 ,6 ,7 ,10 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,LV,25 ,21 ,26 ,22 ,24 ,62 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_IN,MT,0 ,3 ,1 ,1 ,2 ,1 ,1 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,NL,169 ,165 ,199 ,170 ,189 ,197 ,210 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,NO,63 ,65 ,70 ,62 ,70 ,69 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_IN,PL,484 ,598 ,710 ,763 ,1030 ,834 ,1002 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,PT,24 ,41 ,44 ,43 ,57 ,44 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_IN,RO,80 ,62 ,59 ,63 ,71 ,86 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_IN,RS,82 ,91 ,77 ,69 ,94 ,86 ,111 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,SE,104 ,107 ,153 ,168 ,158 ,164 ,169 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,SI,121 ,136 ,160 ,226 ,165 ,158 ,170 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,SK,16 ,23 ,41 ,51 ,62 ,44 ,36 ,13 
A,NR,M,Y_GE65,F10,TOT_IN,TR,3 ,3 ,8 ,3 ,6 ,2 ,4 ,: 
A,NR,M,Y_GE65,F10,TOT_IN,UK,214 ,254 ,236 ,: ,: ,: ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,AT,199 ,222 ,222 ,216 ,244 ,257 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,BE,111 ,137 ,123 ,130 ,119 ,103 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,BG,7 ,6 ,9 ,10 ,12 ,16 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,CH,64 ,71 ,69 ,77 ,66 ,81 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,CY,1 ,1 ,1 ,2 ,1 ,1 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,CZ,41 ,35 ,43 ,64 ,65 ,78 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,DE,1537 ,1572 ,1619 ,1536 ,1579 ,1602 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,DK,218 ,171 ,158 ,147 ,149 ,202 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,EE,12 ,13 ,15 ,9 ,11 ,29 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,EL,11 ,10 ,8 ,10 ,7 ,16 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,ES,121 ,108 ,113 ,106 ,122 ,106 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,EU27_2020,4328 ,4399 ,4906 ,5097 ,5300 ,5387 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,EU28,4542 ,4655 ,5141 ,: ,: ,: ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,FI,101 ,87 ,120 ,135 ,103 ,122 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,FR,624 ,625 ,732 ,797 ,692 ,792 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,HR,92 ,62 ,80 ,148 ,120 ,146 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,HU,113 ,104 ,140 ,160 ,209 ,207 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,IE,8 ,7 ,13 ,11 ,9 ,7 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,IS,3 ,3 ,2 ,3 ,5 ,4 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,IT,101 ,77 ,103 ,96 ,85 ,102 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,LI,: ,0 ,0 ,0 ,1 ,0 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,LT,6 ,4 ,6 ,6 ,6 ,4 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,LU,3 ,2 ,8 ,3 ,7 ,7 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,LV,25 ,21 ,26 ,22 ,24 ,62 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,MT,0 ,3 ,1 ,1 ,2 ,1 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,NL,166 ,165 ,198 ,170 ,188 ,196 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,NO,63 ,65 ,70 ,62 ,70 ,69 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,PL,485 ,597 ,711 ,766 ,1035 ,835 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,PT,24 ,41 ,44 ,43 ,57 ,44 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,RO,80 ,63 ,61 ,63 ,71 ,87 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,RS,82 ,91 ,77 ,69 ,94 ,86 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,SE,104 ,107 ,153 ,168 ,158 ,163 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,SI,121 ,136 ,158 ,227 ,163 ,158 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,SK,17 ,23 ,41 ,51 ,62 ,44 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,TR,4 ,3 ,8 ,3 ,6 ,2 ,: ,: 
A,NR,M,Y_GE65,F10,TOT_RESID,UK,214 ,256 ,235 ,: ,: ,: ,: ,: 
A,NR,M,Y_GE65,F_OTH,TOT_IN,AT,3 ,7 ,6 ,17 ,20 ,29 ,31 ,40 
A,NR,M,Y_GE65,F_OTH,TOT_IN,BE,110 ,110 ,112 ,124 ,110 ,121 ,106 ,: 
A,NR,M,Y_GE65,F_OTH,TOT_IN,BG,3 ,5 ,5 ,4 ,2 ,4 ,4 ,: 
A,NR,M,Y_GE65,F_OTH,TOT_IN,CH,158 ,141 ,168 ,122 ,119 ,126 ,140 ,: 
