freq,unit,sex,age,icd10,resid,geo,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 
A,NR,F,Y30-44,U072,TOT_IN,BE,: ,: ,: ,: ,7 ,4 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,BG,: ,: ,: ,: ,3 ,7 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,CH,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,CY,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,CZ,: ,: ,: ,: ,0 ,5 ,0 ,0 
A,NR,F,Y30-44,U072,TOT_IN,DE,: ,: ,: ,: ,4 ,3 ,4 ,: 
A,NR,F,Y30-44,U072,TOT_IN,DK,: ,: ,: ,: ,1 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,EE,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,EL,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,ES,: ,: ,: ,: ,14 ,1 ,0 ,0 
A,NR,F,Y30-44,U072,TOT_IN,EU27_2020,: ,: ,: ,: ,79 ,44 ,: ,: 
A,NR,F,Y30-44,U072,TOT_IN,FI,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,FR,: ,: ,: ,: ,18 ,5 ,1 ,: 
A,NR,F,Y30-44,U072,TOT_IN,FX,: ,: ,: ,: ,18 ,2 ,1 ,: 
A,NR,F,Y30-44,U072,TOT_IN,HR,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,HU,: ,: ,: ,: ,2 ,3 ,3 ,: 
A,NR,F,Y30-44,U072,TOT_IN,IE,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,IS,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,IT,: ,: ,: ,: ,8 ,2 ,1 ,: 
A,NR,F,Y30-44,U072,TOT_IN,LI,: ,: ,: ,: ,0 ,0 ,0 ,0 
A,NR,F,Y30-44,U072,TOT_IN,LT,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,LU,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,LV,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_IN,MT,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,NL,: ,: ,: ,: ,9 ,2 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,NO,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_IN,PL,: ,: ,: ,: ,7 ,10 ,1 ,: 
A,NR,F,Y30-44,U072,TOT_IN,PT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_IN,RO,: ,: ,: ,: ,4 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_IN,RS,: ,: ,: ,: ,11 ,5 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,SE,: ,: ,: ,: ,0 ,1 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,SI,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_IN,SK,: ,: ,: ,: ,0 ,1 ,0 ,0 
A,NR,F,Y30-44,U072,TOT_IN,TR,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U072,TOT_RESID,AT,: ,: ,: ,: ,1 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,BE,: ,: ,: ,: ,7 ,4 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,BG,: ,: ,: ,: ,3 ,7 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,CH,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,CY,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,CZ,: ,: ,: ,: ,0 ,5 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,DE,: ,: ,: ,: ,4 ,3 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,DK,: ,: ,: ,: ,1 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,EE,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,EL,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,ES,: ,: ,: ,: ,14 ,1 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,EU27_2020,: ,: ,: ,: ,77 ,44 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,FI,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,FR,: ,: ,: ,: ,18 ,5 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,HR,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,HU,: ,: ,: ,: ,2 ,3 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,IE,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,IS,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,IT,: ,: ,: ,: ,8 ,2 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,LI,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,LT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,LU,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,LV,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,MT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,NL,: ,: ,: ,: ,9 ,2 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,NO,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,PL,: ,: ,: ,: ,6 ,10 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,PT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,RO,: ,: ,: ,: ,4 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,RS,: ,: ,: ,: ,11 ,5 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,SE,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,SI,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,SK,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,F,Y30-44,U072,TOT_RESID,TR,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,AT,: ,: ,: ,: ,0 ,0 ,0 ,0 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,BE,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,BG,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,CH,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,CY,: ,: ,: ,: ,0 ,1 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,CZ,: ,: ,: ,: ,0 ,2 ,0 ,1 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,DE,: ,: ,: ,: ,0 ,10 ,3 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,DK,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,EE,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,EL,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,ES,: ,: ,: ,: ,0 ,1 ,0 ,0 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,EU27_2020,: ,: ,: ,: ,0 ,45 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,FI,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,FR,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,FX,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,HR,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,HU,: ,: ,: ,: ,0 ,0 ,2 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,IE,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,IS,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,IT,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,LI,: ,: ,: ,: ,0 ,0 ,0 ,0 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,LT,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,LU,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,LV,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,MT,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,NL,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,NO,: ,: ,: ,: ,0 ,2 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,PL,: ,: ,: ,: ,0 ,30 ,8 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,PT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,RO,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,RS,: ,: ,: ,: ,0 ,1 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,SE,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,SI,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,SK,: ,: ,: ,: ,0 ,1 ,0 ,0 
A,NR,F,Y30-44,U_COV19_OTH,TOT_IN,TR,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,AT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,BE,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,BG,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,CH,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,CY,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,CZ,: ,: ,: ,: ,0 ,2 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,DE,: ,: ,: ,: ,0 ,10 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,DK,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,EE,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,EL,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,ES,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,EU27_2020,: ,: ,: ,: ,0 ,45 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,FI,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,FR,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,HR,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,HU,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,IE,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,IS,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,IT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,LI,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,LT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,LU,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,LV,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,MT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,NL,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,NO,: ,: ,: ,: ,0 ,2 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,PL,: ,: ,: ,: ,0 ,30 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,PT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,RO,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,RS,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,SE,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,SI,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,SK,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,F,Y30-44,U_COV19_OTH,TOT_RESID,TR,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,AT,: ,: ,0 ,42 ,37 ,30 ,35 ,32 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,BE,: ,: ,0 ,72 ,85 ,83 ,87 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,BG,: ,: ,0 ,15 ,19 ,17 ,12 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,CH,: ,: ,0 ,0 ,47 ,44 ,53 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,CY,: ,: ,0 ,2 ,2 ,6 ,3 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,CZ,: ,: ,0 ,41 ,38 ,45 ,55 ,40 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,DE,: ,: ,0 ,0 ,314 ,270 ,301 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,DK,: ,: ,0 ,27 ,24 ,17 ,17 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,EE,: ,: ,0 ,5 ,10 ,6 ,9 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,EL,: ,: ,0 ,20 ,17 ,11 ,24 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,ES,: ,: ,0 ,178 ,181 ,173 ,177 ,210 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,EU27_2020,: ,: ,405 ,1078 ,1753 ,1701 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,EU28,: ,: ,405 ,: ,: ,: ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,FI,: ,: ,0 ,39 ,46 ,55 ,44 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,FR,: ,: ,385 ,328 ,321 ,327 ,355 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,FX,: ,: ,375 ,314 ,316 ,321 ,340 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,HR,: ,27 ,20 ,9 ,11 ,13 ,12 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,HU,: ,: ,0 ,51 ,48 ,44 ,51 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,IE,: ,: ,0 ,27 ,41 ,27 ,30 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,IS,: ,: ,0 ,0 ,2 ,3 ,1 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,IT,: ,: ,0 ,136 ,123 ,137 ,124 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,LI,: ,: ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,LT,: ,: ,0 ,16 ,19 ,17 ,13 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,LU,: ,: ,0 ,5 ,4 ,3 ,3 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,LV,: ,: ,0 ,0 ,9 ,4 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,MT,: ,: ,0 ,0 ,3 ,4 ,1 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,NL,: ,: ,0 ,0 ,100 ,109 ,103 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,NO,: ,: ,0 ,0 ,43 ,46 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,PL,: ,: ,0 ,0 ,145 ,126 ,155 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,PT,: ,: ,0 ,0 ,23 ,28 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,RO,: ,: ,0 ,37 ,45 ,52 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,RS,: ,: ,0 ,34 ,28 ,31 ,15 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,SE,: ,: ,0 ,0 ,71 ,80 ,84 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,SI,: ,: ,0 ,16 ,8 ,9 ,13 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,SK,: ,: ,0 ,12 ,9 ,8 ,10 ,9 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,TR,: ,: ,0 ,0 ,203 ,229 ,259 ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_IN,UK,: ,: ,0 ,: ,: ,: ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,AT,: ,: ,0 ,37 ,37 ,30 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,BE,: ,: ,0 ,71 ,85 ,83 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,BG,: ,: ,0 ,15 ,18 ,17 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,CH,: ,: ,0 ,1 ,45 ,44 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,CY,: ,: ,0 ,2 ,2 ,5 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,CZ,: ,: ,0 ,41 ,38 ,42 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,DE,: ,: ,0 ,2 ,315 ,270 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,DK,: ,: ,0 ,27 ,24 ,18 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,EE,: ,: ,0 ,5 ,9 ,6 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,EL,: ,: ,0 ,19 ,17 ,11 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,ES,: ,: ,0 ,180 ,180 ,172 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,EU27_2020,: ,: ,404 ,1068 ,1746 ,1690 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,EU28,: ,: ,404 ,: ,: ,: ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,FI,: ,: ,0 ,38 ,47 ,55 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,FR,: ,: ,384 ,326 ,320 ,325 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,HR,: ,: ,20 ,9 ,11 ,13 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,HU,: ,: ,0 ,51 ,49 ,44 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,IE,: ,: ,0 ,27 ,41 ,27 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,IS,: ,: ,0 ,0 ,2 ,3 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,IT,: ,: ,0 ,131 ,120 ,134 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,LI,: ,: ,0 ,0 ,0 ,0 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,LT,: ,: ,0 ,15 ,20 ,16 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,LU,: ,: ,0 ,5 ,4 ,3 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,LV,: ,: ,0 ,0 ,10 ,4 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,MT,: ,: ,0 ,0 ,3 ,4 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,NL,: ,: ,0 ,1 ,95 ,107 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,NO,: ,: ,0 ,0 ,42 ,44 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,PL,: ,: ,0 ,1 ,144 ,125 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,PT,: ,: ,0 ,0 ,23 ,28 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,RO,: ,: ,0 ,37 ,45 ,53 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,RS,: ,: ,0 ,34 ,28 ,32 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,SE,: ,: ,0 ,0 ,71 ,80 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,SI,: ,: ,0 ,16 ,8 ,9 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,SK,: ,: ,0 ,12 ,10 ,9 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,TR,: ,: ,0 ,0 ,203 ,229 ,: ,: 
A,NR,F,Y30-44,X60-X84_Y870,TOT_RESID,UK,: ,: ,0 ,: ,: ,: ,: ,: 
A,NR,F,Y45-64,F,TOT_IN,AT,: ,: ,0 ,61 ,57 ,87 ,70 ,67 
A,NR,F,Y45-64,F,TOT_IN,BE,: ,: ,0 ,104 ,89 ,93 ,92 ,: 
A,NR,F,Y45-64,F,TOT_IN,BG,: ,: ,0 ,7 ,10 ,6 ,5 ,: 
A,NR,F,Y45-64,F,TOT_IN,CH,: ,: ,0 ,0 ,74 ,58 ,81 ,: 
A,NR,F,Y45-64,F,TOT_IN,CY,: ,: ,0 ,1 ,2 ,1 ,1 ,: 
A,NR,F,Y45-64,F,TOT_IN,CZ,: ,: ,0 ,29 ,29 ,34 ,42 ,27 
A,NR,F,Y45-64,F,TOT_IN,DE,: ,: ,0 ,0 ,880 ,904 ,954 ,: 
A,NR,F,Y45-64,F,TOT_IN,DK,: ,: ,0 ,51 ,72 ,64 ,69 ,: 
A,NR,F,Y45-64,F,TOT_IN,EE,: ,: ,0 ,3 ,11 ,5 ,4 ,: 
A,NR,F,Y45-64,F,TOT_IN,EL,: ,: ,0 ,43 ,63 ,76 ,65 ,: 
A,NR,F,Y45-64,F,TOT_IN,ES,: ,: ,0 ,70 ,90 ,107 ,125 ,98 
A,NR,F,Y45-64,F,TOT_IN,EU27_2020,: ,: ,629 ,1432 ,2867 ,3000 ,: ,: 
A,NR,F,Y45-64,F,TOT_IN,EU28,: ,: ,629 ,: ,: ,: ,: ,: 
A,NR,F,Y45-64,F,TOT_IN,FI,: ,: ,0 ,40 ,25 ,31 ,38 ,: 
A,NR,F,Y45-64,F,TOT_IN,FR,: ,: ,608 ,589 ,489 ,574 ,648 ,: 
A,NR,F,Y45-64,F,TOT_IN,FX,: ,: ,593 ,576 ,470 ,565 ,635 ,: 
A,NR,F,Y45-64,F,TOT_IN,HR,: ,25 ,21 ,41 ,34 ,24 ,26 ,: 
A,NR,F,Y45-64,F,TOT_IN,HU,: ,: ,0 ,103 ,118 ,106 ,105 ,: 
A,NR,F,Y45-64,F,TOT_IN,IE,: ,: ,0 ,6 ,19 ,13 ,22 ,: 
A,NR,F,Y45-64,F,TOT_IN,IS,: ,: ,0 ,2 ,2 ,2 ,0 ,: 
A,NR,F,Y45-64,F,TOT_IN,IT,: ,: ,0 ,186 ,231 ,216 ,267 ,: 
A,NR,F,Y45-64,F,TOT_IN,LI,: ,: ,0 ,0 ,0 ,2 ,0 ,0 
A,NR,F,Y45-64,F,TOT_IN,LT,: ,: ,0 ,3 ,11 ,12 ,4 ,: 
A,NR,F,Y45-64,F,TOT_IN,LU,: ,: ,0 ,6 ,4 ,5 ,4 ,: 
A,NR,F,Y45-64,F,TOT_IN,LV,: ,: ,0 ,0 ,21 ,31 ,: ,: 
A,NR,F,Y45-64,F,TOT_IN,MT,: ,: ,0 ,0 ,3 ,2 ,3 ,: 
A,NR,F,Y45-64,F,TOT_IN,NL,: ,: ,0 ,0 ,146 ,159 ,178 ,: 
A,NR,F,Y45-64,F,TOT_IN,NO,: ,: ,0 ,0 ,25 ,29 ,: ,: 
A,NR,F,Y45-64,F,TOT_IN,PL,: ,: ,0 ,0 ,319 ,314 ,299 ,: 
A,NR,F,Y45-64,F,TOT_IN,PT,: ,: ,0 ,0 ,46 ,40 ,: ,: 
