freq,unit,age,sex,isced11,geo,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 
A,NR,Y19,T,ED7,MK,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED7,MT,108 ,103 ,121 ,137 ,143 ,166 ,149 
A,NR,Y19,T,ED7,NL,191 ,65 ,169 ,25 ,514 ,516 ,242 
A,NR,Y19,T,ED7,NO,1700 ,1544 ,2201 ,2252 ,2202 ,2347 ,2165 
A,NR,Y19,T,ED7,PL,17014 d,15335 d,17422 e,16566 e,20494 e,21024 ,21772 
A,NR,Y19,T,ED7,PT,7915 ,8184 ,8181 ,8697 ,8829 ,9007 ,5217 
A,NR,Y19,T,ED7,RO,7160 ,6335 ,6531 ,6819 ,6932 ,6919 ,6847 
A,NR,Y19,T,ED7,RS,2277 ,2229 ,2358 ,2464 ,2403 ,2667 ,2590 
A,NR,Y19,T,ED7,SE,5051 ,5266 ,5139 ,5000 ,5083 ,5778 ,5809 
A,NR,Y19,T,ED7,SI,657 d,652 d,639 ,619 ,608 ,636 ,751 
A,NR,Y19,T,ED7,SK,937 ,939 ,911 ,838 ,842 ,876 ,840 
A,NR,Y19,T,ED7,TR,15854 ,17135 ,18530 ,19944 ,21483 ,23405 ,24003 
A,NR,Y19,T,ED7,UK,175 ,183 ,174 ,194 ,: ,: ,: 
A,NR,Y19,T,ED74,AL,: ,: ,: ,: ,: ,: z,: z
A,NR,Y19,T,ED74,AT,: d,: d,: d,2053 ,1915 ,1949 ,1928 
A,NR,Y19,T,ED74,BA,: ,: ,: z,: z,: z,: z,: z
A,NR,Y19,T,ED74,BE,20 ,50 ,45 ,42 ,101 ,123 ,124 
A,NR,Y19,T,ED74,BG,: z,: z,: z,: z,: z,: z,: z
A,NR,Y19,T,ED74,CH,15 ,12 ,14 ,16 ,19 ,13 ,7 
A,NR,Y19,T,ED74,CY,: z,: z,: z,: z,: z,: z,: z
A,NR,Y19,T,ED74,CZ,2311 ,2493 ,2490 ,2470 ,2741 ,2822 ,2947 
A,NR,Y19,T,ED74,DE,29504 ,31863 ,33874 ,35256 ,36144 ,36645 ,35192 
A,NR,Y19,T,ED74,DK,2 ,1 ,0 ,2 ,1 ,1 ,0 
A,NR,Y19,T,ED74,EE,: d,: d,: d,: d,: z,: z,: z
A,NR,Y19,T,ED74,EL,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED74,ES,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED74,EU27_2020,: ,: ,: ,: ,: ,67851 ,65880 
A,NR,Y19,T,ED74,FI,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED74,FR,3296 ,2316 ,2164 ,1927 ,1698 ,1937 ,1697 
A,NR,Y19,T,ED74,HR,3916 ,3975 ,3683 ,3631 ,3839 ,3665 ,3738 
A,NR,Y19,T,ED74,HU,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED74,IE,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED74,IS,: d,: d,: d,: d,: z,: z,: z
A,NR,Y19,T,ED74,IT,: d,: d,: d,: d,: z,: z,: z
A,NR,Y19,T,ED74,LI,0 ,: z,: z,0 ,0 ,0 ,0 
A,NR,Y19,T,ED74,LT,1088 ,1148 ,1128 ,1147 ,1044 ,1062 ,1119 
A,NR,Y19,T,ED74,LU,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED74,LV,0 ,0 ,0 ,1 ,1 ,0 ,1 
A,NR,Y19,T,ED74,ME,: d,: d,107 ,117 ,199 ,208 ,: 
A,NR,Y19,T,ED74,MK,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED74,MT,: d,: z,: z,: z,: z,47 ,47 
A,NR,Y19,T,ED74,NL,: d,: d,: d,24 ,513 ,516 ,13 
A,NR,Y19,T,ED74,NO,1700 ,1544 ,2201 ,2252 ,2202 ,2347 ,2165 
A,NR,Y19,T,ED74,PL,: d,: d,: d,: d,18608 e,19084 ,19074 
A,NR,Y19,T,ED74,PT,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED74,RO,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED74,RS,2277 ,2229 ,2358 ,2464 ,2403 ,2635 ,2590 
A,NR,Y19,T,ED74,SE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y19,T,ED74,SI,0 ,: z,: z,: z,: z,: z,: z
A,NR,Y19,T,ED74,SK,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED74,TR,: d,: d,: d,: z,: z,: z,: z
A,NR,Y19,T,ED74,UK,175 ,183 ,174 ,194 ,: ,: ,: 
A,NR,Y19,T,ED75,AL,: ,: ,: ,: ,: ,: z,: z
A,NR,Y19,T,ED75,AT,: d,: d,: d,: z,: z,: z,: z
A,NR,Y19,T,ED75,BA,: ,: ,: z,: z,: z,: z,: z
A,NR,Y19,T,ED75,BE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y19,T,ED75,BG,: z,: z,: z,: z,: z,: z,: z
A,NR,Y19,T,ED75,CH,0 ,5 ,2 ,4 ,3 ,2 ,1 
A,NR,Y19,T,ED75,CY,: z,: z,: z,: z,: z,: z,: z
A,NR,Y19,T,ED75,CZ,: z,: z,: z,: z,: z,: z,: z
A,NR,Y19,T,ED75,DE,: z,: z,: z,: z,: z,: z,0 
A,NR,Y19,T,ED75,DK,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED75,EE,: d,: d,: d,: d,: z,: z,: z
A,NR,Y19,T,ED75,EL,0 ,0 ,0 ,0 ,: z,: z,: z
A,NR,Y19,T,ED75,ES,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED75,EU27_2020,: ,: ,: ,: ,: ,53182 ,48362 
A,NR,Y19,T,ED75,FI,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED75,FR,42583 ,45158 ,53939 ,53691 ,60199 ,50619 ,44783 
A,NR,Y19,T,ED75,HR,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED75,HU,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED75,IE,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED75,IS,: d,: d,: d,: d,: z,: z,: z
A,NR,Y19,T,ED75,IT,: d,: d,: d,: d,: z,: z,: z
A,NR,Y19,T,ED75,LI,: z,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED75,LT,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED75,LU,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED75,LV,381 ,413 ,518 ,489 ,501 ,504 ,550 
A,NR,Y19,T,ED75,ME,: d,: d,0 ,0 ,0 ,0 ,: 
A,NR,Y19,T,ED75,MK,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED75,MT,: d,: z,: z,: z,: z,119 ,102 
A,NR,Y19,T,ED75,NL,: d,: d,: d,1 ,1 ,0 ,229 
A,NR,Y19,T,ED75,NO,: z,: z,: z,: z,: z,: z,: z
A,NR,Y19,T,ED75,PL,: d,: d,: d,: d,1886 e,1940 ,2698 
A,NR,Y19,T,ED75,PT,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED75,RO,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED75,RS,: z,: z,: z,0 ,0 ,32 ,0 
A,NR,Y19,T,ED75,SE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y19,T,ED75,SI,0 d,: z,: z,: z,: z,: z,: z
A,NR,Y19,T,ED75,SK,: d,: d,: d,: d,: d,: z,: z
A,NR,Y19,T,ED75,TR,: d,: d,: d,: z,: z,: z,: z
A,NR,Y19,T,ED75,UK,: d,: d,: d,: d,: ,: ,: 
A,NR,Y19,T,ED8,AL,: ,: ,: ,: ,: ,0 ,0 
A,NR,Y19,T,ED8,AT,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,BA,: ,: ,1 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,BE,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,BG,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,CH,0 ,0 ,0 ,1 ,0 ,0 ,0 
A,NR,Y19,T,ED8,CY,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,CZ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,DE,0 d,0 d,0 d,0 ,0 bd,0 ,0 
A,NR,Y19,T,ED8,DK,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,EE,0 ,0 ,1 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,EL,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,ES,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,EU27_2020,0 ,1 ,1 ,78 ,0 ,0 ,0 
A,NR,Y19,T,ED8,EU28,4 ,9 ,11 ,88 ,: ,: ,: 
A,NR,Y19,T,ED8,FI,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,FR,0 ,0 ,0 ,77 ,0 ,0 ,0 
A,NR,Y19,T,ED8,HR,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,HU,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,IE,0 ,1 ,0 d,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,IS,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,IT,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,LI,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,LT,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,LU,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,LV,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,ME,: d,: d,0 ,0 ,0 ,0 ,: 
A,NR,Y19,T,ED8,MK,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,MT,0 ,0 ,0 ,1 ,0 ,0 ,0 
A,NR,Y19,T,ED8,NL,0 ,0 ,0 ,0 e,0 e,0 e,: z
A,NR,Y19,T,ED8,NO,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,PL,0 d,0 d,0 e,0 e,0 e,0 ,0 
A,NR,Y19,T,ED8,PT,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,RO,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,RS,0 ,0 ,1 ,1 ,0 ,0 ,0 
A,NR,Y19,T,ED8,SE,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,SI,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,SK,0 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y19,T,ED8,TR,0 ,4 ,0 ,0 ,0 ,0 ,18 
A,NR,Y19,T,ED8,UK,4 ,8 ,10 ,10 ,: ,: ,: 
A,NR,Y20-24,F,ED5,AL,: ,: ,: ,: ,: ,877 ,1179 d
A,NR,Y20-24,F,ED5,AT,6249 ,6412 ,6272 ,6129 ,5818 ,5926 ,5945 
A,NR,Y20-24,F,ED5,BA,: ,: ,: z,: z,: z,: z,28 
A,NR,Y20-24,F,ED5,BE,5029 ,5099 ,5594 ,5547 ,5501 bd,6493 ,6677 
A,NR,Y20-24,F,ED5,BG,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED5,CH,601 ,578 ,551 ,540 ,496 ,298 ,300 
A,NR,Y20-24,F,ED5,CY,542 ,600 ,606 ,618 ,638 ,461 ,464 
A,NR,Y20-24,F,ED5,CZ,306 ,340 ,334 ,323 ,340 ,365 ,364 
A,NR,Y20-24,F,ED5,DE,68 ,100 ,101 ,1562 ,1588 ,1750 ,1950 
A,NR,Y20-24,F,ED5,DK,7834 ,7730 ,7410 ,7217 ,7013 ,7325 ,7352 
A,NR,Y20-24,F,ED5,EE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED5,EL,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED5,ES,78426 ,82636 ,84525 ,83632 ,87742 ,98195 ,98497 
A,NR,Y20-24,F,ED5,EU27_2020,223234 ,227603 ,219694 ,225212 ,223672 ,243296 ,249968 
A,NR,Y20-24,F,ED5,EU28,255734 ,259358 ,251498 ,263335 ,: ,: ,: 
A,NR,Y20-24,F,ED5,FI,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED5,FR,102988 ,101785 ,92155 ,95778 ,88541 ,94256 ,100881 
A,NR,Y20-24,F,ED5,HR,40 ,34 ,7 ,2 ,2 ,1 ,0 
A,NR,Y20-24,F,ED5,HU,4310 ,4882 ,4463 ,3965 ,3823 ,3756 ,3552 
A,NR,Y20-24,F,ED5,IE,1444 ,1560 ,1757 d,1658 ,2062 ,1777 ,1631 
A,NR,Y20-24,F,ED5,IS,45 ,70 ,69 ,100 ,127 ,76 ,61 
A,NR,Y20-24,F,ED5,IT,1211 ,1607 ,2000 ,2553 ,3012 ,3475 ,2920 
A,NR,Y20-24,F,ED5,LI,: z,: z,: z,0 ,0 ,0 ,0 
A,NR,Y20-24,F,ED5,LT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED5,LU,293 ,354 ,357 ,374 ,357 ,384 ,367 
A,NR,Y20-24,F,ED5,LV,3561 ,3014 ,2772 ,2544 ,2361 ,2522 ,2643 
A,NR,Y20-24,F,ED5,ME,: z,: z,: z,: z,: z,: z,: 
A,NR,Y20-24,F,ED5,MK,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED5,MT,416 ,320 ,367 ,357 ,308 ,327 ,270 
A,NR,Y20-24,F,ED5,NL,2244 ,2272 ,2095 ,2827 ,3672 ,4533 ,4789 
A,NR,Y20-24,F,ED5,NO,875 ,864 ,865 ,837 ,879 ,980 ,1112 
A,NR,Y20-24,F,ED5,PL,96 ,26 ,22 ,22 ,17 e,47 ,167 
A,NR,Y20-24,F,ED5,PT,904 ,2053 ,2407 ,2921 ,3494 ,3584 ,3444 
A,NR,Y20-24,F,ED5,RO,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED5,RS,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED5,SE,3444 ,3009 ,2903 ,3942 ,4268 ,4920 ,5011 
A,NR,Y20-24,F,ED5,SI,2711 ,2669 ,2509 ,2350 ,2281 ,2323 ,2231 
A,NR,Y20-24,F,ED5,SK,1118 ,1101 ,1038 ,892 ,834 ,876 ,813 
A,NR,Y20-24,F,ED5,TR,433055 ,468291 ,510607 ,512509 ,528857 ,544756 ,555647 
A,NR,Y20-24,F,ED5,UK,32500 d,31754 d,31805 d,38122 d,: ,: ,: 
A,NR,Y20-24,F,ED5-8,AL,: ,: ,: ,: ,: ,41481 ,40601 d
A,NR,Y20-24,F,ED5-8,AT,87701 ,87310 ,88272 ,88085 ,88546 ,92512 ,91350 
A,NR,Y20-24,F,ED5-8,BA,: ,: ,37321 ,35920 ,32732 ,32227 ,30998 
A,NR,Y20-24,F,ED5-8,BE,141772 ,146779 ,146490 ,149384 ,150627 bd,157044 ,160673 
A,NR,Y20-24,F,ED5-8,BG,74288 ,68830 ,63472 ,60960 ,60947 ,62008 ,62337 
A,NR,Y20-24,F,ED5-8,CH,70085 ,71259 ,72395 ,73889 ,75856 ,79155 ,80572 
A,NR,Y20-24,F,ED5-8,CY,8461 ,9020 ,8824 ,9456 ,9783 ,9126 ,9865 
A,NR,Y20-24,F,ED5-8,CZ,123031 ,114969 ,109129 ,104267 ,103906 ,107299 ,111005 
A,NR,Y20-24,F,ED5-8,DE,685694 d,699534 d,719478 d,752974 ,760994 bd,780859 ,783697 
A,NR,Y20-24,F,ED5-8,DK,82574 ,83386 ,83633 ,83816 ,82675 ,83092 ,82183 
A,NR,Y20-24,F,ED5-8,EE,12513 ,11758 ,11114 ,10763 ,10625 ,10807 ,10703 
A,NR,Y20-24,F,ED5-8,EL,119391 ,120763 ,128110 ,129458 ,128943 ,134307 ,137975 
A,NR,Y20-24,F,ED5-8,ES,476852 ,483383 ,488952 ,489900 ,502300 ,524318 ,531187 
A,NR,Y20-24,F,ED5-8,EU27_2020,4592576 ,4599743 ,4614287 ,4641681 ,4654948 ,4791297 ,4604122 d
A,NR,Y20-24,F,ED5-8,EU28,5122369 ,5147205 ,5184396 ,5247023 ,: ,: ,: 
A,NR,Y20-24,F,ED5-8,FI,62698 ,61418 ,59885 ,59066 ,58852 ,60717 ,63561 
A,NR,Y20-24,F,ED5-8,FR,681603 ,695391 ,713587 ,730117 ,742902 ,775154 ,809137 
A,NR,Y20-24,F,ED5-8,HR,53801 ,54620 ,55552 ,55637 ,54483 ,54000 ,53307 
A,NR,Y20-24,F,ED5-8,HU,87128 ,84207 ,81334 ,79512 ,79576 ,79357 ,81152 
A,NR,Y20-24,F,ED5-8,IE,49450 ,51208 ,54379 d,56281 ,58540 ,61195 ,62493 
A,NR,Y20-24,F,ED5-8,IS,4269 ,4171 ,4083 ,4136 ,4307 ,4757 ,4759 
A,NR,Y20-24,F,ED5-8,IT,537738 ,559340 ,567502 ,576661 ,564625 ,587199 ,599194 
A,NR,Y20-24,F,ED5-8,LI,130 ,148 ,138 ,157 ,173 ,184 ,175 
A,NR,Y20-24,F,ED5-8,LT,43026 ,40033 ,36681 ,33993 ,32703 ,32044 ,31152 
A,NR,Y20-24,F,ED5-8,LU,1772 ,1824 ,1777 ,1787 ,1822 ,1928 ,2012 
A,NR,Y20-24,F,ED5-8,LV,24768 ,22318 ,20652 ,18805 ,18162 ,18627 ,18991 
A,NR,Y20-24,F,ED5-8,ME,: d,: d,8069 ,7694 ,7583 ,7252 ,: 
A,NR,Y20-24,F,ED5-8,MK,21164 ,20964 ,20124 ,14896 ,18684 ,19382 ,19063 
A,NR,Y20-24,F,ED5-8,MT,3544 ,3692 ,3789 ,3871 ,3775 ,4066 bd,4236 
A,NR,Y20-24,F,ED5-8,NL,215177 ,219359 ,221698 ,228299 e,234988 e,251743 e,: 
A,NR,Y20-24,F,ED5-8,NO,69899 ,71179 ,72133 ,72371 ,74045 ,77897 ,79220 
A,NR,Y20-24,F,ED5-8,PL,570865 d,541515 d,513965 e,484185 e,467697 e,446906 ,441818 
A,NR,Y20-24,F,ED5-8,PT,88941 ,90093 ,92502 ,95758 ,99474 ,105660 ,107540 
A,NR,Y20-24,F,ED5-8,RO,168205 ,165714 ,166551 ,167088 ,168514 ,173737 ,171381 
A,NR,Y20-24,F,ED5-8,RS,84558 ,86250 ,83641 ,80771 ,76782 ,75496 ,75972 
A,NR,Y20-24,F,ED5-8,SE,99900 ,97607 ,95906 ,93531 ,93398 ,98959 ,99155 
A,NR,Y20-24,F,ED5-8,SI,28435 d,27336 d,26650 ,26355 ,26098 ,28000 ,27887 
A,NR,Y20-24,F,ED5-8,SK,63248 ,58334 ,54404 ,51672 ,49993 ,50634 ,50131 
A,NR,Y20-24,F,ED5-8,TR,1346915 ,1385472 ,1450829 ,1466864 ,1486296 ,1530039 ,1540031 
A,NR,Y20-24,F,ED5-8,UK,529793 d,547462 d,570109 d,605341 d,: ,: ,: 
A,NR,Y20-24,F,ED54,AL,: ,: ,: ,: ,: ,: z,: z
A,NR,Y20-24,F,ED54,AT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,BA,: ,: ,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,BE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,BG,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,CH,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,CY,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,CZ,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,DE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,DK,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,EE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,EL,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,ES,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,EU27_2020,950 d,714 d,524 d,827 d,757 d,726 d,769 d
A,NR,Y20-24,F,ED54,EU28,20861 d,19006 d,17118 d,18648 d,: ,: ,: 
A,NR,Y20-24,F,ED54,FI,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,FR,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,HR,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,HU,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,IE,: d,: d,: d,: d,: d,: d,: d
A,NR,Y20-24,F,ED54,IS,25 ,30 ,19 ,36 ,31 ,32 ,25 
A,NR,Y20-24,F,ED54,IT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,LI,: z,: z,: z,0 ,0 ,0 ,0 
A,NR,Y20-24,F,ED54,LT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,LU,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,LV,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,ME,: z,: z,: z,: z,: z,: z,: 
A,NR,Y20-24,F,ED54,MK,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,MT,154 ,145 ,165 ,150 ,139 ,117 ,104 
A,NR,Y20-24,F,ED54,NL,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,NO,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,PL,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,PT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,RO,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,RS,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,SE,796 ,569 ,359 ,677 ,618 ,609 ,665 
A,NR,Y20-24,F,ED54,SI,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,SK,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,TR,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED54,UK,19911 ,18292 ,16594 ,17821 ,: ,: ,: 
A,NR,Y20-24,F,ED55,AL,: ,: ,: ,: ,: ,877 ,1179 
A,NR,Y20-24,F,ED55,AT,6249 ,6412 ,6272 ,6129 ,5818 ,5926 ,5945 
A,NR,Y20-24,F,ED55,BA,: ,: ,: z,: z,: z,: z,28 
A,NR,Y20-24,F,ED55,BE,5029 ,5099 d,5594 ,5547 ,5501 bd,6493 ,6677 d
A,NR,Y20-24,F,ED55,BG,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED55,CH,601 ,578 ,551 ,540 ,496 ,298 ,300 
A,NR,Y20-24,F,ED55,CY,542 ,600 ,606 ,618 ,638 ,461 ,464 
A,NR,Y20-24,F,ED55,CZ,306 ,340 ,334 ,323 ,340 ,365 ,364 
A,NR,Y20-24,F,ED55,DE,68 ,100 ,101 ,1562 bd,1588 ,1750 ,1950 
A,NR,Y20-24,F,ED55,DK,7834 ,7730 ,7410 ,7217 ,7013 ,7325 ,7352 
A,NR,Y20-24,F,ED55,EE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED55,EL,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED55,ES,78426 ,82636 ,84525 ,83632 ,87742 ,98195 ,98497 
A,NR,Y20-24,F,ED55,EU27_2020,220840 d,225329 d,217413 d,222727 d,220853 d,240793 d,247568 d
A,NR,Y20-24,F,ED55,EU28,233429 d,238792 d,232623 d,243028 d,: ,: ,: 
A,NR,Y20-24,F,ED55,FI,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED55,FR,102988 ,101785 ,92155 ,95778 ,88541 ,94256 ,100881 
A,NR,Y20-24,F,ED55,HR,40 ,34 ,7 ,2 ,2 ,1 ,0 
A,NR,Y20-24,F,ED55,HU,4310 ,4882 ,4463 ,3965 ,3823 ,3756 ,3552 
A,NR,Y20-24,F,ED55,IE,: d,: d,: d,: d,: d,: d,: d
A,NR,Y20-24,F,ED55,IS,20 ,40 ,50 ,64 ,96 ,44 ,36 
A,NR,Y20-24,F,ED55,IT,1211 ,1607 ,2000 ,2553 ,3012 ,3475 ,2920 
A,NR,Y20-24,F,ED55,LI,: z,: z,: z,0 ,0 ,0 ,0 
A,NR,Y20-24,F,ED55,LT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED55,LU,293 ,354 ,357 ,374 ,357 ,384 ,367 
A,NR,Y20-24,F,ED55,LV,3561 ,3014 ,2772 ,2544 ,2361 ,2522 ,2643 
A,NR,Y20-24,F,ED55,ME,: z,: z,: z,: z,: z,: z,: 
A,NR,Y20-24,F,ED55,MK,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED55,MT,262 ,175 ,202 ,206 ,168 ,210 ,166 
A,NR,Y20-24,F,ED55,NL,2244 ,2272 ,2095 ,2827 ,3672 ,4533 ,4789 
A,NR,Y20-24,F,ED55,NO,875 ,864 ,865 ,837 ,879 ,980 ,1112 
A,NR,Y20-24,F,ED55,PL,96 ,26 ,22 ,22 ,17 e,47 ,167 
A,NR,Y20-24,F,ED55,PT,904 ,2053 ,2407 ,2921 ,3494 ,3584 ,3444 
A,NR,Y20-24,F,ED55,RO,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED55,RS,: z,: z,: z,: z,: z,: z,: z
A,NR,Y20-24,F,ED55,SE,2648 ,2440 ,2544 ,3264 ,3650 ,4312 ,4346 
A,NR,Y20-24,F,ED55,SI,2711 ,2669 ,2509 ,2350 ,2281 ,2323 ,2231 
A,NR,Y20-24,F,ED55,SK,1118 ,1101 ,1038 ,892 ,834 ,876 ,813 
A,NR,Y20-24,F,ED55,TR,433055 ,468291 ,510607 ,512509 ,528857 ,544756 ,555647 
A,NR,Y20-24,F,ED55,UK,12589 d,13462 d,15211 d,20301 d,: ,: ,: 
A,NR,Y20-24,F,ED6,AL,: ,: ,: ,: ,: ,23764 ,21469 
A,NR,Y20-24,F,ED6,AT,53737 ,55384 ,58146 ,59241 ,59395 ,61896 ,60719 
A,NR,Y20-24,F,ED6,BA,: ,: ,30566 ,28586 ,25472 ,24800 ,23815 
A,NR,Y20-24,F,ED6,BE,101828 ,105266 ,104228 ,105961 ,104762 ,108089 ,109617 
A,NR,Y20-24,F,ED6,BG,53108 ,48296 ,43620 ,41668 ,42308 ,43427 ,43455 
A,NR,Y20-24,F,ED6,CH,58217 ,59298 ,60101 ,61290 ,62643 ,65001 ,65577 
A,NR,Y20-24,F,ED6,CY,5363 ,5494 ,5188 ,5390 ,5688 ,5129 ,5246 
A,NR,Y20-24,F,ED6,CZ,82301 ,75631 ,71759 ,69091 ,69363 ,71878 ,74586 
