freq,unit,age,sex,isced11,geo,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 
A,NR,Y40-44,T,ED7,EL,5684 ,8354 ,8743 ,8974 ,8682 ,9843 ,10740 
A,NR,Y40-44,T,ED7,ES,13305 ,13386 ,12765 ,13943 ,14506 ,15395 ,18063 
A,NR,Y40-44,T,ED7,EU27_2020,122663 d,126074 d,135325 d,139377 d,143072 d,152846 d,170143 
A,NR,Y40-44,T,ED7,EU28,151949 d,156271 d,165252 d,170285 d,: ,: ,: 
A,NR,Y40-44,T,ED7,FI,4037 ,4535 ,5164 ,5728 ,6101 ,6512 ,6922 
A,NR,Y40-44,T,ED7,FR,13729 d,13906 d,16603 ,15834 e,15917 ,15613 ,16426 
A,NR,Y40-44,T,ED7,HR,939 ,1044 ,1233 ,1252 ,1256 ,1297 ,1375 
A,NR,Y40-44,T,ED7,HU,2446 ,2528 ,2863 ,3102 ,2949 ,3049 ,3245 
A,NR,Y40-44,T,ED7,IE,2301 ,2447 ,2514 d,3043 ,3314 ,3859 ,3772 
A,NR,Y40-44,T,ED7,IS,530 ,448 ,420 ,454 ,456 ,603 ,574 
A,NR,Y40-44,T,ED7,IT,15732 ,15044 ,16532 ,17337 ,17022 ,19221 ,18386 
A,NR,Y40-44,T,ED7,LI,2 ,1 ,0 ,1 ,1 ,2 ,1 
A,NR,Y40-44,T,ED7,LT,664 ,645 ,669 ,821 ,886 ,963 ,1021 
A,NR,Y40-44,T,ED7,LU,133 ,117 ,142 ,137 ,153 ,159 ,183 
A,NR,Y40-44,T,ED7,LV,598 ,636 ,721 ,696 ,756 ,802 ,772 
A,NR,Y40-44,T,ED7,ME,: d,: d,25 ,25 ,50 ,61 ,: 
A,NR,Y40-44,T,ED7,MK,138 ,138 ,138 ,68 ,261 ,241 ,298 
A,NR,Y40-44,T,ED7,MT,182 ,247 ,254 ,297 ,317 ,378 ,372 
A,NR,Y40-44,T,ED7,NL,7103 ,6453 ,7528 ,6981 ,8245 ,8289 ,10224 
A,NR,Y40-44,T,ED7,NO,3265 ,3325 ,3565 ,3478 ,3597 ,4528 ,5207 
A,NR,Y40-44,T,ED7,PL,9655 d,9834 d,11536 e,11823 e,11086 e,11259 ,12099 
A,NR,Y40-44,T,ED7,PT,3396 ,3514 ,3569 ,3837 ,4103 ,4313 ,4256 
A,NR,Y40-44,T,ED7,RO,: d,: d,: d,: d,: d,: d,7112 
A,NR,Y40-44,T,ED7,RS,582 ,753 ,854 ,971 ,985 ,1069 ,1228 
A,NR,Y40-44,T,ED7,SE,6458 ,6584 ,6549 ,6113 ,6442 ,7542 ,7856 
A,NR,Y40-44,T,ED7,SI,420 d,462 d,517 ,530 ,540 ,628 ,586 
A,NR,Y40-44,T,ED7,SK,2259 ,2369 ,1898 ,2195 ,2161 ,2024 ,1983 
A,NR,Y40-44,T,ED7,TR,17460 ,20182 ,18265 ,18555 ,12560 ,15747 ,18309 
A,NR,Y40-44,T,ED7,UK,29286 ,30197 ,29927 ,30908 ,: ,: ,: 
A,NR,Y40-44,T,ED74,AL,: ,: ,: ,: ,: ,: d,: d
A,NR,Y40-44,T,ED74,AT,: d,: d,: d,5774 ,5921 ,6428 ,6880 
A,NR,Y40-44,T,ED74,BA,: ,: ,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED74,BE,1509 ,1667 ,1668 ,1671 ,1788 ,1914 ,2084 
A,NR,Y40-44,T,ED74,BG,: z,: z,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED74,CH,2259 ,2283 ,2257 ,2412 ,2561 ,2785 ,2934 
A,NR,Y40-44,T,ED74,CY,: z,: z,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED74,CZ,2881 ,2878 ,3500 ,3748 ,3517 ,3278 ,3599 
A,NR,Y40-44,T,ED74,DE,15461 ,15638 ,16431 ,17245 ,18651 ,20360 ,22229 
A,NR,Y40-44,T,ED74,DK,1518 ,1325 ,1205 ,1124 ,1073 ,1126 ,1084 
A,NR,Y40-44,T,ED74,EE,: d,: d,: d,: d,: z,: z,: z
A,NR,Y40-44,T,ED74,EL,5234 ,7654 ,7975 ,8328 ,8682 ,9843 ,10740 
A,NR,Y40-44,T,ED74,ES,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED74,FI,: d,: d,: d,: d,: d,: d,: z
A,NR,Y40-44,T,ED74,FR,3995 d,4458 d,9109 ,227 e,154 ,124 ,104 
A,NR,Y40-44,T,ED74,HR,578 ,643 ,823 ,828 ,794 ,884 ,954 
A,NR,Y40-44,T,ED74,HU,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED74,IE,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED74,IS,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED74,IT,: d,: d,: d,: d,: z,: z,: z
A,NR,Y40-44,T,ED74,LI,2 ,: z,: z,1 ,1 ,2 ,1 
A,NR,Y40-44,T,ED74,LT,652 ,635 ,657 ,811 ,869 ,949 ,1008 
A,NR,Y40-44,T,ED74,LU,18 ,20 ,19 ,19 ,25 ,27 ,42 
A,NR,Y40-44,T,ED74,LV,120 ,159 ,182 ,174 ,202 ,260 ,253 
A,NR,Y40-44,T,ED74,ME,: d,: d,21 ,22 ,43 ,53 ,: 
A,NR,Y40-44,T,ED74,MK,117 ,117 ,123 ,51 ,232 ,193 ,245 
A,NR,Y40-44,T,ED74,MT,: d,: d,: d,: d,: d,286 ,254 
A,NR,Y40-44,T,ED74,NL,: d,: d,: d,5812 ,7226 ,6868 ,8333 
A,NR,Y40-44,T,ED74,NO,3265 ,3325 ,3565 ,3478 ,3597 ,4528 ,5207 
A,NR,Y40-44,T,ED74,PL,: d,: d,: d,: d,9125 e,5259 ,5299 
A,NR,Y40-44,T,ED74,PT,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED74,RO,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED74,RS,582 ,753 ,854 ,885 ,772 ,767 ,842 
A,NR,Y40-44,T,ED74,SE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED74,SI,0 ,: z,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED74,SK,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED74,TR,: d,: d,: d,: d,: d,: z,: z
A,NR,Y40-44,T,ED74,UK,29286 ,30197 ,29927 ,30908 ,: ,: ,: 
A,NR,Y40-44,T,ED75,AL,: ,: ,: ,: ,: ,: d,: d
A,NR,Y40-44,T,ED75,AT,: d,: d,: d,: z,: z,: z,: z
A,NR,Y40-44,T,ED75,BA,: ,: ,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED75,BE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED75,BG,: z,: z,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED75,CH,309 ,271 ,286 ,238 ,337 ,371 ,387 
A,NR,Y40-44,T,ED75,CY,: z,: z,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED75,CZ,: z,: z,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED75,DE,: z,: z,: z,: z,: z,: z,0 
A,NR,Y40-44,T,ED75,DK,1027 ,1069 ,1012 ,882 ,876 ,831 ,840 
A,NR,Y40-44,T,ED75,EE,: d,: d,: d,: d,: z,: z,: z
A,NR,Y40-44,T,ED75,EL,450 ,700 ,768 ,646 ,: z,: z,: z
A,NR,Y40-44,T,ED75,ES,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED75,FI,: d,: d,: d,: d,: d,: d,: z
A,NR,Y40-44,T,ED75,FR,9734 d,9449 d,7494 ,6931 e,6739 ,7113 ,7118 
A,NR,Y40-44,T,ED75,HR,361 ,401 ,410 ,424 ,462 ,413 ,421 
A,NR,Y40-44,T,ED75,HU,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED75,IE,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED75,IS,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED75,IT,: d,: d,: d,: d,: z,: z,: z
A,NR,Y40-44,T,ED75,LI,: z,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y40-44,T,ED75,LT,12 ,10 ,12 ,10 ,17 ,14 ,13 
A,NR,Y40-44,T,ED75,LU,115 ,97 ,123 ,118 ,128 ,132 ,141 
A,NR,Y40-44,T,ED75,LV,478 ,477 ,539 ,522 ,554 ,542 ,519 
A,NR,Y40-44,T,ED75,ME,: d,: d,4 ,3 ,7 ,8 ,: 
A,NR,Y40-44,T,ED75,MK,21 ,21 ,15 ,17 ,29 ,48 ,53 
A,NR,Y40-44,T,ED75,MT,: d,: d,: d,: d,: d,93 ,118 
A,NR,Y40-44,T,ED75,NL,: d,: d,: d,1169 ,1019 ,1421 ,1891 
A,NR,Y40-44,T,ED75,NO,: z,: z,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED75,PL,: d,: d,: d,: d,1961 e,6000 ,6800 
A,NR,Y40-44,T,ED75,PT,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED75,RO,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED75,RS,: z,: z,: z,86 ,213 ,302 ,386 
A,NR,Y40-44,T,ED75,SE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED75,SI,0 d,: z,: z,: z,: z,: z,: z
A,NR,Y40-44,T,ED75,SK,: d,: d,: d,: d,: d,: d,: d
A,NR,Y40-44,T,ED75,TR,: d,: d,: d,: d,: d,: z,: z
A,NR,Y40-44,T,ED75,UK,: d,: d,: d,: d,: ,: ,: 
A,NR,Y40-44,T,ED8,AL,: ,: ,: ,: ,: ,: d,: d
A,NR,Y40-44,T,ED8,AT,2007 ,1943 ,1437 ,1326 ,1324 ,1399 ,1484 
A,NR,Y40-44,T,ED8,BA,: ,: ,122 ,149 ,138 ,154 ,177 
A,NR,Y40-44,T,ED8,BE,813 ,823 ,759 ,747 ,928 ,973 ,1033 
A,NR,Y40-44,T,ED8,BG,800 ,826 ,841 ,816 ,843 ,863 ,866 
A,NR,Y40-44,T,ED8,CH,1119 ,1155 ,1134 ,1189 ,1185 ,1261 ,1332 
A,NR,Y40-44,T,ED8,CY,103 ,102 ,139 ,150 ,174 ,184 ,185 
A,NR,Y40-44,T,ED8,CZ,1338 ,1325 ,1368 ,1332 ,1335 ,1388 ,1336 
A,NR,Y40-44,T,ED8,DE,5800 d,5800 d,6000 d,6000 ,19170 bd,20826 ,23756 
A,NR,Y40-44,T,ED8,DK,649 ,626 ,629 ,608 ,562 ,523 ,492 
A,NR,Y40-44,T,ED8,EE,225 ,214 ,197 ,216 ,208 ,191 ,184 
A,NR,Y40-44,T,ED8,EL,3336 ,3573 ,3795 ,4222 ,4245 ,4745 ,4520 
A,NR,Y40-44,T,ED8,ES,5439 ,7412 ,9291 ,10109 ,10203 ,10481 ,10375 
A,NR,Y40-44,T,ED8,EU27_2020,35587 d,37987 d,40243 d,41614 d,55155 d,57973 d,62557 d
A,NR,Y40-44,T,ED8,EU28,42727 d,44837 d,46706 d,48011 d,: ,: ,: 
A,NR,Y40-44,T,ED8,FI,2179 ,2296 ,2358 ,2558 ,2574 ,2605 ,2593 
A,NR,Y40-44,T,ED8,FR,2635 d,2595 d,2811 ,2747 e,2660 ,2773 ,2891 
A,NR,Y40-44,T,ED8,HR,285 ,297 ,323 ,310 ,353 ,362 ,404 
A,NR,Y40-44,T,ED8,HU,397 ,470 ,515 ,553 ,697 ,722 ,768 
A,NR,Y40-44,T,ED8,IE,630 ,638 ,647 d,660 ,647 ,720 ,758 
A,NR,Y40-44,T,ED8,IS,50 ,60 ,77 ,75 ,73 ,69 ,67 
A,NR,Y40-44,T,ED8,IT,840 ,748 ,781 ,806 ,807 ,795 ,871 
A,NR,Y40-44,T,ED8,LI,17 ,14 ,21 ,18 ,23 ,26 ,27 
A,NR,Y40-44,T,ED8,LT,149 ,163 ,193 ,214 ,246 ,236 ,215 
A,NR,Y40-44,T,ED8,LU,19 ,19 ,26 ,25 ,28 ,28 ,38 
A,NR,Y40-44,T,ED8,LV,242 ,239 ,207 ,219 ,222 ,248 ,239 
A,NR,Y40-44,T,ED8,ME,: d,: d,4 ,4 ,6 ,9 ,: 
A,NR,Y40-44,T,ED8,MK,58 ,47 ,45 ,42 ,68 ,68 ,105 
A,NR,Y40-44,T,ED8,MT,19 ,34 ,89 ,90 ,91 ,84 ,95 
A,NR,Y40-44,T,ED8,NL,361 ,364 ,376 ,385 e,394 e,402 e,: 
A,NR,Y40-44,T,ED8,NO,950 ,1007 ,1025 ,1028 ,1046 ,1039 ,1080 
A,NR,Y40-44,T,ED8,PL,1736 d,1895 d,1969 e,1990 e,1667 e,1483 ,1196 
A,NR,Y40-44,T,ED8,PT,2330 ,2369 ,2438 ,2550 ,2864 ,3038 ,3204 
A,NR,Y40-44,T,ED8,RO,: d,: d,: d,: d,: d,: d,2331 
A,NR,Y40-44,T,ED8,RS,714 ,946 ,974 ,944 ,947 ,1017 ,1100 
A,NR,Y40-44,T,ED8,SE,2074 ,2010 ,1884 ,1835 ,1806 ,1855 ,1974 
A,NR,Y40-44,T,ED8,SI,155 ,245 ,276 ,283 ,278 ,289 ,261 
A,NR,Y40-44,T,ED8,SK,1026 ,962 ,895 ,863 ,829 ,760 ,489 
A,NR,Y40-44,T,ED8,TR,7332 ,8351 ,8948 ,10093 ,11333 ,12538 ,12686 
A,NR,Y40-44,T,ED8,UK,7140 ,6850 ,6463 ,6397 ,: ,: ,: 
A,NR,Y45-49,F,ED5,AL,: ,: ,: ,: ,: ,: d,: d
A,NR,Y45-49,F,ED5,AT,1042 ,933 ,919 ,908 ,894 ,895 ,882 
A,NR,Y45-49,F,ED5,BA,: ,: ,: z,: z,: z,: z,0 
A,NR,Y45-49,F,ED5,BE,782 ,682 ,519 ,517 ,403 bd,463 ,435 
A,NR,Y45-49,F,ED5,BG,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED5,CH,288 ,307 ,269 ,265 ,255 ,238 ,241 
A,NR,Y45-49,F,ED5,CY,8 ,10 ,18 ,15 ,23 ,25 ,32 
A,NR,Y45-49,F,ED5,CZ,1 ,1 ,4 ,7 ,11 ,10 ,6 
A,NR,Y45-49,F,ED5,DE,19 ,7 ,11 ,90 ,83 ,118 ,90 
A,NR,Y45-49,F,ED5,DK,716 ,790 ,854 ,820 ,868 ,837 ,875 
A,NR,Y45-49,F,ED5,EE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED5,EL,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED5,ES,4076 ,4258 ,4943 ,5852 ,7104 ,8275 ,9784 
A,NR,Y45-49,F,ED5,EU27_2020,12389 ,13245 ,10908 ,12162 ,13621 ,14978 ,16802 
A,NR,Y45-49,F,ED5,EU28,27375 ,28487 ,25067 ,27970 ,: ,: ,: 
A,NR,Y45-49,F,ED5,FI,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED5,FR,1778 d,1938 ,1095 ,961 ,1018 ,888 ,808 
A,NR,Y45-49,F,ED5,HR,1 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y45-49,F,ED5,HU,117 ,155 ,137 ,119 ,112 ,141 ,200 
A,NR,Y45-49,F,ED5,IE,579 ,959 ,847 d,1148 ,1196 ,1112 ,1126 
A,NR,Y45-49,F,ED5,IS,20 ,19 ,16 ,16 ,32 ,41 ,35 
A,NR,Y45-49,F,ED5,IT,34 ,50 ,71 ,70 ,101 ,120 ,179 
A,NR,Y45-49,F,ED5,LI,: z,: z,: z,0 ,0 ,0 ,0 
A,NR,Y45-49,F,ED5,LT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED5,LU,0 ,0 ,1 ,1 ,1 ,2 ,1 
A,NR,Y45-49,F,ED5,LV,354 ,375 ,446 ,457 ,419 ,451 ,537 
A,NR,Y45-49,F,ED5,ME,: z,: z,: z,: z,: z,: z,: 
A,NR,Y45-49,F,ED5,MK,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED5,MT,47 ,59 ,67 ,82 ,97 ,122 ,119 
A,NR,Y45-49,F,ED5,NL,2084 ,2247 ,120 ,170 ,235 ,265 ,324 
A,NR,Y45-49,F,ED5,NO,32 ,20 ,21 ,34 ,38 ,37 ,54 
A,NR,Y45-49,F,ED5,PL,20 d,17 d,22 e,21 e,17 e,42 ,92 de
A,NR,Y45-49,F,ED5,PT,30 ,44 ,40 ,51 ,49 ,79 ,120 
A,NR,Y45-49,F,ED5,RO,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED5,RS,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED5,SE,601 ,601 ,640 ,717 ,853 ,974 ,990 
A,NR,Y45-49,F,ED5,SI,57 ,73 ,83 ,81 ,99 ,117 ,117 
A,NR,Y45-49,F,ED5,SK,43 ,46 ,71 ,74 ,39 ,41 ,85 
A,NR,Y45-49,F,ED5,TR,14566 ,18270 ,24027 ,30326 ,36601 ,40568 ,46173 
A,NR,Y45-49,F,ED5,UK,14986 d,15243 d,14159 d,15808 d,: ,: ,: 
A,NR,Y45-49,F,ED5-8,AL,: ,: ,: ,: ,: ,: d,: d
A,NR,Y45-49,F,ED5-8,AT,5204 ,5027 ,4873 ,4704 ,4628 ,4648 ,4700 
A,NR,Y45-49,F,ED5-8,BA,: ,: ,407 ,433 ,442 ,472 ,531 
A,NR,Y45-49,F,ED5-8,BE,2426 ,2509 ,2238 ,2244 ,2171 bd,2390 ,2493 
A,NR,Y45-49,F,ED5-8,BG,2288 ,2520 ,2778 ,3072 ,3356 ,3748 ,4208 
A,NR,Y45-49,F,ED5-8,CH,3752 ,3644 ,3560 ,3613 ,3743 ,3895 ,4059 
A,NR,Y45-49,F,ED5-8,CY,726 ,868 ,851 ,879 ,992 ,1077 ,1115 
A,NR,Y45-49,F,ED5-8,CZ,3226 ,3203 ,3686 ,4138 ,4589 ,4941 ,5300 
A,NR,Y45-49,F,ED5-8,DE,16369 d,16228 d,16524 d,17804 ,16267 bd,17399 ,18433 
A,NR,Y45-49,F,ED5-8,DK,6021 ,5993 ,6047 ,5734 ,5915 ,5674 ,5933 
A,NR,Y45-49,F,ED5-8,EE,794 ,798 ,813 ,863 ,887 ,947 ,1055 
A,NR,Y45-49,F,ED5-8,EL,9313 ,13894 ,13446 ,13872 ,14114 ,15689 ,16715 
A,NR,Y45-49,F,ED5-8,ES,22550 ,23271 ,24703 ,27203 ,29584 ,32372 ,35393 
A,NR,Y45-49,F,ED5-8,EU27_2020,157085 d,164806 d,166198 d,174549 d,181824 d,192232 d,200224 d
A,NR,Y45-49,F,ED5-8,EU28,203208 d,211205 d,211074 d,223659 d,: ,: ,: 
A,NR,Y45-49,F,ED5-8,FI,6260 ,6090 ,5852 ,5763 ,6179 ,6760 ,7544 
A,NR,Y45-49,F,ED5-8,FR,18059 d,18184 d,14886 ,14371 ,14607 ,13660 ,13599 
A,NR,Y45-49,F,ED5-8,HR,722 ,743 ,786 ,876 ,985 ,1033 ,1123 
A,NR,Y45-49,F,ED5-8,HU,5048 ,4426 ,4259 ,4510 ,4863 ,5409 ,6064 
A,NR,Y45-49,F,ED5-8,IE,2810 ,3261 ,3221 d,3931 ,3976 ,4240 ,4196 
A,NR,Y45-49,F,ED5-8,IS,646 ,597 ,552 ,603 ,631 ,816 ,762 
A,NR,Y45-49,F,ED5-8,IT,12815 ,13276 ,14766 ,16139 ,19895 ,20445 ,20767 
A,NR,Y45-49,F,ED5-8,LI,4 ,5 ,6 ,6 ,5 ,6 ,5 
A,NR,Y45-49,F,ED5-8,LT,834 ,834 ,945 ,1071 ,1111 ,1182 ,1248 
A,NR,Y45-49,F,ED5-8,LU,58 ,56 ,58 ,60 ,67 ,63 ,69 
A,NR,Y45-49,F,ED5-8,LV,1021 ,1169 ,1296 ,1371 ,1381 ,1409 ,1523 
A,NR,Y45-49,F,ED5-8,ME,: d,: d,58 ,53 ,78 ,84 ,: 
A,NR,Y45-49,F,ED5-8,MK,277 ,338 ,379 ,280 ,356 ,403 ,459 
A,NR,Y45-49,F,ED5-8,MT,130 ,197 ,249 ,311 ,391 ,488 bd,464 
A,NR,Y45-49,F,ED5-8,NL,11621 ,12373 ,10952 ,11059 e,10683 e,10821 e,: 
A,NR,Y45-49,F,ED5-8,NO,7927 ,8244 ,8555 ,8703 ,8965 ,9126 ,9490 
A,NR,Y45-49,F,ED5-8,PL,13009 d,13533 d,15688 e,16825 e,15638 e,16088 ,19407 de
A,NR,Y45-49,F,ED5-8,PT,3205 ,3265 ,3302 ,3602 ,3970 ,4443 ,5013 
A,NR,Y45-49,F,ED5-8,RO,: d,: d,: d,: d,: d,: d,7148 
A,NR,Y45-49,F,ED5-8,RS,901 ,1051 ,1171 ,1235 ,1237 ,1247 ,1381 
A,NR,Y45-49,F,ED5-8,SE,11029 ,11312 ,11715 ,11797 ,13124 ,14589 ,14109 
A,NR,Y45-49,F,ED5-8,SI,453 d,499 d,561 ,546 ,564 ,707 ,754 
A,NR,Y45-49,F,ED5-8,SK,1094 ,1277 ,1703 ,1804 ,1887 ,2011 ,1852 
A,NR,Y45-49,F,ED5-8,TR,35232 ,43587 ,52975 ,66972 ,78058 ,86678 ,96002 
A,NR,Y45-49,F,ED5-8,UK,46124 d,46399 d,44876 d,49110 d,: ,: ,: 
A,NR,Y45-49,F,ED54,AL,: ,: ,: ,: ,: ,: z,: z
A,NR,Y45-49,F,ED54,AT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,BA,: ,: ,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,BE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,BG,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,CH,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,CY,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,CZ,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,DE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,DK,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,EE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,EL,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,ES,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,EU27_2020,113 d,80 d,84 d,82 d,102 d,103 d,110 d
A,NR,Y45-49,F,ED54,EU28,9432 d,8279 d,7280 d,7784 d,: ,: ,: 
A,NR,Y45-49,F,ED54,FI,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,FR,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,HR,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,HU,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,IE,: d,: d,: d,: d,: d,: d,: d
A,NR,Y45-49,F,ED54,IS,14 ,15 ,9 ,11 ,26 ,39 ,25 
A,NR,Y45-49,F,ED54,IT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,LI,: z,: z,: z,0 ,0 ,0 ,0 
A,NR,Y45-49,F,ED54,LT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,LU,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,LV,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,ME,: z,: z,: z,: z,: z,: z,: 
A,NR,Y45-49,F,ED54,MK,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,MT,30 ,27 ,27 ,38 ,49 ,60 ,62 
A,NR,Y45-49,F,ED54,NL,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,NO,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,PL,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,PT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,RO,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,RS,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,SE,83 ,53 ,57 ,44 ,52 ,43 ,48 
A,NR,Y45-49,F,ED54,SI,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,SK,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,TR,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED54,UK,9319 ,8199 ,7196 ,7702 ,: ,: ,: 
A,NR,Y45-49,F,ED55,AL,: ,: ,: ,: ,: ,: d,: d
A,NR,Y45-49,F,ED55,AT,1042 ,933 ,919 ,908 ,894 ,895 ,882 
A,NR,Y45-49,F,ED55,BA,: ,: ,: z,: z,: z,: z,0 
A,NR,Y45-49,F,ED55,BE,782 ,682 d,519 ,517 ,403 bd,463 ,435 d
A,NR,Y45-49,F,ED55,BG,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED55,CH,288 ,307 ,269 ,265 ,255 ,238 ,241 
A,NR,Y45-49,F,ED55,CY,8 ,10 ,18 ,15 ,23 ,25 ,32 
A,NR,Y45-49,F,ED55,CZ,1 ,1 ,4 ,7 ,11 ,10 ,6 
A,NR,Y45-49,F,ED55,DE,19 ,7 ,11 ,90 bd,83 ,118 ,90 
A,NR,Y45-49,F,ED55,DK,716 ,790 ,854 ,820 ,868 ,837 ,875 
A,NR,Y45-49,F,ED55,EE,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED55,EL,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED55,ES,4076 ,4258 ,4943 ,5852 ,7104 ,8275 ,9784 
A,NR,Y45-49,F,ED55,EU27_2020,11697 d,12206 d,9977 d,10932 d,12323 d,13763 d,15565 d
A,NR,Y45-49,F,ED55,EU28,17364 d,19249 d,16940 d,19038 d,: ,: ,: 
A,NR,Y45-49,F,ED55,FI,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED55,FR,1778 d,1938 d,1095 ,961 ,1018 ,888 ,808 
A,NR,Y45-49,F,ED55,HR,1 ,0 ,0 ,0 ,0 ,0 ,0 
A,NR,Y45-49,F,ED55,HU,117 ,155 ,137 ,119 ,112 ,141 ,200 
A,NR,Y45-49,F,ED55,IE,: d,: d,: d,: d,: d,: d,: d
A,NR,Y45-49,F,ED55,IS,6 ,4 ,7 ,5 ,6 ,2 ,10 
A,NR,Y45-49,F,ED55,IT,34 ,50 ,71 ,70 ,101 ,120 ,179 
A,NR,Y45-49,F,ED55,LI,: z,: z,: z,0 ,0 ,0 ,0 
A,NR,Y45-49,F,ED55,LT,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED55,LU,0 ,0 ,1 ,1 ,1 ,2 ,1 
A,NR,Y45-49,F,ED55,LV,354 ,375 ,446 ,457 ,419 ,451 ,537 
A,NR,Y45-49,F,ED55,ME,: z,: z,: z,: z,: z,: z,: 
A,NR,Y45-49,F,ED55,MK,: z,: z,: z,: z,: z,: z,: z
A,NR,Y45-49,F,ED55,MT,17 ,32 ,40 ,45 ,47 ,63 ,57 
A,NR,Y45-49,F,ED55,NL,2084 ,2247 ,120 ,170 ,235 ,265 ,324 
A,NR,Y45-49,F,ED55,NO,32 ,20 ,21 ,34 ,38 ,37 ,54 
