freq,unit,icha11_hc,geo,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 
A,MIO_PPS,TOT_HC,PL,: ,46628.34 ,46920.12 ,50149.35 ,52373.40 ,55161.96 ,55797.07 ,60425.37 ,61258.54 p,65921.82 p,72186.25 p,82637.60 p
A,MIO_PPS,TOT_HC,PT,19017.23 ,19211.82 ,19311.30 ,19994.25 ,20578.60 ,21081.72 ,22479.83 ,23488.27 ,24012.55 ,27549.73 ,29389.56 ,31033.78 p
A,MIO_PPS,TOT_HC,RO,13327.61 ,15172.54 ,15261.03 ,15778.47 ,17446.13 ,19500.61 ,22534.51 ,25395.43 ,27757.33 ,31779.90 ,30983.71 ,: 
A,MIO_PPS,TOT_HC,RS,: ,: ,: ,: ,: ,: ,: ,: ,: ,9888.96 p,10190.71 p,: 
A,MIO_PPS,TOT_HC,SE,33281.10 ,33328.72 ,34517.44 ,35914.50 ,36021.28 ,36967.50 ,38459.77 ,39375.66 ,40684.85 ,44131.79 ,45757.35 ,49245.20 p
A,MIO_PPS,TOT_HC,SI,: ,: ,3770.35 ,3898.18 ,4003.12 ,4121.98 ,4404.64 ,4774.72 ,5136.86 ,5654.66 ,6182.25 ,6550.37 p
A,MIO_PPS,TOT_HC,SK,8473.44 ,8553.44 ,7969.35 ,8179.75 ,7841.73 ,7562.91 ,7631.94 ,8284.97 ,8695.95 ,10075.16 ,10577.48 ,: 
A,MIO_PPS,TOT_HC,UK,: ,173566.61 ,178609.47 ,182701.01 ,185361.04 ,190462.02 ,196064.01 ,204649.89 ,: ,: ,: ,: 
A,NAC_HAB,TOT_HC,AT,3855.27 ,3928.93 ,4041.59 ,4129.77 ,4237.37 ,4359.69 ,4510.08 ,4690.47 ,4833.86 ,5498.80 ,5518.49 ,: 
A,NAC_HAB,TOT_HC,BA,: ,659.20 ,676.88 ,728.29 ,787.41 ,800.10 ,850.55 ,: ,: ,: ,: ,: 
A,NAC_HAB,TOT_HC,BE,3651.59 ,3722.91 ,3814.10 ,3990.56 ,4096.58 ,4225.93 ,4372.70 ,4482.91 ,4498.15 ,4843.02 ,5104.86 ,: 
A,NAC_HAB,TOT_HC,BG,852.84 ,808.56 ,894.96 ,922.62 ,997.90 ,1087.82 ,1147.17 ,1223.54 ,1473.98 ,1741.64 ,1935.80 ,: 
A,NAC_HAB,TOT_HC,CH,8328.70 ,8589.62 ,8697.28 ,8875.50 ,9090.56 ,9243.94 ,9332.35 ,9551.85 ,9680.59 ,10251.45 ,10422.81 ,: 
A,NAC_HAB,TOT_HC,CY,1474.97 ,1449.97 ,1421.46 ,1438.18 ,1485.39 ,1564.91 ,1700.49 ,1856.90 ,2169.11 ,2623.43 ,2699.66 ,: 
A,NAC_HAB,TOT_HC,CZ,29542.61 ,29533.28 ,31359.09 ,32171.12 ,33562.74 ,35403.79 ,37973.87 ,41317.18 ,48869.38 ,54962.64 ,55955.96 ,: 
A,NAC_HAB,TOT_HC,DE,3704.79 ,3834.33 ,3985.74 ,4145.58 ,4279.33 ,4476.61 ,4657.37 ,4898.43 ,5194.04 ,5609.80 ,5831.61 ,: 
A,NAC_HAB,TOT_HC,DK,35659.31 ,35498.10 ,36190.81 ,37062.32 ,37724.18 ,38413.09 ,39272.71 ,40351.08 ,42660.05 ,46804.41 ,45455.02 ,: 
A,NAC_HAB,TOT_HC,EE,825.61 ,901.15 ,970.27 ,1041.66 ,1107.80 ,1193.55 ,1312.58 ,1426.42 ,1565.67 ,1766.91 ,1874.20 ,: 
A,NAC_HAB,TOT_HC,EL,1522.08 ,1384.25 ,1284.05 ,1339.78 ,1368.10 ,1338.15 ,1358.49 ,1401.97 ,1469.02 ,1577.26 ,1682.72 ,: 
A,NAC_HAB,TOT_HC,ES,2018.42 ,1984.84 ,2018.69 ,2117.85 ,2145.45 ,2232.14 ,2314.86 ,2413.84 ,2535.45 ,2657.37 ,2745.32 ,: 
A,NAC_HAB,TOT_HC,FI,3559.49 ,3683.49 ,3705.37 ,3720.86 b,3712.03 ,3749.64 ,3827.56 ,3984.05 ,4146.64 ,4448.96 p,4666.15 p,: 
A,NAC_HAB,TOT_HC,FR,3606.13 ,3668.36 ,3736.38 ,3779.17 ,3847.37 ,3903.45 ,3944.92 ,4015.35 ,4139.21 ,4533.53 ,4606.98 ,: 
A,NAC_HAB,TOT_HC,HR,: ,675.04 ,695.54 ,727.10 ,762.91 ,798.21 ,856.94 ,916.23 ,963.41 ,1194.12 ,1279.22 ,: 
A,NAC_HAB,TOT_HC,HU,216608.44 ,221951.21 ,234292.19 ,243474.20 ,257798.50 ,270601.57 ,292033.43 ,306487.90 ,362333.32 ,419726.48 ,458330.28 ,: 
A,NAC_HAB,TOT_HC,IE,4046.39 ,3988.79 ,3984.62 ,4102.94 ,4243.77 ,4413.28 ,4614.55 ,4849.96 ,5316.64 ,5688.64 ,5997.91 ,: 
A,NAC_HAB,TOT_HC,IS,473545.06 ,500593.95 ,528331.80 ,567991.49 ,610768.10 ,640433.48 ,680385.81 ,725126.89 ,771258.63 ,853955.77 ,922890.33 ,: 
A,NAC_HAB,TOT_HC,IT,2396.32 ,2349.61 ,2374.06 ,2414.15 ,2440.53 ,2489.35 ,2545.28 ,2603.82 b,2690.03 ,2879.57 ,2977.60 ,: 
A,NAC_HAB,TOT_HC,LI,: ,9210.06 ,9229.01 ,9253.86 ,9536.42 ,9538.26 ,9491.74 ,9595.24 ,9361.54 ,9937.09 ,10068.13 ,: 
A,NAC_HAB,TOT_HC,LT,701.81 ,725.74 ,772.61 ,834.41 ,899.98 ,966.21 ,1060.96 ,1223.82 ,1333.76 ,1564.72 ,1724.07 ,: 
A,NAC_HAB,TOT_HC,LU,4639.11 b,4730.53 ,4869.32 ,4829.75 ,4897.36 ,5009.21 ,5221.36 ,5502.99 ,5900.44 ,6399.52 ,6590.17 ,: 
A,NAC_HAB,TOT_HC,LV,: ,611.35 ,647.40 ,702.31 ,794.11 ,828.80 ,936.20 ,1060.24 ,1154.22 ,1612.14 ,1556.72 ,: 
A,NAC_HAB,TOT_HC,MD,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,7473.19 ,: 
A,NAC_HAB,TOT_HC,MT,: ,: ,1829.54 ,1998.56 ,2075.55 ,2226.88 ,2289.79 ,2574.76 ,2747.22 p,3064.16 p,3124.93 ,: 
A,NAC_HAB,TOT_HC,NL,4107.20 ,4159.68 ,4207.77 ,4205.21 ,4281.66 ,4355.42 ,4500.62 ,4753.39 ,5125.65 ,5523.97 ,5469.75 ,: 
A,NAC_HAB,TOT_HC,NO,51843.62 ,53989.44 ,57133.30 ,60749.83 ,62686.56 ,64421.08 ,67064.50 ,70205.37 ,73512.01 ,78464.66 ,83084.01 p,: 
A,NAC_HAB,TOT_HC,PL,: ,2776.93 ,2826.97 ,3004.82 ,3189.53 ,3437.43 ,3535.10 ,3894.03 ,4007.31 p,4581.16 p,5328.51 p,: 
A,NAC_HAB,TOT_HC,PT,1545.16 ,1533.34 ,1554.48 ,1616.41 ,1696.74 ,1770.29 ,1878.02 ,1982.76 ,2053.99 ,2319.38 ,2437.17 ,: 
A,NAC_HAB,TOT_HC,RO,1396.58 ,1651.19 ,1689.21 ,1777.42 ,1939.33 ,2255.83 ,2717.52 ,3137.96 ,3447.64 ,4023.20 ,4229.39 ,: 
A,NAC_HAB,TOT_HC,RS,: ,: ,: ,: ,: ,: ,: ,: ,: ,91859.10 p,102014.14 p,: 
A,NAC_HAB,TOT_HC,SE,42211.39 ,43421.10 ,45082.20 ,46974.21 ,48285.08 ,49595.94 ,51917.14 ,53214.61 ,55152.29 ,58479.08 ,59914.23 ,: 
A,NAC_HAB,TOT_HC,SI,: ,: ,1551.74 ,1603.66 ,1660.39 ,1703.65 ,1830.93 ,1975.17 ,2109.68 ,2351.11 ,2593.90 ,: 
A,NAC_HAB,TOT_HC,SK,1026.35 ,1031.40 ,970.05 ,998.98 ,1043.40 ,1051.83 ,1099.99 ,1198.03 ,1219.91 ,1427.52 ,1560.50 ,: 
A,NAC_HAB,TOT_HC,UK,: ,2769.45 ,2869.51 ,2918.76 ,3001.61 ,3071.52 ,3191.67 ,3369.35 ,: ,: ,: ,: 
A,PC_CHE,TOT_HC,AT,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,BA,: ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,BE,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,BG,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,CH,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,CY,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,CZ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,DE,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,DK,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,EA19,: ,: ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p,100.00 p,100.00 p,: 
A,PC_CHE,TOT_HC,EA20,: ,: ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p,100.00 p,100.00 p,: 
A,PC_CHE,TOT_HC,EE,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,EL,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,ES,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,EU27_2020,: ,: ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p,100.00 p,100.00 p,: 
A,PC_CHE,TOT_HC,FI,100.00 ,100.00 ,100.00 ,100.00 b,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p,100.00 p,: 
A,PC_CHE,TOT_HC,FR,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,HR,: ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,HU,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,IE,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,IS,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,IT,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 b,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,LI,: ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,LT,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,LU,100.00 b,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,LV,: ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,MD,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,100.00 ,: 
A,PC_CHE,TOT_HC,MT,: ,: ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p,100.00 p,100.00 ,: 
A,PC_CHE,TOT_HC,NL,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,NO,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p,: 
A,PC_CHE,TOT_HC,PL,: ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p,100.00 p,100.00 p,100.00 p
A,PC_CHE,TOT_HC,PT,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,RO,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,RS,: ,: ,: ,: ,: ,: ,: ,: ,: ,100.00 p,100.00 p,: 
A,PC_CHE,TOT_HC,SE,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,SI,: ,: ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 p
A,PC_CHE,TOT_HC,SK,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: 
A,PC_CHE,TOT_HC,UK,: ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,100.00 ,: ,: ,: ,: 
A,PC_GDP,TOT_HC,AT,10.20 ,10.29 ,10.37 ,10.37 ,10.35 ,10.38 ,10.35 ,10.49 ,11.32 ,12.15 ,11.16 ,10.93 p
A,PC_GDP,TOT_HC,BA,: ,9.44 ,9.47 ,9.24 ,9.14 ,8.82 ,8.76 ,8.93 ,9.70 ,9.56 ,8.72 ,: 
A,PC_GDP,TOT_HC,BE,10.50 ,10.57 ,10.61 ,10.80 ,10.79 ,10.80 ,10.86 ,10.76 ,11.27 ,11.04 ,10.76 ,: 
A,PC_GDP,TOT_HC,BG,7.54 ,7.14 ,7.68 ,7.39 ,7.46 ,7.50 ,7.33 ,7.09 ,8.48 ,8.62 ,7.66 ,: 
A,PC_GDP,TOT_HC,CH,10.35 ,10.61 ,10.70 ,11.00 ,11.23 ,11.41 ,11.20 ,11.43 ,12.00 ,12.00 ,11.71 ,: 
A,PC_GDP,TOT_HC,CY,6.54 ,6.93 ,6.93 ,6.79 ,6.65 ,6.62 ,6.83 ,7.07 ,8.76 ,9.48 ,8.87 ,: 
A,PC_GDP,TOT_HC,CZ,7.59 ,7.50 ,7.60 ,7.34 ,7.39 ,7.34 ,7.46 ,7.61 ,9.16 ,9.45 ,8.80 ,8.54 p
A,PC_GDP,TOT_HC,DE,10.85 ,11.00 ,11.03 ,11.19 ,11.24 ,11.33 ,11.47 ,11.72 ,12.69 ,12.90 ,12.61 ,11.80 p
A,PC_GDP,TOT_HC,DK,10.52 ,10.33 ,10.31 ,10.34 ,10.25 ,10.10 ,10.10 ,10.15 ,10.72 ,10.75 ,9.48 ,9.44 p
A,PC_GDP,TOT_HC,EA19,: ,: ,10.26 ,10.23 ,10.22 ,10.17 ,10.17 ,10.25 ,11.24 p,11.25 p,10.77 p,: 
A,PC_GDP,TOT_HC,EA20,: ,: ,10.25 ,10.22 ,10.21 ,10.16 ,10.16 ,10.23 ,11.22 p,11.24 p,10.76 p,: 
A,PC_GDP,TOT_HC,EE,6.10 ,6.28 ,6.36 ,6.64 ,6.70 ,6.60 ,6.69 ,6.77 ,7.59 ,7.54 ,7.02 ,7.56 p
A,PC_GDP,TOT_HC,EL,8.92 ,8.44 ,7.89 ,8.22 ,8.45 ,8.14 ,8.12 ,8.20 ,9.52 ,9.18 ,8.50 ,: 
A,PC_GDP,TOT_HC,ES,9.16 ,9.07 ,9.09 ,9.12 ,8.95 ,8.95 ,9.00 ,9.13 ,10.73 ,10.31 ,9.74 ,: 
A,PC_GDP,TOT_HC,EU27_2020,: ,: ,10.00 ,9.96 ,9.96 ,9.90 ,9.88 ,9.94 ,10.86 p,10.87 p,10.36 p,: 
A,PC_GDP,TOT_HC,FI,9.59 ,9.81 ,9.78 ,9.65 b,9.38 ,9.13 ,9.04 ,9.17 ,9.63 ,9.83 p,9.69 p,: 
A,PC_GDP,TOT_HC,FR,11.30 ,11.40 ,11.53 ,11.44 ,11.49 ,11.37 ,11.21 ,11.10 ,12.07 ,12.29 ,11.88 ,: 
A,PC_GDP,TOT_HC,HR,: ,6.40 ,6.58 ,6.65 ,6.68 ,6.61 ,6.69 ,6.74 ,7.65 ,8.01 ,7.22 ,: 
A,PC_GDP,TOT_HC,HU,7.41 ,7.23 ,7.05 ,6.85 ,6.99 ,6.74 ,6.58 ,6.28 ,7.29 ,7.38 ,6.70 ,6.36 p
A,PC_GDP,TOT_HC,IE,10.62 ,10.29 ,9.49 ,7.32 ,7.48 ,7.11 ,6.86 ,6.72 ,7.06 ,6.60 ,6.12 ,6.57 p
A,PC_GDP,TOT_HC,IS,8.23 ,8.23 ,8.29 ,8.13 ,8.16 ,8.32 ,8.44 ,8.64 ,9.65 ,9.71 ,9.08 ,8.99 p
A,PC_GDP,TOT_HC,IT,8.78 ,8.78 ,8.87 ,8.86 ,8.73 ,8.68 ,8.68 ,8.66 b,9.62 ,9.35 ,8.95 ,8.45 p
A,PC_GDP,TOT_HC,LI,: ,5.75 ,5.64 ,5.75 ,5.85 ,5.68 ,5.55 ,5.78 ,6.06 ,5.53 ,5.66 ,: 
A,PC_GDP,TOT_HC,LT,6.28 ,6.13 ,6.19 ,6.49 ,6.64 ,6.46 ,6.53 ,6.98 ,7.47 ,7.76 ,7.24 ,7.30 p
A,PC_GDP,TOT_HC,LU,5.29 b,5.24 ,5.23 ,5.08 ,5.07 ,5.14 ,5.28 ,5.46 ,5.76 ,5.66 ,5.55 ,5.78 p
A,PC_GDP,TOT_HC,LV,: ,5.41 ,5.46 ,5.65 ,6.13 ,5.97 ,6.19 ,6.64 ,7.29 ,9.11 ,7.62 ,: 
A,PC_GDP,TOT_HC,MT,: ,: ,9.09 ,8.90 ,8.97 ,8.73 ,8.51 ,9.08 ,10.60 p,10.36 p,9.52 ,: 
A,PC_GDP,TOT_HC,NL,10.54 ,10.58 ,10.57 ,10.32 ,10.29 ,10.11 ,10.02 ,10.14 ,11.22 ,11.12 ,10.10 ,: 
A,PC_GDP,TOT_HC,NO,8.72 ,8.87 ,9.28 ,10.07 ,10.53 ,10.23 ,9.96 ,10.44 ,11.42 ,9.81 ,7.94 p,: 
A,PC_GDP,TOT_HC,PL,: ,6.48 ,6.32 ,6.35 ,6.53 ,6.58 ,6.31 ,6.46 ,6.50 p,6.44 p,6.38 p,6.99 p
A,PC_GDP,TOT_HC,PT,9.65 ,9.40 ,9.34 ,9.32 ,9.39 ,9.31 ,9.41 ,9.51 ,10.55 ,11.12 ,10.47 ,10.00 p
A,PC_GDP,TOT_HC,RO,4.51 ,5.22 ,5.03 ,4.94 ,5.08 ,5.19 ,5.52 ,5.71 ,6.23 ,6.47 ,5.75 ,: 
A,PC_GDP,TOT_HC,RS,: ,: ,: ,: ,: ,: ,: ,: ,: ,10.01 p,9.66 p,: 
A,PC_GDP,TOT_HC,SE,10.79 ,10.96 ,11.03 ,10.88 ,10.88 ,10.88 ,11.02 ,10.87 ,11.37 ,11.15 ,10.71 ,11.07 p
A,PC_GDP,TOT_HC,SI,: ,: ,8.50 ,8.52 ,8.48 ,8.18 ,8.28 ,8.49 ,9.43 ,9.48 ,9.61 ,9.41 p
A,PC_GDP,TOT_HC,SK,7.54 ,7.50 ,6.88 ,6.76 ,6.97 ,6.76 ,6.67 ,6.92 ,7.13 ,7.76 ,7.72 ,: 
A,PC_GDP,TOT_HC,UK,: ,9.98 ,9.95 ,9.90 ,9.87 ,9.81 ,9.90 ,10.15 ,: ,: ,: ,: 
A,PPS_HAB,TOT_HC,AT,3427.92 ,3497.35 ,3554.67 ,3620.67 ,3678.15 ,3743.12 ,3848.98 ,3966.20 ,4066.34 ,4737.44 ,4750.65 ,: 
A,PPS_HAB,TOT_HC,BA,: ,667.18 ,686.86 ,744.97 ,813.34 ,807.39 ,848.57 ,: ,: ,: ,: ,: 
A,PPS_HAB,TOT_HC,BE,3169.40 ,3258.48 ,3361.60 ,3528.47 ,3549.10 ,3622.99 ,3732.03 ,3826.87 ,3872.01 ,4180.61 ,4339.06 ,: 
A,PPS_HAB,TOT_HC,BG,938.55 ,909.33 ,1030.31 ,1052.20 ,1131.55 ,1192.01 ,1232.35 ,1265.17 ,1469.62 ,1707.42 ,1786.41 ,: 
A,PPS_HAB,TOT_HC,CH,4163.52 ,4369.11 ,4492.82 ,4680.01 ,4736.54 ,4743.47 ,4786.73 ,4909.11 ,4963.31 ,5376.18 ,5629.17 ,: 
A,PPS_HAB,TOT_HC,CY,1486.84 ,1479.79 ,1483.94 ,1527.29 ,1619.38 ,1700.84 ,1824.02 ,1978.02 ,2311.98 ,2797.98 ,2854.24 ,: 
A,PPS_HAB,TOT_HC,CZ,1699.54 ,1743.53 ,1876.02 ,1899.81 ,1967.14 ,2079.38 ,2179.06 ,2323.17 ,2665.78 ,3021.47 ,2907.69 ,: 
A,PPS_HAB,TOT_HC,DE,3545.36 ,3632.96 ,3770.59 ,3881.04 ,4016.64 ,4204.73 ,4384.27 ,4549.82 ,4810.90 ,5144.67 ,5316.93 ,: 
A,PPS_HAB,TOT_HC,DK,3312.15 ,3320.25 ,3363.80 ,3461.89 ,3469.59 ,3600.57 ,3701.24 ,3764.44 ,3998.39 ,4410.48 ,4154.29 ,: 
A,PPS_HAB,TOT_HC,EA19,: ,: ,2922.42 ,3001.01 ,3071.06 ,3166.97 ,3257.84 ,3381.23 ,3530.45 p,3829.56 p,3957.03 p,: 
A,PPS_HAB,TOT_HC,EA20,: ,: ,2902.44 ,2981.00 ,3051.31 ,3147.10 ,3238.00 ,3361.11 ,3510.06 p,3810.30 p,3937.91 p,: 
A,PPS_HAB,TOT_HC,EE,1182.69 ,1253.01 ,1332.54 ,1421.17 ,1484.24 ,1550.30 ,1648.85 ,1739.41 ,1900.58 ,2058.47 ,2014.14 ,: 
A,PPS_HAB,TOT_HC,EL,1602.92 ,1531.75 ,1471.45 ,1554.85 ,1598.73 ,1585.06 ,1614.42 ,1652.07 ,1726.13 ,1865.81 ,1986.40 ,: 
A,PPS_HAB,TOT_HC,ES,2038.58 ,2028.31 ,2091.29 ,2211.95 ,2229.50 ,2336.93 ,2390.89 ,2504.03 ,2560.66 ,2723.58 ,2813.70 ,: 
A,PPS_HAB,TOT_HC,EU27_2020,: ,: ,2658.13 ,2737.20 ,2807.27 ,2902.08 ,2994.18 ,3116.25 ,3273.66 p,3566.78 p,3684.55 p,: 
A,PPS_HAB,TOT_HC,FI,2828.63 ,2885.61 ,2894.28 ,2924.13 b,2905.11 ,2968.46 ,3020.32 ,3101.06 ,3230.75 ,3451.35 p,3645.03 p,: 
A,PPS_HAB,TOT_HC,FR,3211.65 ,3331.85 ,3382.60 ,3417.99 ,3490.44 ,3529.15 ,3555.88 ,3662.34 ,3802.08 ,4178.60 ,4302.05 ,: 
A,PPS_HAB,TOT_HC,HR,: ,1010.33 ,1055.10 ,1115.27 ,1186.08 ,1241.27 ,1312.74 ,1388.69 ,1455.95 ,1802.26 ,1857.75 ,: 
A,PPS_HAB,TOT_HC,HU,1319.77 ,1336.40 ,1363.64 ,1385.16 ,1415.67 ,1407.45 ,1469.48 ,1482.71 ,1689.14 ,1865.73 ,1867.21 ,: 
A,PPS_HAB,TOT_HC,IE,3249.25 ,3145.80 ,3062.64 ,3156.06 ,3223.47 ,3297.63 ,3401.48 ,3490.64 ,3674.40 ,3891.56 ,4135.95 ,: 
A,PPS_HAB,TOT_HC,IS,2554.81 ,2582.35 ,2653.41 ,2755.15 ,2803.85 ,2917.25 ,2975.30 ,3084.03 ,3258.93 ,3542.05 ,3747.63 ,: 
A,PPS_HAB,TOT_HC,IT,2294.77 ,2232.43 ,2221.97 ,2262.35 ,2317.84 ,2377.47 ,2438.24 ,2529.16 b,2622.37 ,2822.97 ,2944.56 ,: 
A,PPS_HAB,TOT_HC,LT,1171.44 ,1219.75 ,1303.59 ,1404.09 ,1485.14 ,1571.06 ,1671.68 ,1909.81 ,2022.63 ,2318.04 ,2318.38 ,: 
A,PPS_HAB,TOT_HC,LU,3305.53 b,3401.66 ,3443.97 ,3436.69 ,3452.20 ,3513.31 ,3691.03 ,3740.58 ,3810.94 ,4171.76 ,4315.88 ,: 
A,PPS_HAB,TOT_HC,LV,: ,902.16 ,941.27 ,1028.78 ,1142.49 ,1180.54 ,1297.96 ,1436.23 ,1563.37 ,2110.07 ,1928.29 ,: 
A,PPS_HAB,TOT_HC,MT,: ,: ,2180.67 ,2355.06 ,2443.49 ,2573.28 ,2630.83 ,2956.73 ,3027.35 p,3390.85 p,3427.05 ,: 
A,PPS_HAB,TOT_HC,NL,3572.85 ,3612.40 ,3610.45 ,3608.63 ,3607.58 ,3699.75 ,3823.68 ,3932.03 ,4238.46 ,4564.74 ,4530.57 ,: 
A,PPS_HAB,TOT_HC,NO,3892.05 ,4024.71 ,4175.89 ,4194.42 ,4179.88 ,4390.30 ,4530.07 ,4597.06 ,4697.01 ,5023.25 ,5375.59 p,: 
A,PPS_HAB,TOT_HC,PL,: ,1225.77 ,1234.36 ,1320.19 ,1379.33 ,1452.59 ,1469.32 ,1591.59 ,1616.36 p,1782.56 p,1960.42 p,: 
A,PPS_HAB,TOT_HC,PT,1808.61 ,1837.17 ,1856.67 ,1930.31 ,1993.00 ,2046.71 ,2185.94 ,2283.46 ,2331.98 ,2658.77 ,2823.29 ,: 
A,PPS_HAB,TOT_HC,RO,664.45 ,759.25 ,766.54 ,796.26 ,885.49 ,995.50 ,1157.16 ,1310.96 ,1440.80 ,1661.95 ,1626.57 ,: 
A,PPS_HAB,TOT_HC,RS,: ,: ,: ,: ,: ,: ,: ,: ,: ,1446.96 p,1516.67 p,: 
A,PPS_HAB,TOT_HC,SE,3496.14 ,3471.60 ,3559.93 ,3665.05 ,3630.05 ,3675.54 ,3779.75 ,3830.73 ,3929.60 ,4237.00 ,4363.27 ,: 
A,PPS_HAB,TOT_HC,SI,: ,: ,1828.51 ,1889.08 ,1938.52 ,1994.78 ,2123.85 ,2286.32 ,2443.31 ,2682.38 ,2927.10 ,: 
