freq,unit,sector,cofog99,na_item,geo,2018 ,2019 ,2020 ,2021 ,2022 
A,MIO_EUR,S1313,GF0901,TE,IS,704.1 ,686.7 ,657.0 ,736.0 ,857.0 
A,MIO_EUR,S1313,GF0901,TE,IT,2826.0 ,2994.0 ,2912.0 ,2991.0 ,3184.0 
A,MIO_EUR,S1313,GF0901,TE,LT,410.6 ,463.3 ,514.0 ,580.2 ,709.0 
A,MIO_EUR,S1313,GF0901,TE,LU,186.3 ,246.8 ,255.2 ,272.1 ,294.7 
A,MIO_EUR,S1313,GF0901,TE,LV,676.5 ,686.2 ,692.4 ,731.5 ,783.2 
A,MIO_EUR,S1313,GF0901,TE,MT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0901,TE,NL,11760.0 ,12318.0 ,12837.0 ,13362.0 ,14637.0 
A,MIO_EUR,S1313,GF0901,TE,NO,8662.5 ,8787.2 ,8184.3 ,8951.2 ,9325.4 
A,MIO_EUR,S1313,GF0901,TE,PL,10439.7 ,11891.0 ,12628.0 ,13261.6 ,14057.3 
A,MIO_EUR,S1313,GF0901,TE,PT,706.4 ,755.4 ,796.6 ,943.8 ,1014.7 p
A,MIO_EUR,S1313,GF0901,TE,RO,239.6 ,311.8 ,317.8 ,338.0 ,468.6 
A,MIO_EUR,S1313,GF0901,TE,SE,22740.1 ,23240.2 ,23714.6 ,24816.2 ,24889.1 
A,MIO_EUR,S1313,GF0901,TE,SI,879.8 ,942.7 ,933.8 ,1100.3 ,1153.3 
A,MIO_EUR,S1313,GF0901,TE,SK,900.7 ,1043.3 ,1074.9 ,1117.3 ,1273.8 
A,MIO_EUR,S1313,GF0902,TE,BE,1583.2 ,1575.2 ,1635.6 ,1661.2 ,1821.2 p
A,MIO_EUR,S1313,GF0902,TE,BG,891.8 ,1038.9 ,1075.2 ,1338.1 ,1451.7 
A,MIO_EUR,S1313,GF0902,TE,CH,2863.6 ,3001.1 ,3156.5 ,3161.4 ,3484.9 
A,MIO_EUR,S1313,GF0902,TE,CY,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0902,TE,CZ,4162.7 ,4857.6 ,4891.2 ,5419.3 ,6094.4 
A,MIO_EUR,S1313,GF0902,TE,DK,189.2 ,193.3 ,172.9 ,195.9 ,164.5 
A,MIO_EUR,S1313,GF0902,TE,EE,282.6 ,320.7 ,338.7 ,345.6 ,391.8 
A,MIO_EUR,S1313,GF0902,TE,EL,37.0 ,40.0 ,52.0 ,66.0 ,52.0 
A,MIO_EUR,S1313,GF0902,TE,ES,148.0 ,134.0 ,136.0 ,161.0 ,176.0 p
A,MIO_EUR,S1313,GF0902,TE,FI,4592.0 ,4775.0 ,4978.0 ,5186.0 ,5355.0 
A,MIO_EUR,S1313,GF0902,TE,FR,16272.0 ,16291.0 ,15642.0 ,17496.0 p,17771.0 p
A,MIO_EUR,S1313,GF0902,TE,HR,473.4 ,510.7 ,523.5 ,565.3 ,604.1 
A,MIO_EUR,S1313,GF0902,TE,HU,44.5 ,69.4 ,54.3 ,54.6 ,47.2 
A,MIO_EUR,S1313,GF0902,TE,IE,36.0 ,39.4 ,44.3 ,44.3 ,94.3 
A,MIO_EUR,S1313,GF0902,TE,IS,259.1 ,249.5 ,236.0 ,263.4 ,306.0 
A,MIO_EUR,S1313,GF0902,TE,IT,2604.0 ,3028.0 ,3286.0 ,3475.0 ,3594.0 
A,MIO_EUR,S1313,GF0902,TE,LT,738.1 ,817.7 ,921.6 ,1004.0 ,1173.3 
A,MIO_EUR,S1313,GF0902,TE,LU,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0902,TE,LV,300.6 ,309.7 ,309.8 ,313.1 ,335.3 
A,MIO_EUR,S1313,GF0902,TE,MT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0902,TE,NL,14583.0 ,14994.0 ,15528.0 ,16232.0 ,17738.0 
A,MIO_EUR,S1313,GF0902,TE,NO,3473.7 ,3436.5 ,3183.8 ,3570.9 ,3902.3 
A,MIO_EUR,S1313,GF0902,TE,PL,5357.1 ,4945.8 ,4753.5 ,4986.6 ,5343.8 
A,MIO_EUR,S1313,GF0902,TE,PT,412.1 ,433.6 ,441.0 ,503.2 ,544.9 p
A,MIO_EUR,S1313,GF0902,TE,RO,504.4 ,662.1 ,726.8 ,816.5 ,1149.9 
A,MIO_EUR,S1313,GF0902,TE,SE,5615.0 ,5540.4 ,5613.4 ,6016.8 ,5986.7 
A,MIO_EUR,S1313,GF0902,TE,SI,483.0 ,494.0 ,508.5 ,593.6 ,623.8 
A,MIO_EUR,S1313,GF0902,TE,SK,1048.9 ,1223.3 ,1291.3 ,1333.2 ,1399.4 
A,MIO_EUR,S1313,GF0904,TE,BE,230.3 ,323.2 ,334.9 ,346.2 ,377.6 p
A,MIO_EUR,S1313,GF0904,TE,BG,2.3 ,3.7 ,1.5 ,2.2 ,3.0 
A,MIO_EUR,S1313,GF0904,TE,CH,17.9 ,24.0 ,25.1 ,24.5 ,25.3 
A,MIO_EUR,S1313,GF0904,TE,CY,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0904,TE,CZ,72.6 ,88.2 ,97.3 ,104.6 ,130.5 
A,MIO_EUR,S1313,GF0904,TE,DK,10.9 ,13.8 ,33.7 ,10.6 ,5.5 
A,MIO_EUR,S1313,GF0904,TE,EE,0.6 ,0.4 ,0.4 ,0.4 ,0.3 
A,MIO_EUR,S1313,GF0904,TE,EL,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0904,TE,ES,23.0 ,29.0 ,23.0 ,27.0 ,15.0 p
A,MIO_EUR,S1313,GF0904,TE,FI,951.0 ,916.0 ,961.0 ,913.0 ,932.0 
A,MIO_EUR,S1313,GF0904,TE,FR,261.0 ,346.0 ,352.0 ,359.0 p,384.0 p
A,MIO_EUR,S1313,GF0904,TE,HR,6.8 ,7.6 ,7.7 ,8.0 ,8.9 
A,MIO_EUR,S1313,GF0904,TE,HU,1.2 ,1.2 ,0.6 ,0.5 ,1.1 
A,MIO_EUR,S1313,GF0904,TE,IE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0904,TE,IS,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0904,TE,IT,5217.0 ,5367.0 ,5375.0 ,5624.0 ,6413.0 
A,MIO_EUR,S1313,GF0904,TE,LT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0904,TE,LU,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0904,TE,LV,0.2 ,0.2 ,0.1 ,0.3 ,0.3 
A,MIO_EUR,S1313,GF0904,TE,MT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0904,TE,NL,4470.0 ,4572.0 ,4727.0 ,4960.0 ,5374.0 
A,MIO_EUR,S1313,GF0904,TE,NO,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0904,TE,PL,8.9 ,4.7 ,5.6 ,6.6 ,7.7 
A,MIO_EUR,S1313,GF0904,TE,PT,0.8 ,0.8 ,0.9 ,1.0 ,1.2 p
A,MIO_EUR,S1313,GF0904,TE,RO,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0904,TE,SE,35.1 ,33.3 ,39.2 ,32.4 ,32.4 
A,MIO_EUR,S1313,GF0904,TE,SI,4.4 ,3.5 ,3.4 ,1.8 ,3.6 
A,MIO_EUR,S1313,GF0904,TE,SK,0.1 ,0.0 ,0.0 ,0.1 ,0.1 
A,MIO_EUR,S1313,GF0906,TE,BE,429.4 ,462.3 ,418.0 ,419.5 ,494.8 p
A,MIO_EUR,S1313,GF0906,TE,BG,35.1 ,44.6 ,45.4 ,57.5 ,65.5 
A,MIO_EUR,S1313,GF0906,TE,CH,583.9 ,685.7 ,732.2 ,797.1 ,907.1 
A,MIO_EUR,S1313,GF0906,TE,CY,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0906,TE,CZ,235.1 ,265.8 ,229.8 ,259.3 ,309.0 
A,MIO_EUR,S1313,GF0906,TE,DK,150.8 ,156.7 ,154.9 ,165.1 ,187.2 
A,MIO_EUR,S1313,GF0906,TE,EE,48.7 ,51.8 ,47.9 ,55.3 ,62.2 
A,MIO_EUR,S1313,GF0906,TE,EL,178.0 ,167.0 ,125.0 ,116.0 ,172.0 
A,MIO_EUR,S1313,GF0906,TE,ES,110.0 ,153.0 ,124.0 ,178.0 ,193.0 p
A,MIO_EUR,S1313,GF0906,TE,FI,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0906,TE,FR,5262.0 ,5433.0 ,4763.0 ,5265.0 p,5706.0 p
A,MIO_EUR,S1313,GF0906,TE,HR,111.2 ,124.2 ,115.7 ,129.9 ,144.0 
A,MIO_EUR,S1313,GF0906,TE,HU,369.4 ,400.2 ,311.6 ,338.7 ,406.5 
A,MIO_EUR,S1313,GF0906,TE,IE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0906,TE,IS,37.4 ,39.7 ,39.4 ,44.5 ,46.9 
A,MIO_EUR,S1313,GF0906,TE,IT,3603.0 ,3632.0 ,3295.0 ,3750.0 ,3973.0 
A,MIO_EUR,S1313,GF0906,TE,LT,16.7 ,17.9 ,14.0 ,13.2 ,20.9 
A,MIO_EUR,S1313,GF0906,TE,LU,42.8 ,41.8 ,40.2 ,51.4 ,57.4 
A,MIO_EUR,S1313,GF0906,TE,LV,54.3 ,56.3 ,42.6 ,34.1 ,45.9 
A,MIO_EUR,S1313,GF0906,TE,MT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF0906,TE,NL,703.0 ,774.0 ,799.0 ,825.0 ,883.0 
A,MIO_EUR,S1313,GF0906,TE,NO,512.4 ,529.0 ,493.8 ,551.7 ,592.1 
A,MIO_EUR,S1313,GF0906,TE,PL,1378.1 ,1490.8 ,1351.2 ,1513.8 ,1758.2 
A,MIO_EUR,S1313,GF0906,TE,PT,139.9 ,134.0 ,81.8 ,98.3 ,106.1 p
A,MIO_EUR,S1313,GF0906,TE,RO,13.0 ,17.3 ,10.7 ,11.3 ,20.8 
A,MIO_EUR,S1313,GF0906,TE,SE,6.9 ,2.8 ,5.8 ,5.9 ,5.9 
A,MIO_EUR,S1313,GF0906,TE,SI,38.5 ,40.2 ,35.9 ,36.2 ,52.4 
A,MIO_EUR,S1313,GF0906,TE,SK,316.6 ,374.3 ,335.4 ,351.2 ,488.8 
A,MIO_EUR,S1313,GF10,TE,AT,7084.3 ,7299.4 ,7514.1 ,7928.5 ,8273.5 
A,MIO_EUR,S1313,GF10,TE,BE,6539.6 ,6604.4 ,6860.3 ,7179.5 ,7760.3 p
A,MIO_EUR,S1313,GF10,TE,BG,369.5 ,366.4 ,487.2 ,656.3 ,797.7 
A,MIO_EUR,S1313,GF10,TE,CH,8396.7 ,8789.9 ,9386.6 ,9279.8 ,10345.7 
A,MIO_EUR,S1313,GF10,TE,CY,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF10,TE,CZ,2240.6 ,2416.9 ,2568.9 ,3003.7 ,3342.8 
A,MIO_EUR,S1313,GF10,TE,DE,93297.0 ,95927.0 ,100210.0 p,103084.0 p,111234.0 p
A,MIO_EUR,S1313,GF10,TE,DK,56183.8 ,57454.5 ,59461.6 ,61018.7 ,61903.7 
A,MIO_EUR,S1313,GF10,TE,EA19,223728.9 ,231259.5 ,239562.0 ,246965.6 ,263254.9 
A,MIO_EUR,S1313,GF10,TE,EA20,224122.7 ,231693.4 ,239997.4 ,247433.3 ,263733.1 
A,MIO_EUR,S1313,GF10,TE,EE,190.0 ,211.7 ,230.6 ,251.2 ,318.3 
A,MIO_EUR,S1313,GF10,TE,EL,944.0 ,173.0 ,175.0 ,181.0 ,173.0 
A,MIO_EUR,S1313,GF10,TE,ES,7244.0 ,7765.0 ,8027.0 ,8602.0 ,9421.0 p
A,MIO_EUR,S1313,GF10,TE,EU27_2020,334734.9 ,345108.6 ,358137.8 ,370156.4 ,387426.1 
A,MIO_EUR,S1313,GF10,TE,FI,12777.0 ,13398.0 ,13702.0 ,14487.0 ,14872.0 
A,MIO_EUR,S1313,GF10,TE,FR,50274.0 ,51917.0 ,52525.0 ,53805.0 p,55220.0 p
A,MIO_EUR,S1313,GF10,TE,HR,393.8 ,433.8 ,435.4 ,467.8 ,478.2 
A,MIO_EUR,S1313,GF10,TE,HU,969.1 ,1078.1 ,1043.0 ,1107.3 ,1191.6 
A,MIO_EUR,S1313,GF10,TE,IE,2302.5 ,3070.9 ,3040.4 ,3549.1 ,4312.2 
A,MIO_EUR,S1313,GF10,TE,IS,613.2 ,633.8 ,636.6 ,707.8 ,827.3 
A,MIO_EUR,S1313,GF10,TE,IT,12169.0 ,12530.0 ,13453.0 ,13720.0 ,13736.0 
A,MIO_EUR,S1313,GF10,TE,LT,390.6 ,423.2 ,457.5 ,530.4 ,765.1 
A,MIO_EUR,S1313,GF10,TE,LU,380.6 ,423.1 ,466.5 ,494.0 ,593.1 
A,MIO_EUR,S1313,GF10,TE,LV,328.0 ,338.2 ,325.4 ,333.9 ,438.4 
A,MIO_EUR,S1313,GF10,TE,MT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF10,TE,NL,27754.0 ,28841.0 ,30075.0 ,30242.0 ,33218.0 
A,MIO_EUR,S1313,GF10,TE,NO,17995.6 ,18351.5 ,16833.3 ,18607.9 ,20017.4 
A,MIO_EUR,S1313,GF10,TE,PL,13819.6 ,16216.9 ,17955.9 ,17729.3 ,17267.6 
A,MIO_EUR,S1313,GF10,TE,PT,1182.6 ,1366.8 ,1450.8 ,1509.6 ,1656.9 p
A,MIO_EUR,S1313,GF10,TE,RO,3015.3 ,2461.5 ,2740.6 ,2783.5 ,3126.3 
A,MIO_EUR,S1313,GF10,TE,SE,34014.2 ,33421.0 ,33883.1 ,36424.1 ,36063.4 
A,MIO_EUR,S1313,GF10,TE,SI,425.4 ,455.8 ,480.6 ,491.5 ,487.0 
A,MIO_EUR,S1313,GF10,TE,SK,446.4 ,515.0 ,568.7 ,577.1 ,776.2 
A,MIO_EUR,S1313,GF1004,TE,BE,633.1 ,630.8 ,610.5 ,642.5 ,692.2 p
A,MIO_EUR,S1313,GF1004,TE,BG,70.1 ,76.5 ,73.5 ,96.9 ,122.5 
A,MIO_EUR,S1313,GF1004,TE,CH,1310.7 ,1465.2 ,1634.2 ,1644.8 ,1807.4 
A,MIO_EUR,S1313,GF1004,TE,CY,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1004,TE,CZ,646.5 ,677.1 ,656.8 ,815.1 ,874.0 
A,MIO_EUR,S1313,GF1004,TE,DK,11021.6 ,11160.0 ,11600.4 ,12065.9 ,12445.6 
A,MIO_EUR,S1313,GF1004,TE,EE,41.9 ,44.2 ,47.6 ,54.5 ,61.6 
A,MIO_EUR,S1313,GF1004,TE,EL,79.0 ,79.0 ,76.0 ,76.0 ,77.0 
A,MIO_EUR,S1313,GF1004,TE,ES,1424.0 ,1406.0 ,1522.0 ,1709.0 ,1851.0 p
A,MIO_EUR,S1313,GF1004,TE,FI,4483.0 ,4800.0 ,4840.0 ,5051.0 ,5179.0 
A,MIO_EUR,S1313,GF1004,TE,FR,14448.0 ,15018.0 ,15037.0 ,16033.0 p,16946.0 p
A,MIO_EUR,S1313,GF1004,TE,HR,163.3 ,184.1 ,187.2 ,207.5 ,215.9 
A,MIO_EUR,S1313,GF1004,TE,HU,341.3 ,370.1 ,369.0 ,432.0 ,498.5 
A,MIO_EUR,S1313,GF1004,TE,IE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1004,TE,IS,237.2 ,236.7 ,239.3 ,271.0 ,314.5 
A,MIO_EUR,S1313,GF1004,TE,IT,3885.0 ,3949.0 ,4370.0 ,4233.0 ,4382.0 
A,MIO_EUR,S1313,GF1004,TE,LT,66.2 ,76.8 ,96.6 ,112.4 ,142.8 
A,MIO_EUR,S1313,GF1004,TE,LU,259.1 ,276.5 ,283.3 ,300.0 ,344.3 
A,MIO_EUR,S1313,GF1004,TE,LV,27.9 ,27.5 ,29.5 ,30.3 ,38.1 
A,MIO_EUR,S1313,GF1004,TE,MT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1004,TE,NL,5232.0 ,5745.0 ,6136.0 ,6305.0 ,6738.0 
A,MIO_EUR,S1313,GF1004,TE,NO,7432.7 ,7506.7 ,6768.1 ,7526.1 ,7859.2 
A,MIO_EUR,S1313,GF1004,TE,PL,9888.2 ,12121.0 ,13732.3 ,13382.5 ,8356.0 
A,MIO_EUR,S1313,GF1004,TE,PT,103.0 ,199.3 ,321.2 ,336.0 ,453.6 p
A,MIO_EUR,S1313,GF1004,TE,RO,837.3 ,698.2 ,750.0 ,660.4 ,646.5 
A,MIO_EUR,S1313,GF1004,TE,SE,4634.3 ,4669.7 ,4777.1 ,5112.5 ,5162.8 
A,MIO_EUR,S1313,GF1004,TE,SI,166.2 ,181.6 ,175.1 ,207.2 ,217.4 
A,MIO_EUR,S1313,GF1004,TE,SK,18.1 ,20.1 ,19.1 ,19.8 ,39.1 
A,MIO_EUR,S1313,GF1005,TE,BE,0.2 ,0.2 ,0.2 ,0.2 ,0.2 p
A,MIO_EUR,S1313,GF1005,TE,BG,: z,: z,: z,: z,: z
A,MIO_EUR,S1313,GF1005,TE,CH,151.1 ,160.5 ,161.1 ,159.6 ,173.6 
A,MIO_EUR,S1313,GF1005,TE,CY,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1005,TE,CZ,0.7 ,0.6 ,0.6 ,0.6 ,0.7 
A,MIO_EUR,S1313,GF1005,TE,DK,3275.5 ,3296.9 ,3693.4 ,3542.8 ,3138.9 
A,MIO_EUR,S1313,GF1005,TE,EE,2.6 ,3.1 ,2.7 ,2.0 ,2.2 
A,MIO_EUR,S1313,GF1005,TE,EL,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1005,TE,ES,23.0 ,30.0 ,21.0 ,26.0 ,29.0 p
A,MIO_EUR,S1313,GF1005,TE,FI,571.0 ,569.0 ,614.0 ,696.0 ,659.0 
A,MIO_EUR,S1313,GF1005,TE,FR,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1005,TE,HR,8.0 ,11.1 ,14.4 ,15.7 ,15.8 
A,MIO_EUR,S1313,GF1005,TE,HU,0.2 ,0.1 ,0.1 ,0.2 ,0.1 
A,MIO_EUR,S1313,GF1005,TE,IE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1005,TE,IS,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1005,TE,IT,109.0 ,136.0 ,101.0 ,65.0 ,105.0 
A,MIO_EUR,S1313,GF1005,TE,LT,3.6 ,5.9 ,7.1 ,7.8 ,8.9 
A,MIO_EUR,S1313,GF1005,TE,LU,10.9 ,12.4 ,12.3 ,13.3 ,14.1 
A,MIO_EUR,S1313,GF1005,TE,LV,6.3 ,10.7 ,6.1 ,8.4 ,5.5 
A,MIO_EUR,S1313,GF1005,TE,MT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1005,TE,NL,1291.0 ,1431.0 ,1372.0 ,1407.0 ,1477.0 
A,MIO_EUR,S1313,GF1005,TE,NO,1.8 ,2.2 ,1.8 ,3.1 ,2.2 
A,MIO_EUR,S1313,GF1005,TE,PL,413.1 ,410.2 ,421.9 ,385.3 ,440.2 
A,MIO_EUR,S1313,GF1005,TE,PT,19.2 ,20.2 ,20.8 ,18.5 ,20.6 p
A,MIO_EUR,S1313,GF1005,TE,RO,18.5 ,15.5 ,8.7 ,9.2 ,14.2 
A,MIO_EUR,S1313,GF1005,TE,SE,1298.4 ,1170.6 ,1112.7 ,1276.8 ,1156.6 
A,MIO_EUR,S1313,GF1005,TE,SI,8.8 ,9.5 ,11.5 ,13.1 ,12.4 
A,MIO_EUR,S1313,GF1005,TE,SK,2.9 ,3.2 ,3.7 ,2.4 ,9.0 
A,MIO_EUR,S1313,GF1006,TE,BE,55.0 ,60.7 ,40.3 ,40.4 ,59.2 p
A,MIO_EUR,S1313,GF1006,TE,BG,32.4 ,38.5 ,42.3 ,53.1 ,67.8 
A,MIO_EUR,S1313,GF1006,TE,CH,30.9 ,234.8 ,165.2 ,229.1 ,199.3 
A,MIO_EUR,S1313,GF1006,TE,CY,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1006,TE,CZ,1.6 ,1.1 ,0.6 ,0.7 ,1.1 
A,MIO_EUR,S1313,GF1006,TE,DK,1986.5 ,2029.7 ,2073.7 ,2087.9 ,2102.1 
A,MIO_EUR,S1313,GF1006,TE,EE,5.1 ,5.8 ,7.3 ,8.7 ,9.8 
A,MIO_EUR,S1313,GF1006,TE,EL,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1006,TE,ES,20.0 ,29.0 ,31.0 ,28.0 ,31.0 p
A,MIO_EUR,S1313,GF1006,TE,FI,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1006,TE,FR,46.0 ,49.0 ,41.0 ,36.0 p,44.0 p
A,MIO_EUR,S1313,GF1006,TE,HR,14.2 ,14.6 ,15.9 ,17.3 ,15.7 
A,MIO_EUR,S1313,GF1006,TE,HU,15.6 ,21.8 ,18.0 ,18.5 ,16.0 
A,MIO_EUR,S1313,GF1006,TE,IE,1954.3 ,2718.9 ,2678.9 ,3188.5 ,3922.6 
A,MIO_EUR,S1313,GF1006,TE,IS,12.4 ,12.9 ,12.7 ,15.5 ,17.1 
A,MIO_EUR,S1313,GF1006,TE,IT,220.0 ,275.0 ,350.0 ,393.0 ,405.0 
A,MIO_EUR,S1313,GF1006,TE,LT,25.9 ,22.5 ,17.8 ,22.6 ,66.5 
A,MIO_EUR,S1313,GF1006,TE,LU,43.1 ,49.1 ,74.6 ,86.6 ,114.4 
A,MIO_EUR,S1313,GF1006,TE,LV,27.1 ,20.9 ,22.6 ,24.2 ,25.9 
A,MIO_EUR,S1313,GF1006,TE,MT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1006,TE,NL,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1006,TE,NO,203.5 ,210.9 ,180.9 ,189.2 ,202.8 
A,MIO_EUR,S1313,GF1006,TE,PL,160.9 ,143.3 ,134.9 ,140.4 ,158.9 
A,MIO_EUR,S1313,GF1006,TE,PT,294.5 ,302.1 ,314.0 ,318.4 ,315.8 p
A,MIO_EUR,S1313,GF1006,TE,RO,4.1 ,7.0 ,3.3 ,14.1 ,23.7 
A,MIO_EUR,S1313,GF1006,TE,SE,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
A,MIO_EUR,S1313,GF1006,TE,SI,10.9 ,12.3 ,13.4 ,9.0 ,8.9 
A,MIO_EUR,S1313,GF1006,TE,SK,0.8 ,0.5 ,5.1 ,2.1 ,12.4 
A,MIO_EUR,S1313,TOTAL,TE,AT,32216.2 ,33513.0 ,34141.9 ,36806.2 ,39342.8 
A,MIO_EUR,S1313,TOTAL,TE,BE,32667.6 ,33310.2 ,33595.1 ,34993.7 ,38416.3 p
A,MIO_EUR,S1313,TOTAL,TE,BG,4107.6 ,4543.3 ,4387.9 ,5767.9 ,6261.8 
A,MIO_EUR,S1313,TOTAL,TE,CH,43815.3 ,46693.0 ,49407.8 ,49690.0 ,54719.7 
A,MIO_EUR,S1313,TOTAL,TE,CY,317.4 ,348.4 ,349.5 ,392.3 ,383.8 
A,MIO_EUR,S1313,TOTAL,TE,CZ,24779.9 ,26490.5 ,28034.5 ,30649.7 ,34926.3 
A,MIO_EUR,S1313,TOTAL,TE,DE,271294.0 ,285059.0 ,298212.0 p,312070.0 p,337085.0 p
A,MIO_EUR,S1313,TOTAL,TE,DK,100108.4 ,102004.9 ,107652.3 ,113816.3 ,114146.3 
A,MIO_EUR,S1313,TOTAL,TE,EA19,1112928.9 ,1158709.0 ,1184620.7 ,1246118.8 ,1328398.3 
A,MIO_EUR,S1313,TOTAL,TE,EA20,1119386.1 ,1165814.2 ,1191802.4 ,1253796.1 ,1336430.3 
A,MIO_EUR,S1313,TOTAL,TE,EE,2465.3 ,2784.6 ,2868.2 ,3179.3 ,3478.2 
A,MIO_EUR,S1313,TOTAL,TE,EL,6612.0 ,6195.0 ,6535.0 ,7237.0 ,8047.0 
A,MIO_EUR,S1313,TOTAL,TE,ES,70414.0 ,74942.0 ,72036.0 ,78982.0 ,91028.0 p
A,MIO_EUR,S1313,TOTAL,TE,EU27_2020,1465807.1 ,1525509.9 ,1565148.2 ,1650654.7 ,1749886.9 
A,MIO_EUR,S1313,TOTAL,TE,FI,50838.0 ,52859.0 ,54741.0 ,57354.0 ,59391.0 
A,MIO_EUR,S1313,TOTAL,TE,FR,259529.0 ,272135.0 ,269073.0 ,281076.0 p,295335.0 p
A,MIO_EUR,S1313,TOTAL,TE,HR,6457.2 ,7105.2 ,7181.7 ,7677.3 ,8031.9 
A,MIO_EUR,S1313,TOTAL,TE,HU,8746.6 ,9910.8 ,8857.4 ,9239.0 ,9979.5 
A,MIO_EUR,S1313,TOTAL,TE,IE,7346.9 ,8483.2 ,9094.0 ,9586.7 ,10440.7 
A,MIO_EUR,S1313,TOTAL,TE,IS,2994.1 ,2922.0 ,2814.6 ,3167.1 ,3770.9 
A,MIO_EUR,S1313,TOTAL,TE,IT,245811.0 ,249590.0 ,256145.0 ,268791.0 ,278679.0 
A,MIO_EUR,S1313,TOTAL,TE,LT,3664.6 ,4133.3 ,4816.6 ,5101.3 ,5970.6 
A,MIO_EUR,S1313,TOTAL,TE,LU,2879.8 ,3028.4 ,3177.0 ,3415.3 ,3887.7 
A,MIO_EUR,S1313,TOTAL,TE,LV,3318.8 ,3316.6 ,3342.4 ,3640.1 ,3896.0 
A,MIO_EUR,S1313,TOTAL,TE,MT,58.9 ,66.6 ,62.9 ,66.7 ,75.2 
A,MIO_EUR,S1313,TOTAL,TE,NL,101412.0 ,105480.0 ,111766.0 ,116181.0 ,123401.0 
A,MIO_EUR,S1313,TOTAL,TE,NO,61555.3 ,63930.8 ,59520.6 ,66028.8 ,71190.2 
A,MIO_EUR,S1313,TOTAL,TE,PL,71039.2 ,76406.9 ,78054.5 ,81671.6 ,90223.2 
A,MIO_EUR,S1313,TOTAL,TE,PT,11843.9 ,12315.2 ,13302.4 ,14927.2 ,15661.7 p
A,MIO_EUR,S1313,TOTAL,TE,RO,16650.2 ,19141.2 ,21076.5 ,21863.8 ,24542.6 
A,MIO_EUR,S1313,TOTAL,TE,SE,120989.1 ,121198.1 ,125282.6 ,133850.3 ,133376.8 
A,MIO_EUR,S1313,TOTAL,TE,SI,3879.3 ,4067.0 ,4167.7 ,4669.1 ,5146.3 
A,MIO_EUR,S1313,TOTAL,TE,SK,6360.2 ,7082.5 ,7194.9 ,7650.1 ,8733.0 
A,MIO_EUR,S1314,GF06,TE,AT,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
