freq,unit,sex,age,icd10,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,RT,F,TOTAL,A-R_V-Y,FI2	1011.08 	698.26 	756 	792.21 	798.06 	659.31 	695.1 	662.77 	666.44 	653.22 
A,RT,F,TOTAL,A-R_V-Y,FI20	1011.08 	698.26 	756 	792.21 	798.06 	659.31 	695.1 	662.77 	666.44 	653.22 
A,RT,F,TOTAL,A-R_V-Y,FR	688.65 	670.89 	644.43 	669.76 	649.92 	649.15 	637.67 	629.4 	668.46 	656.06 
A,RT,F,TOTAL,A-R_V-Y,FR1	629.74 	613.34 	590.27 	613.39 	596.35 	592.54 	588.01 	574.59 	658.7 	595.71 
A,RT,F,TOTAL,A-R_V-Y,FR10	629.74 	613.34 	590.27 	613.39 	596.35 	592.54 	588.01 	574.59 	658.7 	595.71 
A,RT,F,TOTAL,A-R_V-Y,FRB	665.38 	669.61 	626.32 	666.88 	646.11 	649.41 	647.86 	638.42 	657.92 	657.39 
A,RT,F,TOTAL,A-R_V-Y,FRB0	665.38 	669.61 	626.32 	666.88 	646.11 	649.41 	647.86 	638.42 	657.92 	657.39 
A,RT,F,TOTAL,A-R_V-Y,FRC	696.47 	678.56 	650.14 	677.49 	664.5 	664.92 	657.31 	645.21 	698.71 	655.69 
A,RT,F,TOTAL,A-R_V-Y,FRC1	698.75 	678.34 	647.45 	682.83 	659.64 	672.74 	656.96 	650.51 	690.2 	645.94 
A,RT,F,TOTAL,A-R_V-Y,FRC2	693.07 	680.11 	655.59 	669 	672.33 	654.01 	657.75 	637.83 	713.37 	671.45 
A,RT,F,TOTAL,A-R_V-Y,FRD	719.34 	700.62 	677.59 	688.45 	671.5 	666.94 	675.58 	668.15 	690.69 	696.08 
A,RT,F,TOTAL,A-R_V-Y,FRD1	693.91 	679.64 	652.06 	655.92 	652.51 	644.89 	644.31 	642.14 	647.36 	683.79 
A,RT,F,TOTAL,A-R_V-Y,FRD2	742.99 	720.41 	701.76 	719.44 	688.63 	686.37 	705.77 	692.82 	732.85 	707.69 
A,RT,F,TOTAL,A-R_V-Y,FRE	823.03 	808.84 	763.22 	791.37 	761.08 	763.92 	757.99 	734.71 	787.26 	773.45 
A,RT,F,TOTAL,A-R_V-Y,FRE1	836.23 	819.59 	772.2 	799.69 	766.13 	769.54 	770.33 	737.71 	788.46 	778.24 
A,RT,F,TOTAL,A-R_V-Y,FRE2	796.06 	786.32 	744.47 	774.51 	750.74 	753.05 	733.49 	729.01 	784.95 	763.68 
A,RT,F,TOTAL,A-R_V-Y,FRF	748.63 	744.49 	695.79 	739.71 	710.1 	704.92 	706.58 	684.41 	759.44 	707.34 
A,RT,F,TOTAL,A-R_V-Y,FRF1	728.12 	732.46 	677.5 	728.49 	686.67 	670.77 	692.42 	657.07 	754.3 	656.49 
A,RT,F,TOTAL,A-R_V-Y,FRF2	744.05 	736.68 	688.22 	728.34 	705.03 	721.1 	695.8 	681.3 	721.55 	715.7 
A,RT,F,TOTAL,A-R_V-Y,FRF3	768.41 	760.26 	715.02 	756.98 	731.83 	723.06 	724.96 	708.77 	787.6 	742.2 
A,RT,F,TOTAL,A-R_V-Y,FRG	645.77 	630.57 	600.5 	634.15 	614.38 	610.34 	604.99 	594.13 	598.27 	611.68 
A,RT,F,TOTAL,A-R_V-Y,FRG0	645.77 	630.57 	600.5 	634.15 	614.38 	610.34 	604.99 	594.13 	598.27 	611.68 
A,RT,F,TOTAL,A-R_V-Y,FRH	717.54 	694.22 	663.77 	685.4 	677.09 	676.79 	668.25 	644.38 	639.83 	646.8 
A,RT,F,TOTAL,A-R_V-Y,FRH0	717.54 	694.22 	663.77 	685.4 	677.09 	676.79 	668.25 	644.38 	639.83 	646.8 
A,RT,F,TOTAL,A-R_V-Y,FRI	666.34 	656.8 	626.58 	647.6 	628.71 	636.32 	626.08 	618.38 	611.9 	632.16 
A,RT,F,TOTAL,A-R_V-Y,FRI1	663.03 	645.07 	634.99 	644.55 	617.62 	636.71 	622.23 	608.34 	610.09 	621.65 
A,RT,F,TOTAL,A-R_V-Y,FRI2	679.83 	668.92 	629.67 	684.09 	661.46 	649.61 	630.3 	641.02 	632.11 	643.74 
A,RT,F,TOTAL,A-R_V-Y,FRI3	665.94 	672.08 	610.35 	636.65 	634.51 	629.38 	631.95 	627.24 	606.95 	647.07 
A,RT,F,TOTAL,A-R_V-Y,FRJ	670.7 	640.44 	624.06 	642.5 	628.28 	626.44 	629.43 	614.46 	619.03 	629.79 
A,RT,F,TOTAL,A-R_V-Y,FRJ1	689.7 	652.16 	639.01 	655.68 	650.37 	635.91 	648.11 	627 	638.92 	653.22 
A,RT,F,TOTAL,A-R_V-Y,FRJ2	653.15 	629.42 	610.13 	630.27 	607.55 	617.64 	611.73 	601.92 	599.57 	606.99 
A,RT,F,TOTAL,A-R_V-Y,FRK	659.65 	634.83 	615.29 	645.68 	617.84 	617.85 	603.64 	600.78 	666.39 	610.99 
A,RT,F,TOTAL,A-R_V-Y,FRK1	716.76 	680.24 	651.73 	695.48 	673.56 	676.99 	647.85 	647.83 	683.91 	669.48 
A,RT,F,TOTAL,A-R_V-Y,FRK2	644.44 	622.91 	605.51 	632.14 	603.41 	602.48 	592.66 	588.83 	662.3 	596.52 
A,RT,F,TOTAL,A-R_V-Y,FRL	673.71 	644.57 	624.71 	648.32 	628.15 	629.36 	620.92 	617.72 	644.56 	663.46 
A,RT,F,TOTAL,A-R_V-Y,FRL0	673.71 	644.57 	624.71 	648.32 	628.15 	629.36 	620.92 	617.72 	644.56 	663.46 
A,RT,F,TOTAL,A-R_V-Y,FRM	656.36 	659.16 	647.2 	629.88 	623.25 	618.95 	590.25 	595.27 	586.39 	633.3 
A,RT,F,TOTAL,A-R_V-Y,FRM0	656.36 	659.16 	647.2 	629.88 	623.25 	618.95 	590.25 	595.27 	586.39 	633.3 
A,RT,F,TOTAL,A-R_V-Y,FRY	: 	618.17 	698.74 	668.03 	679.84 	668.52 	665.82 	680.78 	681.74 	828.82 
A,RT,F,TOTAL,A-R_V-Y,FRY1	585.4 	568.52 	642.14 	558.08 	599.01 	607.97 	582.72 	633.38 	678.23 	823.45 
A,RT,F,TOTAL,A-R_V-Y,FRY2	604.69 	603.63 	695.72 	630.46 	667.01 	609.13 	623.05 	653.48 	634.49 	856.98 
A,RT,F,TOTAL,A-R_V-Y,FRY3	785.57 	710.3 	698.99 	765.71 	733.36 	761.16 	631.51 	711.67 	644.47 	926.35 
A,RT,F,TOTAL,A-R_V-Y,FRY4	752.49 	739.75 	719.91 	740.33 	714.51 	702.27 	735.42 	685.03 	662.96 	742.14 
A,RT,F,TOTAL,A-R_V-Y,FRY5	: 	: 	1152.27 	1229.43 	1251.94 	1343.89 	1230.62 	1374.28 	1701.01 	1935.71 
A,RT,F,TOTAL,A-R_V-Y,HR	1106.81 d	1106.63 d	1109.9 	1178.37 	1088.92 	1133.35 	1081.41 	1054.51 	1143.44 	1261.35 
A,RT,F,TOTAL,A-R_V-Y,HR0	1105.68 d	1105.41 d	1108.65 	1177.26 	1087.51 	1131.66 	1083.98 	1055.41 	1141.87 	1260.48 
A,RT,F,TOTAL,A-R_V-Y,HR02	: 	: 	: 	: 	: 	: 	: 	: 	1378.41 	1459.4 
A,RT,F,TOTAL,A-R_V-Y,HR03	989.97 d	973.43 d	984.58 	1052.17 	976.54 	1036.86 	965.35 	948.77 	991.51 	1116.61 
A,RT,F,TOTAL,A-R_V-Y,HR04	1164.42 d	1173.36 d	1173.36 	1243.29 	1145.32 	1181.38 	1143.25 p	: 	: 	: 
A,RT,F,TOTAL,A-R_V-Y,HR05	: 	: 	: 	: 	: 	: 	: 	: 	1086.44 	1208.24 
A,RT,F,TOTAL,A-R_V-Y,HR06	: 	: 	: 	: 	: 	: 	: 	: 	1149.95 	1303.91 
A,RT,F,TOTAL,A-R_V-Y,HU	1252.5 d	1214.13 d	1180.39 	1230.82 	1146.58 	1187.68 	1164.06 	1145.29 	1229.04 	1329.45 
A,RT,F,TOTAL,A-R_V-Y,HU1	1193.14 d	1147.45 d	1082.37 	1166.85 	1076.85 	1115.46 	1108.8 	1067.31 	1129.72 	1201.56 
A,RT,F,TOTAL,A-R_V-Y,HU11	1139.82 d	1102.88 d	1029.41 	1095.58 	1026.87 	1052.05 	1057.71 	1013.55 	1074.7 	1138.2 
A,RT,F,TOTAL,A-R_V-Y,HU12	1297.61 d	1239.22 d	1188.72 	1296.06 	1172.53 	1228.8 	1197.66 	1163.59 	1225.25 	1312.21 
A,RT,F,TOTAL,A-R_V-Y,HU2	1264.99 d	1230.73 d	1199.9 	1240.05 	1138.05 	1194.82 	1169.62 	1148.32 	1234.97 	1342.03 
A,RT,F,TOTAL,A-R_V-Y,HU21	1267.83 d	1231.7 d	1203.62 	1286.69 	1154.55 	1218.36 	1197.98 	1172.05 	1273.58 	1378.85 
A,RT,F,TOTAL,A-R_V-Y,HU22	1254.16 d	1197.12 d	1183.92 	1180.08 	1103.54 	1133.88 	1126.01 	1108.48 	1202.75 	1288.1 
A,RT,F,TOTAL,A-R_V-Y,HU23	1272.35 d	1263.92 d	1213.22 	1252.23 	1155.18 	1232.26 	1185.34 	1166.02 	1227.38 	1358.32 
A,RT,F,TOTAL,A-R_V-Y,HU3	1286.38 d	1250.16 d	1239.33 	1271.55 	1204.16 	1236.31 	1215.88 	1209.59 	1302.01 	1419.63 
A,RT,F,TOTAL,A-R_V-Y,HU31	1330.99 d	1299.24 d	1301.97 	1314.41 	1269.41 	1295.32 	1281.28 	1263.6 	1378.04 	1495.73 
A,RT,F,TOTAL,A-R_V-Y,HU32	1258.49 d	1220.64 d	1212.43 	1258.53 	1192.09 	1204.49 	1222.11 	1201.46 	1283.79 	1398.52 
A,RT,F,TOTAL,A-R_V-Y,HU33	1275.56 d	1237.08 d	1210.55 	1246.23 	1160.73 	1217.69 	1151.75 	1170.17 	1254.13 	1374.85 
A,RT,F,TOTAL,A-R_V-Y,IE	870.51 	877.65 	843.82 	855.24 	839.91 	803.2 	784.54 	744.35 	761.83 	774.27 
A,RT,F,TOTAL,A-R_V-Y,IE0	868.02 	874.15 	840.95 	852.18 	835.29 	801.08 	789.57 	746.74 	761.29 	773.53 
A,RT,F,TOTAL,A-R_V-Y,IE04	: 	830.81 	793.66 	799.03 	784.18 	744.86 	741.28 	736.14 	714.77 	722.94 
A,RT,F,TOTAL,A-R_V-Y,IE05	: 	900.17 	872.5 	872.14 	891.54 	829.25 	813.64 	767.69 	754.68 	801.23 
A,RT,F,TOTAL,A-R_V-Y,IE06	: 	872.88 	847.36 	871.11 	815.1 	804.29 	790.8 	735.84 	787.17 	773.53 
A,RT,F,TOTAL,A-R_V-Y,IS	804.78 	825.89 	760.89 	823.95 	811.93 	788.84 	774.26 	759.53 	754.81 	742.75 
A,RT,F,TOTAL,A-R_V-Y,IS0	804.78 	825.89 	760.89 	823.95 	811.93 	788.84 	783.05 	764.39 	754.81 	742.75 
A,RT,F,TOTAL,A-R_V-Y,IS00	804.78 	825.89 	760.89 	823.95 	811.93 	788.84 	783.05 	764.39 	754.81 	742.75 
A,RT,F,TOTAL,A-R_V-Y,IT	754.92 	717.71 	698.82 	746.62 	692.46 	717.9 	688.71 	685.24 	777.3 	739.23 
A,RT,F,TOTAL,A-R_V-Y,ITC	734.5 	701.38 	681.24 	726.12 	669.89 	691.27 	682.55 	663.26 	838.01 	696.14 
A,RT,F,TOTAL,A-R_V-Y,ITC1	757.47 	730.86 	708.27 	757.67 	700.74 	724.76 	718.66 	695.76 	842.32 	728.16 
A,RT,F,TOTAL,A-R_V-Y,ITC2	747.43 	686.3 	683.37 	794.13 	690.24 	734.88 	687.75 	648.03 	874.22 	725.42 
A,RT,F,TOTAL,A-R_V-Y,ITC3	748.32 	724.34 	685.22 	736.77 	677.54 	705.03 	708.71 	673.1 	792.04 	703.61 
A,RT,F,TOTAL,A-R_V-Y,ITC4	720.37 	682.46 	666.86 	708.15 	653.15 	671.65 	659.92 	646.12 	845.66 	679.24 
A,RT,F,TOTAL,A-R_V-Y,ITF	801.05 	765 	749.56 	805.14 	741.09 	778.31 	739.98 	745.88 	782.11 	820.24 
A,RT,F,TOTAL,A-R_V-Y,ITF1	734.5 	709.32 	681.64 	733.86 	674.56 	721.91 	677.37 	674.95 	717.5 	727.49 
A,RT,F,TOTAL,A-R_V-Y,ITF2	713.78 	685.44 	663.71 	720.36 	640.87 	693.95 	653.04 	689 	739.93 	763.53 
A,RT,F,TOTAL,A-R_V-Y,ITF3	870.15 	842.62 	822.11 	894.27 	818.47 	855.6 	807.18 	816.81 	852.25 	890.18 
A,RT,F,TOTAL,A-R_V-Y,ITF4	768.37 	719.56 	709.19 	755.68 	692.19 	732.08 	701.56 	698.7 	751.14 	787.91 
A,RT,F,TOTAL,A-R_V-Y,ITF5	744.57 	703.21 	696.2 	763.36 	722.68 	705.46 	690.18 	726.57 	727.52 	744.19 
A,RT,F,TOTAL,A-R_V-Y,ITF6	776.8 	734.23 	732.86 	765.98 	714.88 	757.46 	725.66 	731.55 	738.07 	805.76 
A,RT,F,TOTAL,A-R_V-Y,ITG	821.03 	763.32 	759.81 	806.49 	736.79 	782.08 	749.3 	760 	788.77 	818.42 
A,RT,F,TOTAL,A-R_V-Y,ITG1	857.27 	793.98 	790.89 	843.1 	764.42 	820.63 	784.95 	802.1 	820.98 	870.69 
A,RT,F,TOTAL,A-R_V-Y,ITG2	714.93 	674.54 	670.3 	703.02 	659.07 	674.96 	652 	646.35 	702.01 	679.26 
A,RT,F,TOTAL,A-R_V-Y,ITH	710.4 	683.22 	657.31 	701.24 	658.71 	668.53 	656.94 	641.56 	734.3 	689.1 
A,RT,F,TOTAL,A-R_V-Y,ITH1	706.78 	648.66 	651.99 	649.21 	626.14 	620.14 	632.88 	604.92 	738.99 	662.57 
A,RT,F,TOTAL,A-R_V-Y,ITH2	641.44 	641.76 	612.75 	645.99 	602.58 	619.77 	607.91 	579.85 	736.66 	611.12 
A,RT,F,TOTAL,A-R_V-Y,ITH3	706.47 	676.06 	648.21 	700.28 	653.06 	669.27 	655.69 	636 	722.65 	670.6 
A,RT,F,TOTAL,A-R_V-Y,ITH4	719.98 	708.93 	663.64 	698.8 	654.45 	660.69 	663.63 	637.62 	714.82 	711.05 
A,RT,F,TOTAL,A-R_V-Y,ITH5	720.24 	691.43 	671.42 	714.16 	676.33 	680.91 	664.24 	659.26 	752.36 	713.42 
A,RT,F,TOTAL,A-R_V-Y,ITI	745.22 	700.51 	679.94 	727.33 	681.34 	707.36 	674.86 	672.66 	718.25 	722.82 
A,RT,F,TOTAL,A-R_V-Y,ITI1	729.11 	691.78 	667.82 	713.85 	666.68 	683.1 	664.4 	660.31 	704.97 	701.11 
A,RT,F,TOTAL,A-R_V-Y,ITI2	707.15 	664.43 	641.27 	683.39 	654.52 	675.09 	637.36 	628.24 	659.8 	687.62 
A,RT,F,TOTAL,A-R_V-Y,ITI3	689.61 	661.11 	644.24 	690.49 	640.92 	685.17 	631.96 	629.2 	714.25 	713.64 
A,RT,F,TOTAL,A-R_V-Y,ITI4	780.94 	724.35 	706.14 	754.32 	707 	735.84 	700.76 	701.33 	737.67 	746.13 
A,RT,F,TOTAL,A-R_V-Y,LI	706.05 	757.54 	890.7 	775.7 	734.34 	680.65 	714.76 	684.49 	801.97 	656.07 
A,RT,F,TOTAL,A-R_V-Y,LI0	706.05 	757.54 	890.7 	775.7 	734.34 	680.65 	717.49 	684.49 	801.97 	656.07 
A,RT,F,TOTAL,A-R_V-Y,LI00	706.05 	757.54 	890.7 	775.7 	734.34 	680.65 	717.49 	684.49 	801.97 	656.07 
A,RT,F,TOTAL,A-R_V-Y,LT	1132.07 	1135.15 	1086.05 	1130.07 	1090.63 	1078.44 	1047.8 	995.86 	1110.54 	1249.5 
A,RT,F,TOTAL,A-R_V-Y,LT0	1131.58 	1134.81 	1085.98 	1129.87 	1089.7 	1077.16 	1052.54 	997.27 	1109.5 	1252.03 
A,RT,F,TOTAL,A-R_V-Y,LT01	1117.63 	1128.78 	1084.71 	1104.44 	1070.17 	1034.52 	1041.52 	983.37 	1085.22 	1242.16 
A,RT,F,TOTAL,A-R_V-Y,LT02	1133.9 	1135.07 	1085.75 	1137.37 	1096.77 	1091.42 	1056.85 	1004.16 	1120.43 	1257.88 
A,RT,F,TOTAL,A-R_V-Y,LU	829.34 	798.99 	731.28 	784.99 	738.83 	758.77 	727.91 	705.29 	739.99 	702.69 
A,RT,F,TOTAL,A-R_V-Y,LU0	829.34 	798.99 	731.28 	784.99 	738.83 	758.77 	733.95 	707.43 	739.99 	702.69 
A,RT,F,TOTAL,A-R_V-Y,LU00	829.34 	798.99 	731.28 	784.99 	738.83 	758.77 	733.95 	707.43 	739.99 	702.69 
A,RT,F,TOTAL,A-R_V-Y,LV	1234.75 	1208.09 	1145.66 	1161.11 	1135.76 	1129.26 	1126.37 	1076.66 	1110.07 	1328.36 
A,RT,F,TOTAL,A-R_V-Y,LV0	1234.75 	1208.09 	1145.66 	1161.11 	1135.76 	1129.26 	1131.72 	1078.84 	1110.07 	1328.36 
A,RT,F,TOTAL,A-R_V-Y,LV00	1234.75 	1208.09 	1145.66 	1161.11 	1135.76 	1129.26 	1131.72 	1078.84 	1110.07 	1328.36 
A,RT,F,TOTAL,A-R_V-Y,MT	880.75 	818.35 	785.05 	798.39 	766.68 	763.73 	762.45 	735.5 	773.83 	785.89 
A,RT,F,TOTAL,A-R_V-Y,MT0	880.75 	818.35 	785.05 	798.39 	766.68 	763.73 	770.98 	738.8 	773.83 	785.89 
A,RT,F,TOTAL,A-R_V-Y,MT00	880.75 	818.35 	785.05 	798.39 	766.68 	763.73 	770.98 	738.8 	773.83 	785.89 
A,RT,F,TOTAL,A-R_V-Y,NL	869.79 	859.33 	826.17 	855.79 	848.83 	842.35 	843.49 	814.63 	873.85 	869.5 
A,RT,F,TOTAL,A-R_V-Y,NL1	889.31 	865.55 	837.68 	865.48 	878.53 	879.35 	891.31 	835.21 	838.11 	895.38 
A,RT,F,TOTAL,A-R_V-Y,NL11	921.44 	910.06 	881.11 	906.53 	920.7 	913.2 	940.62 	844.04 	861.1 	927.81 
A,RT,F,TOTAL,A-R_V-Y,NL12	868.02 	841.14 	817.33 	832.98 	860.33 	872.51 	863.98 	823.9 	798.74 	870.74 
A,RT,F,TOTAL,A-R_V-Y,NL13	883.97 	849.47 	816.44 	864.94 	860.72 	853.69 	874.21 	840.92 	862.01 	894.86 
A,RT,F,TOTAL,A-R_V-Y,NL2	880.44 	867.35 	832.63 	861.57 	848.91 	842.3 	858.36 	837.12 	881.94 	881.29 
A,RT,F,TOTAL,A-R_V-Y,NL21	864.65 	897.27 	855.76 	879.62 	870.33 	835.57 	874 	837.63 	880.94 	893.9 
A,RT,F,TOTAL,A-R_V-Y,NL22	886.05 	851.38 	823.17 	853.49 	838.71 	849.64 	847.46 	841.11 	885.47 	873.74 
A,RT,F,TOTAL,A-R_V-Y,NL23	919.31 	865.28 	805.2 	862.02 	835.79 	821.85 	882.15 	803.3 	851.65 	889.13 
A,RT,F,TOTAL,A-R_V-Y,NL3	848.77 	839.11 	806.32 	836.47 	835.58 	823.4 	827.71 	798.85 	859.65 	845.42 
A,RT,F,TOTAL,A-R_V-Y,NL31	823.34 	816.54 	810.67 	823.17 	828.45 	804.75 	809.32 	823.09 	859.36 	828.27 
A,RT,F,TOTAL,A-R_V-Y,NL32	877.34 	842.19 	825.62 	854.5 	855.73 	830.47 	842.29 	807.21 	857.86 	845.83 
A,RT,F,TOTAL,A-R_V-Y,NL33	845.65 	854.28 	805.85 	837.71 	833.66 	831.25 	830.35 	793.74 	876.71 	852.64 
A,RT,F,TOTAL,A-R_V-Y,NL34	781.25 	766.24 	695.34 	756.55 	763.41 	777.91 	775.05 	734.83 	750.14 	835.66 
A,RT,F,TOTAL,A-R_V-Y,NL4	882.58 	877.81 	841.15 	872.45 	850.92 	854.15 	860.76 	820.47 	906.29 	885.41 
A,RT,F,TOTAL,A-R_V-Y,NL41	878.72 	877.57 	840.79 	874.31 	856.3 	851.09 	864.38 	819.51 	908.92 	870.95 
A,RT,F,TOTAL,A-R_V-Y,NL42	890.75 	878.75 	842.38 	869.93 	840.93 	860.41 	854.73 	823.68 	902.42 	913.35 
A,RT,F,TOTAL,A-R_V-Y,NO	845.94 	798.61 	770.62 	773.69 	773.04 	766.93 	752.09 	733.06 	714.48 	729.19 
A,RT,F,TOTAL,A-R_V-Y,NO0	844.43 	796.7 	767.87 	770.7 	770.65 	761.28 	757.87 	734.73 	713.58 	728.12 
A,RT,F,TOTAL,A-R_V-Y,NO01	840.53 	769.66 	734.23 	728.11 	738.82 	722.73 	722 p	: 	: 	: 
A,RT,F,TOTAL,A-R_V-Y,NO02	951.15 	880.34 	833.02 	827.11 	858.69 	859.36 	848.97 	798.95 	772.86 	815.4 
A,RT,F,TOTAL,A-R_V-Y,NO03	867.57 	831.68 	838.41 	823.68 	803 	805.92 	783.74 p	: 	: 	: 
A,RT,F,TOTAL,A-R_V-Y,NO04	843.85 	801.11 	744.68 	778.73 	761.55 	765.95 	745.59 p	: 	: 	: 
A,RT,F,TOTAL,A-R_V-Y,NO05	763.09 	754.78 	698.05 	718.12 	718.06 	688.88 	690.95 p	: 	: 	: 
A,RT,F,TOTAL,A-R_V-Y,NO06	815.69 	769.66 	780.06 	749.51 	784.34 	742.5 	749.8 	756.15 	675.26 	720.53 
A,RT,F,TOTAL,A-R_V-Y,NO07	883.3 	797.06 	776.7 	793.98 	787.23 	805.31 	785.63 	807.05 	756.48 	765.96 
A,RT,F,TOTAL,A-R_V-Y,NO08	: 	: 	: 	: 	: 	: 	: 	: 	694.44 	727.9 
A,RT,F,TOTAL,A-R_V-Y,NO09	: 	: 	: 	: 	: 	: 	: 	: 	741.21 	725.55 
A,RT,F,TOTAL,A-R_V-Y,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	679.73 	690.48 
A,RT,F,TOTAL,A-R_V-Y,PL	1030.52 	1019.55 	966.02 	991.37 	941.07 	965.07 	971 	941.54 	1064.8 	1165.73 
A,RT,F,TOTAL,A-R_V-Y,PL2	1045.36 	1039.95 	989.53 	1020.4 	954.92 	981.24 	979.5 	959.85 	1075.76 	1154.74 
A,RT,F,TOTAL,A-R_V-Y,PL21	967.85 	961.7 	910.92 	941.54 	880.94 	905.58 	902.12 	895.41 	1019.01 	1067.89 
A,RT,F,TOTAL,A-R_V-Y,PL22	1097.36 	1093.2 	1042.92 	1074.27 	1004.38 	1032.36 	1031.53 	1003.35 	1112.77 	1212.41 
A,RT,F,TOTAL,A-R_V-Y,PL4	1038.28 	1056.49 	975.72 	1021.24 	958.28 	975.49 	1025.41 	979.63 	1090.45 	1193.87 
A,RT,F,TOTAL,A-R_V-Y,PL41	1040.78 	1059.72 	978.66 	1033.71 	969.76 	971.91 	1027.91 	965.67 	1095.75 	1184.8 
A,RT,F,TOTAL,A-R_V-Y,PL42	1023.58 	1044.58 	964.25 	1002.59 	944.24 	971.23 	1007.95 	984.99 	1053.17 	1192.69 
A,RT,F,TOTAL,A-R_V-Y,PL43	1053.06 	1065.4 	987.08 	1007.84 	947.26 	998.83 	1047.28 	1017.65 	1139.05 	1226.7 
A,RT,F,TOTAL,A-R_V-Y,PL5	1060.06 	1026.18 	977.59 	1012.65 	939.98 	986.6 	989.28 	955.42 	1063.06 	1141.85 
A,RT,F,TOTAL,A-R_V-Y,PL51	1059.75 	1023.59 	980.1 	1015.91 	943.26 	981.7 	991.69 	959.81 	1061.99 	1149.28 
A,RT,F,TOTAL,A-R_V-Y,PL52	1062.99 	1035.9 	972.92 	1003.54 	931.08 	1003.54 	978.65 	940.72 	1062.85 	1117.29 
A,RT,F,TOTAL,A-R_V-Y,PL6	1034.28 	1011.85 	955.94 	975.62 	947.21 	967.09 	992.43 	961.82 	1056.6 	1174.33 
A,RT,F,TOTAL,A-R_V-Y,PL61	1067.75 	1038.91 	976.75 	990.87 	949.65 	988.1 	1030.32 	981.84 	1094.15 	1223.96 
A,RT,F,TOTAL,A-R_V-Y,PL62	1001.54 	1029.29 	955.58 	969.52 	958.21 	984.03 	987.57 	976.33 	1071.6 	1206.54 
A,RT,F,TOTAL,A-R_V-Y,PL63	1022.07 	975.07 	936.04 	964.35 	937.93 	936.85 	960.09 	934.59 	1011.49 	1108.44 
A,RT,F,TOTAL,A-R_V-Y,PL7	: 	1061.35 	1014.88 	1036.35 	991.38 	1003.3 	1016.95 	972.11 	1120.27 	1207.24 
A,RT,F,TOTAL,A-R_V-Y,PL71	: 	1098.72 	1044.69 	1076.79 	1020.73 	1030.93 	1049.2 	998.38 	1147.58 	1231.12 
A,RT,F,TOTAL,A-R_V-Y,PL72	: 	984.18 	952.24 	951.91 	930.31 	945.18 	949.65 	917.32 	1062.86 	1157.11 
A,RT,F,TOTAL,A-R_V-Y,PL8	: 	941.2 	906.86 	927.15 	887.36 	908.9 	902.55 	867.98 	1002.77 	1154.98 
A,RT,F,TOTAL,A-R_V-Y,PL81	: 	983.88 	925.23 	945.97 	891.78 	950 	937.24 	894.94 	1030.39 	1204.23 
A,RT,F,TOTAL,A-R_V-Y,PL82	: 	916.36 	901.29 	930.36 	888.1 	879.57 	866.94 	854.99 	992.02 	1113.24 
A,RT,F,TOTAL,A-R_V-Y,PL84	: 	907.11 	884.62 	889.93 	880.91 	882.71 	898.91 	843.62 	972.8 	1134.58 
A,RT,F,TOTAL,A-R_V-Y,PL9	: 	956.69 	933.62 	939.95 	902.42 	929.9 	948.31 	908.66 	1043.03 	1129.19 
A,RT,F,TOTAL,A-R_V-Y,PL91	: 	920.56 	886.95 	901.15 	860.99 	895.03 	912.58 	866.8 	983.74 	1053.75 
A,RT,F,TOTAL,A-R_V-Y,PL92	: 	1007.04 	999.91 	997.61 	963.54 	981.19 	1000.51 	970.88 	1132.72 	1245.02 
A,RT,F,TOTAL,A-R_V-Y,PT	839.03 	812.15 	783.8 	806.65 	797.31 	777.57 	784.79 	765.76 	828.83 	788.11 
A,RT,F,TOTAL,A-R_V-Y,PT1	830.82 	802.56 	771.58 	793.1 	787.6 	768.65 	793.61 	764 	821.35 	781.58 
A,RT,F,TOTAL,A-R_V-Y,PT11	833.43 	807.81 	770.14 	783.35 	781.77 	763.41 	786.11 	749.03 	836.33 	726.61 
A,RT,F,TOTAL,A-R_V-Y,PT15	832.08 	835.89 	744.37 	764.47 	825.15 	840.63 	836.81 	768.94 	810.19 	828.98 
A,RT,F,TOTAL,A-R_V-Y,PT16	848.4 	809.52 	783.12 	803.34 	790.45 	784.75 	798.83 	772.93 	802.83 	781.28 
A,RT,F,TOTAL,A-R_V-Y,PT17	780.16 	759.91 	743.33 	766.7 	749.8 	733.18 	769.37 	752.56 	809.29 	808.03 
A,RT,F,TOTAL,A-R_V-Y,PT18	914.91 	878.3 	845.56 	900.71 	905.49 	823.72 	866.58 	842.85 	894.97 	892.09 
A,RT,F,TOTAL,A-R_V-Y,PT2	981.49 	1134.74 	1061.12 	1179.94 	1104.01 	1019.35 	1010.65 	1059.82 	1008.5 	946.56 
A,RT,F,TOTAL,A-R_V-Y,PT20	981.49 	1134.74 	1061.12 	1179.94 	1104.01 	1019.35 	1010.65 	1059.82 	1008.5 	946.56 
A,RT,F,TOTAL,A-R_V-Y,PT3	1081.51 	974.79 	1153.44 	1160.63 	1019.39 	1001.36 	1104.74 	1047.85 	1025.07 	927.42 
A,RT,F,TOTAL,A-R_V-Y,PT30	1081.51 	974.79 	1153.44 	1160.63 	1019.39 	1001.36 	1104.74 	1047.85 	1025.07 	927.42 
