,Unnamed: 0,coicop,country,year,month,value
0,4458078,All-items HICP,Albania,2018,1,1.7
1,4458079,All-items HICP,Austria,2018,1,1.9
2,4458080,All-items HICP,Belgium,2018,1,1.8
3,4458081,All-items HICP,Bulgaria,2018,1,1.3
4,4458082,All-items HICP,Switzerland,2018,1,0.8
5,4458083,All-items HICP,Cyprus,2018,1,1.5
6,4458085,All-items HICP,Germany,2018,1,1.5
7,4458086,All-items HICP,Denmark,2018,1,0.6
8,4458090,All-items HICP,Estonia,2018,1,3.6
9,4458092,All-items HICP,Greece,2018,1,0.2
10,4458093,All-items HICP,Spain,2018,1,0.7
11,4458097,All-items HICP,Finland,2018,1,0.8
12,4458098,All-items HICP,France,2018,1,1.5
13,4458099,All-items HICP,Croatia,2018,1,1.2
14,4458100,All-items HICP,Hungary,2018,1,2.1
15,4458101,All-items HICP,Ireland,2018,1,0.3
16,4458102,All-items HICP,Iceland,2018,1,0.7
17,4458103,All-items HICP,Italy,2018,1,1.2
18,4458104,All-items HICP,Lithuania,2018,1,3.6
19,4458105,All-items HICP,Luxembourg,2018,1,1.3
20,4458106,All-items HICP,Latvia,2018,1,2.0
21,4458107,All-items HICP,Montenegro,2018,1,3.3
22,4458108,All-items HICP,North Macedonia,2018,1,2.1
23,4458109,All-items HICP,Malta,2018,1,1.2
24,4458110,All-items HICP,Netherlands,2018,1,1.5
25,4458111,All-items HICP,Norway,2018,1,1.6
26,4458112,All-items HICP,Poland,2018,1,1.6
27,4458113,All-items HICP,Portugal,2018,1,1.1
28,4458114,All-items HICP,Romania,2018,1,3.4
29,4458115,All-items HICP,Serbia,2018,1,2.0
30,4458116,All-items HICP,Sweden,2018,1,1.6
31,4458117,All-items HICP,Slovenia,2018,1,1.7
32,4458118,All-items HICP,Slovakia,2018,1,2.6
33,4458123,Food and non-alcoholic beverages,Albania,2018,1,3.3
34,4458124,Food and non-alcoholic beverages,Austria,2018,1,2.0
35,4458125,Food and non-alcoholic beverages,Belgium,2018,1,2.0
36,4458126,Food and non-alcoholic beverages,Bulgaria,2018,1,0.8
37,4458127,Food and non-alcoholic beverages,Switzerland,2018,1,1.3
38,4458128,Food and non-alcoholic beverages,Cyprus,2018,1,4.4
39,4458130,Food and non-alcoholic beverages,Germany,2018,1,2.8
40,4458131,Food and non-alcoholic beverages,Denmark,2018,1,1.6
41,4458135,Food and non-alcoholic beverages,Estonia,2018,1,5.6
42,4458137,Food and non-alcoholic beverages,Greece,2018,1,1.0
43,4458138,Food and non-alcoholic beverages,Spain,2018,1,1.3
44,4458142,Food and non-alcoholic beverages,Finland,2018,1,1.5
45,4458143,Food and non-alcoholic beverages,France,2018,1,1.3
46,4458144,Food and non-alcoholic beverages,Croatia,2018,1,0.8
47,4458145,Food and non-alcoholic beverages,Hungary,2018,1,4.5
48,4458146,Food and non-alcoholic beverages,Ireland,2018,1,1.6
49,4458147,Food and non-alcoholic beverages,Iceland,2018,1,0.1
50,4458148,Food and non-alcoholic beverages,Italy,2018,1,1.3
51,4458149,Food and non-alcoholic beverages,Lithuania,2018,1,3.3
52,4458150,Food and non-alcoholic beverages,Luxembourg,2018,1,1.9
53,4458151,Food and non-alcoholic beverages,Latvia,2018,1,2.0
54,4458152,Food and non-alcoholic beverages,Montenegro,2018,1,0.4
55,4458153,Food and non-alcoholic beverages,North Macedonia,2018,1,1.0
56,4458154,Food and non-alcoholic beverages,Malta,2018,1,0.4
57,4458155,Food and non-alcoholic beverages,Netherlands,2018,1,2.2
58,4458156,Food and non-alcoholic beverages,Norway,2018,1,2.5
59,4458157,Food and non-alcoholic beverages,Poland,2018,1,4.1
60,4458158,Food and non-alcoholic beverages,Portugal,2018,1,1.5
61,4458159,Food and non-alcoholic beverages,Romania,2018,1,3.8
62,4458160,Food and non-alcoholic beverages,Serbia,2018,1,2.4
63,4458161,Food and non-alcoholic beverages,Sweden,2018,1,2.4
64,4458162,Food and non-alcoholic beverages,Slovenia,2018,1,3.0
65,4458163,Food and non-alcoholic beverages,Slovakia,2018,1,6.8
66,4461165,"Alcoholic beverages, tobacco and narcotics",Albania,2018,1,1.2
67,4461166,"Alcoholic beverages, tobacco and narcotics",Austria,2018,1,4.9
68,4461167,"Alcoholic beverages, tobacco and narcotics",Belgium,2018,1,4.0
69,4461168,"Alcoholic beverages, tobacco and narcotics",Bulgaria,2018,1,1.7
70,4461169,"Alcoholic beverages, tobacco and narcotics",Switzerland,2018,1,1.0
71,4461170,"Alcoholic beverages, tobacco and narcotics",Cyprus,2018,1,1.5
72,4461172,"Alcoholic beverages, tobacco and narcotics",Germany,2018,1,2.9
73,4461173,"Alcoholic beverages, tobacco and narcotics",Denmark,2018,1,0.6
74,4461177,"Alcoholic beverages, tobacco and narcotics",Estonia,2018,1,11.2
75,4461179,"Alcoholic beverages, tobacco and narcotics",Greece,2018,1,7.5
76,4461180,"Alcoholic beverages, tobacco and narcotics",Spain,2018,1,1.3
77,4461184,"Alcoholic beverages, tobacco and narcotics",Finland,2018,1,6.2
78,4461185,"Alcoholic beverages, tobacco and narcotics",France,2018,1,3.3
79,4461186,"Alcoholic beverages, tobacco and narcotics",Croatia,2018,1,2.1
80,4461187,"Alcoholic beverages, tobacco and narcotics",Hungary,2018,1,7.3
81,4461188,"Alcoholic beverages, tobacco and narcotics",Ireland,2018,1,2.8
82,4461189,"Alcoholic beverages, tobacco and narcotics",Iceland,2018,1,2.3
83,4461190,"Alcoholic beverages, tobacco and narcotics",Italy,2018,1,1.1
84,4461191,"Alcoholic beverages, tobacco and narcotics",Lithuania,2018,1,11.5
85,4461192,"Alcoholic beverages, tobacco and narcotics",Luxembourg,2018,1,2.2
86,4461193,"Alcoholic beverages, tobacco and narcotics",Latvia,2018,1,1.0
87,4461194,"Alcoholic beverages, tobacco and narcotics",Montenegro,2018,1,24.7
88,4461195,"Alcoholic beverages, tobacco and narcotics",North Macedonia,2018,1,6.2
89,4461196,"Alcoholic beverages, tobacco and narcotics",Malta,2018,1,1.1
90,4461197,"Alcoholic beverages, tobacco and narcotics",Netherlands,2018,1,2.0
91,4461198,"Alcoholic beverages, tobacco and narcotics",Norway,2018,1,2.1
92,4461199,"Alcoholic beverages, tobacco and narcotics",Poland,2018,1,1.6
93,4461200,"Alcoholic beverages, tobacco and narcotics",Portugal,2018,1,2.3
94,4461201,"Alcoholic beverages, tobacco and narcotics",Romania,2018,1,4.3
95,4461202,"Alcoholic beverages, tobacco and narcotics",Serbia,2018,1,3.6
96,4461203,"Alcoholic beverages, tobacco and narcotics",Sweden,2018,1,1.1
97,4461204,"Alcoholic beverages, tobacco and narcotics",Slovenia,2018,1,3.6
98,4461205,"Alcoholic beverages, tobacco and narcotics",Slovakia,2018,1,1.8
99,4461210,Alcoholic beverages,Albania,2018,1,0.8
100,4461211,Alcoholic beverages,Austria,2018,1,1.6
101,4461212,Alcoholic beverages,Belgium,2018,1,2.2
102,4461213,Alcoholic beverages,Bulgaria,2018,1,0.6
103,4461214,Alcoholic beverages,Switzerland,2018,1,0.7
104,4461215,Alcoholic beverages,Cyprus,2018,1,4.1
105,4461217,Alcoholic beverages,Germany,2018,1,0.5
106,4461218,Alcoholic beverages,Denmark,2018,1,0.7
107,4461222,Alcoholic beverages,Estonia,2018,1,13.3
108,4461224,Alcoholic beverages,Greece,2018,1,0.7
109,4461225,Alcoholic beverages,Spain,2018,1,1.8
110,4461229,Alcoholic beverages,Finland,2018,1,4.6
111,4461230,Alcoholic beverages,France,2018,1,0.8
112,4461231,Alcoholic beverages,Croatia,2018,1,0.9
113,4461232,Alcoholic beverages,Hungary,2018,1,3.3
114,4461233,Alcoholic beverages,Ireland,2018,1,1.3
115,4461234,Alcoholic beverages,Iceland,2018,1,0.5
116,4461235,Alcoholic beverages,Italy,2018,1,2.5
117,4461236,Alcoholic beverages,Lithuania,2018,1,13.8
118,4461237,Alcoholic beverages,Luxembourg,2018,1,1.0
119,4461238,Alcoholic beverages,Latvia,2018,1,1.4
120,4461239,Alcoholic beverages,Montenegro,2018,1,1.0
121,4461240,Alcoholic beverages,North Macedonia,2018,1,0.5
122,4461241,Alcoholic beverages,Malta,2018,1,2.6
123,4461242,Alcoholic beverages,Netherlands,2018,1,1.6
124,4461243,Alcoholic beverages,Norway,2018,1,0.7
125,4461244,Alcoholic beverages,Poland,2018,1,0.5
126,4461245,Alcoholic beverages,Portugal,2018,1,2.0
127,4461246,Alcoholic beverages,Romania,2018,1,1.2
128,4461247,Alcoholic beverages,Serbia,2018,1,2.2
129,4461248,Alcoholic beverages,Sweden,2018,1,0.7
130,4461249,Alcoholic beverages,Slovenia,2018,1,1.0
131,4461250,Alcoholic beverages,Slovakia,2018,1,0.1
132,4465828,Health,Albania,2018,1,0.2
133,4465829,Health,Austria,2018,1,2.8
134,4465830,Health,Belgium,2018,1,2.7
135,4465831,Health,Bulgaria,2018,1,0.3
136,4465832,Health,Switzerland,2018,1,0.9
137,4465833,Health,Cyprus,2018,1,0.8
138,4465835,Health,Germany,2018,1,1.2
139,4465836,Health,Denmark,2018,1,0.0
140,4465840,Health,Estonia,2018,1,2.3
141,4465842,Health,Greece,2018,1,0.7
142,4465843,Health,Spain,2018,1,0.3
143,4465847,Health,Finland,2018,1,1.5
144,4465848,Health,France,2018,1,0.7
145,4465849,Health,Croatia,2018,1,0.2
146,4465850,Health,Hungary,2018,1,3.5
147,4465851,Health,Ireland,2018,1,0.4
148,4465852,Health,Iceland,2018,1,2.2
149,4465853,Health,Italy,2018,1,0.4
150,4465854,Health,Lithuania,2018,1,0.3
151,4465855,Health,Luxembourg,2018,1,0.8
152,4465856,Health,Latvia,2018,1,4.1
153,4465857,Health,Montenegro,2018,1,0.7
154,4465858,Health,North Macedonia,2018,1,0.7
155,4465859,Health,Malta,2018,1,2.1
156,4465860,Health,Netherlands,2018,1,1.0
157,4465861,Health,Norway,2018,1,0.7
158,4465862,Health,Poland,2018,1,1.8
159,4465863,Health,Portugal,2018,1,0.7
160,4465864,Health,Romania,2018,1,1.0
161,4465865,Health,Serbia,2018,1,1.4
162,4465866,Health,Sweden,2018,1,0.0
163,4465867,Health,Slovenia,2018,1,0.8
164,4465868,Health,Slovakia,2018,1,0.1
165,4465873,"Medical products, appliances and equipment",Albania,2018,1,0.8
166,4465874,"Medical products, appliances and equipment",Austria,2018,1,1.2
167,4465875,"Medical products, appliances and equipment",Belgium,2018,1,2.3
168,4465876,"Medical products, appliances and equipment",Bulgaria,2018,1,0.2
169,4465877,"Medical products, appliances and equipment",Switzerland,2018,1,0.0
170,4465878,"Medical products, appliances and equipment",Cyprus,2018,1,0.1
171,4465880,"Medical products, appliances and equipment",Germany,2018,1,1.5
172,4465881,"Medical products, appliances and equipment",Denmark,2018,1,2.2
173,4465885,"Medical products, appliances and equipment",Estonia,2018,1,1.0
174,4465887,"Medical products, appliances and equipment",Greece,2018,1,1.3
175,4465888,"Medical products, appliances and equipment",Spain,2018,1,0.6
176,4465892,"Medical products, appliances and equipment",Finland,2018,1,0.8
177,4465893,"Medical products, appliances and equipment",France,2018,1,0.8
178,4465894,"Medical products, appliances and equipment",Croatia,2018,1,0.2
179,4465895,"Medical products, appliances and equipment",Hungary,2018,1,3.2
180,4465896,"Medical products, appliances and equipment",Ireland,2018,1,2.6
181,4465897,"Medical products, appliances and equipment",Iceland,2018,1,0.3
182,4465898,"Medical products, appliances and equipment",Italy,2018,1,0.3
183,4465899,"Medical products, appliances and equipment",Lithuania,2018,1,3.2
184,4465900,"Medical products, appliances and equipment",Luxembourg,2018,1,0.2
185,4465901,"Medical products, appliances and equipment",Latvia,2018,1,2.8
186,4465902,"Medical products, appliances and equipment",Montenegro,2018,1,1.1
187,4465903,"Medical products, appliances and equipment",North Macedonia,2018,1,0.4
188,4465904,"Medical products, appliances and equipment",Malta,2018,1,0.4
189,4465905,"Medical products, appliances and equipment",Netherlands,2018,1,1.5
190,4465906,"Medical products, appliances and equipment",Norway,2018,1,0.6
191,4465907,"Medical products, appliances and equipment",Poland,2018,1,0.7
192,4465908,"Medical products, appliances and equipment",Portugal,2018,1,2.4
193,4465909,"Medical products, appliances and equipment",Romania,2018,1,0.2
194,4465910,"Medical products, appliances and equipment",Serbia,2018,1,1.2
195,4465911,"Medical products, appliances and equipment",Sweden,2018,1,0.3
196,4465912,"Medical products, appliances and equipment",Slovenia,2018,1,0.2
197,4465913,"Medical products, appliances and equipment",Slovakia,2018,1,1.2
198,4466704,Transport,Albania,2018,1,2.2
199,4466705,Transport,Austria,2018,1,1.0
200,4466706,Transport,Belgium,2018,1,2.0
201,4466707,Transport,Bulgaria,2018,1,0.7
202,4466708,Transport,Switzerland,2018,1,0.4
203,4466709,Transport,Cyprus,2018,1,1.0
204,4466711,Transport,Germany,2018,1,1.5
205,4466712,Transport,Denmark,2018,1,0.3
206,4466716,Transport,Estonia,2018,1,3.5
207,4466718,Transport,Greece,2018,1,2.4
208,4466719,Transport,Spain,2018,1,1.8
209,4466723,Transport,Finland,2018,1,1.3
210,4466724,Transport,France,2018,1,2.6
211,4466725,Transport,Croatia,2018,1,0.6
212,4466726,Transport,Hungary,2018,1,0.5
213,4466727,Transport,Ireland,2018,1,0.2
214,4466728,Transport,Iceland,2018,1,3.5
215,4466729,Transport,Italy,2018,1,1.6
216,4466730,Transport,Lithuania,2018,1,3.0
217,4466731,Transport,Luxembourg,2018,1,1.6
218,4466732,Transport,Latvia,2018,1,1.8
219,4466733,Transport,Montenegro,2018,1,3.3
220,4466734,Transport,North Macedonia,2018,1,5.3
221,4466735,Transport,Malta,2018,1,0.3
222,4466736,Transport,Netherlands,2018,1,1.2
223,4466737,Transport,Norway,2018,1,1.5
224,4466738,Transport,Poland,2018,1,0.0
225,4466739,Transport,Portugal,2018,1,3.3
226,4466740,Transport,Romania,2018,1,5.8
227,4466741,Transport,Serbia,2018,1,0.4
228,4466742,Transport,Sweden,2018,1,0.8
229,4466743,Transport,Slovenia,2018,1,0.5
230,4466744,Transport,Slovakia,2018,1,2.8
231,4467256,Fuels and lubricants for personal transport equipment,Albania,2018,1,3.1
232,4467257,Fuels and lubricants for personal transport equipment,Austria,2018,1,1.6
233,4467258,Fuels and lubricants for personal transport equipment,Belgium,2018,1,3.2
234,4467259,Fuels and lubricants for personal transport equipment,Bulgaria,2018,1,3.9
235,4467260,Fuels and lubricants for personal transport equipment,Switzerland,2018,1,3.1
236,4467261,Fuels and lubricants for personal transport equipment,Cyprus,2018,1,0.5
237,4467263,Fuels and lubricants for personal transport equipment,Germany,2018,1,0.4
238,4467264,Fuels and lubricants for personal transport equipment,Denmark,2018,1,0.7
239,4467268,Fuels and lubricants for personal transport equipment,Estonia,2018,1,12.4
240,4467270,Fuels and lubricants for personal transport equipment,Greece,2018,1,0.2
241,4467271,Fuels and lubricants for personal transport equipment,Spain,2018,1,2.5
242,4467275,Fuels and lubricants for personal transport equipment,Finland,2018,1,1.6
243,4467276,Fuels and lubricants for personal transport equipment,France,2018,1,7.2
244,4467277,Fuels and lubricants for personal transport equipment,Croatia,2018,1,1.4
245,4467278,Fuels and lubricants for personal transport equipment,Hungary,2018,1,1.3
246,4467279,Fuels and lubricants for personal transport equipment,Ireland,2018,1,0.6
247,4467280,Fuels and lubricants for personal transport equipment,Iceland,2018,1,3.4
248,4467281,Fuels and lubricants for personal transport equipment,Italy,2018,1,2.7
249,4467282,Fuels and lubricants for personal transport equipment,Lithuania,2018,1,3.1
250,4467283,Fuels and lubricants for personal transport equipment,Luxembourg,2018,1,2.0
251,4467284,Fuels and lubricants for personal transport equipment,Latvia,2018,1,4.3
252,4467285,Fuels and lubricants for personal transport equipment,Montenegro,2018,1,4.7
253,4467286,Fuels and lubricants for personal transport equipment,North Macedonia,2018,1,2.5
254,4467287,Fuels and lubricants for personal transport equipment,Malta,2018,1,0.0
255,4467288,Fuels and lubricants for personal transport equipment,Netherlands,2018,1,2.0
256,4467289,Fuels and lubricants for personal transport equipment,Norway,2018,1,1.8
257,4467290,Fuels and lubricants for personal transport equipment,Poland,2018,1,1.0
258,4467291,Fuels and lubricants for personal transport equipment,Portugal,2018,1,2.3
259,4467292,Fuels and lubricants for personal transport equipment,Romania,2018,1,9.8
260,4467293,Fuels and lubricants for personal transport equipment,Serbia,2018,1,2.1
261,4467294,Fuels and lubricants for personal transport equipment,Sweden,2018,1,3.5
262,4467295,Fuels and lubricants for personal transport equipment,Slovenia,2018,1,2.2
263,4467296,Fuels and lubricants for personal transport equipment,Slovakia,2018,1,1.3
264,4468239,Communications,Albania,2018,1,0.5
265,4468240,Communications,Austria,2018,1,2.7
266,4468241,Communications,Belgium,2018,1,0.4
267,4468242,Communications,Bulgaria,2018,1,0.6
268,4468243,Communications,Switzerland,2018,1,1.0
269,4468244,Communications,Cyprus,2018,1,1.3
270,4468246,Communications,Germany,2018,1,0.6
271,4468247,Communications,Denmark,2018,1,1.7
272,4468251,Communications,Estonia,2018,1,5.6
273,4468253,Communications,Greece,2018,1,0.1
274,4468254,Communications,Spain,2018,1,0.9
275,4468258,Communications,Finland,2018,1,1.3
276,4468259,Communications,France,2018,1,1.2
277,4468260,Communications,Croatia,2018,1,0.8
278,4468261,Communications,Hungary,2018,1,6.7
279,4468262,Communications,Ireland,2018,1,0.6
280,4468263,Communications,Iceland,2018,1,9.7
281,4468264,Communications,Italy,2018,1,0.8
282,4468265,Communications,Lithuania,2018,1,0.1
283,4468266,Communications,Luxembourg,2018,1,2.8
284,4468267,Communications,Latvia,2018,1,1.1
285,4468268,Communications,Montenegro,2018,1,1.7
286,4468269,Communications,North Macedonia,2018,1,11.8
287,4468270,Communications,Malta,2018,1,1.0
288,4468271,Communications,Netherlands,2018,1,7.8
289,4468272,Communications,Norway,2018,1,0.5
290,4468273,Communications,Poland,2018,1,1.6
291,4468274,Communications,Portugal,2018,1,0.6
292,4468275,Communications,Romania,2018,1,2.7
293,4468276,Communications,Serbia,2018,1,4.2
294,4468277,Communications,Sweden,2018,1,0.3
295,4468278,Communications,Slovenia,2018,1,0.6
296,4468279,Communications,Slovakia,2018,1,0.0
297,4471573,Education,Albania,2018,1,0.9
298,4471574,Education,Austria,2018,1,1.9
299,4471575,Education,Belgium,2018,1,1.7
300,4471576,Education,Bulgaria,2018,1,4.0
301,4471577,Education,Switzerland,2018,1,1.4
302,4471578,Education,Cyprus,2018,1,1.1
303,4471580,Education,Germany,2018,1,2.4
304,4471581,Education,Denmark,2018,1,2.7
305,4471585,Education,Estonia,2018,1,4.9
306,4471587,Education,Greece,2018,1,0.2
307,4471588,Education,Spain,2018,1,0.7
308,4471592,Education,Finland,2018,1,1.8
309,4471593,Education,France,2018,1,1.7
310,4471594,Education,Croatia,2018,1,0.4
311,4471595,Education,Hungary,2018,1,2.4
312,4471596,Education,Ireland,2018,1,1.6
313,4471597,Education,Iceland,2018,1,0.3
314,4471598,Education,Italy,2018,1,16.0
315,4471599,Education,Lithuania,2018,1,2.8
316,4471600,Education,Luxembourg,2018,1,1.4
317,4471601,Education,Latvia,2018,1,0.5
318,4471602,Education,Montenegro,2018,1,0.0
319,4471603,Education,North Macedonia,2018,1,0.1
320,4471604,Education,Malta,2018,1,0.5
321,4471605,Education,Netherlands,2018,1,2.3
322,4471606,Education,Norway,2018,1,6.0
323,4471607,Education,Poland,2018,1,2.1
324,4471608,Education,Portugal,2018,1,1.2
325,4471609,Education,Romania,2018,1,2.9
326,4471610,Education,Serbia,2018,1,0.5
327,4471611,Education,Sweden,2018,1,4.2
328,4471612,Education,Slovenia,2018,1,3.4
329,4471613,Education,Slovakia,2018,1,1.2
330,4471844,Restaurants and hotels,Albania,2018,1,0.2
331,4471845,Restaurants and hotels,Austria,2018,1,2.8
332,4471846,Restaurants and hotels,Belgium,2018,1,3.0
333,4471847,Restaurants and hotels,Bulgaria,2018,1,2.4
334,4471848,Restaurants and hotels,Switzerland,2018,1,0.5
335,4471849,Restaurants and hotels,Cyprus,2018,1,0.9
336,4471851,Restaurants and hotels,Germany,2018,1,2.2
337,4471852,Restaurants and hotels,Denmark,2018,1,2.0
338,4471856,Restaurants and hotels,Estonia,2018,1,4.6
339,4471858,Restaurants and hotels,Greece,2018,1,1.8
340,4471859,Restaurants and hotels,Spain,2018,1,2.1
341,4471863,Restaurants and hotels,Finland,2018,1,2.2
342,4471864,Restaurants and hotels,France,2018,1,2.0
343,4471865,Restaurants and hotels,Croatia,2018,1,3.3
344,4471866,Restaurants and hotels,Hungary,2018,1,3.6
345,4471867,Restaurants and hotels,Ireland,2018,1,1.9
346,4471868,Restaurants and hotels,Iceland,2018,1,3.3
347,4471869,Restaurants and hotels,Italy,2018,1,1.1
348,4471870,Restaurants and hotels,Lithuania,2018,1,5.1
349,4471871,Restaurants and hotels,Luxembourg,2018,1,2.1
350,4471872,Restaurants and hotels,Latvia,2018,1,1.7
351,4471873,Restaurants and hotels,Montenegro,2018,1,6.5
352,4471874,Restaurants and hotels,North Macedonia,2018,1,3.0
353,4471875,Restaurants and hotels,Malta,2018,1,2.1
354,4471876,Restaurants and hotels,Netherlands,2018,1,3.2
355,4471877,Restaurants and hotels,Norway,2018,1,2.2
356,4471878,Restaurants and hotels,Poland,2018,1,3.0
357,4471879,Restaurants and hotels,Portugal,2018,1,2.6
358,4471880,Restaurants and hotels,Romania,2018,1,2.6
359,4471881,Restaurants and hotels,Serbia,2018,1,1.4
360,4471882,Restaurants and hotels,Sweden,2018,1,3.7
361,4471883,Restaurants and hotels,Slovenia,2018,1,2.8
362,4471884,Restaurants and hotels,Slovakia,2018,1,2.7
363,4472101,Accommodation services,Albania,2018,1,0.4
364,4472102,Accommodation services,Austria,2018,1,2.0
365,4472103,Accommodation services,Belgium,2018,1,9.2
366,4472104,Accommodation services,Bulgaria,2018,1,0.6
367,4472105,Accommodation services,Switzerland,2018,1,0.6
368,4472106,Accommodation services,Cyprus,2018,1,1.4
369,4472108,Accommodation services,Germany,2018,1,2.4
370,4472109,Accommodation services,Denmark,2018,1,3.0
371,4472113,Accommodation services,Estonia,2018,1,1.9
372,4472115,Accommodation services,Greece,2018,1,5.7
373,4472116,Accommodation services,Spain,2018,1,4.4
374,4472120,Accommodation services,Finland,2018,1,3.6
375,4472121,Accommodation services,France,2018,1,5.0
376,4472122,Accommodation services,Croatia,2018,1,2.0
377,4472123,Accommodation services,Hungary,2018,1,3.4
378,4472124,Accommodation services,Ireland,2018,1,2.4
379,4472125,Accommodation services,Iceland,2018,1,3.6
380,4472126,Accommodation services,Italy,2018,1,0.6
381,4472127,Accommodation services,Lithuania,2018,1,1.1
382,4472128,Accommodation services,Luxembourg,2018,1,1.5
383,4472129,Accommodation services,Latvia,2018,1,0.7
384,4472130,Accommodation services,Montenegro,2018,1,11.7
385,4472131,Accommodation services,North Macedonia,2018,1,7.8
386,4472132,Accommodation services,Malta,2018,1,0.9
387,4472133,Accommodation services,Netherlands,2018,1,6.7
388,4472134,Accommodation services,Norway,2018,1,0.2
389,4472135,Accommodation services,Poland,2018,1,2.4
390,4472136,Accommodation services,Portugal,2018,1,4.3
391,4472137,Accommodation services,Romania,2018,1,2.5
392,4472138,Accommodation services,Serbia,2018,1,0.4
393,4472139,Accommodation services,Sweden,2018,1,5.0
394,4472140,Accommodation services,Slovenia,2018,1,4.4
395,4472141,Accommodation services,Slovakia,2018,1,2.1
396,4475768,All-items HICP,Albania,2018,2,1.6
397,4475769,All-items HICP,Austria,2018,2,1.9
398,4475770,All-items HICP,Belgium,2018,2,1.5
399,4475771,All-items HICP,Bulgaria,2018,2,1.5
400,4475772,All-items HICP,Switzerland,2018,2,0.5
401,4475773,All-items HICP,Cyprus,2018,2,-0.4
402,4475775,All-items HICP,Germany,2018,2,1.2
403,4475776,All-items HICP,Denmark,2018,2,0.5
404,4475780,All-items HICP,Estonia,2018,2,3.2
405,4475782,All-items HICP,Greece,2018,2,0.4
406,4475783,All-items HICP,Spain,2018,2,1.2
407,4475787,All-items HICP,Finland,2018,2,0.6
408,4475788,All-items HICP,France,2018,2,1.3
409,4475789,All-items HICP,Croatia,2018,2,0.9
410,4475790,All-items HICP,Hungary,2018,2,1.9
411,4475791,All-items HICP,Ireland,2018,2,0.7
412,4475792,All-items HICP,Iceland,2018,2,-1.0
413,4475793,All-items HICP,Italy,2018,2,0.5
414,4475794,All-items HICP,Lithuania,2018,2,3.2
415,4475795,All-items HICP,Luxembourg,2018,2,1.1
416,4475796,All-items HICP,Latvia,2018,2,1.8
417,4475797,All-items HICP,Montenegro,2018,2,3.4
418,4475798,All-items HICP,North Macedonia,2018,2,3.0
419,4475799,All-items HICP,Malta,2018,2,1.3
420,4475800,All-items HICP,Netherlands,2018,2,1.3
421,4475801,All-items HICP,Norway,2018,2,2.3
422,4475802,All-items HICP,Poland,2018,2,0.7
423,4475803,All-items HICP,Portugal,2018,2,0.7
424,4475804,All-items HICP,Romania,2018,2,3.8
425,4475805,All-items HICP,Serbia,2018,2,1.6
426,4475806,All-items HICP,Sweden,2018,2,1.6
427,4475807,All-items HICP,Slovenia,2018,2,1.4
428,4475808,All-items HICP,Slovakia,2018,2,2.2
429,4475813,Food and non-alcoholic beverages,Albania,2018,2,3.0
430,4475814,Food and non-alcoholic beverages,Austria,2018,2,1.1
431,4475815,Food and non-alcoholic beverages,Belgium,2018,2,1.4
432,4475816,Food and non-alcoholic beverages,Bulgaria,2018,2,0.7
433,4475817,Food and non-alcoholic beverages,Switzerland,2018,2,-0.3
434,4475818,Food and non-alcoholic beverages,Cyprus,2018,2,-3.2
435,4475820,Food and non-alcoholic beverages,Germany,2018,2,1.0
436,4475821,Food and non-alcoholic beverages,Denmark,2018,2,0.9
437,4475825,Food and non-alcoholic beverages,Estonia,2018,2,5.0
438,4475827,Food and non-alcoholic beverages,Greece,2018,2,-0.9
439,4475828,Food and non-alcoholic beverages,Spain,2018,2,0.9
440,4475832,Food and non-alcoholic beverages,Finland,2018,2,1.3
441,4475833,Food and non-alcoholic beverages,France,2018,2,0.8
442,4475834,Food and non-alcoholic beverages,Croatia,2018,2,0.3
443,4475835,Food and non-alcoholic beverages,Hungary,2018,2,3.8
444,4475836,Food and non-alcoholic beverages,Ireland,2018,2,-1.8
445,4475837,Food and non-alcoholic beverages,Iceland,2018,2,-0.3
446,4475838,Food and non-alcoholic beverages,Italy,2018,2,-0.9
447,4475839,Food and non-alcoholic beverages,Lithuania,2018,2,1.6
448,4475840,Food and non-alcoholic beverages,Luxembourg,2018,2,1.5
449,4475841,Food and non-alcoholic beverages,Latvia,2018,2,1.4
450,4475842,Food and non-alcoholic beverages,Montenegro,2018,2,-0.8
451,4475843,Food and non-alcoholic beverages,North Macedonia,2018,2,3.5
452,4475844,Food and non-alcoholic beverages,Malta,2018,2,0.7
453,4475845,Food and non-alcoholic beverages,Netherlands,2018,2,1.7
454,4475846,Food and non-alcoholic beverages,Norway,2018,2,3.0
455,4475847,Food and non-alcoholic beverages,Poland,2018,2,2.7
456,4475848,Food and non-alcoholic beverages,Portugal,2018,2,0.4
457,4475849,Food and non-alcoholic beverages,Romania,2018,2,3.6
458,4475850,Food and non-alcoholic beverages,Serbia,2018,2,1.4
459,4475851,Food and non-alcoholic beverages,Sweden,2018,2,2.0
460,4475852,Food and non-alcoholic beverages,Slovenia,2018,2,2.0
461,4475853,Food and non-alcoholic beverages,Slovakia,2018,2,4.6
462,4478855,"Alcoholic beverages, tobacco and narcotics",Albania,2018,2,1.4
463,4478856,"Alcoholic beverages, tobacco and narcotics",Austria,2018,2,4.6
464,4478857,"Alcoholic beverages, tobacco and narcotics",Belgium,2018,2,4.8
465,4478858,"Alcoholic beverages, tobacco and narcotics",Bulgaria,2018,2,2.8
466,4478859,"Alcoholic beverages, tobacco and narcotics",Switzerland,2018,2,0.4
467,4478860,"Alcoholic beverages, tobacco and narcotics",Cyprus,2018,2,-1.4
