ISO3,year,month,day,vaccines,country
EST,2022,2,6,855118.0,Estonia
EST,2022,2,7,855267.0,Estonia
EST,2022,2,8,855414.0,Estonia
EST,2022,2,9,855522.0,Estonia
EST,2022,2,10,855672.0,Estonia
EST,2022,2,11,855825.0,Estonia
EST,2022,2,12,855891.0,Estonia
EST,2022,2,13,855941.0,Estonia
EST,2022,2,14,856022.0,Estonia
EST,2022,2,15,856127.0,Estonia
EST,2022,2,16,856237.0,Estonia
EST,2022,2,17,856334.0,Estonia
EST,2022,2,18,856463.0,Estonia
EST,2022,2,19,856551.0,Estonia
EST,2022,2,20,856583.0,Estonia
EST,2022,2,21,856673.0,Estonia
EST,2022,2,22,856812.0,Estonia
EST,2022,2,23,856915.0,Estonia
EST,2022,2,24,856931.0,Estonia
EST,2022,2,25,857064.0,Estonia
EST,2022,2,26,857108.0,Estonia
EST,2022,2,27,857141.0,Estonia
EST,2022,2,28,857247.0,Estonia
EST,2022,3,1,857352.0,Estonia
EST,2022,3,2,857419.0,Estonia
EST,2022,3,3,857516.0,Estonia
EST,2022,3,4,857629.0,Estonia
EST,2022,3,5,857669.0,Estonia
EST,2022,3,6,857721.0,Estonia
EST,2022,3,7,857815.0,Estonia
EST,2022,3,8,857892.0,Estonia
EST,2022,3,9,857972.0,Estonia
EST,2022,3,10,858067.0,Estonia
EST,2022,3,11,858157.0,Estonia
EST,2022,3,12,858211.0,Estonia
EST,2022,3,13,858218.0,Estonia
EST,2022,3,14,858304.0,Estonia
EST,2022,3,15,858363.0,Estonia
EST,2022,3,16,858418.0,Estonia
EST,2022,3,17,858472.0,Estonia
EST,2022,3,18,858540.0,Estonia
EST,2022,3,19,858596.0,Estonia
EST,2022,3,20,858621.0,Estonia
EST,2022,3,21,858676.0,Estonia
EST,2022,3,22,858742.0,Estonia
EST,2022,3,23,858811.0,Estonia
EST,2022,3,24,858865.0,Estonia
EST,2022,3,25,858917.0,Estonia
EST,2022,3,26,858944.0,Estonia
EST,2022,3,27,858957.0,Estonia
EST,2022,3,28,859015.0,Estonia
EST,2022,3,29,859080.0,Estonia
EST,2022,3,30,859138.0,Estonia
EST,2022,3,31,859209.0,Estonia
EST,2022,4,1,859271.0,Estonia
EST,2022,4,2,859282.0,Estonia
EST,2022,4,3,859291.0,Estonia
EST,2022,4,4,859345.0,Estonia
EST,2022,4,5,859392.0,Estonia
EST,2022,4,6,859441.0,Estonia
EST,2022,4,7,859499.0,Estonia
EST,2022,4,8,859540.0,Estonia
EST,2022,4,9,859562.0,Estonia
EST,2022,4,10,859580.0,Estonia
EST,2022,4,11,859610.0,Estonia
EST,2022,4,12,859662.0,Estonia
EST,2022,4,13,859727.0,Estonia
EST,2022,4,14,859803.0,Estonia
EST,2022,4,15,859822.0,Estonia
EST,2022,4,16,859847.0,Estonia
EST,2022,4,17,859862.0,Estonia
EST,2022,4,18,859925.0,Estonia
EST,2022,4,19,859987.0,Estonia
EST,2022,4,20,860045.0,Estonia
EST,2022,4,21,860102.0,Estonia
EST,2022,4,22,860181.0,Estonia
EST,2022,4,23,860214.0,Estonia
EST,2022,4,24,860228.0,Estonia
EST,2022,4,25,860287.0,Estonia
EST,2022,4,26,860329.0,Estonia
EST,2022,4,27,860389.0,Estonia
EST,2022,4,28,860462.0,Estonia
EST,2022,4,29,860524.0,Estonia
EST,2022,4,30,860558.0,Estonia
EST,2022,5,1,860590.0,Estonia
EST,2022,5,2,860658.0,Estonia
EST,2022,5,3,860722.0,Estonia
EST,2022,5,4,860779.0,Estonia
EST,2022,5,5,860841.0,Estonia
EST,2022,5,6,860909.0,Estonia
EST,2022,5,7,860948.0,Estonia
EST,2022,5,8,860975.0,Estonia
EST,2022,5,9,861062.0,Estonia
EST,2022,5,10,861151.0,Estonia
EST,2022,5,11,861213.0,Estonia
EST,2022,5,12,861295.0,Estonia
EST,2022,5,13,861348.0,Estonia
EST,2022,5,14,861366.0,Estonia
EST,2022,5,15,861383.0,Estonia
EST,2022,5,16,861425.0,Estonia
EST,2022,5,17,861461.0,Estonia
EST,2022,5,18,861506.0,Estonia
EST,2022,5,19,861555.0,Estonia
EST,2022,5,20,861617.0,Estonia
EST,2022,5,21,861645.0,Estonia
EST,2022,5,22,861664.0,Estonia
EST,2022,5,23,861732.0,Estonia
EST,2022,5,24,861769.0,Estonia
EST,2022,5,25,861806.0,Estonia
EST,2022,5,26,861865.0,Estonia
EST,2022,5,27,861925.0,Estonia
EST,2022,5,28,861952.0,Estonia
EST,2022,5,29,861964.0,Estonia
EST,2022,5,30,862001.0,Estonia
EST,2022,5,31,862046.0,Estonia
EST,2022,6,1,862082.0,Estonia
EST,2022,6,2,862128.0,Estonia
EST,2022,6,3,862169.0,Estonia
EST,2022,6,4,862183.0,Estonia
EST,2022,6,5,862208.0,Estonia
EST,2022,6,6,862253.0,Estonia
EST,2022,6,7,862282.0,Estonia
EST,2022,6,8,862335.0,Estonia
EST,2022,6,9,862375.0,Estonia
EST,2022,6,10,862438.0,Estonia
EST,2022,6,11,862467.0,Estonia
EST,2022,6,12,862496.0,Estonia
EST,2022,6,13,862576.0,Estonia
EST,2022,6,14,862609.0,Estonia
EST,2022,6,15,862663.0,Estonia
EST,2022,6,16,862717.0,Estonia
EST,2022,6,17,862756.0,Estonia
EST,2022,6,18,862779.0,Estonia
EST,2022,6,19,862809.0,Estonia
EST,2022,6,20,862847.0,Estonia
EST,2022,6,21,862879.0,Estonia
EST,2022,6,22,862917.0,Estonia
EST,2022,6,23,862922.0,Estonia
EST,2022,6,24,862934.0,Estonia
EST,2022,6,25,862946.0,Estonia
EST,2022,6,26,862956.0,Estonia
EST,2022,6,27,862982.0,Estonia
EST,2022,6,28,863013.0,Estonia
EST,2022,6,29,863034.0,Estonia
EST,2022,6,30,863077.0,Estonia
EST,2022,7,1,863108.0,Estonia
EST,2022,7,2,863113.0,Estonia
EST,2022,7,3,863125.0,Estonia
EST,2022,7,4,863161.0,Estonia
EST,2022,7,5,863198.0,Estonia
EST,2022,7,6,863222.0,Estonia
EST,2022,7,7,863262.0,Estonia
EST,2022,7,8,863297.0,Estonia
EST,2022,7,9,863317.0,Estonia
EST,2022,7,10,863329.0,Estonia
EST,2022,7,11,863374.0,Estonia
EST,2022,7,12,863447.0,Estonia
EST,2022,7,13,863480.0,Estonia
EST,2022,7,14,863523.0,Estonia
EST,2022,7,15,863575.0,Estonia
EST,2022,7,16,863594.0,Estonia
EST,2022,7,17,863602.0,Estonia
EST,2022,7,18,863672.0,Estonia
EST,2022,7,19,863735.0,Estonia
EST,2022,7,20,863774.0,Estonia
EST,2022,7,21,863818.0,Estonia
EST,2022,7,22,863868.0,Estonia
EST,2022,7,23,863893.0,Estonia
EST,2022,7,24,863915.0,Estonia
EST,2022,7,25,863969.0,Estonia
EST,2022,7,26,864035.0,Estonia
EST,2022,7,27,864129.0,Estonia
EST,2022,7,28,864189.0,Estonia
EST,2022,7,29,864260.0,Estonia
EST,2022,7,30,864280.0,Estonia
EST,2022,7,31,864297.0,Estonia
EST,2022,8,1,864345.0,Estonia
EST,2022,8,2,864423.0,Estonia
EST,2022,8,3,864539.0,Estonia
EST,2022,8,4,864611.0,Estonia
EST,2022,8,5,864663.0,Estonia
EST,2022,8,6,864691.0,Estonia
EST,2022,8,7,864712.0,Estonia
EST,2022,8,8,864793.0,Estonia
EST,2022,8,9,864883.0,Estonia
EST,2022,8,10,864948.0,Estonia
EST,2022,8,11,865024.0,Estonia
EST,2022,8,12,865092.0,Estonia
EST,2022,8,13,865124.0,Estonia
EST,2022,8,14,865150.0,Estonia
EST,2022,8,15,865236.0,Estonia
EST,2022,8,16,865299.0,Estonia
EST,2022,8,17,865354.0,Estonia
EST,2022,8,18,865416.0,Estonia
EST,2022,8,19,865473.0,Estonia
EST,2022,8,20,865494.0,Estonia
EST,2022,8,21,865515.0,Estonia
EST,2022,8,22,865567.0,Estonia
EST,2022,8,23,865621.0,Estonia
EST,2022,8,24,865680.0,Estonia
EST,2022,8,25,865732.0,Estonia
EST,2022,8,26,865785.0,Estonia
EST,2022,8,27,865815.0,Estonia
EST,2022,8,28,865829.0,Estonia
EST,2022,8,29,865884.0,Estonia
EST,2022,8,30,865933.0,Estonia
EST,2022,8,31,865996.0,Estonia
EST,2022,9,1,866045.0,Estonia
EST,2022,9,2,866090.0,Estonia
EST,2022,9,3,866116.0,Estonia
EST,2022,9,4,866131.0,Estonia
EST,2022,9,5,866172.0,Estonia
EST,2022,9,6,866250.0,Estonia
EST,2022,9,7,866290.0,Estonia
EST,2022,9,8,866328.0,Estonia
EST,2022,9,9,866406.0,Estonia
EST,2022,9,10,866422.0,Estonia
EST,2022,9,11,866435.0,Estonia
EST,2022,9,12,866475.0,Estonia
EST,2022,9,13,866503.0,Estonia
EST,2022,9,14,866543.0,Estonia
EST,2022,9,15,866592.0,Estonia
EST,2022,9,16,866648.0,Estonia
EST,2022,9,17,866671.0,Estonia
EST,2022,9,18,866676.0,Estonia
EST,2022,9,19,866698.0,Estonia
EST,2022,9,20,866722.0,Estonia
EST,2022,9,21,866747.0,Estonia
EST,2022,9,22,866780.0,Estonia
EST,2022,9,23,866809.0,Estonia
EST,2022,9,24,866827.0,Estonia
EST,2022,9,25,866830.0,Estonia
EST,2022,9,26,866862.0,Estonia
EST,2022,9,27,866893.0,Estonia
EST,2022,9,28,866925.0,Estonia
EST,2022,9,29,866959.0,Estonia
EST,2022,9,30,867011.0,Estonia
EST,2022,10,1,867021.0,Estonia
EST,2022,10,2,867024.0,Estonia
EST,2022,10,3,867039.0,Estonia
EST,2022,10,4,867068.0,Estonia
EST,2022,10,5,867097.0,Estonia
EST,2022,10,6,867127.0,Estonia
EST,2022,10,7,867165.0,Estonia
EST,2022,10,8,867182.0,Estonia
EST,2022,10,9,867190.0,Estonia
EST,2022,10,10,867204.0,Estonia
EST,2022,10,11,867236.0,Estonia
EST,2022,10,12,867270.0,Estonia
EST,2022,10,13,867300.0,Estonia
EST,2022,10,14,867327.0,Estonia
EST,2022,10,15,867336.0,Estonia
EST,2022,10,16,867345.0,Estonia
EST,2022,10,17,867390.0,Estonia
EST,2022,10,18,867405.0,Estonia
EST,2022,10,19,867435.0,Estonia
EST,2022,10,20,867471.0,Estonia
EST,2022,10,21,867512.0,Estonia
EST,2022,10,22,867520.0,Estonia
EST,2022,10,23,867525.0,Estonia
EST,2022,10,24,867546.0,Estonia
EST,2022,10,25,867574.0,Estonia
EST,2022,10,26,867599.0,Estonia
EST,2022,10,27,867625.0,Estonia
EST,2022,10,28,867657.0,Estonia
EST,2022,10,29,867663.0,Estonia
EST,2022,10,30,867670.0,Estonia
EST,2022,10,31,867682.0,Estonia
EST,2022,11,1,867717.0,Estonia
EST,2022,11,2,867744.0,Estonia
EST,2022,11,3,867783.0,Estonia
EST,2022,11,4,867808.0,Estonia
EST,2022,11,5,867817.0,Estonia
EST,2022,11,6,867823.0,Estonia
EST,2022,11,7,867876.0,Estonia
EST,2022,11,8,867892.0,Estonia
EST,2022,11,9,867910.0,Estonia
EST,2022,11,10,867932.0,Estonia
EST,2022,11,11,867952.0,Estonia
EST,2022,11,12,867979.0,Estonia
EST,2022,11,13,867981.0,Estonia
EST,2022,11,14,867994.0,Estonia
EST,2022,11,15,868013.0,Estonia
EST,2022,11,16,868026.0,Estonia
EST,2022,11,17,868045.0,Estonia
EST,2022,11,18,868059.0,Estonia
EST,2022,11,19,868072.0,Estonia
EST,2022,11,20,868077.0,Estonia
EST,2022,11,21,868105.0,Estonia
EST,2022,11,22,868119.0,Estonia
EST,2022,11,23,868129.0,Estonia
EST,2022,11,24,868142.0,Estonia
EST,2022,11,25,868155.0,Estonia
EST,2022,11,26,868167.0,Estonia
EST,2022,11,27,868175.0,Estonia
EST,2022,11,28,868193.0,Estonia
EST,2022,11,29,868212.0,Estonia
EST,2022,11,30,868225.0,Estonia
EST,2022,12,1,868232.0,Estonia
EST,2022,12,2,868245.0,Estonia
EST,2022,12,3,868255.0,Estonia
EST,2022,12,4,868259.0,Estonia
EST,2022,12,5,868275.0,Estonia
EST,2022,12,6,868288.0,Estonia
EST,2022,12,7,868308.0,Estonia
EST,2022,12,8,868318.0,Estonia
EST,2022,12,9,868329.0,Estonia
EST,2022,12,10,868336.0,Estonia
EST,2022,12,11,868338.0,Estonia
EST,2022,12,12,868347.0,Estonia
EST,2022,12,13,868358.0,Estonia
EST,2022,12,14,868374.0,Estonia
EST,2022,12,15,868383.0,Estonia
EST,2022,12,16,868400.0,Estonia
EST,2022,12,17,868412.0,Estonia
EST,2022,12,18,868413.0,Estonia
EST,2022,12,19,868427.0,Estonia
EST,2022,12,20,868441.0,Estonia
EST,2022,12,21,868452.0,Estonia
EST,2022,12,22,868467.0,Estonia
EST,2022,12,23,868480.0,Estonia
EST,2022,12,24,868480.0,Estonia
EST,2022,12,25,868480.0,Estonia
EST,2022,12,26,868482.0,Estonia
EST,2022,12,27,868496.0,Estonia
EST,2022,12,28,868515.0,Estonia
EST,2022,12,29,868526.0,Estonia
EST,2022,12,30,868541.0,Estonia
EST,2022,12,31,868543.0,Estonia
EST,2023,1,1,868543.0,Estonia
EST,2023,1,2,868545.0,Estonia
EST,2023,1,3,868559.0,Estonia
EST,2023,1,4,868570.0,Estonia
EST,2023,1,5,868583.0,Estonia
EST,2023,1,6,868603.0,Estonia
EST,2023,1,7,868622.0,Estonia
EST,2023,1,8,868632.0,Estonia
EST,2023,1,9,868643.0,Estonia
EST,2023,1,10,868653.0,Estonia
EST,2023,1,11,868676.0,Estonia
EST,2023,1,12,868695.0,Estonia
EST,2023,1,13,868707.0,Estonia
EST,2023,1,14,868719.0,Estonia
EST,2023,1,15,868723.0,Estonia
EST,2023,1,16,868735.0,Estonia
EST,2023,1,17,868755.0,Estonia
EST,2023,1,18,868770.0,Estonia
EST,2023,1,19,868778.0,Estonia
EST,2023,1,20,868801.0,Estonia
EST,2023,1,21,868824.0,Estonia
EST,2023,1,22,868828.0,Estonia
EST,2023,1,23,868846.0,Estonia
EST,2023,1,24,868859.0,Estonia
EST,2023,1,25,868870.0,Estonia
EST,2023,1,26,868888.0,Estonia
EST,2023,1,27,868900.0,Estonia
EST,2023,1,28,868907.0,Estonia
EST,2023,1,29,868909.0,Estonia
EST,2023,1,30,868916.0,Estonia
EST,2023,1,31,868924.0,Estonia
EST,2023,2,1,868939.0,Estonia
EST,2023,2,2,868944.0,Estonia
EST,2023,2,3,868957.0,Estonia
EST,2023,2,4,868964.0,Estonia
EST,2023,2,5,868964.0,Estonia
EST,2023,2,6,868971.0,Estonia
EST,2023,2,7,868980.0,Estonia
EST,2023,2,8,868997.0,Estonia
EST,2023,2,9,869007.0,Estonia
EST,2023,2,10,869015.0,Estonia
EST,2023,2,11,869021.0,Estonia
EST,2023,2,12,869023.0,Estonia
EST,2023,2,13,869034.0,Estonia
EST,2023,2,14,869038.0,Estonia
EST,2023,2,15,869043.0,Estonia
EST,2023,2,16,869045.0,Estonia
EST,2023,2,17,869054.0,Estonia
EST,2023,2,18,869058.0,Estonia
EST,2023,2,19,869058.0,Estonia
EST,2023,2,20,869063.0,Estonia
EST,2023,2,21,869066.0,Estonia
EST,2023,2,22,869072.0,Estonia
EST,2023,2,23,869078.0,Estonia
EST,2023,2,24,869078.0,Estonia
EST,2023,2,25,869083.0,Estonia
EST,2023,2,26,869083.0,Estonia
EST,2023,2,27,869089.0,Estonia
EST,2023,2,28,869099.0,Estonia
EST,2023,3,1,869104.0,Estonia
EST,2023,3,2,869108.0,Estonia
EST,2023,3,3,869116.0,Estonia
EST,2023,3,4,869121.0,Estonia
EST,2023,3,5,869121.0,Estonia
EST,2023,3,6,869129.0,Estonia
EST,2023,3,7,869137.0,Estonia
EST,2023,3,8,869140.0,Estonia
EST,2023,3,9,869145.0,Estonia
EST,2023,3,10,869152.0,Estonia
EST,2023,3,11,869158.0,Estonia
EST,2023,3,12,869158.0,Estonia
EST,2023,3,13,869161.0,Estonia
EST,2023,3,14,869165.0,Estonia
EST,2023,3,15,869173.0,Estonia
EST,2023,3,16,869177.0,Estonia
EST,2023,3,17,869184.0,Estonia
EST,2023,3,18,869186.0,Estonia
EST,2023,3,19,869186.0,Estonia
EST,2023,3,20,869193.0,Estonia
EST,2023,3,21,869197.0,Estonia
EST,2023,3,22,869199.0,Estonia
EST,2023,3,23,869201.0,Estonia
EST,2023,3,24,869205.0,Estonia
EST,2023,3,25,869206.0,Estonia
EST,2023,3,26,869208.0,Estonia
EST,2023,3,27,869215.0,Estonia
EST,2023,3,28,869216.0,Estonia
EST,2023,3,29,869220.0,Estonia
EST,2023,3,30,869225.0,Estonia
EST,2023,3,31,869231.0,Estonia
EST,2023,4,1,869233.0,Estonia
EST,2023,4,2,869234.0,Estonia
EST,2023,4,3,869238.0,Estonia
EST,2023,4,4,869240.0,Estonia
EST,2023,4,5,869243.0,Estonia
EST,2023,4,6,869249.0,Estonia
EST,2023,4,7,869249.0,Estonia
EST,2023,4,8,869250.0,Estonia
EST,2023,4,9,869251.0,Estonia
EST,2023,4,10,869256.0,Estonia
EST,2023,4,11,869258.0,Estonia
EST,2023,4,12,869259.0,Estonia
EST,2023,4,13,869262.0,Estonia
EST,2023,4,14,869268.0,Estonia
EST,2023,4,15,869270.0,Estonia
EST,2023,4,16,869271.0,Estonia
EST,2023,4,17,869273.0,Estonia
EST,2023,4,18,869275.0,Estonia
EST,2023,4,19,869279.0,Estonia
EST,2023,4,20,869282.0,Estonia
EST,2023,4,21,869283.0,Estonia
EST,2023,4,22,869287.0,Estonia
EST,2023,4,23,869287.0,Estonia
EST,2023,4,24,869290.0,Estonia
EST,2023,4,25,869290.0,Estonia
EST,2023,4,26,869293.0,Estonia
EST,2023,4,27,869295.0,Estonia
EST,2023,4,28,869296.0,Estonia
EST,2023,4,29,869297.0,Estonia
EST,2023,4,30,869297.0,Estonia
EST,2023,5,1,869297.0,Estonia
EST,2023,5,2,869300.0,Estonia
EST,2023,5,3,869303.0,Estonia
EST,2023,5,4,869305.0,Estonia
EST,2023,5,5,869306.0,Estonia
EST,2023,5,6,869307.0,Estonia
EST,2023,5,7,869307.0,Estonia
EST,2023,5,8,869309.0,Estonia
EST,2023,5,9,869309.0,Estonia
EST,2023,5,10,869309.0,Estonia
EST,2023,5,11,869310.0,Estonia
EST,2023,5,12,869312.0,Estonia
EST,2023,5,13,869312.0,Estonia
EST,2023,5,14,869312.0,Estonia
EST,2023,5,15,869312.0,Estonia
EST,2023,5,16,869312.0,Estonia
EST,2023,5,17,869317.0,Estonia
EST,2023,5,18,869319.0,Estonia
EST,2023,5,19,869319.0,Estonia
EST,2023,5,20,869319.0,Estonia
EST,2023,5,21,869319.0,Estonia
EST,2023,5,22,869320.0,Estonia
EST,2023,5,23,869320.0,Estonia
EST,2023,5,24,869320.0,Estonia
EST,2023,5,25,869321.0,Estonia
EST,2023,5,26,869322.0,Estonia
EST,2023,5,27,869322.0,Estonia
EST,2023,5,28,869322.0,Estonia
EST,2023,5,29,869326.0,Estonia
EST,2023,5,30,869328.0,Estonia
EST,2023,5,31,869328.0,Estonia
EST,2023,6,1,869329.0,Estonia
EST,2023,6,2,869332.0,Estonia
EST,2023,6,3,869332.0,Estonia
EST,2023,6,4,869332.0,Estonia
EST,2023,6,5,869337.0,Estonia
EST,2023,6,6,869337.0,Estonia
EST,2023,6,7,869337.0,Estonia
EST,2023,6,8,869337.0,Estonia
EST,2023,6,9,869338.0,Estonia
EST,2023,6,10,869338.0,Estonia
EST,2023,6,11,869338.0,Estonia
EST,2023,6,12,869338.0,Estonia
EST,2023,6,13,869338.0,Estonia
EST,2023,6,14,869338.0,Estonia
EST,2023,6,15,869338.0,Estonia
EST,2023,6,16,869340.0,Estonia
EST,2023,6,17,869340.0,Estonia
EST,2023,6,18,869340.0,Estonia
EST,2023,6,19,869340.0,Estonia
EST,2023,6,20,869340.0,Estonia
EST,2023,6,21,869341.0,Estonia
EST,2023,6,22,869341.0,Estonia
EST,2023,6,23,869341.0,Estonia
EST,2023,6,24,869341.0,Estonia
EST,2023,6,25,869341.0,Estonia
EST,2023,6,26,869343.0,Estonia
EST,2023,6,27,869343.0,Estonia
EST,2023,6,28,869344.0,Estonia
EST,2023,6,29,869345.0,Estonia
EST,2023,6,30,869346.0,Estonia
EST,2023,7,1,869346.0,Estonia
EST,2023,7,2,869346.0,Estonia
EST,2023,7,3,869346.0,Estonia
EST,2023,7,4,869347.0,Estonia
EST,2023,7,5,869348.0,Estonia
EST,2023,7,6,869348.0,Estonia
EST,2023,7,7,869348.0,Estonia
EST,2023,7,8,869348.0,Estonia
EST,2023,7,9,869348.0,Estonia
EST,2023,7,10,869349.0,Estonia
EST,2023,7,11,869349.0,Estonia
EST,2023,7,12,869349.0,Estonia
EST,2023,7,13,869349.0,Estonia
EST,2023,7,14,869349.0,Estonia
EST,2023,7,15,869350.0,Estonia
EST,2023,7,16,869351.0,Estonia
EST,2023,7,17,869352.0,Estonia
EST,2023,7,18,869352.0,Estonia
EST,2023,7,19,869352.0,Estonia
EST,2023,7,20,869354.0,Estonia
EST,2023,7,21,869354.0,Estonia
EST,2023,7,22,869354.0,Estonia
EST,2023,7,23,869354.0,Estonia
EST,2023,7,24,869354.0,Estonia
EST,2023,7,25,869356.0,Estonia
EST,2023,7,26,869357.0,Estonia
EST,2023,7,27,869362.0,Estonia
EST,2023,7,28,869363.0,Estonia
EST,2023,7,29,869363.0,Estonia
EST,2023,7,30,869363.0,Estonia
EST,2023,7,31,869364.0,Estonia
EST,2023,8,1,869366.0,Estonia
EST,2023,8,2,869367.0,Estonia
EST,2023,8,3,869368.0,Estonia
EST,2023,8,4,869371.0,Estonia
EST,2023,8,5,869371.0,Estonia
EST,2023,8,6,869371.0,Estonia
EST,2023,8,7,869372.0,Estonia
EST,2023,8,8,869372.0,Estonia
EST,2023,8,9,869373.0,Estonia
EST,2023,8,10,869373.0,Estonia
EST,2023,8,11,869373.0,Estonia
EST,2023,8,12,869373.0,Estonia
EST,2023,8,13,869373.0,Estonia
EST,2023,8,14,869373.0,Estonia
EST,2023,8,15,869373.0,Estonia
EST,2023,8,16,869374.0,Estonia
EST,2023,8,17,869374.0,Estonia
EST,2023,8,18,869375.0,Estonia
EST,2023,8,19,869375.0,Estonia
EST,2023,8,20,869375.0,Estonia
EST,2023,8,21,869375.0,Estonia
EST,2023,8,22,869375.0,Estonia
EST,2023,8,23,869377.0,Estonia
EST,2023,8,24,869379.0,Estonia
EST,2023,8,25,869379.0,Estonia
EST,2023,8,26,869379.0,Estonia
EST,2023,8,27,869379.0,Estonia
EST,2023,8,28,869379.0,Estonia
EST,2023,8,29,869380.0,Estonia
EST,2023,8,30,869381.0,Estonia
EST,2023,8,31,869381.0,Estonia
EST,2023,9,1,869384.0,Estonia
EST,2023,9,2,869384.0,Estonia
EST,2023,9,3,869384.0,Estonia
EST,2023,9,4,869384.0,Estonia
EST,2023,9,5,869386.0,Estonia
EST,2023,9,6,869387.0,Estonia
EST,2023,9,7,869388.0,Estonia
EST,2023,9,8,869388.0,Estonia
EST,2023,9,9,869388.0,Estonia
EST,2023,9,10,869389.0,Estonia
EST,2023,9,11,869389.0,Estonia
EST,2023,9,12,869392.0,Estonia
EST,2023,9,13,869393.0,Estonia
EST,2023,9,14,869396.0,Estonia
EST,2023,9,15,869401.0,Estonia
EST,2023,9,16,869401.0,Estonia
EST,2023,9,17,869401.0,Estonia
EST,2023,9,18,869403.0,Estonia
EST,2023,9,19,869404.0,Estonia
EST,2023,9,20,869405.0,Estonia
EST,2023,9,21,869407.0,Estonia
EST,2023,9,22,869407.0,Estonia
EST,2023,9,23,869408.0,Estonia
EST,2023,9,24,869408.0,Estonia
EST,2023,9,25,869409.0,Estonia
EST,2023,9,26,869410.0,Estonia
EST,2023,9,27,869410.0,Estonia
EST,2023,9,28,869412.0,Estonia
EST,2023,9,29,869412.0,Estonia
EST,2023,9,30,869412.0,Estonia
EST,2023,10,1,869413.0,Estonia
EST,2023,10,2,869416.0,Estonia
EST,2023,10,3,869426.0,Estonia
EST,2023,10,4,869431.0,Estonia
EST,2023,10,5,869434.0,Estonia
EST,2023,10,6,869435.0,Estonia
EST,2023,10,7,869437.0,Estonia
EST,2023,10,8,869437.0,Estonia
EST,2023,10,9,869441.0,Estonia
EST,2023,10,10,869451.0,Estonia
EST,2023,10,11,869464.0,Estonia
EST,2023,10,12,869469.0,Estonia
EST,2023,10,13,869474.0,Estonia
EST,2023,10,14,869474.0,Estonia
EST,2023,10,15,869474.0,Estonia
EST,2023,10,16,869481.0,Estonia
EST,2023,10,17,869487.0,Estonia
EST,2023,10,18,869496.0,Estonia
EST,2023,10,19,869502.0,Estonia
EST,2023,10,20,869509.0,Estonia
EST,2023,10,21,869512.0,Estonia
EST,2023,10,22,869512.0,Estonia
EST,2023,10,23,869520.0,Estonia
EST,2023,10,24,869551.0,Estonia
EST,2023,10,25,869558.0,Estonia
EST,2023,10,26,869568.0,Estonia
EST,2023,10,27,869575.0,Estonia
EST,2023,10,28,869576.0,Estonia
EST,2023,10,29,869577.0,Estonia
EST,2023,10,30,869586.0,Estonia
EST,2023,10,31,869595.0,Estonia
EST,2023,11,1,869603.0,Estonia
EST,2023,11,2,869620.0,Estonia
EST,2023,11,3,869631.0,Estonia
EST,2023,11,4,869633.0,Estonia
EST,2023,11,5,869634.0,Estonia
EST,2023,11,6,869645.0,Estonia
EST,2023,11,7,869668.0,Estonia
EST,2023,11,8,869682.0,Estonia
EST,2023,11,9,869701.0,Estonia
EST,2023,11,10,869708.0,Estonia
EST,2023,11,11,869716.0,Estonia
EST,2023,11,12,869721.0,Estonia
EST,2023,11,13,869742.0,Estonia
EST,2023,11,14,869759.0,Estonia
EST,2023,11,15,869773.0,Estonia
EST,2023,11,16,869789.0,Estonia
EST,2023,11,17,869796.0,Estonia
EST,2023,11,18,869801.0,Estonia
EST,2023,11,19,869804.0,Estonia
EST,2023,11,20,869820.0,Estonia
EST,2023,11,21,869832.0,Estonia
EST,2023,11,22,869850.0,Estonia
EST,2023,11,23,869855.0,Estonia
EST,2023,11,24,869862.0,Estonia
EST,2023,11,25,869864.0,Estonia
EST,2023,11,26,869864.0,Estonia
EST,2023,11,27,869872.0,Estonia
EST,2023,11,28,869894.0,Estonia
EST,2023,11,29,869907.0,Estonia
EST,2023,11,30,869923.0,Estonia
EST,2023,12,1,869940.0,Estonia
EST,2023,12,2,869943.0,Estonia
EST,2023,12,3,869950.0,Estonia
EST,2023,12,4,869951.0,Estonia
EST,2023,12,5,869961.0,Estonia
EST,2023,12,6,869964.0,Estonia
EST,2023,12,7,869969.0,Estonia
EST,2023,12,8,869973.0,Estonia
EST,2023,12,9,869976.0,Estonia
EST,2023,12,10,869976.0,Estonia
EST,2023,12,11,869978.0,Estonia
EST,2023,12,12,869985.0,Estonia
EST,2023,12,13,869991.0,Estonia
EST,2023,12,14,869996.0,Estonia
EST,2023,12,15,870005.0,Estonia
EST,2023,12,16,870007.0,Estonia
EST,2023,12,17,870007.0,Estonia
EST,2023,12,18,870015.0,Estonia
EST,2023,12,19,870019.0,Estonia
EST,2023,12,20,870037.0,Estonia
EST,2023,12,21,870047.0,Estonia
EST,2023,12,22,870051.0,Estonia
EST,2023,12,23,870057.0,Estonia
EST,2023,12,24,870057.0,Estonia
EST,2023,12,25,870060.0,Estonia
EST,2023,12,26,870061.0,Estonia
EST,2023,12,27,870069.0,Estonia
EST,2023,12,28,870078.0,Estonia
EST,2023,12,29,870078.0,Estonia
EST,2023,12,30,870078.0,Estonia
EST,2023,12,31,870078.0,Estonia
EST,2024,1,1,870078.0,Estonia
EST,2024,1,2,870080.0,Estonia
EST,2024,1,3,870081.0,Estonia
EST,2024,1,4,870085.0,Estonia
EST,2024,1,5,870086.0,Estonia
