ISO2,ISO3,country,year,month,day,cases
AL,ALB,Albania,2020,1,4,0
AL,ALB,Albania,2020,1,5,0
AL,ALB,Albania,2020,1,6,0
AL,ALB,Albania,2020,1,7,0
AL,ALB,Albania,2020,1,8,0
AL,ALB,Albania,2020,1,9,0
AL,ALB,Albania,2020,1,10,0
AL,ALB,Albania,2020,1,11,0
AL,ALB,Albania,2020,1,12,0
AL,ALB,Albania,2020,1,13,0
AL,ALB,Albania,2020,1,14,0
AL,ALB,Albania,2020,1,15,0
AL,ALB,Albania,2020,1,16,0
AL,ALB,Albania,2020,1,17,0
AL,ALB,Albania,2020,1,18,0
AL,ALB,Albania,2020,1,19,0
AL,ALB,Albania,2020,1,20,0
AL,ALB,Albania,2020,1,21,0
AL,ALB,Albania,2020,1,22,0
AL,ALB,Albania,2020,1,23,0
AL,ALB,Albania,2020,1,24,0
AL,ALB,Albania,2020,1,25,0
AL,ALB,Albania,2020,1,26,0
AL,ALB,Albania,2020,1,27,0
AL,ALB,Albania,2020,1,28,0
AL,ALB,Albania,2020,1,29,0
AL,ALB,Albania,2020,1,30,0
AL,ALB,Albania,2020,1,31,0
AL,ALB,Albania,2020,2,1,0
AL,ALB,Albania,2020,2,2,0
AL,ALB,Albania,2020,2,3,0
AL,ALB,Albania,2020,2,4,0
AL,ALB,Albania,2020,2,5,0
AL,ALB,Albania,2020,2,6,0
AL,ALB,Albania,2020,2,7,0
AL,ALB,Albania,2020,2,8,0
AL,ALB,Albania,2020,2,9,0
AL,ALB,Albania,2020,2,10,0
AL,ALB,Albania,2020,2,11,0
AL,ALB,Albania,2020,2,12,0
AL,ALB,Albania,2020,2,13,0
AL,ALB,Albania,2020,2,14,0
AL,ALB,Albania,2020,2,15,0
AL,ALB,Albania,2020,2,16,0
AL,ALB,Albania,2020,2,17,0
AL,ALB,Albania,2020,2,18,0
AL,ALB,Albania,2020,2,19,0
AL,ALB,Albania,2020,2,20,0
AL,ALB,Albania,2020,2,21,0
AL,ALB,Albania,2020,2,22,0
AL,ALB,Albania,2020,2,23,0
AL,ALB,Albania,2020,2,24,0
AL,ALB,Albania,2020,2,25,0
AL,ALB,Albania,2020,2,26,0
AL,ALB,Albania,2020,2,27,0
AL,ALB,Albania,2020,2,28,0
AL,ALB,Albania,2020,2,29,0
AL,ALB,Albania,2020,3,1,0
AL,ALB,Albania,2020,3,2,0
AL,ALB,Albania,2020,3,3,0
AL,ALB,Albania,2020,3,4,0
AL,ALB,Albania,2020,3,5,0
AL,ALB,Albania,2020,3,6,0
AL,ALB,Albania,2020,3,7,0
AL,ALB,Albania,2020,3,8,0
AL,ALB,Albania,2020,3,9,0
AL,ALB,Albania,2020,3,10,0
AL,ALB,Albania,2020,3,11,2
AL,ALB,Albania,2020,3,12,10
AL,ALB,Albania,2020,3,13,15
AL,ALB,Albania,2020,3,14,23
AL,ALB,Albania,2020,3,15,33
AL,ALB,Albania,2020,3,16,38
AL,ALB,Albania,2020,3,17,42
AL,ALB,Albania,2020,3,18,51
AL,ALB,Albania,2020,3,19,55
AL,ALB,Albania,2020,3,20,59
AL,ALB,Albania,2020,3,21,64
AL,ALB,Albania,2020,3,22,70
AL,ALB,Albania,2020,3,23,76
AL,ALB,Albania,2020,3,24,98
AL,ALB,Albania,2020,3,25,104
AL,ALB,Albania,2020,3,26,123
AL,ALB,Albania,2020,3,27,146
AL,ALB,Albania,2020,3,28,174
AL,ALB,Albania,2020,3,29,186
AL,ALB,Albania,2020,3,30,197
AL,ALB,Albania,2020,3,31,212
AL,ALB,Albania,2020,4,1,223
AL,ALB,Albania,2020,4,2,243
AL,ALB,Albania,2020,4,3,259
AL,ALB,Albania,2020,4,4,277
AL,ALB,Albania,2020,4,5,304
AL,ALB,Albania,2020,4,6,333
AL,ALB,Albania,2020,4,7,361
AL,ALB,Albania,2020,4,8,377
AL,ALB,Albania,2020,4,9,383
AL,ALB,Albania,2020,4,10,400
AL,ALB,Albania,2020,4,11,409
AL,ALB,Albania,2020,4,12,416
AL,ALB,Albania,2020,4,13,433
AL,ALB,Albania,2020,4,14,446
AL,ALB,Albania,2020,4,15,467
AL,ALB,Albania,2020,4,16,475
AL,ALB,Albania,2020,4,17,494
AL,ALB,Albania,2020,4,18,518
AL,ALB,Albania,2020,4,19,539
AL,ALB,Albania,2020,4,20,548
AL,ALB,Albania,2020,4,21,562
AL,ALB,Albania,2020,4,22,584
AL,ALB,Albania,2020,4,23,609
AL,ALB,Albania,2020,4,24,634
AL,ALB,Albania,2020,4,25,663
AL,ALB,Albania,2020,4,26,678
AL,ALB,Albania,2020,4,27,712
AL,ALB,Albania,2020,4,28,726
AL,ALB,Albania,2020,4,29,736
AL,ALB,Albania,2020,4,30,750
AL,ALB,Albania,2020,5,1,766
AL,ALB,Albania,2020,5,2,773
AL,ALB,Albania,2020,5,3,782
AL,ALB,Albania,2020,5,4,789
AL,ALB,Albania,2020,5,5,795
AL,ALB,Albania,2020,5,6,803
AL,ALB,Albania,2020,5,7,820
AL,ALB,Albania,2020,5,8,832
AL,ALB,Albania,2020,5,9,842
AL,ALB,Albania,2020,5,10,850
AL,ALB,Albania,2020,5,11,856
AL,ALB,Albania,2020,5,12,868
AL,ALB,Albania,2020,5,13,872
AL,ALB,Albania,2020,5,14,876
AL,ALB,Albania,2020,5,15,880
AL,ALB,Albania,2020,5,16,898
AL,ALB,Albania,2020,5,17,916
AL,ALB,Albania,2020,5,18,933
AL,ALB,Albania,2020,5,19,946
AL,ALB,Albania,2020,5,20,948
AL,ALB,Albania,2020,5,21,949
AL,ALB,Albania,2020,5,22,964
AL,ALB,Albania,2020,5,23,969
AL,ALB,Albania,2020,5,24,981
AL,ALB,Albania,2020,5,25,989
AL,ALB,Albania,2020,5,26,998
AL,ALB,Albania,2020,5,27,1004
AL,ALB,Albania,2020,5,28,1029
AL,ALB,Albania,2020,5,29,1050
AL,ALB,Albania,2020,5,30,1076
AL,ALB,Albania,2020,5,31,1099
AL,ALB,Albania,2020,6,1,1122
AL,ALB,Albania,2020,6,2,1137
AL,ALB,Albania,2020,6,3,1143
AL,ALB,Albania,2020,6,4,1164
AL,ALB,Albania,2020,6,5,1184
AL,ALB,Albania,2020,6,6,1197
AL,ALB,Albania,2020,6,7,1212
AL,ALB,Albania,2020,6,8,1232
AL,ALB,Albania,2020,6,9,1246
AL,ALB,Albania,2020,6,10,1263
AL,ALB,Albania,2020,6,11,1299
AL,ALB,Albania,2020,6,12,1341
AL,ALB,Albania,2020,6,13,1385
AL,ALB,Albania,2020,6,14,1416
AL,ALB,Albania,2020,6,15,1464
AL,ALB,Albania,2020,6,16,1521
AL,ALB,Albania,2020,6,17,1590
AL,ALB,Albania,2020,6,18,1672
AL,ALB,Albania,2020,6,19,1722
AL,ALB,Albania,2020,6,20,1788
AL,ALB,Albania,2020,6,21,1838
AL,ALB,Albania,2020,6,22,1891
AL,ALB,Albania,2020,6,23,1962
AL,ALB,Albania,2020,6,24,1995
AL,ALB,Albania,2020,6,25,2047
AL,ALB,Albania,2020,6,26,2114
AL,ALB,Albania,2020,6,27,2192
AL,ALB,Albania,2020,6,28,2269
AL,ALB,Albania,2020,6,29,2330
AL,ALB,Albania,2020,6,30,2402
AL,ALB,Albania,2020,7,1,2466
AL,ALB,Albania,2020,7,2,2535
AL,ALB,Albania,2020,7,3,2580
AL,ALB,Albania,2020,7,4,2662
AL,ALB,Albania,2020,7,5,2752
AL,ALB,Albania,2020,7,6,2819
AL,ALB,Albania,2020,7,7,2893
AL,ALB,Albania,2020,7,8,2964
AL,ALB,Albania,2020,7,9,3038
AL,ALB,Albania,2020,7,10,3106
AL,ALB,Albania,2020,7,11,3188
AL,ALB,Albania,2020,7,12,3278
AL,ALB,Albania,2020,7,13,3371
AL,ALB,Albania,2020,7,14,3454
AL,ALB,Albania,2020,7,15,3571
AL,ALB,Albania,2020,7,16,3667
AL,ALB,Albania,2020,7,17,3752
AL,ALB,Albania,2020,7,18,3851
AL,ALB,Albania,2020,7,19,3906
AL,ALB,Albania,2020,7,20,4008
AL,ALB,Albania,2020,7,21,4090
AL,ALB,Albania,2020,7,22,4171
AL,ALB,Albania,2020,7,23,4290
AL,ALB,Albania,2020,7,24,4358
AL,ALB,Albania,2020,7,25,4466
AL,ALB,Albania,2020,7,26,4570
AL,ALB,Albania,2020,7,27,4637
AL,ALB,Albania,2020,7,28,4763
AL,ALB,Albania,2020,7,29,4880
AL,ALB,Albania,2020,7,30,4997
AL,ALB,Albania,2020,7,31,5105
AL,ALB,Albania,2020,8,1,5197
AL,ALB,Albania,2020,8,2,5276
AL,ALB,Albania,2020,8,3,5396
AL,ALB,Albania,2020,8,4,5519
AL,ALB,Albania,2020,8,5,5620
AL,ALB,Albania,2020,8,6,5750
AL,ALB,Albania,2020,8,7,5889
AL,ALB,Albania,2020,8,8,6016
AL,ALB,Albania,2020,8,9,6151
AL,ALB,Albania,2020,8,10,6275
AL,ALB,Albania,2020,8,11,6411
AL,ALB,Albania,2020,8,12,6536
AL,ALB,Albania,2020,8,13,6676
AL,ALB,Albania,2020,8,14,6817
AL,ALB,Albania,2020,8,15,6971
AL,ALB,Albania,2020,8,16,7117
AL,ALB,Albania,2020,8,17,7260
AL,ALB,Albania,2020,8,18,7380
AL,ALB,Albania,2020,8,19,7499
AL,ALB,Albania,2020,8,20,7654
AL,ALB,Albania,2020,8,21,7812
AL,ALB,Albania,2020,8,22,7967
AL,ALB,Albania,2020,8,23,8119
AL,ALB,Albania,2020,8,24,8275
AL,ALB,Albania,2020,8,25,8427
AL,ALB,Albania,2020,8,26,8605
AL,ALB,Albania,2020,8,27,8759
AL,ALB,Albania,2020,8,28,8927
AL,ALB,Albania,2020,8,29,9083
AL,ALB,Albania,2020,8,30,9195
AL,ALB,Albania,2020,8,31,9279
AL,ALB,Albania,2020,9,1,9380
AL,ALB,Albania,2020,9,2,9513
AL,ALB,Albania,2020,9,3,9606
AL,ALB,Albania,2020,9,4,9728
AL,ALB,Albania,2020,9,5,9844
AL,ALB,Albania,2020,9,6,9967
AL,ALB,Albania,2020,9,7,10102
AL,ALB,Albania,2020,9,8,10255
AL,ALB,Albania,2020,9,9,10406
AL,ALB,Albania,2020,9,10,10553
AL,ALB,Albania,2020,9,11,10704
AL,ALB,Albania,2020,9,12,10860
AL,ALB,Albania,2020,9,13,11021
AL,ALB,Albania,2020,9,14,11185
AL,ALB,Albania,2020,9,15,11353
AL,ALB,Albania,2020,9,16,11520
AL,ALB,Albania,2020,9,17,11672
AL,ALB,Albania,2020,9,18,11816
AL,ALB,Albania,2020,9,19,11948
AL,ALB,Albania,2020,9,20,12073
AL,ALB,Albania,2020,9,21,12226
AL,ALB,Albania,2020,9,22,12385
AL,ALB,Albania,2020,9,23,12535
AL,ALB,Albania,2020,9,24,12666
AL,ALB,Albania,2020,9,25,12787
AL,ALB,Albania,2020,9,26,12921
AL,ALB,Albania,2020,9,27,13045
AL,ALB,Albania,2020,9,28,13153
AL,ALB,Albania,2020,9,29,13259
AL,ALB,Albania,2020,9,30,13391
AL,ALB,Albania,2020,10,1,13518
AL,ALB,Albania,2020,10,2,13649
AL,ALB,Albania,2020,10,3,13806
AL,ALB,Albania,2020,10,4,13965
AL,ALB,Albania,2020,10,5,14117
AL,ALB,Albania,2020,10,6,14266
AL,ALB,Albania,2020,10,7,14410
AL,ALB,Albania,2020,10,8,14568
AL,ALB,Albania,2020,10,9,14730
AL,ALB,Albania,2020,10,10,14899
AL,ALB,Albania,2020,10,11,15066
AL,ALB,Albania,2020,10,12,15231
AL,ALB,Albania,2020,10,13,15399
AL,ALB,Albania,2020,10,14,15570
AL,ALB,Albania,2020,10,15,15752
AL,ALB,Albania,2020,10,16,15955
AL,ALB,Albania,2020,10,17,16212
AL,ALB,Albania,2020,10,18,16501
AL,ALB,Albania,2020,10,19,16774
AL,ALB,Albania,2020,10,20,17055
AL,ALB,Albania,2020,10,21,17350
AL,ALB,Albania,2020,10,22,17651
AL,ALB,Albania,2020,10,23,17948
AL,ALB,Albania,2020,10,24,18250
AL,ALB,Albania,2020,10,25,18556
AL,ALB,Albania,2020,10,26,18858
AL,ALB,Albania,2020,10,27,19157
AL,ALB,Albania,2020,10,28,19445
AL,ALB,Albania,2020,10,29,19729
AL,ALB,Albania,2020,10,30,20040
AL,ALB,Albania,2020,10,31,20315
AL,ALB,Albania,2020,11,1,20634
AL,ALB,Albania,2020,11,2,20875
AL,ALB,Albania,2020,11,3,21202
AL,ALB,Albania,2020,11,4,21523
AL,ALB,Albania,2020,11,5,21904
AL,ALB,Albania,2020,11,6,22300
AL,ALB,Albania,2020,11,7,22721
AL,ALB,Albania,2020,11,8,23210
AL,ALB,Albania,2020,11,9,23705
AL,ALB,Albania,2020,11,10,24206
AL,ALB,Albania,2020,11,11,24731
AL,ALB,Albania,2020,11,12,25294
AL,ALB,Albania,2020,11,13,25801
AL,ALB,Albania,2020,11,14,26211
AL,ALB,Albania,2020,11,15,26701
AL,ALB,Albania,2020,11,16,27233
AL,ALB,Albania,2020,11,17,27830
AL,ALB,Albania,2020,11,18,28432
AL,ALB,Albania,2020,11,19,29126
AL,ALB,Albania,2020,11,20,29837
AL,ALB,Albania,2020,11,21,30623
AL,ALB,Albania,2020,11,22,31459
AL,ALB,Albania,2020,11,23,32196
AL,ALB,Albania,2020,11,24,32761
AL,ALB,Albania,2020,11,25,33556
AL,ALB,Albania,2020,11,26,34300
AL,ALB,Albania,2020,11,27,34944
AL,ALB,Albania,2020,11,28,35600
AL,ALB,Albania,2020,11,29,36245
AL,ALB,Albania,2020,11,30,36790
AL,ALB,Albania,2020,12,1,37625
AL,ALB,Albania,2020,12,2,38182
AL,ALB,Albania,2020,12,3,39014
AL,ALB,Albania,2020,12,4,39719
AL,ALB,Albania,2020,12,5,40501
AL,ALB,Albania,2020,12,6,41302
AL,ALB,Albania,2020,12,7,42148
AL,ALB,Albania,2020,12,8,42988
AL,ALB,Albania,2020,12,9,43683
AL,ALB,Albania,2020,12,10,44436
AL,ALB,Albania,2020,12,11,45188
AL,ALB,Albania,2020,12,12,46061
AL,ALB,Albania,2020,12,13,46863
AL,ALB,Albania,2020,12,14,47742
AL,ALB,Albania,2020,12,15,48530
AL,ALB,Albania,2020,12,16,49191
AL,ALB,Albania,2020,12,17,50000
AL,ALB,Albania,2020,12,18,50637
AL,ALB,Albania,2020,12,19,51424
AL,ALB,Albania,2020,12,20,52004
AL,ALB,Albania,2020,12,21,52542
AL,ALB,Albania,2020,12,22,53003
AL,ALB,Albania,2020,12,23,53425
AL,ALB,Albania,2020,12,24,53814
AL,ALB,Albania,2020,12,25,54317
AL,ALB,Albania,2020,12,26,54827
AL,ALB,Albania,2020,12,27,55380
AL,ALB,Albania,2020,12,28,55755
AL,ALB,Albania,2020,12,29,56254
AL,ALB,Albania,2020,12,30,56572
AL,ALB,Albania,2020,12,31,57146
AL,ALB,Albania,2021,1,1,57727
AL,ALB,Albania,2021,1,2,58316
AL,ALB,Albania,2021,1,3,58723
AL,ALB,Albania,2021,1,4,58991
AL,ALB,Albania,2021,1,5,59438
AL,ALB,Albania,2021,1,6,59623
AL,ALB,Albania,2021,1,7,60283
AL,ALB,Albania,2021,1,8,61008
AL,ALB,Albania,2021,1,9,61705
AL,ALB,Albania,2021,1,10,62378
AL,ALB,Albania,2021,1,11,63033
AL,ALB,Albania,2021,1,12,63595
AL,ALB,Albania,2021,1,13,63971
AL,ALB,Albania,2021,1,14,64627
AL,ALB,Albania,2021,1,15,65334
AL,ALB,Albania,2021,1,16,65994
AL,ALB,Albania,2021,1,17,66635
AL,ALB,Albania,2021,1,18,67216
AL,ALB,Albania,2021,1,19,67690
AL,ALB,Albania,2021,1,20,67982
AL,ALB,Albania,2021,1,21,68568
AL,ALB,Albania,2021,1,22,69238
AL,ALB,Albania,2021,1,23,69916
AL,ALB,Albania,2021,1,24,70655
AL,ALB,Albania,2021,1,25,71441
AL,ALB,Albania,2021,1,26,72274
AL,ALB,Albania,2021,1,27,72812
AL,ALB,Albania,2021,1,28,73691
AL,ALB,Albania,2021,1,29,74567
AL,ALB,Albania,2021,1,30,75454
AL,ALB,Albania,2021,1,31,76350
AL,ALB,Albania,2021,2,1,77251
AL,ALB,Albania,2021,2,2,78127
AL,ALB,Albania,2021,2,3,78992
AL,ALB,Albania,2021,2,4,79934
AL,ALB,Albania,2021,2,5,80941
AL,ALB,Albania,2021,2,6,81993
AL,ALB,Albania,2021,2,7,83082
AL,ALB,Albania,2021,2,8,84212
AL,ALB,Albania,2021,2,9,85336
AL,ALB,Albania,2021,2,10,86289
AL,ALB,Albania,2021,2,11,87528
AL,ALB,Albania,2021,2,12,88671
AL,ALB,Albania,2021,2,13,89776
AL,ALB,Albania,2021,2,14,90835
AL,ALB,Albania,2021,2,15,91987
AL,ALB,Albania,2021,2,16,93075
AL,ALB,Albania,2021,2,17,93850
AL,ALB,Albania,2021,2,18,94651
AL,ALB,Albania,2021,2,19,95726
AL,ALB,Albania,2021,2,20,96838
AL,ALB,Albania,2021,2,21,97909
AL,ALB,Albania,2021,2,22,99062
AL,ALB,Albania,2021,2,23,100246
AL,ALB,Albania,2021,2,24,101285
AL,ALB,Albania,2021,2,25,102306
AL,ALB,Albania,2021,2,26,103327
AL,ALB,Albania,2021,2,27,104313
AL,ALB,Albania,2021,2,28,105229
AL,ALB,Albania,2021,3,1,106215
AL,ALB,Albania,2021,3,2,107167
AL,ALB,Albania,2021,3,3,107931
AL,ALB,Albania,2021,3,4,108823
AL,ALB,Albania,2021,3,5,109674
AL,ALB,Albania,2021,3,6,110521
AL,ALB,Albania,2021,3,7,111301
AL,ALB,Albania,2021,3,8,112078
AL,ALB,Albania,2021,3,9,112897
AL,ALB,Albania,2021,3,10,113580
AL,ALB,Albania,2021,3,11,114209
AL,ALB,Albania,2021,3,12,114840
AL,ALB,Albania,2021,3,13,115442
AL,ALB,Albania,2021,3,14,116123
AL,ALB,Albania,2021,3,15,116821
AL,ALB,Albania,2021,3,16,117474
AL,ALB,Albania,2021,3,17,118017
AL,ALB,Albania,2021,3,18,118492
AL,ALB,Albania,2021,3,19,118938
AL,ALB,Albania,2021,3,20,119528
AL,ALB,Albania,2021,3,21,120022
AL,ALB,Albania,2021,3,22,120541
AL,ALB,Albania,2021,3,23,121200
AL,ALB,Albania,2021,3,24,121544
AL,ALB,Albania,2021,3,25,121847
AL,ALB,Albania,2021,3,26,122295
AL,ALB,Albania,2021,3,27,122767
AL,ALB,Albania,2021,3,28,123216
AL,ALB,Albania,2021,3,29,123641
AL,ALB,Albania,2021,3,30,124134
AL,ALB,Albania,2021,3,31,124419
AL,ALB,Albania,2021,4,1,124723
AL,ALB,Albania,2021,4,2,125157
AL,ALB,Albania,2021,4,3,125506
AL,ALB,Albania,2021,4,4,125842
AL,ALB,Albania,2021,4,5,126183
AL,ALB,Albania,2021,4,6,126531
AL,ALB,Albania,2021,4,7,126795
AL,ALB,Albania,2021,4,8,126936
AL,ALB,Albania,2021,4,9,127192
AL,ALB,Albania,2021,4,10,127509
AL,ALB,Albania,2021,4,11,127795
AL,ALB,Albania,2021,4,12,128155
AL,ALB,Albania,2021,4,13,128393
AL,ALB,Albania,2021,4,14,128518
AL,ALB,Albania,2021,4,15,128752
AL,ALB,Albania,2021,4,16,128959
AL,ALB,Albania,2021,4,17,129128
AL,ALB,Albania,2021,4,18,129307
AL,ALB,Albania,2021,4,19,129456
AL,ALB,Albania,2021,4,20,129594
AL,ALB,Albania,2021,4,21,129694
AL,ALB,Albania,2021,4,22,129842
AL,ALB,Albania,2021,4,23,129980
AL,ALB,Albania,2021,4,24,130114
AL,ALB,Albania,2021,4,25,130270
AL,ALB,Albania,2021,4,26,130409
AL,ALB,Albania,2021,4,27,130537
AL,ALB,Albania,2021,4,28,130606
AL,ALB,Albania,2021,4,29,130736
AL,ALB,Albania,2021,4,30,130859
AL,ALB,Albania,2021,5,1,130977
AL,ALB,Albania,2021,5,2,131085
AL,ALB,Albania,2021,5,3,131185
AL,ALB,Albania,2021,5,4,131238
AL,ALB,Albania,2021,5,5,131276
AL,ALB,Albania,2021,5,6,131327
AL,ALB,Albania,2021,5,7,131419
AL,ALB,Albania,2021,5,8,131510
AL,ALB,Albania,2021,5,9,131577
AL,ALB,Albania,2021,5,10,131666
AL,ALB,Albania,2021,5,11,131723
AL,ALB,Albania,2021,5,12,131753
AL,ALB,Albania,2021,5,13,131803
AL,ALB,Albania,2021,5,14,131845
AL,ALB,Albania,2021,5,15,131890
AL,ALB,Albania,2021,5,16,131939
AL,ALB,Albania,2021,5,17,131978
AL,ALB,Albania,2021,5,18,132015
AL,ALB,Albania,2021,5,19,132032
AL,ALB,Albania,2021,5,20,132071
AL,ALB,Albania,2021,5,21,132095
AL,ALB,Albania,2021,5,22,132118
AL,ALB,Albania,2021,5,23,132153
AL,ALB,Albania,2021,5,24,132176
AL,ALB,Albania,2021,5,25,132209
AL,ALB,Albania,2021,5,26,132215
AL,ALB,Albania,2021,5,27,132229
AL,ALB,Albania,2021,5,28,132244
AL,ALB,Albania,2021,5,29,132264
AL,ALB,Albania,2021,5,30,132285
AL,ALB,Albania,2021,5,31,132297
AL,ALB,Albania,2021,6,1,132309
AL,ALB,Albania,2021,6,2,132315
AL,ALB,Albania,2021,6,3,132337
AL,ALB,Albania,2021,6,4,132351
AL,ALB,Albania,2021,6,5,132360
AL,ALB,Albania,2021,6,6,132372
AL,ALB,Albania,2021,6,7,132374
AL,ALB,Albania,2021,6,8,132379
AL,ALB,Albania,2021,6,9,132384
AL,ALB,Albania,2021,6,10,132397
AL,ALB,Albania,2021,6,11,132415
AL,ALB,Albania,2021,6,12,132426
AL,ALB,Albania,2021,6,13,132437
AL,ALB,Albania,2021,6,14,132449
AL,ALB,Albania,2021,6,15,132459
AL,ALB,Albania,2021,6,16,132461
AL,ALB,Albania,2021,6,17,132469
AL,ALB,Albania,2021,6,18,132476
AL,ALB,Albania,2021,6,19,132481
AL,ALB,Albania,2021,6,20,132484
AL,ALB,Albania,2021,6,21,132488
AL,ALB,Albania,2021,6,22,132490
AL,ALB,Albania,2021,6,23,132491
AL,ALB,Albania,2021,6,24,132496
AL,ALB,Albania,2021,6,25,132497
AL,ALB,Albania,2021,6,26,132499
AL,ALB,Albania,2021,6,27,132506
AL,ALB,Albania,2021,6,28,132509
AL,ALB,Albania,2021,6,29,132512
AL,ALB,Albania,2021,6,30,132513
AL,ALB,Albania,2021,7,1,132514
AL,ALB,Albania,2021,7,2,132521
AL,ALB,Albania,2021,7,3,132523
AL,ALB,Albania,2021,7,4,132526
AL,ALB,Albania,2021,7,5,132534
AL,ALB,Albania,2021,7,6,132535
AL,ALB,Albania,2021,7,7,132537
AL,ALB,Albania,2021,7,8,132544
AL,ALB,Albania,2021,7,9,132557
AL,ALB,Albania,2021,7,10,132565
AL,ALB,Albania,2021,7,11,132580
AL,ALB,Albania,2021,7,12,132587
AL,ALB,Albania,2021,7,13,132592
AL,ALB,Albania,2021,7,14,132597
AL,ALB,Albania,2021,7,15,132608
AL,ALB,Albania,2021,7,16,132616
AL,ALB,Albania,2021,7,17,132629
AL,ALB,Albania,2021,7,18,132647
AL,ALB,Albania,2021,7,19,132665
AL,ALB,Albania,2021,7,20,132686
AL,ALB,Albania,2021,7,21,132697
AL,ALB,Albania,2021,7,22,132740
AL,ALB,Albania,2021,7,23,132763
AL,ALB,Albania,2021,7,24,132797
AL,ALB,Albania,2021,7,25,132828
AL,ALB,Albania,2021,7,26,132853
AL,ALB,Albania,2021,7,27,132875
AL,ALB,Albania,2021,7,28,132891
AL,ALB,Albania,2021,7,29,132922
AL,ALB,Albania,2021,7,30,132952
AL,ALB,Albania,2021,7,31,132999
AL,ALB,Albania,2021,8,1,133036
AL,ALB,Albania,2021,8,2,133081
AL,ALB,Albania,2021,8,3,133121
AL,ALB,Albania,2021,8,4,133146
AL,ALB,Albania,2021,8,5,133211
AL,ALB,Albania,2021,8,6,133310
AL,ALB,Albania,2021,8,7,133442
AL,ALB,Albania,2021,8,8,133591
AL,ALB,Albania,2021,8,9,133730
AL,ALB,Albania,2021,8,10,133912
AL,ALB,Albania,2021,8,11,133981
AL,ALB,Albania,2021,8,12,134201
AL,ALB,Albania,2021,8,13,134487
AL,ALB,Albania,2021,8,14,134761
AL,ALB,Albania,2021,8,15,135140
AL,ALB,Albania,2021,8,16,135550
AL,ALB,Albania,2021,8,17,135947
AL,ALB,Albania,2021,8,18,136147
AL,ALB,Albania,2021,8,19,136598
AL,ALB,Albania,2021,8,20,137075
AL,ALB,Albania,2021,8,21,137597
AL,ALB,Albania,2021,8,22,138132
AL,ALB,Albania,2021,8,23,138790
AL,ALB,Albania,2021,8,24,139324
AL,ALB,Albania,2021,8,25,139721
AL,ALB,Albania,2021,8,26,140521
AL,ALB,Albania,2021,8,27,141365
AL,ALB,Albania,2021,8,28,142253
AL,ALB,Albania,2021,8,29,143174
AL,ALB,Albania,2021,8,30,144079
AL,ALB,Albania,2021,8,31,144847
AL,ALB,Albania,2021,9,1,145333
AL,ALB,Albania,2021,9,2,146387
AL,ALB,Albania,2021,9,3,147369
AL,ALB,Albania,2021,9,4,148222
AL,ALB,Albania,2021,9,5,149117
AL,ALB,Albania,2021,9,6,150101
AL,ALB,Albania,2021,9,7,150997
AL,ALB,Albania,2021,9,8,151499
AL,ALB,Albania,2021,9,9,152239
AL,ALB,Albania,2021,9,10,153318
AL,ALB,Albania,2021,9,11,154316
AL,ALB,Albania,2021,9,12,155293
AL,ALB,Albania,2021,9,13,156162
AL,ALB,Albania,2021,9,14,157026
AL,ALB,Albania,2021,9,15,157436
AL,ALB,Albania,2021,9,16,158431
AL,ALB,Albania,2021,9,17,159423
AL,ALB,Albania,2021,9,18,160365
AL,ALB,Albania,2021,9,19,161324
AL,ALB,Albania,2021,9,20,162173
AL,ALB,Albania,2021,9,21,162953
AL,ALB,Albania,2021,9,22,163404
AL,ALB,Albania,2021,9,23,164276
AL,ALB,Albania,2021,9,24,165096
AL,ALB,Albania,2021,9,25,165864
AL,ALB,Albania,2021,9,26,166690
AL,ALB,Albania,2021,9,27,167354
AL,ALB,Albania,2021,9,28,167893
AL,ALB,Albania,2021,9,29,168188
AL,ALB,Albania,2021,9,30,168782
AL,ALB,Albania,2021,10,1,169462
AL,ALB,Albania,2021,10,2,170131
AL,ALB,Albania,2021,10,3,170778
AL,ALB,Albania,2021,10,4,171327
AL,ALB,Albania,2021,10,5,171794
AL,ALB,Albania,2021,10,6,172001
AL,ALB,Albania,2021,10,7,172618
AL,ALB,Albania,2021,10,8,173190
AL,ALB,Albania,2021,10,9,173723
AL,ALB,Albania,2021,10,10,174168
AL,ALB,Albania,2021,10,11,174643
AL,ALB,Albania,2021,10,12,174968
AL,ALB,Albania,2021,10,13,175163
AL,ALB,Albania,2021,10,14,175664
AL,ALB,Albania,2021,10,15,176172
AL,ALB,Albania,2021,10,16,176667
AL,ALB,Albania,2021,10,17,177108
AL,ALB,Albania,2021,10,18,177536
AL,ALB,Albania,2021,10,19,177971
AL,ALB,Albania,2021,10,20,178188
AL,ALB,Albania,2021,10,21,178804
AL,ALB,Albania,2021,10,22,179463
AL,ALB,Albania,2021,10,23,180029
AL,ALB,Albania,2021,10,24,180623
AL,ALB,Albania,2021,10,25,181252
AL,ALB,Albania,2021,10,26,181696
AL,ALB,Albania,2021,10,27,181960
AL,ALB,Albania,2021,10,28,182610
AL,ALB,Albania,2021,10,29,183282
AL,ALB,Albania,2021,10,30,183873
AL,ALB,Albania,2021,10,31,184340
AL,ALB,Albania,2021,11,1,184887
AL,ALB,Albania,2021,11,2,185300
AL,ALB,Albania,2021,11,3,185497
AL,ALB,Albania,2021,11,4,186222
AL,ALB,Albania,2021,11,5,186793
