country,year,month,day,vaccines
Afghanistan,2021,2,22,0.0
Afghanistan,2021,2,28,8200.0
Afghanistan,2021,3,16,54000.0
Afghanistan,2021,4,7,120000.0
Afghanistan,2021,4,22,240000.0
Afghanistan,2021,5,11,448878.0
Afghanistan,2021,5,20,470341.0
Afghanistan,2021,5,24,476367.0
Afghanistan,2021,5,26,479372.0
Afghanistan,2021,5,27,479574.0
Afghanistan,2021,5,30,480226.0
Afghanistan,2021,6,2,481690.0
Afghanistan,2021,6,3,481800.0
Afghanistan,2021,6,8,482952.0
Afghanistan,2021,6,14,484737.0
Afghanistan,2021,6,22,582128.0
Afghanistan,2021,6,27,649434.0
Afghanistan,2021,6,30,699200.0
Afghanistan,2021,7,5,726349.0
Afghanistan,2021,7,7,735213.0
Afghanistan,2021,7,11,742934.0
Afghanistan,2021,8,20,770542.0
Afghanistan,2021,8,31,773002.0
Afghanistan,2021,9,30,828601.0
Afghanistan,2021,11,14,3530173.0
Afghanistan,2021,12,27,4142857.0
Afghanistan,2022,1,9,4358570.0
Afghanistan,2022,1,11,4378818.0
Afghanistan,2022,1,13,4405897.0
Afghanistan,2022,1,17,4432926.0
Afghanistan,2022,1,19,4450211.0
Afghanistan,2022,1,24,4486527.0
Afghanistan,2022,1,26,4511372.0
Afghanistan,2022,1,27,4517380.0
Afghanistan,2022,1,31,4554648.0
Afghanistan,2022,2,2,4577740.0
Afghanistan,2022,2,7,4634282.0
Afghanistan,2022,2,14,4723416.0
Afghanistan,2022,2,20,4801524.0
Afghanistan,2022,2,27,4907058.0
Afghanistan,2022,3,6,4952744.0
Afghanistan,2022,3,17,5066540.0
Afghanistan,2022,3,22,5082824.0
Afghanistan,2022,4,4,5188057.0
Afghanistan,2022,4,14,5246981.0
Afghanistan,2022,4,18,5253929.0
Afghanistan,2022,4,26,5286657.0
Afghanistan,2022,4,27,5287027.0
Afghanistan,2022,5,5,5318484.0
Afghanistan,2022,5,8,5320381.0
Afghanistan,2022,5,10,5326298.0
Afghanistan,2022,5,15,5359930.0
Afghanistan,2022,5,23,5407462.0
Afghanistan,2022,6,1,5456919.0
Afghanistan,2022,6,15,5573175.0
Afghanistan,2022,6,21,5629522.0
Afghanistan,2022,6,30,5713284.0
Afghanistan,2022,7,10,5755294.0
Afghanistan,2022,7,17,5969406.0
Afghanistan,2022,7,19,7139453.0
Afghanistan,2022,7,27,7294709.0
Afghanistan,2022,8,7,9066437.0
Afghanistan,2022,8,15,10454698.0
Afghanistan,2022,8,22,10615478.0
Afghanistan,2022,8,31,10730669.0
Afghanistan,2022,9,4,10748257.0
Afghanistan,2022,9,11,10823299.0
Afghanistan,2022,9,12,10827184.0
Afghanistan,2022,9,19,10873999.0
Afghanistan,2022,9,26,10917914.0
Afghanistan,2022,9,28,10929549.0
Afghanistan,2022,10,4,10961643.0
Afghanistan,2022,10,11,10987211.0
Afghanistan,2022,10,16,11012345.0
Afghanistan,2022,10,24,11084618.0
Afghanistan,2022,11,1,11130641.0
Afghanistan,2022,11,2,11165700.0
Afghanistan,2022,11,8,11196779.0
Afghanistan,2022,11,15,11223064.0
Afghanistan,2022,11,16,11236798.0
Afghanistan,2022,11,27,11292816.0
Afghanistan,2022,12,5,11320910.0
Afghanistan,2022,12,22,11459692.0
Afghanistan,2023,1,6,11533150.0
Afghanistan,2023,1,16,11606705.0
Afghanistan,2023,1,22,11672740.0
Afghanistan,2023,1,29,11684678.0
Afghanistan,2023,2,12,11764723.0
Afghanistan,2023,2,14,11782909.0
Afghanistan,2023,2,19,12380134.0
Afghanistan,2023,2,23,12603710.0
Afghanistan,2023,2,26,13195588.0
Afghanistan,2023,2,28,13441995.0
Afghanistan,2023,3,5,14055768.0
Afghanistan,2023,3,12,14258889.0
Afghanistan,2023,3,14,14260160.0
Afghanistan,2023,3,19,14437250.0
Afghanistan,2023,3,21,14444587.0
Afghanistan,2023,3,26,14456834.0
Afghanistan,2023,3,28,14457250.0
Afghanistan,2023,4,2,14526772.0
Afghanistan,2023,4,9,14559029.0
Afghanistan,2023,4,11,14613185.0
Afghanistan,2023,4,16,14640106.0
Afghanistan,2023,4,18,14719397.0
Afghanistan,2023,4,24,14732514.0
Afghanistan,2023,4,25,14735342.0
Afghanistan,2023,4,30,14778598.0
Afghanistan,2023,5,3,14790567.0
Afghanistan,2023,5,9,14823235.0
Afghanistan,2023,5,14,14902276.0
Afghanistan,2023,5,16,14949378.0
Afghanistan,2023,5,21,15203606.0
Afghanistan,2023,5,29,15875256.0
Afghanistan,2023,6,6,16770724.0
Afghanistan,2023,6,11,16978090.0
Afghanistan,2023,6,13,16987158.0
Afghanistan,2023,6,18,17166330.0
Afghanistan,2023,6,20,17231834.0
Afghanistan,2023,6,27,17283424.0
Afghanistan,2023,7,4,17340212.0
Afghanistan,2023,7,9,17347592.0
Afghanistan,2023,7,11,17397860.0
Afghanistan,2023,7,18,17411376.0
Afghanistan,2023,7,23,17423632.0
Afghanistan,2023,7,25,17487788.0
Afghanistan,2023,7,30,17534742.0
Afghanistan,2023,8,1,17579368.0
Afghanistan,2023,8,6,17613236.0
Afghanistan,2023,8,8,17647644.0
Afghanistan,2023,8,15,17693890.0
Afghanistan,2023,8,20,17752492.0
Afghanistan,2023,8,27,17820308.0
Afghanistan,2023,9,1,17921324.0
Afghanistan,2023,9,5,17931008.0
Afghanistan,2023,9,10,18015552.0
Afghanistan,2023,9,17,18077116.0
Afghanistan,2023,9,19,18148120.0
Afghanistan,2023,9,26,18257600.0
Afghanistan,2023,10,8,18293462.0
Afghanistan,2023,10,16,18385310.0
Afghanistan,2023,10,24,18526070.0
Afghanistan,2023,11,5,18538266.0
Afghanistan,2023,11,7,18618144.0
Afghanistan,2023,11,14,18817340.0
Afghanistan,2023,11,26,18897000.0
Afghanistan,2023,12,31,19151368.0
Africa,2020,12,2,3145776.0
Africa,2020,12,3,3145776.0
Africa,2020,12,4,3145776.0
Africa,2020,12,5,3145776.0
Africa,2020,12,6,3145776.0
Africa,2020,12,7,3145776.0
Africa,2020,12,8,3145776.0
Africa,2020,12,9,3145776.0
Africa,2020,12,10,3145776.0
Africa,2020,12,11,3145776.0
Africa,2020,12,12,3145776.0
Africa,2020,12,13,3145776.0
Africa,2020,12,14,3145776.0
Africa,2020,12,15,3145776.0
Africa,2020,12,16,3145776.0
Africa,2020,12,17,3145776.0
Africa,2020,12,18,3145776.0
Africa,2020,12,19,3145776.0
Africa,2020,12,20,3145776.0
Africa,2020,12,21,3145776.0
Africa,2020,12,22,3145776.0
Africa,2020,12,23,3145776.0
Africa,2020,12,24,3145776.0
Africa,2020,12,25,3145776.0
Africa,2020,12,26,3145776.0
Africa,2020,12,27,3145776.0
Africa,2020,12,28,3145776.0
Africa,2020,12,29,3145776.0
Africa,2020,12,30,3145776.0
Africa,2020,12,31,3145776.0
Africa,2021,1,1,3145776.0
Africa,2021,1,2,3145776.0
Africa,2021,1,3,3145776.0
Africa,2021,1,4,3145776.0
Africa,2021,1,5,3145776.0
Africa,2021,1,6,3145776.0
Africa,2021,1,7,3145776.0
Africa,2021,1,8,3145776.0
Africa,2021,1,9,3145776.0
Africa,2021,1,10,3146276.0
Africa,2021,1,11,3146776.0
Africa,2021,1,12,3147276.0
Africa,2021,1,13,3147776.0
Africa,2021,1,14,3148776.0
Africa,2021,1,15,3149776.0
Africa,2021,1,16,3152776.0
Africa,2021,1,17,3154101.2
Africa,2021,1,18,3155426.8
Africa,2021,1,19,3156752.0
Africa,2021,1,20,3158939.0
Africa,2021,1,21,3160802.5
Africa,2021,1,22,3162666.0
Africa,2021,1,23,3164129.0
Africa,2021,1,24,3164897.0
Africa,2021,1,25,3165884.2
Africa,2021,1,26,3168956.0
Africa,2021,1,27,3172079.8
Africa,2021,1,28,3175520.5
Africa,2021,1,29,3177851.0
Africa,2021,1,30,3179535.8
Africa,2021,1,31,3187634.5
Africa,2021,2,1,3195733.2
Africa,2021,2,2,3203828.5
Africa,2021,2,3,3211522.0
Africa,2021,2,4,3218654.8
Africa,2021,2,5,3225787.5
Africa,2021,2,6,3232920.0
Africa,2021,2,7,3239948.0
Africa,2021,2,8,3246976.0
Africa,2021,2,9,3253950.2
Africa,2021,2,10,3260918.5
Africa,2021,2,11,3268110.0
Africa,2021,2,12,3276999.0
Africa,2021,2,13,3285887.8
Africa,2021,2,14,3292857.5
Africa,2021,2,15,3299827.5
Africa,2021,2,16,3310969.8
Africa,2021,2,17,3323258.8
Africa,2021,2,18,3339321.0
Africa,2021,2,19,3359000.2
Africa,2021,2,20,3482794.0
Africa,2021,2,21,3569389.2
Africa,2021,2,22,3660967.8
Africa,2021,2,23,3785904.5
Africa,2021,2,24,4108235.8
Africa,2021,2,25,4411711.0
Africa,2021,2,26,4632499.0
Africa,2021,2,27,4782375.0
Africa,2021,2,28,4885232.0
Africa,2021,3,1,4993776.5
Africa,2021,3,2,5152978.5
Africa,2021,3,3,5315963.5
Africa,2021,3,4,5468567.0
Africa,2021,3,5,5605131.5
Africa,2021,3,6,5785530.0
Africa,2021,3,7,5907258.0
Africa,2021,3,8,6010948.5
Africa,2021,3,9,6173787.5
Africa,2021,3,10,6364229.5
Africa,2021,3,11,6516367.0
Africa,2021,3,12,6654416.5
Africa,2021,3,13,6783452.5
Africa,2021,3,14,6856441.5
Africa,2021,3,15,6983244.5
Africa,2021,3,16,7105069.0
Africa,2021,3,17,7222151.5
Africa,2021,3,18,7342430.5
Africa,2021,3,19,7467888.5
Africa,2021,3,20,7590894.5
Africa,2021,3,21,7704802.0
Africa,2021,3,22,7818147.0
Africa,2021,3,23,7955203.5
Africa,2021,3,24,8148111.0
Africa,2021,3,25,8336496.0
Africa,2021,3,26,8535485.0
Africa,2021,3,27,8721611.0
Africa,2021,3,28,8898543.0
Africa,2021,3,29,9088750.0
Africa,2021,3,30,9311651.0
Africa,2021,3,31,9537046.0
Africa,2021,4,1,9790570.0
Africa,2021,4,2,9964909.0
Africa,2021,4,3,10142837.0
Africa,2021,4,4,10317443.0
Africa,2021,4,5,10489577.0
Africa,2021,4,6,10715949.0
Africa,2021,4,7,10947202.0
Africa,2021,4,8,11247179.0
Africa,2021,4,9,11494913.0
Africa,2021,4,10,11731053.0
Africa,2021,4,11,11935701.0
Africa,2021,4,12,12170415.0
Africa,2021,4,13,12409353.0
Africa,2021,4,14,12674050.0
Africa,2021,4,15,12925825.0
Africa,2021,4,16,13197072.0
Africa,2021,4,17,13459818.0
Africa,2021,4,18,13659894.0
Africa,2021,4,19,13853153.0
Africa,2021,4,20,14062239.0
Africa,2021,4,21,14292144.0
Africa,2021,4,22,14490479.0
Africa,2021,4,23,14682980.0
Africa,2021,4,24,14862408.0
Africa,2021,4,25,15036517.0
Africa,2021,4,26,15218438.0
Africa,2021,4,27,15488056.0
Africa,2021,4,28,15851893.0
Africa,2021,4,29,16071879.0
Africa,2021,4,30,16260005.0
Africa,2021,5,1,16432893.0
Africa,2021,5,2,16589326.0
Africa,2021,5,3,16787658.0
Africa,2021,5,4,17115042.0
Africa,2021,5,5,17408946.0
Africa,2021,5,6,17669002.0
Africa,2021,5,7,18253018.0
Africa,2021,5,8,18485666.0
Africa,2021,5,9,18774612.0
Africa,2021,5,10,19079846.0
Africa,2021,5,11,19508324.0
Africa,2021,5,12,19842346.0
Africa,2021,5,13,20068314.0
Africa,2021,5,14,20274620.0
Africa,2021,5,15,20620052.0
Africa,2021,5,16,20949696.0
Africa,2021,5,17,21298504.0
Africa,2021,5,18,21844198.0
Africa,2021,5,19,22387440.0
Africa,2021,5,20,22892104.0
Africa,2021,5,21,23386200.0
Africa,2021,5,22,23772428.0
Africa,2021,5,23,24117558.0
Africa,2021,5,24,24500538.0
Africa,2021,5,25,25110490.0
Africa,2021,5,26,25524596.0
Africa,2021,5,27,25964924.0
Africa,2021,5,28,26358764.0
Africa,2021,5,29,26670436.0
Africa,2021,5,30,26915454.0
Africa,2021,5,31,27245428.0
Africa,2021,6,1,27599672.0
Africa,2021,6,2,27959446.0
Africa,2021,6,3,28416526.0
Africa,2021,6,4,28681780.0
Africa,2021,6,5,28883226.0
Africa,2021,6,6,29102686.0
Africa,2021,6,7,29397490.0
Africa,2021,6,8,29806882.0
Africa,2021,6,9,30126128.0
Africa,2021,6,10,30408634.0
Africa,2021,6,11,30683502.0
Africa,2021,6,12,30867334.0
Africa,2021,6,13,31078350.0
Africa,2021,6,14,31372384.0
Africa,2021,6,15,31662014.0
Africa,2021,6,16,31863276.0
Africa,2021,6,17,32171478.0
Africa,2021,6,18,32457364.0
Africa,2021,6,19,32663022.0
Africa,2021,6,20,33007510.0
Africa,2021,6,21,33358936.0
Africa,2021,6,22,33739670.0
Africa,2021,6,23,34098350.0
Africa,2021,6,24,34431052.0
Africa,2021,6,25,34748744.0
Africa,2021,6,26,34934972.0
Africa,2021,6,27,35226204.0
Africa,2021,6,28,35434176.0
Africa,2021,6,29,35747092.0
Africa,2021,6,30,36071800.0
Africa,2021,7,1,36394316.0
Africa,2021,7,2,36668830.0
Africa,2021,7,3,36908220.0
Africa,2021,7,4,37126590.0
Africa,2021,7,5,37473130.0
Africa,2021,7,6,37809530.0
Africa,2021,7,7,38055532.0
Africa,2021,7,8,38284828.0
Africa,2021,7,9,38588230.0
Africa,2021,7,10,38761944.0
Africa,2021,7,11,38946104.0
Africa,2021,7,12,39334464.0
Africa,2021,7,13,39779884.0
Africa,2021,7,14,40264336.0
Africa,2021,7,15,40970020.0
Africa,2021,7,16,41160588.0
Africa,2021,7,17,41350256.0
Africa,2021,7,18,41503060.0
Africa,2021,7,19,42003830.0
Africa,2021,7,20,42380230.0
Africa,2021,7,21,42833732.0
Africa,2021,7,22,43302004.0
Africa,2021,7,23,43667500.0
Africa,2021,7,24,43865692.0
Africa,2021,7,25,44081212.0
Africa,2021,7,26,44714988.0
Africa,2021,7,27,45530176.0
Africa,2021,7,28,46391960.0
Africa,2021,7,29,47230290.0
Africa,2021,7,30,47682332.0
Africa,2021,7,31,48023612.0
Africa,2021,8,1,48303610.0
Africa,2021,8,2,48832360.0
Africa,2021,8,3,50044590.0
Africa,2021,8,4,50607772.0
Africa,2021,8,5,51148324.0
Africa,2021,8,6,51730264.0
Africa,2021,8,7,52199170.0
Africa,2021,8,8,52663076.0
Africa,2021,8,9,53423876.0
Africa,2021,8,10,53920564.0
Africa,2021,8,11,54766596.0
Africa,2021,8,12,55680532.0
Africa,2021,8,13,56318190.0
Africa,2021,8,14,56754536.0
Africa,2021,8,15,57411120.0
Africa,2021,8,16,58321840.0
Africa,2021,8,17,59144492.0
Africa,2021,8,18,59927130.0
Africa,2021,8,19,60738744.0
Africa,2021,8,20,61437564.0
Africa,2021,8,21,62049250.0
Africa,2021,8,22,62570308.0
Africa,2021,8,23,63517650.0
Africa,2021,8,24,64537984.0
Africa,2021,8,25,65533290.0
Africa,2021,8,26,66545332.0
Africa,2021,8,27,67549040.0
Africa,2021,8,28,68151370.0
Africa,2021,8,29,69278584.0
Africa,2021,8,30,70093460.0
Africa,2021,8,31,70936536.0
Africa,2021,9,1,71796050.0
Africa,2021,9,2,72656180.0
Africa,2021,9,3,73431850.0
Africa,2021,9,4,74234080.0
Africa,2021,9,5,74921790.0
Africa,2021,9,6,75933420.0
Africa,2021,9,7,76541350.0
Africa,2021,9,8,77113000.0
Africa,2021,9,9,77825944.0
Africa,2021,9,10,78877750.0
Africa,2021,9,11,79685020.0
Africa,2021,9,12,80433510.0
Africa,2021,9,13,81168536.0
Africa,2021,9,14,81953220.0
Africa,2021,9,15,82726920.0
Africa,2021,9,16,83863624.0
Africa,2021,9,17,84650000.0
Africa,2021,9,18,85438744.0
Africa,2021,9,19,86217940.0
Africa,2021,9,20,87235000.0
Africa,2021,9,21,88272340.0
Africa,2021,9,22,89319050.0
Africa,2021,9,23,90384136.0
Africa,2021,9,24,91248850.0
Africa,2021,9,25,92082480.0
Africa,2021,9,26,92958070.0
Africa,2021,9,27,93914850.0
Africa,2021,9,28,94768820.0
Africa,2021,9,29,95631176.0
Africa,2021,9,30,96487144.0
Africa,2021,10,1,97408970.0
Africa,2021,10,2,98316824.0
Africa,2021,10,3,99118740.0
Africa,2021,10,4,99959940.0
Africa,2021,10,5,100826696.0
Africa,2021,10,6,101725970.0
Africa,2021,10,7,102585230.0
Africa,2021,10,8,103389800.0
Africa,2021,10,9,104084904.0
Africa,2021,10,10,104747690.0
Africa,2021,10,11,105556240.0
Africa,2021,10,12,106554540.0
Africa,2021,10,13,107609816.0
Africa,2021,10,14,108430504.0
Africa,2021,10,15,109433980.0
Africa,2021,10,16,110333710.0
Africa,2021,10,17,111228630.0
Africa,2021,10,18,112180940.0
Africa,2021,10,19,113156296.0
Africa,2021,10,20,114179800.0
Africa,2021,10,21,115119496.0
Africa,2021,10,22,116240216.0
Africa,2021,10,23,117246980.0
Africa,2021,10,24,118084180.0
Africa,2021,10,25,119107370.0
Africa,2021,10,26,120145896.0
Africa,2021,10,27,121062824.0
Africa,2021,10,28,121955790.0
Africa,2021,10,29,123047450.0
Africa,2021,10,30,124101330.0
Africa,2021,10,31,125061016.0
Africa,2021,11,1,125887400.0
Africa,2021,11,2,126717660.0
Africa,2021,11,3,127607496.0
Africa,2021,11,4,128489360.0
Africa,2021,11,5,129413864.0
Africa,2021,11,6,130282890.0
Africa,2021,11,7,131348370.0
Africa,2021,11,8,132492040.0
Africa,2021,11,9,133658184.0
Africa,2021,11,10,134846780.0
Africa,2021,11,11,136117340.0
Africa,2021,11,12,137035260.0
Africa,2021,11,13,137927490.0
Africa,2021,11,14,138845980.0
Africa,2021,11,15,139800640.0
Africa,2021,11,16,140836380.0
Africa,2021,11,17,141896980.0
Africa,2021,11,18,142919680.0
Africa,2021,11,19,143959220.0
Africa,2021,11,20,145125620.0
Africa,2021,11,21,146275800.0
Africa,2021,11,22,147605630.0
Africa,2021,11,23,149071140.0
Africa,2021,11,24,150874910.0
Africa,2021,11,25,152507060.0
Africa,2021,11,26,153946940.0
Africa,2021,11,27,155230320.0
Africa,2021,11,28,156374160.0
Africa,2021,11,29,157794510.0
Africa,2021,11,30,159275180.0
Africa,2021,12,1,160594020.0
Africa,2021,12,2,162057490.0
Africa,2021,12,3,163856530.0
Africa,2021,12,4,164909310.0
Africa,2021,12,5,165914880.0
Africa,2021,12,6,167045280.0
Africa,2021,12,7,168252420.0
Africa,2021,12,8,169423650.0
Africa,2021,12,9,170566500.0
Africa,2021,12,10,171951000.0
Africa,2021,12,11,173248130.0
Africa,2021,12,12,174498020.0
Africa,2021,12,13,175766290.0
Africa,2021,12,14,177044530.0
Africa,2021,12,15,178269490.0
Africa,2021,12,16,180025760.0
Africa,2021,12,17,181712980.0
Africa,2021,12,18,183350530.0
Africa,2021,12,19,184984800.0
Africa,2021,12,20,186627470.0
Africa,2021,12,21,188296140.0
Africa,2021,12,22,189939580.0
Africa,2021,12,23,191470930.0
Africa,2021,12,24,192580000.0
Africa,2021,12,25,193606270.0
Africa,2021,12,26,194633300.0
Africa,2021,12,27,195552290.0
Africa,2021,12,28,196438900.0
Africa,2021,12,29,197309420.0
Africa,2021,12,30,198130270.0
Africa,2021,12,31,199390960.0
Africa,2022,1,1,200443650.0
Africa,2022,1,2,201212020.0
Africa,2022,1,3,201990750.0
Africa,2022,1,4,202797970.0
Africa,2022,1,5,203475840.0
Africa,2022,1,6,204138560.0
Africa,2022,1,7,205374000.0
Africa,2022,1,8,206554740.0
Africa,2022,1,9,207546510.0
Africa,2022,1,10,208295870.0
Africa,2022,1,11,208870700.0
Africa,2022,1,12,209474110.0
Africa,2022,1,13,210189140.0
Africa,2022,1,14,211098450.0
Africa,2022,1,15,212058600.0
Africa,2022,1,16,213378580.0
Africa,2022,1,17,214751820.0
Africa,2022,1,18,215625180.0
Africa,2022,1,19,216444480.0
Africa,2022,1,20,217209440.0
Africa,2022,1,21,217946770.0
Africa,2022,1,22,218671540.0
Africa,2022,1,23,219388000.0
Africa,2022,1,24,220074910.0
Africa,2022,1,25,220768270.0
Africa,2022,1,26,221615550.0
Africa,2022,1,27,222439260.0
Africa,2022,1,28,223226320.0
Africa,2022,1,29,224006160.0
Africa,2022,1,30,224741900.0
Africa,2022,1,31,225564210.0
Africa,2022,2,1,226655970.0
Africa,2022,2,2,227740740.0
Africa,2022,2,3,228723550.0
Africa,2022,2,4,229703170.0
Africa,2022,2,5,230695900.0
Africa,2022,2,6,231662610.0
Africa,2022,2,7,232575330.0
Africa,2022,2,8,233311260.0
Africa,2022,2,9,234072270.0
Africa,2022,2,10,234906450.0
Africa,2022,2,11,235839780.0
Africa,2022,2,12,236751410.0
Africa,2022,2,13,237625700.0
Africa,2022,2,14,238412300.0
Africa,2022,2,15,239208690.0
Africa,2022,2,16,240538930.0
Africa,2022,2,17,242070600.0
Africa,2022,2,18,243843140.0
Africa,2022,2,19,246140270.0
Africa,2022,2,20,247863410.0
Africa,2022,2,21,249806180.0
Africa,2022,2,22,251739710.0
Africa,2022,2,23,253084720.0
Africa,2022,2,24,254431410.0
Africa,2022,2,25,255362930.0
Africa,2022,2,26,256709060.0
Africa,2022,2,27,257542350.0
Africa,2022,2,28,258479890.0
Africa,2022,3,1,259304450.0
Africa,2022,3,2,260741840.0
Africa,2022,3,3,261571170.0
Africa,2022,3,4,262680900.0
Africa,2022,3,5,263558180.0
Africa,2022,3,6,264365440.0
Africa,2022,3,7,265403180.0
Africa,2022,3,8,266446320.0
Africa,2022,3,9,267399310.0
Africa,2022,3,10,268394260.0
Africa,2022,3,11,269363200.0
Africa,2022,3,12,270287200.0
Africa,2022,3,13,271211230.0
Africa,2022,3,14,271898430.0
Africa,2022,3,15,272600700.0
Africa,2022,3,16,273263740.0
Africa,2022,3,17,273923000.0
Africa,2022,3,18,274566600.0
Africa,2022,3,19,275171170.0
Africa,2022,3,20,275758430.0
Africa,2022,3,21,276273920.0
Africa,2022,3,22,276853060.0
Africa,2022,3,23,277460960.0
Africa,2022,3,24,278149920.0
Africa,2022,3,25,278869730.0
Africa,2022,3,26,279624480.0
Africa,2022,3,27,280326530.0
Africa,2022,3,28,281090720.0
Africa,2022,3,29,281875260.0
Africa,2022,3,30,282691520.0
Africa,2022,3,31,283508900.0
Africa,2022,4,1,284407870.0
Africa,2022,4,2,285230400.0
Africa,2022,4,3,286032200.0
Africa,2022,4,4,286816260.0
Africa,2022,4,5,287572160.0
Africa,2022,4,6,288329400.0
Africa,2022,4,7,289096200.0
Africa,2022,4,8,289877000.0
Africa,2022,4,9,290666700.0
Africa,2022,4,10,291277900.0
Africa,2022,4,11,291806500.0
Africa,2022,4,12,292362140.0
Africa,2022,4,13,292885920.0
Africa,2022,4,14,293417730.0
Africa,2022,4,15,293940450.0
Africa,2022,4,16,294455840.0
Africa,2022,4,17,294964380.0
Africa,2022,4,18,295472580.0
Africa,2022,4,19,295987140.0
Africa,2022,4,20,296509200.0
Africa,2022,4,21,297034620.0
Africa,2022,4,22,297561020.0
Africa,2022,4,23,298092860.0
Africa,2022,4,24,298593280.0
Africa,2022,4,25,299085600.0
Africa,2022,4,26,299596900.0
Africa,2022,4,27,300000420.0
Africa,2022,4,28,300402100.0
Africa,2022,4,29,300809380.0
Africa,2022,4,30,301209380.0
Africa,2022,5,1,301577920.0
Africa,2022,5,2,302090370.0
Africa,2022,5,3,302604770.0
Africa,2022,5,4,303141220.0
Africa,2022,5,5,303685150.0
Africa,2022,5,6,304230750.0
Africa,2022,5,7,304778180.0
Africa,2022,5,8,305311520.0
Africa,2022,5,9,305509660.0
Africa,2022,5,10,305743900.0
Africa,2022,5,11,305982620.0
Africa,2022,5,12,306230370.0
Africa,2022,5,13,306460800.0
Africa,2022,5,14,306714750.0
Africa,2022,5,15,306967140.0
Africa,2022,5,16,307305180.0
Africa,2022,5,17,307637200.0
Africa,2022,5,18,307981540.0
Africa,2022,5,19,308310500.0
Africa,2022,5,20,308648000.0
Africa,2022,5,21,308980400.0
Africa,2022,5,22,309291800.0
Africa,2022,5,23,309721100.0
Africa,2022,5,24,310173760.0
Africa,2022,5,25,310623360.0
Africa,2022,5,26,311072670.0
Africa,2022,5,27,311517820.0
Africa,2022,5,28,311959460.0
Africa,2022,5,29,312386140.0
Africa,2022,5,30,313482750.0
Africa,2022,5,31,313808320.0
Africa,2022,6,1,314132580.0
Africa,2022,6,2,314451700.0
Africa,2022,6,3,314772540.0
Africa,2022,6,4,315089660.0
Africa,2022,6,5,315393800.0
Africa,2022,6,6,316119260.0
Africa,2022,6,7,316857630.0
Africa,2022,6,8,317601150.0
Africa,2022,6,9,318342750.0
Africa,2022,6,10,319083940.0
Africa,2022,6,11,319824700.0
Africa,2022,6,12,320552260.0
Africa,2022,6,13,321276130.0
Africa,2022,6,14,322003040.0
Africa,2022,6,15,322732060.0
Africa,2022,6,16,323460400.0
Africa,2022,6,17,324178000.0
Africa,2022,6,18,324901860.0
Africa,2022,6,19,325618750.0
Africa,2022,6,20,326979360.0
Africa,2022,6,21,328352030.0
Africa,2022,6,22,329724300.0
Africa,2022,6,23,331095700.0
Africa,2022,6,24,332464900.0
Africa,2022,6,25,333830940.0
Africa,2022,6,26,335190300.0
Africa,2022,6,27,336367900.0
Africa,2022,6,28,338590400.0
Africa,2022,6,29,340810200.0
Africa,2022,6,30,342029660.0
Africa,2022,7,1,343248320.0
Africa,2022,7,2,344466780.0
Africa,2022,7,3,345684220.0
Africa,2022,7,4,346946750.0
Africa,2022,7,5,348209180.0
Africa,2022,7,6,349439870.0
Africa,2022,7,7,350670340.0
Africa,2022,7,8,351902430.0
Africa,2022,7,9,353135650.0
Africa,2022,7,10,354361920.0
Africa,2022,7,11,355353500.0
Africa,2022,7,12,356349060.0
Africa,2022,7,13,357344830.0
Africa,2022,7,14,358341250.0
Africa,2022,7,15,359335580.0
Africa,2022,7,16,360329860.0
Africa,2022,7,17,361437440.0
Africa,2022,7,18,362554140.0
Africa,2022,7,19,363673500.0
Africa,2022,7,20,364705000.0
Africa,2022,7,21,365738660.0
Africa,2022,7,22,366769060.0
Africa,2022,7,23,367798180.0
Africa,2022,7,24,368823870.0
Africa,2022,7,25,369788670.0
Africa,2022,7,26,370753820.0
Africa,2022,7,27,371726000.0
Africa,2022,7,28,372685120.0
Africa,2022,7,29,373643170.0
Africa,2022,7,30,374603140.0
Africa,2022,7,31,375557200.0
Africa,2022,8,1,376180800.0
Africa,2022,8,2,376805470.0
Africa,2022,8,3,377431870.0
Africa,2022,8,4,378057730.0
Africa,2022,8,5,378683520.0
Africa,2022,8,6,379308260.0
Africa,2022,8,7,379930200.0
Africa,2022,8,8,380426500.0
Africa,2022,8,9,380922980.0
Africa,2022,8,10,381417630.0
Africa,2022,8,11,381916700.0
Africa,2022,8,12,382416260.0
Africa,2022,8,13,382914850.0
Africa,2022,8,14,383410000.0
Africa,2022,8,15,383902140.0
Africa,2022,8,16,384476830.0
Africa,2022,8,17,385053800.0
Africa,2022,8,18,385628130.0
Africa,2022,8,19,386202940.0
Africa,2022,8,20,386776930.0
Africa,2022,8,21,387345660.0
Africa,2022,8,22,388045400.0
Africa,2022,8,23,388749820.0
Africa,2022,8,24,389454820.0
Africa,2022,8,25,390160400.0
Africa,2022,8,26,390864860.0
Africa,2022,8,27,391568030.0
Africa,2022,8,28,392267840.0
Africa,2022,8,29,392881800.0
Africa,2022,8,30,393511550.0
Africa,2022,8,31,394138980.0
Africa,2022,9,1,394766340.0
Africa,2022,9,2,395393700.0
Africa,2022,9,3,396020500.0
Africa,2022,9,4,396644860.0
Africa,2022,9,5,397104860.0
Africa,2022,9,6,397567700.0
Africa,2022,9,7,398031140.0
Africa,2022,9,8,398494100.0
Africa,2022,9,9,398957340.0
Africa,2022,9,10,399421150.0
Africa,2022,9,11,399881250.0
Africa,2022,9,12,400384500.0
Africa,2022,9,13,400917470.0
