ISO2,ISO3,country,year,month,day,deaths
DK,DNK,Denmark,2021,1,27,2030
DK,DNK,Denmark,2021,1,28,2050
DK,DNK,Denmark,2021,1,29,2071
DK,DNK,Denmark,2021,1,30,2084
DK,DNK,Denmark,2021,1,31,2106
DK,DNK,Denmark,2021,2,1,2125
DK,DNK,Denmark,2021,2,2,2145
DK,DNK,Denmark,2021,2,3,2160
DK,DNK,Denmark,2021,2,4,2170
DK,DNK,Denmark,2021,2,5,2184
DK,DNK,Denmark,2021,2,6,2201
DK,DNK,Denmark,2021,2,7,2215
DK,DNK,Denmark,2021,2,8,2216
DK,DNK,Denmark,2021,2,9,2216
DK,DNK,Denmark,2021,2,10,2244
DK,DNK,Denmark,2021,2,11,2255
DK,DNK,Denmark,2021,2,12,2269
DK,DNK,Denmark,2021,2,13,2280
DK,DNK,Denmark,2021,2,14,2284
DK,DNK,Denmark,2021,2,15,2292
DK,DNK,Denmark,2021,2,16,2301
DK,DNK,Denmark,2021,2,17,2308
DK,DNK,Denmark,2021,2,18,2316
DK,DNK,Denmark,2021,2,19,2319
DK,DNK,Denmark,2021,2,20,2327
DK,DNK,Denmark,2021,2,21,2333
DK,DNK,Denmark,2021,2,22,2338
DK,DNK,Denmark,2021,2,23,2343
DK,DNK,Denmark,2021,2,24,2343
DK,DNK,Denmark,2021,2,25,2345
DK,DNK,Denmark,2021,2,26,2351
DK,DNK,Denmark,2021,2,27,2353
DK,DNK,Denmark,2021,2,28,2358
DK,DNK,Denmark,2021,3,1,2361
DK,DNK,Denmark,2021,3,2,2365
DK,DNK,Denmark,2021,3,3,2367
DK,DNK,Denmark,2021,3,4,2370
DK,DNK,Denmark,2021,3,5,2374
DK,DNK,Denmark,2021,3,6,2377
DK,DNK,Denmark,2021,3,7,2377
DK,DNK,Denmark,2021,3,8,2379
DK,DNK,Denmark,2021,3,9,2381
DK,DNK,Denmark,2021,3,10,2381
DK,DNK,Denmark,2021,3,11,2382
DK,DNK,Denmark,2021,3,12,2384
DK,DNK,Denmark,2021,3,13,2387
DK,DNK,Denmark,2021,3,14,2390
DK,DNK,Denmark,2021,3,15,2391
DK,DNK,Denmark,2021,3,16,2393
DK,DNK,Denmark,2021,3,17,2395
DK,DNK,Denmark,2021,3,18,2396
DK,DNK,Denmark,2021,3,19,2397
DK,DNK,Denmark,2021,3,20,2397
DK,DNK,Denmark,2021,3,21,2399
DK,DNK,Denmark,2021,3,22,2400
DK,DNK,Denmark,2021,3,23,2402
DK,DNK,Denmark,2021,3,24,2403
DK,DNK,Denmark,2021,3,25,2405
DK,DNK,Denmark,2021,3,26,2409
DK,DNK,Denmark,2021,3,27,2411
DK,DNK,Denmark,2021,3,28,2413
DK,DNK,Denmark,2021,3,29,2414
DK,DNK,Denmark,2021,3,30,2415
DK,DNK,Denmark,2021,3,31,2417
DK,DNK,Denmark,2021,4,1,2419
DK,DNK,Denmark,2021,4,2,2423
DK,DNK,Denmark,2021,4,3,2424
DK,DNK,Denmark,2021,4,4,2428
DK,DNK,Denmark,2021,4,5,2429
DK,DNK,Denmark,2021,4,6,2430
DK,DNK,Denmark,2021,4,7,2432
DK,DNK,Denmark,2021,4,8,2435
DK,DNK,Denmark,2021,4,9,2436
DK,DNK,Denmark,2021,4,10,2436
DK,DNK,Denmark,2021,4,11,2439
DK,DNK,Denmark,2021,4,12,2441
DK,DNK,Denmark,2021,4,13,2443
DK,DNK,Denmark,2021,4,14,2446
DK,DNK,Denmark,2021,4,15,2447
DK,DNK,Denmark,2021,4,16,2449
DK,DNK,Denmark,2021,4,17,2452
DK,DNK,Denmark,2021,4,18,2452
DK,DNK,Denmark,2021,4,19,2455
DK,DNK,Denmark,2021,4,20,2459
DK,DNK,Denmark,2021,4,21,2463
DK,DNK,Denmark,2021,4,22,2465
DK,DNK,Denmark,2021,4,23,2467
DK,DNK,Denmark,2021,4,24,2472
DK,DNK,Denmark,2021,4,25,2474
DK,DNK,Denmark,2021,4,26,2475
DK,DNK,Denmark,2021,4,27,2477
DK,DNK,Denmark,2021,4,28,2479
DK,DNK,Denmark,2021,4,29,2481
DK,DNK,Denmark,2021,4,30,2483
DK,DNK,Denmark,2021,5,1,2485
DK,DNK,Denmark,2021,5,2,2489
DK,DNK,Denmark,2021,5,3,2490
DK,DNK,Denmark,2021,5,4,2490
DK,DNK,Denmark,2021,5,5,2491
DK,DNK,Denmark,2021,5,6,2492
DK,DNK,Denmark,2021,5,7,2493
DK,DNK,Denmark,2021,5,8,2495
DK,DNK,Denmark,2021,5,9,2497
DK,DNK,Denmark,2021,5,10,2497
DK,DNK,Denmark,2021,5,11,2497
DK,DNK,Denmark,2021,5,12,2499
DK,DNK,Denmark,2021,5,13,2499
DK,DNK,Denmark,2021,5,14,2499
DK,DNK,Denmark,2021,5,15,2499
DK,DNK,Denmark,2021,5,16,2502
DK,DNK,Denmark,2021,5,17,2502
DK,DNK,Denmark,2021,5,18,2503
DK,DNK,Denmark,2021,5,19,2503
DK,DNK,Denmark,2021,5,20,2505
DK,DNK,Denmark,2021,5,21,2506
DK,DNK,Denmark,2021,5,22,2506
DK,DNK,Denmark,2021,5,23,2507
DK,DNK,Denmark,2021,5,24,2508
DK,DNK,Denmark,2021,5,25,2509
DK,DNK,Denmark,2021,5,26,2510
DK,DNK,Denmark,2021,5,27,2511
DK,DNK,Denmark,2021,5,28,2511
DK,DNK,Denmark,2021,5,29,2512
DK,DNK,Denmark,2021,5,30,2516
DK,DNK,Denmark,2021,5,31,2516
DK,DNK,Denmark,2021,6,1,2516
DK,DNK,Denmark,2021,6,2,2516
DK,DNK,Denmark,2021,6,3,2516
DK,DNK,Denmark,2021,6,4,2517
DK,DNK,Denmark,2021,6,5,2517
DK,DNK,Denmark,2021,6,6,2518
DK,DNK,Denmark,2021,6,7,2518
DK,DNK,Denmark,2021,6,8,2520
DK,DNK,Denmark,2021,6,9,2520
DK,DNK,Denmark,2021,6,10,2520
DK,DNK,Denmark,2021,6,11,2522
DK,DNK,Denmark,2021,6,12,2523
DK,DNK,Denmark,2021,6,13,2525
DK,DNK,Denmark,2021,6,14,2525
DK,DNK,Denmark,2021,6,15,2526
DK,DNK,Denmark,2021,6,16,2527
DK,DNK,Denmark,2021,6,17,2527
DK,DNK,Denmark,2021,6,18,2528
DK,DNK,Denmark,2021,6,19,2528
DK,DNK,Denmark,2021,6,20,2530
DK,DNK,Denmark,2021,6,21,2530
DK,DNK,Denmark,2021,6,22,2531
DK,DNK,Denmark,2021,6,23,2531
DK,DNK,Denmark,2021,6,24,2531
DK,DNK,Denmark,2021,6,25,2531
DK,DNK,Denmark,2021,6,26,2531
DK,DNK,Denmark,2021,6,27,2531
DK,DNK,Denmark,2021,6,28,2532
DK,DNK,Denmark,2021,6,29,2533
DK,DNK,Denmark,2021,6,30,2534
DK,DNK,Denmark,2021,7,1,2534
DK,DNK,Denmark,2021,7,2,2535
DK,DNK,Denmark,2021,7,3,2536
DK,DNK,Denmark,2021,7,4,2537
DK,DNK,Denmark,2021,7,5,2537
DK,DNK,Denmark,2021,7,6,2537
DK,DNK,Denmark,2021,7,7,2538
DK,DNK,Denmark,2021,7,8,2538
DK,DNK,Denmark,2021,7,9,2538
DK,DNK,Denmark,2021,7,10,2538
DK,DNK,Denmark,2021,7,11,2539
DK,DNK,Denmark,2021,7,12,2539
DK,DNK,Denmark,2021,7,13,2539
DK,DNK,Denmark,2021,7,14,2539
DK,DNK,Denmark,2021,7,15,2539
DK,DNK,Denmark,2021,7,16,2540
DK,DNK,Denmark,2021,7,17,2541
DK,DNK,Denmark,2021,7,18,2542
DK,DNK,Denmark,2021,7,19,2542
DK,DNK,Denmark,2021,7,20,2542
DK,DNK,Denmark,2021,7,21,2542
DK,DNK,Denmark,2021,7,22,2542
DK,DNK,Denmark,2021,7,23,2542
DK,DNK,Denmark,2021,7,24,2542
DK,DNK,Denmark,2021,7,25,2542
DK,DNK,Denmark,2021,7,26,2542
DK,DNK,Denmark,2021,7,27,2543
DK,DNK,Denmark,2021,7,28,2546
DK,DNK,Denmark,2021,7,29,2547
DK,DNK,Denmark,2021,7,30,2548
DK,DNK,Denmark,2021,7,31,2548
DK,DNK,Denmark,2021,8,1,2549
DK,DNK,Denmark,2021,8,2,2549
DK,DNK,Denmark,2021,8,3,2550
DK,DNK,Denmark,2021,8,4,2550
DK,DNK,Denmark,2021,8,5,2550
DK,DNK,Denmark,2021,8,6,2552
DK,DNK,Denmark,2021,8,7,2552
DK,DNK,Denmark,2021,8,8,2552
DK,DNK,Denmark,2021,8,9,2552
DK,DNK,Denmark,2021,8,10,2552
DK,DNK,Denmark,2021,8,11,2554
DK,DNK,Denmark,2021,8,12,2554
DK,DNK,Denmark,2021,8,13,2555
DK,DNK,Denmark,2021,8,14,2558
DK,DNK,Denmark,2021,8,15,2559
DK,DNK,Denmark,2021,8,16,2560
DK,DNK,Denmark,2021,8,17,2560
DK,DNK,Denmark,2021,8,18,2562
DK,DNK,Denmark,2021,8,19,2562
DK,DNK,Denmark,2021,8,20,2562
DK,DNK,Denmark,2021,8,21,2563
DK,DNK,Denmark,2021,8,22,2564
DK,DNK,Denmark,2021,8,23,2566
DK,DNK,Denmark,2021,8,24,2567
DK,DNK,Denmark,2021,8,25,2568
DK,DNK,Denmark,2021,8,26,2571
DK,DNK,Denmark,2021,8,27,2573
DK,DNK,Denmark,2021,8,28,2576
DK,DNK,Denmark,2021,8,29,2577
DK,DNK,Denmark,2021,8,30,2580
DK,DNK,Denmark,2021,8,31,2580
DK,DNK,Denmark,2021,9,1,2584
DK,DNK,Denmark,2021,9,2,2584
DK,DNK,Denmark,2021,9,3,2584
DK,DNK,Denmark,2021,9,4,2587
DK,DNK,Denmark,2021,9,5,2590
DK,DNK,Denmark,2021,9,6,2590
DK,DNK,Denmark,2021,9,7,2592
DK,DNK,Denmark,2021,9,8,2594
DK,DNK,Denmark,2021,9,9,2599
DK,DNK,Denmark,2021,9,10,2604
DK,DNK,Denmark,2021,9,11,2608
DK,DNK,Denmark,2021,9,12,2611
DK,DNK,Denmark,2021,9,13,2611
DK,DNK,Denmark,2021,9,14,2614
DK,DNK,Denmark,2021,9,15,2614
DK,DNK,Denmark,2021,9,16,2617
DK,DNK,Denmark,2021,9,17,2619
DK,DNK,Denmark,2021,9,18,2622
DK,DNK,Denmark,2021,9,19,2625
DK,DNK,Denmark,2021,9,20,2628
DK,DNK,Denmark,2021,9,21,2630
DK,DNK,Denmark,2021,9,22,2633
DK,DNK,Denmark,2021,9,23,2634
DK,DNK,Denmark,2021,9,24,2638
DK,DNK,Denmark,2021,9,25,2640
DK,DNK,Denmark,2021,9,26,2640
DK,DNK,Denmark,2021,9,27,2642
DK,DNK,Denmark,2021,9,28,2646
DK,DNK,Denmark,2021,9,29,2652
DK,DNK,Denmark,2021,9,30,2654
DK,DNK,Denmark,2021,10,1,2656
DK,DNK,Denmark,2021,10,2,2659
DK,DNK,Denmark,2021,10,3,2663
DK,DNK,Denmark,2021,10,4,2663
DK,DNK,Denmark,2021,10,5,2664
DK,DNK,Denmark,2021,10,6,2664
DK,DNK,Denmark,2021,10,7,2665
DK,DNK,Denmark,2021,10,8,2668
DK,DNK,Denmark,2021,10,9,2669
DK,DNK,Denmark,2021,10,10,2669
DK,DNK,Denmark,2021,10,11,2669
DK,DNK,Denmark,2021,10,12,2671
DK,DNK,Denmark,2021,10,13,2674
DK,DNK,Denmark,2021,10,14,2674
DK,DNK,Denmark,2021,10,15,2676
DK,DNK,Denmark,2021,10,16,2679
DK,DNK,Denmark,2021,10,17,2680
DK,DNK,Denmark,2021,10,18,2685
DK,DNK,Denmark,2021,10,19,2688
DK,DNK,Denmark,2021,10,20,2690
DK,DNK,Denmark,2021,10,21,2694
DK,DNK,Denmark,2021,10,22,2696
DK,DNK,Denmark,2021,10,23,2696
DK,DNK,Denmark,2021,10,24,2697
DK,DNK,Denmark,2021,10,25,2699
DK,DNK,Denmark,2021,10,26,2699
DK,DNK,Denmark,2021,10,27,2703
DK,DNK,Denmark,2021,10,28,2708
DK,DNK,Denmark,2021,10,29,2709
DK,DNK,Denmark,2021,10,30,2709
DK,DNK,Denmark,2021,10,31,2713
DK,DNK,Denmark,2021,11,1,2714
DK,DNK,Denmark,2021,11,2,2716
DK,DNK,Denmark,2021,11,3,2716
DK,DNK,Denmark,2021,11,4,2717
DK,DNK,Denmark,2021,11,5,2722
DK,DNK,Denmark,2021,11,6,2725
DK,DNK,Denmark,2021,11,7,2735
DK,DNK,Denmark,2021,11,8,2738
DK,DNK,Denmark,2021,11,9,2740
DK,DNK,Denmark,2021,11,10,2742
DK,DNK,Denmark,2021,11,11,2745
DK,DNK,Denmark,2021,11,12,2749
DK,DNK,Denmark,2021,11,13,2753
DK,DNK,Denmark,2021,11,14,2760
DK,DNK,Denmark,2021,11,15,2767
DK,DNK,Denmark,2021,11,16,2772
DK,DNK,Denmark,2021,11,17,2781
DK,DNK,Denmark,2021,11,18,2786
DK,DNK,Denmark,2021,11,19,2792
DK,DNK,Denmark,2021,11,20,2797
DK,DNK,Denmark,2021,11,21,2807
DK,DNK,Denmark,2021,11,22,2810
DK,DNK,Denmark,2021,11,23,2816
DK,DNK,Denmark,2021,11,24,2820
DK,DNK,Denmark,2021,11,25,2829
DK,DNK,Denmark,2021,11,26,2841
DK,DNK,Denmark,2021,11,27,2850
DK,DNK,Denmark,2021,11,28,2863
DK,DNK,Denmark,2021,11,29,2872
DK,DNK,Denmark,2021,11,30,2883
DK,DNK,Denmark,2021,12,1,2895
DK,DNK,Denmark,2021,12,2,2909
DK,DNK,Denmark,2021,12,3,2912
DK,DNK,Denmark,2021,12,4,2927
DK,DNK,Denmark,2021,12,5,2939
DK,DNK,Denmark,2021,12,6,2946
DK,DNK,Denmark,2021,12,7,2956
DK,DNK,Denmark,2021,12,8,2965
DK,DNK,Denmark,2021,12,9,2972
DK,DNK,Denmark,2021,12,10,2983
DK,DNK,Denmark,2021,12,11,2996
DK,DNK,Denmark,2021,12,12,3005
DK,DNK,Denmark,2021,12,13,3014
DK,DNK,Denmark,2021,12,14,3023
DK,DNK,Denmark,2021,12,15,3030
DK,DNK,Denmark,2021,12,16,3039
DK,DNK,Denmark,2021,12,17,3051
DK,DNK,Denmark,2021,12,18,3054
DK,DNK,Denmark,2021,12,19,3067
DK,DNK,Denmark,2021,12,20,3076
DK,DNK,Denmark,2021,12,21,3084
DK,DNK,Denmark,2021,12,22,3144
DK,DNK,Denmark,2021,12,23,3158
DK,DNK,Denmark,2021,12,24,3173
DK,DNK,Denmark,2021,12,25,3187
DK,DNK,Denmark,2021,12,26,3197
DK,DNK,Denmark,2021,12,27,3210
DK,DNK,Denmark,2021,12,28,3217
DK,DNK,Denmark,2021,12,29,3231
DK,DNK,Denmark,2021,12,30,3247
DK,DNK,Denmark,2021,12,31,3256
DK,DNK,Denmark,2022,1,1,3267
DK,DNK,Denmark,2022,1,2,3272
DK,DNK,Denmark,2022,1,3,3287
DK,DNK,Denmark,2022,1,4,3292
DK,DNK,Denmark,2022,1,5,3307
DK,DNK,Denmark,2022,1,6,3322
DK,DNK,Denmark,2022,1,7,3333
DK,DNK,Denmark,2022,1,8,3343
DK,DNK,Denmark,2022,1,9,3371
DK,DNK,Denmark,2022,1,10,3385
DK,DNK,Denmark,2022,1,11,3394
DK,DNK,Denmark,2022,1,12,3408
DK,DNK,Denmark,2022,1,13,3433
DK,DNK,Denmark,2022,1,14,3453
DK,DNK,Denmark,2022,1,15,3468
DK,DNK,Denmark,2022,1,16,3484
DK,DNK,Denmark,2022,1,17,3494
DK,DNK,Denmark,2022,1,18,3505
DK,DNK,Denmark,2022,1,19,3519
DK,DNK,Denmark,2022,1,20,3535
DK,DNK,Denmark,2022,1,21,3550
DK,DNK,Denmark,2022,1,22,3571
DK,DNK,Denmark,2022,1,23,3596
DK,DNK,Denmark,2022,1,24,3608
DK,DNK,Denmark,2022,1,25,3621
DK,DNK,Denmark,2022,1,26,3635
DK,DNK,Denmark,2022,1,27,3656
DK,DNK,Denmark,2022,1,28,3674
DK,DNK,Denmark,2022,1,29,3700
DK,DNK,Denmark,2022,1,30,3717
DK,DNK,Denmark,2022,1,31,3738
DK,DNK,Denmark,2022,2,1,3755
DK,DNK,Denmark,2022,2,2,3770
DK,DNK,Denmark,2022,2,3,3790
DK,DNK,Denmark,2022,2,4,3811
DK,DNK,Denmark,2022,2,5,3828
DK,DNK,Denmark,2022,2,6,3863
DK,DNK,Denmark,2022,2,7,3881
DK,DNK,Denmark,2022,2,8,3909
DK,DNK,Denmark,2022,2,9,3927
DK,DNK,Denmark,2022,2,10,3948
DK,DNK,Denmark,2022,2,11,3977
DK,DNK,Denmark,2022,2,12,4001
DK,DNK,Denmark,2022,2,13,4038
DK,DNK,Denmark,2022,2,14,4068
DK,DNK,Denmark,2022,2,15,4109
DK,DNK,Denmark,2022,2,16,4139
DK,DNK,Denmark,2022,2,17,4163
DK,DNK,Denmark,2022,2,18,4207
DK,DNK,Denmark,2022,2,19,4250
DK,DNK,Denmark,2022,2,20,4278
DK,DNK,Denmark,2022,2,21,4312
DK,DNK,Denmark,2022,2,22,4341
DK,DNK,Denmark,2022,2,23,4375
DK,DNK,Denmark,2022,2,24,4422
DK,DNK,Denmark,2022,2,25,4461
DK,DNK,Denmark,2022,2,26,4501
DK,DNK,Denmark,2022,2,27,4538
DK,DNK,Denmark,2022,2,28,4584
DK,DNK,Denmark,2022,3,1,4612
DK,DNK,Denmark,2022,3,2,4649
DK,DNK,Denmark,2022,3,3,4687
DK,DNK,Denmark,2022,3,4,4731
DK,DNK,Denmark,2022,3,5,4772
DK,DNK,Denmark,2022,3,6,4830
DK,DNK,Denmark,2022,3,7,4868
DK,DNK,Denmark,2022,3,8,4905
DK,DNK,Denmark,2022,3,9,4948
DK,DNK,Denmark,2022,3,10,5008
DK,DNK,Denmark,2022,3,11,5049
DK,DNK,Denmark,2022,3,12,5076
DK,DNK,Denmark,2022,3,13,5128
DK,DNK,Denmark,2022,3,14,5175
DK,DNK,Denmark,2022,3,15,5196
DK,DNK,Denmark,2022,3,16,5232
DK,DNK,Denmark,2022,3,17,5257
DK,DNK,Denmark,2022,3,18,5300
DK,DNK,Denmark,2022,3,19,5338
DK,DNK,Denmark,2022,3,20,5375
DK,DNK,Denmark,2022,3,21,5402
DK,DNK,Denmark,2022,3,22,5430
DK,DNK,Denmark,2022,3,23,5460
DK,DNK,Denmark,2022,3,24,5486
DK,DNK,Denmark,2022,3,25,5518
DK,DNK,Denmark,2022,3,26,5542
DK,DNK,Denmark,2022,3,27,5583
DK,DNK,Denmark,2022,3,28,5585
DK,DNK,Denmark,2022,3,29,5585
DK,DNK,Denmark,2022,3,30,5585
DK,DNK,Denmark,2022,3,31,5668
DK,DNK,Denmark,2022,4,1,5698
DK,DNK,Denmark,2022,4,2,5723
DK,DNK,Denmark,2022,4,3,5745
DK,DNK,Denmark,2022,4,4,5762
DK,DNK,Denmark,2022,4,5,5777
DK,DNK,Denmark,2022,4,6,5798
DK,DNK,Denmark,2022,4,7,5813
DK,DNK,Denmark,2022,4,8,5837
DK,DNK,Denmark,2022,4,9,5861
DK,DNK,Denmark,2022,4,10,5885
DK,DNK,Denmark,2022,4,11,5908
DK,DNK,Denmark,2022,4,12,5921
DK,DNK,Denmark,2022,4,13,5932
DK,DNK,Denmark,2022,4,14,5945
DK,DNK,Denmark,2022,4,15,5961
DK,DNK,Denmark,2022,4,16,5974
DK,DNK,Denmark,2022,4,17,5985
DK,DNK,Denmark,2022,4,18,5997
DK,DNK,Denmark,2022,4,19,5997
DK,DNK,Denmark,2022,4,20,6019
DK,DNK,Denmark,2022,4,21,6030
DK,DNK,Denmark,2022,4,22,6047
DK,DNK,Denmark,2022,4,23,6060
DK,DNK,Denmark,2022,4,24,6072
DK,DNK,Denmark,2022,4,25,6084
DK,DNK,Denmark,2022,4,26,6105
DK,DNK,Denmark,2022,4,27,6116
DK,DNK,Denmark,2022,4,28,6125
DK,DNK,Denmark,2022,4,29,6135
DK,DNK,Denmark,2022,4,30,6149
DK,DNK,Denmark,2022,5,1,6158
DK,DNK,Denmark,2022,5,2,6170
DK,DNK,Denmark,2022,5,3,6183
DK,DNK,Denmark,2022,5,4,6191
DK,DNK,Denmark,2022,5,5,6207
DK,DNK,Denmark,2022,5,6,6218
DK,DNK,Denmark,2022,5,7,6226
DK,DNK,Denmark,2022,5,8,6234
DK,DNK,Denmark,2022,5,9,6238
DK,DNK,Denmark,2022,5,10,6244
DK,DNK,Denmark,2022,5,11,6252
DK,DNK,Denmark,2022,5,12,6260
DK,DNK,Denmark,2022,5,13,6271
DK,DNK,Denmark,2022,5,14,6278
DK,DNK,Denmark,2022,5,15,6285
DK,DNK,Denmark,2022,5,16,6287
DK,DNK,Denmark,2022,5,17,6293
DK,DNK,Denmark,2022,5,18,6296
DK,DNK,Denmark,2022,5,19,6304
DK,DNK,Denmark,2022,5,20,6312
DK,DNK,Denmark,2022,5,21,6316
DK,DNK,Denmark,2022,5,22,6320
DK,DNK,Denmark,2022,5,23,6324
DK,DNK,Denmark,2022,5,24,6329
DK,DNK,Denmark,2022,5,25,6335
DK,DNK,Denmark,2022,5,26,6339
DK,DNK,Denmark,2022,5,27,6343
DK,DNK,Denmark,2022,5,28,6344
DK,DNK,Denmark,2022,5,29,6350
DK,DNK,Denmark,2022,5,30,6354
DK,DNK,Denmark,2022,5,31,6358
DK,DNK,Denmark,2022,6,1,6363
DK,DNK,Denmark,2022,6,2,6368
DK,DNK,Denmark,2022,6,3,6372
DK,DNK,Denmark,2022,6,4,6375
DK,DNK,Denmark,2022,6,5,6378
DK,DNK,Denmark,2022,6,6,6381
DK,DNK,Denmark,2022,6,7,6384
DK,DNK,Denmark,2022,6,8,6388
DK,DNK,Denmark,2022,6,9,6392
DK,DNK,Denmark,2022,6,10,6395
DK,DNK,Denmark,2022,6,11,6399
DK,DNK,Denmark,2022,6,12,6403
DK,DNK,Denmark,2022,6,13,6407
DK,DNK,Denmark,2022,6,14,6414
DK,DNK,Denmark,2022,6,15,6417
DK,DNK,Denmark,2022,6,16,6419
DK,DNK,Denmark,2022,6,17,6421
DK,DNK,Denmark,2022,6,18,6421
DK,DNK,Denmark,2022,6,19,6423
DK,DNK,Denmark,2022,6,20,6425
DK,DNK,Denmark,2022,6,21,6429
DK,DNK,Denmark,2022,6,22,6432
DK,DNK,Denmark,2022,6,23,6434
DK,DNK,Denmark,2022,6,24,6436
DK,DNK,Denmark,2022,6,25,6439
DK,DNK,Denmark,2022,6,26,6442
DK,DNK,Denmark,2022,6,27,6445
DK,DNK,Denmark,2022,6,28,6448
DK,DNK,Denmark,2022,6,29,6454
DK,DNK,Denmark,2022,6,30,6463
DK,DNK,Denmark,2022,7,1,6469
DK,DNK,Denmark,2022,7,2,6471
DK,DNK,Denmark,2022,7,3,6476
DK,DNK,Denmark,2022,7,4,6481
DK,DNK,Denmark,2022,7,5,6487
DK,DNK,Denmark,2022,7,6,6494
DK,DNK,Denmark,2022,7,7,6499
DK,DNK,Denmark,2022,7,8,6505
DK,DNK,Denmark,2022,7,9,6510
DK,DNK,Denmark,2022,7,10,6516
DK,DNK,Denmark,2022,7,11,6522
DK,DNK,Denmark,2022,7,12,6529
DK,DNK,Denmark,2022,7,13,6530
DK,DNK,Denmark,2022,7,14,6530
DK,DNK,Denmark,2022,7,15,6543
DK,DNK,Denmark,2022,7,16,6551
DK,DNK,Denmark,2022,7,17,6555
DK,DNK,Denmark,2022,7,18,6559
DK,DNK,Denmark,2022,7,19,6563
DK,DNK,Denmark,2022,7,20,6567
DK,DNK,Denmark,2022,7,21,6571
DK,DNK,Denmark,2022,7,22,6581
DK,DNK,Denmark,2022,7,23,6591
DK,DNK,Denmark,2022,7,24,6597
DK,DNK,Denmark,2022,7,25,6603
DK,DNK,Denmark,2022,7,26,6609
DK,DNK,Denmark,2022,7,27,6618
DK,DNK,Denmark,2022,7,28,6623
DK,DNK,Denmark,2022,7,29,6628
DK,DNK,Denmark,2022,7,30,6639
DK,DNK,Denmark,2022,7,31,6649
DK,DNK,Denmark,2022,8,1,6659
DK,DNK,Denmark,2022,8,2,6671
DK,DNK,Denmark,2022,8,3,6682
DK,DNK,Denmark,2022,8,4,6687
DK,DNK,Denmark,2022,8,5,6700
DK,DNK,Denmark,2022,8,6,6714
DK,DNK,Denmark,2022,8,7,6726
DK,DNK,Denmark,2022,8,8,6738
DK,DNK,Denmark,2022,8,9,6751
DK,DNK,Denmark,2022,8,10,6758
DK,DNK,Denmark,2022,8,11,6774
DK,DNK,Denmark,2022,8,12,6780
DK,DNK,Denmark,2022,8,13,6792
DK,DNK,Denmark,2022,8,14,6800
DK,DNK,Denmark,2022,8,15,6808
DK,DNK,Denmark,2022,8,16,6816
DK,DNK,Denmark,2022,8,17,6826
DK,DNK,Denmark,2022,8,18,6833
DK,DNK,Denmark,2022,8,19,6836
DK,DNK,Denmark,2022,8,20,6846
DK,DNK,Denmark,2022,8,21,6852
DK,DNK,Denmark,2022,8,22,6858
DK,DNK,Denmark,2022,8,23,6865
DK,DNK,Denmark,2022,8,24,6871
DK,DNK,Denmark,2022,8,25,6884
DK,DNK,Denmark,2022,8,26,6888
DK,DNK,Denmark,2022,8,27,6893
DK,DNK,Denmark,2022,8,28,6899
DK,DNK,Denmark,2022,8,29,6905
DK,DNK,Denmark,2022,8,30,6912
DK,DNK,Denmark,2022,8,31,6920
DK,DNK,Denmark,2022,9,1,6923
DK,DNK,Denmark,2022,9,2,6934
DK,DNK,Denmark,2022,9,3,6936
DK,DNK,Denmark,2022,9,4,6941
DK,DNK,Denmark,2022,9,5,6946
DK,DNK,Denmark,2022,9,6,6953
DK,DNK,Denmark,2022,9,7,6960
DK,DNK,Denmark,2022,9,8,6963
DK,DNK,Denmark,2022,9,9,6965
DK,DNK,Denmark,2022,9,10,6968
DK,DNK,Denmark,2022,9,11,6972
DK,DNK,Denmark,2022,9,12,6976
DK,DNK,Denmark,2022,9,13,6982
DK,DNK,Denmark,2022,9,14,6983
DK,DNK,Denmark,2022,9,15,6987
DK,DNK,Denmark,2022,9,16,6990
DK,DNK,Denmark,2022,9,17,6993
DK,DNK,Denmark,2022,9,18,6996
DK,DNK,Denmark,2022,9,19,6999
DK,DNK,Denmark,2022,9,20,7004
DK,DNK,Denmark,2022,9,21,7006
DK,DNK,Denmark,2022,9,22,7016
DK,DNK,Denmark,2022,9,23,7021
DK,DNK,Denmark,2022,9,24,7026
DK,DNK,Denmark,2022,9,25,7030
DK,DNK,Denmark,2022,9,26,7034
DK,DNK,Denmark,2022,9,27,7039
DK,DNK,Denmark,2022,9,28,7043
DK,DNK,Denmark,2022,9,29,7057
DK,DNK,Denmark,2022,9,30,7065
DK,DNK,Denmark,2022,10,1,7074
DK,DNK,Denmark,2022,10,2,7078
DK,DNK,Denmark,2022,10,3,7082
DK,DNK,Denmark,2022,10,4,7087
DK,DNK,Denmark,2022,10,5,7088
DK,DNK,Denmark,2022,10,6,7103
DK,DNK,Denmark,2022,10,7,7112
DK,DNK,Denmark,2022,10,8,7121
DK,DNK,Denmark,2022,10,9,7127
DK,DNK,Denmark,2022,10,10,7133
DK,DNK,Denmark,2022,10,11,7141
DK,DNK,Denmark,2022,10,12,7151
DK,DNK,Denmark,2022,10,13,7158
DK,DNK,Denmark,2022,10,14,7165
DK,DNK,Denmark,2022,10,15,7173
DK,DNK,Denmark,2022,10,16,7180
DK,DNK,Denmark,2022,10,17,7187
DK,DNK,Denmark,2022,10,18,7195
DK,DNK,Denmark,2022,10,19,7206
DK,DNK,Denmark,2022,10,20,7222
DK,DNK,Denmark,2022,10,21,7234
DK,DNK,Denmark,2022,10,22,7247
DK,DNK,Denmark,2022,10,23,7260
