ISO2,ISO3,year,month,day,deaths,country
AL,ALB,2020,1,4,0,Albania
AL,ALB,2020,1,5,0,Albania
AL,ALB,2020,1,6,0,Albania
AL,ALB,2020,1,7,0,Albania
AL,ALB,2020,1,8,0,Albania
AL,ALB,2020,1,9,0,Albania
AL,ALB,2020,1,10,0,Albania
AL,ALB,2020,1,11,0,Albania
AL,ALB,2020,1,12,0,Albania
AL,ALB,2020,1,13,0,Albania
AL,ALB,2020,1,14,0,Albania
AL,ALB,2020,1,15,0,Albania
AL,ALB,2020,1,16,0,Albania
AL,ALB,2020,1,17,0,Albania
AL,ALB,2020,1,18,0,Albania
AL,ALB,2020,1,19,0,Albania
AL,ALB,2020,1,20,0,Albania
AL,ALB,2020,1,21,0,Albania
AL,ALB,2020,1,22,0,Albania
AL,ALB,2020,1,23,0,Albania
AL,ALB,2020,1,24,0,Albania
AL,ALB,2020,1,25,0,Albania
AL,ALB,2020,1,26,0,Albania
AL,ALB,2020,1,27,0,Albania
AL,ALB,2020,1,28,0,Albania
AL,ALB,2020,1,29,0,Albania
AL,ALB,2020,1,30,0,Albania
AL,ALB,2020,1,31,0,Albania
AL,ALB,2020,2,1,0,Albania
AL,ALB,2020,2,2,0,Albania
AL,ALB,2020,2,3,0,Albania
AL,ALB,2020,2,4,0,Albania
AL,ALB,2020,2,5,0,Albania
AL,ALB,2020,2,6,0,Albania
AL,ALB,2020,2,7,0,Albania
AL,ALB,2020,2,8,0,Albania
AL,ALB,2020,2,9,0,Albania
AL,ALB,2020,2,10,0,Albania
AL,ALB,2020,2,11,0,Albania
AL,ALB,2020,2,12,0,Albania
AL,ALB,2020,2,13,0,Albania
AL,ALB,2020,2,14,0,Albania
AL,ALB,2020,2,15,0,Albania
AL,ALB,2020,2,16,0,Albania
AL,ALB,2020,2,17,0,Albania
AL,ALB,2020,2,18,0,Albania
AL,ALB,2020,2,19,0,Albania
AL,ALB,2020,2,20,0,Albania
AL,ALB,2020,2,21,0,Albania
AL,ALB,2020,2,22,0,Albania
AL,ALB,2020,2,23,0,Albania
AL,ALB,2020,2,24,0,Albania
AL,ALB,2020,2,25,0,Albania
AL,ALB,2020,2,26,0,Albania
AL,ALB,2020,2,27,0,Albania
AL,ALB,2020,2,28,0,Albania
AL,ALB,2020,2,29,0,Albania
AL,ALB,2020,3,1,0,Albania
AL,ALB,2020,3,2,0,Albania
AL,ALB,2020,3,3,0,Albania
AL,ALB,2020,3,4,0,Albania
AL,ALB,2020,3,5,0,Albania
AL,ALB,2020,3,6,0,Albania
AL,ALB,2020,3,7,0,Albania
AL,ALB,2020,3,8,0,Albania
AL,ALB,2020,3,9,0,Albania
AL,ALB,2020,3,10,0,Albania
AL,ALB,2020,3,11,0,Albania
AL,ALB,2020,3,12,1,Albania
AL,ALB,2020,3,13,1,Albania
AL,ALB,2020,3,14,1,Albania
AL,ALB,2020,3,15,1,Albania
AL,ALB,2020,3,16,1,Albania
AL,ALB,2020,3,17,1,Albania
AL,ALB,2020,3,18,1,Albania
AL,ALB,2020,3,19,1,Albania
AL,ALB,2020,3,20,2,Albania
AL,ALB,2020,3,21,2,Albania
AL,ALB,2020,3,22,2,Albania
AL,ALB,2020,3,23,2,Albania
AL,ALB,2020,3,24,3,Albania
AL,ALB,2020,3,25,4,Albania
AL,ALB,2020,3,26,5,Albania
AL,ALB,2020,3,27,5,Albania
AL,ALB,2020,3,28,6,Albania
AL,ALB,2020,3,29,8,Albania
AL,ALB,2020,3,30,10,Albania
AL,ALB,2020,3,31,10,Albania
AL,ALB,2020,4,1,11,Albania
AL,ALB,2020,4,2,13,Albania
AL,ALB,2020,4,3,15,Albania
AL,ALB,2020,4,4,16,Albania
AL,ALB,2020,4,5,17,Albania
AL,ALB,2020,4,6,18,Albania
AL,ALB,2020,4,7,20,Albania
AL,ALB,2020,4,8,21,Albania
AL,ALB,2020,4,9,22,Albania
AL,ALB,2020,4,10,22,Albania
AL,ALB,2020,4,11,22,Albania
AL,ALB,2020,4,12,23,Albania
AL,ALB,2020,4,13,23,Albania
AL,ALB,2020,4,14,23,Albania
AL,ALB,2020,4,15,23,Albania
AL,ALB,2020,4,16,24,Albania
AL,ALB,2020,4,17,25,Albania
AL,ALB,2020,4,18,26,Albania
AL,ALB,2020,4,19,26,Albania
AL,ALB,2020,4,20,26,Albania
AL,ALB,2020,4,21,26,Albania
AL,ALB,2020,4,22,26,Albania
AL,ALB,2020,4,23,26,Albania
AL,ALB,2020,4,24,27,Albania
AL,ALB,2020,4,25,27,Albania
AL,ALB,2020,4,26,27,Albania
AL,ALB,2020,4,27,27,Albania
AL,ALB,2020,4,28,28,Albania
AL,ALB,2020,4,29,28,Albania
AL,ALB,2020,4,30,30,Albania
AL,ALB,2020,5,1,30,Albania
AL,ALB,2020,5,2,31,Albania
AL,ALB,2020,5,3,31,Albania
AL,ALB,2020,5,4,31,Albania
AL,ALB,2020,5,5,31,Albania
AL,ALB,2020,5,6,31,Albania
AL,ALB,2020,5,7,31,Albania
AL,ALB,2020,5,8,31,Albania
AL,ALB,2020,5,9,31,Albania
AL,ALB,2020,5,10,31,Albania
AL,ALB,2020,5,11,31,Albania
AL,ALB,2020,5,12,31,Albania
AL,ALB,2020,5,13,31,Albania
AL,ALB,2020,5,14,31,Albania
AL,ALB,2020,5,15,31,Albania
AL,ALB,2020,5,16,31,Albania
AL,ALB,2020,5,17,31,Albania
AL,ALB,2020,5,18,31,Albania
AL,ALB,2020,5,19,31,Albania
AL,ALB,2020,5,20,31,Albania
AL,ALB,2020,5,21,31,Albania
AL,ALB,2020,5,22,31,Albania
AL,ALB,2020,5,23,31,Albania
AL,ALB,2020,5,24,31,Albania
AL,ALB,2020,5,25,31,Albania
AL,ALB,2020,5,26,32,Albania
AL,ALB,2020,5,27,32,Albania
AL,ALB,2020,5,28,33,Albania
AL,ALB,2020,5,29,33,Albania
AL,ALB,2020,5,30,33,Albania
AL,ALB,2020,5,31,33,Albania
AL,ALB,2020,6,1,33,Albania
AL,ALB,2020,6,2,33,Albania
AL,ALB,2020,6,3,33,Albania
AL,ALB,2020,6,4,33,Albania
AL,ALB,2020,6,5,33,Albania
AL,ALB,2020,6,6,33,Albania
AL,ALB,2020,6,7,33,Albania
AL,ALB,2020,6,8,34,Albania
AL,ALB,2020,6,9,34,Albania
AL,ALB,2020,6,10,34,Albania
AL,ALB,2020,6,11,34,Albania
AL,ALB,2020,6,12,34,Albania
AL,ALB,2020,6,13,35,Albania
AL,ALB,2020,6,14,36,Albania
AL,ALB,2020,6,15,36,Albania
AL,ALB,2020,6,16,36,Albania
AL,ALB,2020,6,17,36,Albania
AL,ALB,2020,6,18,37,Albania
AL,ALB,2020,6,19,38,Albania
AL,ALB,2020,6,20,39,Albania
AL,ALB,2020,6,21,42,Albania
AL,ALB,2020,6,22,43,Albania
AL,ALB,2020,6,23,44,Albania
AL,ALB,2020,6,24,44,Albania
AL,ALB,2020,6,25,45,Albania
AL,ALB,2020,6,26,47,Albania
AL,ALB,2020,6,27,49,Albania
AL,ALB,2020,6,28,51,Albania
AL,ALB,2020,6,29,53,Albania
AL,ALB,2020,6,30,55,Albania
AL,ALB,2020,7,1,58,Albania
AL,ALB,2020,7,2,62,Albania
AL,ALB,2020,7,3,65,Albania
AL,ALB,2020,7,4,69,Albania
AL,ALB,2020,7,5,72,Albania
AL,ALB,2020,7,6,74,Albania
AL,ALB,2020,7,7,76,Albania
AL,ALB,2020,7,8,79,Albania
AL,ALB,2020,7,9,81,Albania
AL,ALB,2020,7,10,83,Albania
AL,ALB,2020,7,11,83,Albania
AL,ALB,2020,7,12,85,Albania
AL,ALB,2020,7,13,89,Albania
AL,ALB,2020,7,14,93,Albania
AL,ALB,2020,7,15,95,Albania
AL,ALB,2020,7,16,97,Albania
AL,ALB,2020,7,17,101,Albania
AL,ALB,2020,7,18,104,Albania
AL,ALB,2020,7,19,107,Albania
AL,ALB,2020,7,20,111,Albania
AL,ALB,2020,7,21,112,Albania
AL,ALB,2020,7,22,113,Albania
AL,ALB,2020,7,23,117,Albania
AL,ALB,2020,7,24,120,Albania
AL,ALB,2020,7,25,123,Albania
AL,ALB,2020,7,26,128,Albania
AL,ALB,2020,7,27,134,Albania
AL,ALB,2020,7,28,138,Albania
AL,ALB,2020,7,29,144,Albania
AL,ALB,2020,7,30,148,Albania
AL,ALB,2020,7,31,150,Albania
AL,ALB,2020,8,1,154,Albania
AL,ALB,2020,8,2,157,Albania
AL,ALB,2020,8,3,161,Albania
AL,ALB,2020,8,4,166,Albania
AL,ALB,2020,8,5,172,Albania
AL,ALB,2020,8,6,176,Albania
AL,ALB,2020,8,7,182,Albania
AL,ALB,2020,8,8,188,Albania
AL,ALB,2020,8,9,189,Albania
AL,ALB,2020,8,10,193,Albania
AL,ALB,2020,8,11,199,Albania
AL,ALB,2020,8,12,200,Albania
AL,ALB,2020,8,13,205,Albania
AL,ALB,2020,8,14,208,Albania
AL,ALB,2020,8,15,213,Albania
AL,ALB,2020,8,16,219,Albania
AL,ALB,2020,8,17,225,Albania
AL,ALB,2020,8,18,228,Albania
AL,ALB,2020,8,19,230,Albania
AL,ALB,2020,8,20,232,Albania
AL,ALB,2020,8,21,234,Albania
AL,ALB,2020,8,22,238,Albania
AL,ALB,2020,8,23,240,Albania
AL,ALB,2020,8,24,245,Albania
AL,ALB,2020,8,25,250,Albania
AL,ALB,2020,8,26,254,Albania
AL,ALB,2020,8,27,259,Albania
AL,ALB,2020,8,28,263,Albania
AL,ALB,2020,8,29,266,Albania
AL,ALB,2020,8,30,271,Albania
AL,ALB,2020,8,31,275,Albania
AL,ALB,2020,9,1,280,Albania
AL,ALB,2020,9,2,284,Albania
AL,ALB,2020,9,3,290,Albania
AL,ALB,2020,9,4,296,Albania
AL,ALB,2020,9,5,301,Albania
AL,ALB,2020,9,6,306,Albania
AL,ALB,2020,9,7,312,Albania
AL,ALB,2020,9,8,316,Albania
AL,ALB,2020,9,9,319,Albania
AL,ALB,2020,9,10,321,Albania
AL,ALB,2020,9,11,322,Albania
AL,ALB,2020,9,12,324,Albania
AL,ALB,2020,9,13,327,Albania
AL,ALB,2020,9,14,330,Albania
AL,ALB,2020,9,15,334,Albania
AL,ALB,2020,9,16,338,Albania
AL,ALB,2020,9,17,340,Albania
AL,ALB,2020,9,18,343,Albania
AL,ALB,2020,9,19,348,Albania
AL,ALB,2020,9,20,353,Albania
AL,ALB,2020,9,21,358,Albania
AL,ALB,2020,9,22,362,Albania
AL,ALB,2020,9,23,364,Albania
AL,ALB,2020,9,24,367,Albania
AL,ALB,2020,9,25,370,Albania
AL,ALB,2020,9,26,370,Albania
AL,ALB,2020,9,27,373,Albania
AL,ALB,2020,9,28,375,Albania
AL,ALB,2020,9,29,377,Albania
AL,ALB,2020,9,30,380,Albania
AL,ALB,2020,10,1,384,Albania
AL,ALB,2020,10,2,387,Albania
AL,ALB,2020,10,3,388,Albania
AL,ALB,2020,10,4,389,Albania
AL,ALB,2020,10,5,392,Albania
AL,ALB,2020,10,6,396,Albania
AL,ALB,2020,10,7,400,Albania
AL,ALB,2020,10,8,403,Albania
AL,ALB,2020,10,9,407,Albania
AL,ALB,2020,10,10,411,Albania
AL,ALB,2020,10,11,413,Albania
AL,ALB,2020,10,12,416,Albania
AL,ALB,2020,10,13,420,Albania
AL,ALB,2020,10,14,424,Albania
AL,ALB,2020,10,15,429,Albania
AL,ALB,2020,10,16,434,Albania
AL,ALB,2020,10,17,439,Albania
AL,ALB,2020,10,18,443,Albania
AL,ALB,2020,10,19,448,Albania
AL,ALB,2020,10,20,451,Albania
AL,ALB,2020,10,21,454,Albania
AL,ALB,2020,10,22,458,Albania
AL,ALB,2020,10,23,462,Albania
AL,ALB,2020,10,24,465,Albania
AL,ALB,2020,10,25,469,Albania
AL,ALB,2020,10,26,473,Albania
AL,ALB,2020,10,27,477,Albania
AL,ALB,2020,10,28,480,Albania
AL,ALB,2020,10,29,487,Albania
AL,ALB,2020,10,30,493,Albania
AL,ALB,2020,10,31,499,Albania
AL,ALB,2020,11,1,502,Albania
AL,ALB,2020,11,2,509,Albania
AL,ALB,2020,11,3,518,Albania
AL,ALB,2020,11,4,527,Albania
AL,ALB,2020,11,5,532,Albania
AL,ALB,2020,11,6,536,Albania
AL,ALB,2020,11,7,543,Albania
AL,ALB,2020,11,8,549,Albania
AL,ALB,2020,11,9,557,Albania
AL,ALB,2020,11,10,559,Albania
AL,ALB,2020,11,11,571,Albania
AL,ALB,2020,11,12,579,Albania
AL,ALB,2020,11,13,590,Albania
AL,ALB,2020,11,14,598,Albania
AL,ALB,2020,11,15,605,Albania
AL,ALB,2020,11,16,612,Albania
AL,ALB,2020,11,17,623,Albania
AL,ALB,2020,11,18,631,Albania
AL,ALB,2020,11,19,637,Albania
AL,ALB,2020,11,20,646,Albania
AL,ALB,2020,11,21,657,Albania
AL,ALB,2020,11,22,672,Albania
AL,ALB,2020,11,23,685,Albania
AL,ALB,2020,11,24,699,Albania
AL,ALB,2020,11,25,716,Albania
AL,ALB,2020,11,26,735,Albania
AL,ALB,2020,11,27,743,Albania
AL,ALB,2020,11,28,753,Albania
AL,ALB,2020,11,29,771,Albania
AL,ALB,2020,11,30,787,Albania
AL,ALB,2020,12,1,798,Albania
AL,ALB,2020,12,2,810,Albania
AL,ALB,2020,12,3,822,Albania
AL,ALB,2020,12,4,839,Albania
AL,ALB,2020,12,5,852,Albania
AL,ALB,2020,12,6,870,Albania
AL,ALB,2020,12,7,889,Albania
AL,ALB,2020,12,8,905,Albania
AL,ALB,2020,12,9,922,Albania
AL,ALB,2020,12,10,936,Albania
AL,ALB,2020,12,11,951,Albania
AL,ALB,2020,12,12,965,Albania
AL,ALB,2020,12,13,977,Albania
AL,ALB,2020,12,14,989,Albania
AL,ALB,2020,12,15,1003,Albania
AL,ALB,2020,12,16,1016,Albania
AL,ALB,2020,12,17,1028,Albania
AL,ALB,2020,12,18,1040,Albania
AL,ALB,2020,12,19,1055,Albania
AL,ALB,2020,12,20,1066,Albania
AL,ALB,2020,12,21,1074,Albania
AL,ALB,2020,12,22,1088,Albania
AL,ALB,2020,12,23,1098,Albania
AL,ALB,2020,12,24,1111,Albania
AL,ALB,2020,12,25,1117,Albania
AL,ALB,2020,12,26,1125,Albania
AL,ALB,2020,12,27,1134,Albania
AL,ALB,2020,12,28,1143,Albania
AL,ALB,2020,12,29,1153,Albania
AL,ALB,2020,12,30,1164,Albania
AL,ALB,2020,12,31,1170,Albania
AL,ALB,2021,1,1,1174,Albania
AL,ALB,2021,1,2,1181,Albania
AL,ALB,2021,1,3,1186,Albania
AL,ALB,2021,1,4,1190,Albania
AL,ALB,2021,1,5,1193,Albania
AL,ALB,2021,1,6,1199,Albania
AL,ALB,2021,1,7,1210,Albania
AL,ALB,2021,1,8,1217,Albania
AL,ALB,2021,1,9,1223,Albania
AL,ALB,2021,1,10,1230,Albania
AL,ALB,2021,1,11,1233,Albania
AL,ALB,2021,1,12,1241,Albania
AL,ALB,2021,1,13,1247,Albania
AL,ALB,2021,1,14,1252,Albania
AL,ALB,2021,1,15,1256,Albania
AL,ALB,2021,1,16,1261,Albania
AL,ALB,2021,1,17,1265,Albania
AL,ALB,2021,1,18,1270,Albania
AL,ALB,2021,1,19,1277,Albania
AL,ALB,2021,1,20,1281,Albania
AL,ALB,2021,1,21,1287,Albania
AL,ALB,2021,1,22,1291,Albania
AL,ALB,2021,1,23,1296,Albania
AL,ALB,2021,1,24,1303,Albania
AL,ALB,2021,1,25,1310,Albania
AL,ALB,2021,1,26,1315,Albania
AL,ALB,2021,1,27,1324,Albania
AL,ALB,2021,1,28,1332,Albania
AL,ALB,2021,1,29,1339,Albania
AL,ALB,2021,1,30,1350,Albania
AL,ALB,2021,1,31,1358,Albania
AL,ALB,2021,2,1,1369,Albania
AL,ALB,2021,2,2,1380,Albania
AL,ALB,2021,2,3,1393,Albania
AL,ALB,2021,2,4,1398,Albania
AL,ALB,2021,2,5,1404,Albania
AL,ALB,2021,2,6,1418,Albania
AL,ALB,2021,2,7,1433,Albania
AL,ALB,2021,2,8,1446,Albania
AL,ALB,2021,2,9,1460,Albania
AL,ALB,2021,2,10,1472,Albania
AL,ALB,2021,2,11,1488,Albania
AL,ALB,2021,2,12,1503,Albania
AL,ALB,2021,2,13,1517,Albania
AL,ALB,2021,2,14,1531,Albania
AL,ALB,2021,2,15,1543,Albania
AL,ALB,2021,2,16,1555,Albania
AL,ALB,2021,2,17,1567,Albania
AL,ALB,2021,2,18,1582,Albania
AL,ALB,2021,2,19,1600,Albania
AL,ALB,2021,2,20,1617,Albania
AL,ALB,2021,2,21,1636,Albania
AL,ALB,2021,2,22,1653,Albania
AL,ALB,2021,2,23,1666,Albania
AL,ALB,2021,2,24,1681,Albania
AL,ALB,2021,2,25,1696,Albania
AL,ALB,2021,2,26,1715,Albania
AL,ALB,2021,2,27,1736,Albania
AL,ALB,2021,2,28,1756,Albania
AL,ALB,2021,3,1,1775,Albania
AL,ALB,2021,3,2,1796,Albania
AL,ALB,2021,3,3,1816,Albania
AL,ALB,2021,3,4,1835,Albania
AL,ALB,2021,3,5,1856,Albania
AL,ALB,2021,3,6,1876,Albania
AL,ALB,2021,3,7,1897,Albania
AL,ALB,2021,3,8,1918,Albania
AL,ALB,2021,3,9,1939,Albania
AL,ALB,2021,3,10,1956,Albania
AL,ALB,2021,3,11,1969,Albania
AL,ALB,2021,3,12,1986,Albania
AL,ALB,2021,3,13,2002,Albania
AL,ALB,2021,3,14,2018,Albania
AL,ALB,2021,3,15,2030,Albania
AL,ALB,2021,3,16,2045,Albania
AL,ALB,2021,3,17,2060,Albania
AL,ALB,2021,3,18,2077,Albania
AL,ALB,2021,3,19,2092,Albania
AL,ALB,2021,3,20,2106,Albania
AL,ALB,2021,3,21,2122,Albania
AL,ALB,2021,3,22,2133,Albania
AL,ALB,2021,3,23,2137,Albania
AL,ALB,2021,3,24,2145,Albania
AL,ALB,2021,3,25,2156,Albania
AL,ALB,2021,3,26,2171,Albania
AL,ALB,2021,3,27,2184,Albania
AL,ALB,2021,3,28,2192,Albania
AL,ALB,2021,3,29,2204,Albania
AL,ALB,2021,3,30,2210,Albania
AL,ALB,2021,3,31,2216,Albania
AL,ALB,2021,4,1,2227,Albania
AL,ALB,2021,4,2,2235,Albania
AL,ALB,2021,4,3,2241,Albania
AL,ALB,2021,4,4,2247,Albania
AL,ALB,2021,4,5,2256,Albania
AL,ALB,2021,4,6,2265,Albania
AL,ALB,2021,4,7,2274,Albania
AL,ALB,2021,4,8,2283,Albania
AL,ALB,2021,4,9,2291,Albania
AL,ALB,2021,4,10,2297,Albania
AL,ALB,2021,4,11,2304,Albania
AL,ALB,2021,4,12,2310,Albania
AL,ALB,2021,4,13,2317,Albania
AL,ALB,2021,4,14,2321,Albania
AL,ALB,2021,4,15,2326,Albania
AL,ALB,2021,4,16,2331,Albania
AL,ALB,2021,4,17,2335,Albania
AL,ALB,2021,4,18,2337,Albania
AL,ALB,2021,4,19,2340,Albania
AL,ALB,2021,4,20,2342,Albania
AL,ALB,2021,4,21,2347,Albania
AL,ALB,2021,4,22,2353,Albania
AL,ALB,2021,4,23,2358,Albania
AL,ALB,2021,4,24,2364,Albania
AL,ALB,2021,4,25,2367,Albania
AL,ALB,2021,4,26,2372,Albania
AL,ALB,2021,4,27,2378,Albania
AL,ALB,2021,4,28,2379,Albania
AL,ALB,2021,4,29,2383,Albania
AL,ALB,2021,4,30,2386,Albania
AL,ALB,2021,5,1,2389,Albania
AL,ALB,2021,5,2,2394,Albania
AL,ALB,2021,5,3,2396,Albania
AL,ALB,2021,5,4,2397,Albania
AL,ALB,2021,5,5,2399,Albania
AL,ALB,2021,5,6,2402,Albania
AL,ALB,2021,5,7,2403,Albania
AL,ALB,2021,5,8,2406,Albania
AL,ALB,2021,5,9,2408,Albania
AL,ALB,2021,5,10,2411,Albania
AL,ALB,2021,5,11,2412,Albania
AL,ALB,2021,5,12,2416,Albania
AL,ALB,2021,5,13,2420,Albania
AL,ALB,2021,5,14,2423,Albania
AL,ALB,2021,5,15,2426,Albania
AL,ALB,2021,5,16,2427,Albania
AL,ALB,2021,5,17,2429,Albania
AL,ALB,2021,5,18,2432,Albania
AL,ALB,2021,5,19,2435,Albania
AL,ALB,2021,5,20,2436,Albania
AL,ALB,2021,5,21,2438,Albania
AL,ALB,2021,5,22,2440,Albania
AL,ALB,2021,5,23,2441,Albania
AL,ALB,2021,5,24,2442,Albania
AL,ALB,2021,5,25,2444,Albania
AL,ALB,2021,5,26,2445,Albania
AL,ALB,2021,5,27,2447,Albania
AL,ALB,2021,5,28,2447,Albania
AL,ALB,2021,5,29,2447,Albania
AL,ALB,2021,5,30,2448,Albania
AL,ALB,2021,5,31,2449,Albania
AL,ALB,2021,6,1,2450,Albania
AL,ALB,2021,6,2,2451,Albania
AL,ALB,2021,6,3,2451,Albania
AL,ALB,2021,6,4,2451,Albania
AL,ALB,2021,6,5,2451,Albania
AL,ALB,2021,6,6,2451,Albania
AL,ALB,2021,6,7,2451,Albania
AL,ALB,2021,6,8,2451,Albania
AL,ALB,2021,6,9,2452,Albania
AL,ALB,2021,6,10,2452,Albania
AL,ALB,2021,6,11,2452,Albania
AL,ALB,2021,6,12,2452,Albania
AL,ALB,2021,6,13,2453,Albania
AL,ALB,2021,6,14,2453,Albania
AL,ALB,2021,6,15,2453,Albania
AL,ALB,2021,6,16,2453,Albania
AL,ALB,2021,6,17,2454,Albania
AL,ALB,2021,6,18,2454,Albania
AL,ALB,2021,6,19,2454,Albania
AL,ALB,2021,6,20,2454,Albania
AL,ALB,2021,6,21,2454,Albania
AL,ALB,2021,6,22,2454,Albania
AL,ALB,2021,6,23,2455,Albania
AL,ALB,2021,6,24,2455,Albania
AL,ALB,2021,6,25,2455,Albania
AL,ALB,2021,6,26,2455,Albania
AL,ALB,2021,6,27,2455,Albania
AL,ALB,2021,6,28,2456,Albania
AL,ALB,2021,6,29,2456,Albania
AL,ALB,2021,6,30,2456,Albania
AL,ALB,2021,7,1,2456,Albania
AL,ALB,2021,7,2,2456,Albania
AL,ALB,2021,7,3,2456,Albania
AL,ALB,2021,7,4,2456,Albania
AL,ALB,2021,7,5,2456,Albania
AL,ALB,2021,7,6,2456,Albania
AL,ALB,2021,7,7,2456,Albania
AL,ALB,2021,7,8,2456,Albania
AL,ALB,2021,7,9,2456,Albania
AL,ALB,2021,7,10,2456,Albania
AL,ALB,2021,7,11,2456,Albania
AL,ALB,2021,7,12,2456,Albania
AL,ALB,2021,7,13,2456,Albania
AL,ALB,2021,7,14,2456,Albania
AL,ALB,2021,7,15,2456,Albania
AL,ALB,2021,7,16,2456,Albania
AL,ALB,2021,7,17,2456,Albania
AL,ALB,2021,7,18,2456,Albania
AL,ALB,2021,7,19,2456,Albania
AL,ALB,2021,7,20,2456,Albania
AL,ALB,2021,7,21,2456,Albania
AL,ALB,2021,7,22,2456,Albania
AL,ALB,2021,7,23,2456,Albania
AL,ALB,2021,7,24,2456,Albania
AL,ALB,2021,7,25,2456,Albania
AL,ALB,2021,7,26,2456,Albania
AL,ALB,2021,7,27,2456,Albania
AL,ALB,2021,7,28,2456,Albania
AL,ALB,2021,7,29,2456,Albania
AL,ALB,2021,7,30,2457,Albania
AL,ALB,2021,7,31,2457,Albania
AL,ALB,2021,8,1,2457,Albania
AL,ALB,2021,8,2,2457,Albania
AL,ALB,2021,8,3,2457,Albania
AL,ALB,2021,8,4,2457,Albania
AL,ALB,2021,8,5,2457,Albania
AL,ALB,2021,8,6,2457,Albania
AL,ALB,2021,8,7,2457,Albania
AL,ALB,2021,8,8,2458,Albania
AL,ALB,2021,8,9,2459,Albania
AL,ALB,2021,8,10,2459,Albania
AL,ALB,2021,8,11,2460,Albania
AL,ALB,2021,8,12,2460,Albania
AL,ALB,2021,8,13,2460,Albania
AL,ALB,2021,8,14,2460,Albania
AL,ALB,2021,8,15,2461,Albania
AL,ALB,2021,8,16,2463,Albania
AL,ALB,2021,8,17,2464,Albania
AL,ALB,2021,8,18,2466,Albania
AL,ALB,2021,8,19,2468,Albania
AL,ALB,2021,8,20,2471,Albania
AL,ALB,2021,8,21,2473,Albania
AL,ALB,2021,8,22,2475,Albania
AL,ALB,2021,8,23,2477,Albania
AL,ALB,2021,8,24,2478,Albania
AL,ALB,2021,8,25,2478,Albania
AL,ALB,2021,8,26,2480,Albania
AL,ALB,2021,8,27,2483,Albania
AL,ALB,2021,8,28,2486,Albania
AL,ALB,2021,8,29,2487,Albania
AL,ALB,2021,8,30,2490,Albania
AL,ALB,2021,8,31,2492,Albania
AL,ALB,2021,9,1,2495,Albania
AL,ALB,2021,9,2,2498,Albania
AL,ALB,2021,9,3,2501,Albania
AL,ALB,2021,9,4,2505,Albania
AL,ALB,2021,9,5,2508,Albania
AL,ALB,2021,9,6,2512,Albania
AL,ALB,2021,9,7,2515,Albania
AL,ALB,2021,9,8,2519,Albania
AL,ALB,2021,9,9,2523,Albania
AL,ALB,2021,9,10,2528,Albania
AL,ALB,2021,9,11,2531,Albania
AL,ALB,2021,9,12,2535,Albania
AL,ALB,2021,9,13,2539,Albania
AL,ALB,2021,9,14,2543,Albania
AL,ALB,2021,9,15,2548,Albania
AL,ALB,2021,9,16,2553,Albania
AL,ALB,2021,9,17,2557,Albania
AL,ALB,2021,9,18,2563,Albania
AL,ALB,2021,9,19,2569,Albania
AL,ALB,2021,9,20,2574,Albania
AL,ALB,2021,9,21,2580,Albania
AL,ALB,2021,9,22,2587,Albania
AL,ALB,2021,9,23,2594,Albania
AL,ALB,2021,9,24,2601,Albania
AL,ALB,2021,9,25,2609,Albania
AL,ALB,2021,9,26,2619,Albania
AL,ALB,2021,9,27,2629,Albania
AL,ALB,2021,9,28,2640,Albania
AL,ALB,2021,9,29,2653,Albania
AL,ALB,2021,9,30,2668,Albania
AL,ALB,2021,10,1,2685,Albania
AL,ALB,2021,10,2,2698,Albania
AL,ALB,2021,10,3,2705,Albania
AL,ALB,2021,10,4,2710,Albania
AL,ALB,2021,10,5,2713,Albania
AL,ALB,2021,10,6,2718,Albania
AL,ALB,2021,10,7,2725,Albania
AL,ALB,2021,10,8,2734,Albania
AL,ALB,2021,10,9,2746,Albania
AL,ALB,2021,10,10,2753,Albania
AL,ALB,2021,10,11,2759,Albania
AL,ALB,2021,10,12,2768,Albania
AL,ALB,2021,10,13,2777,Albania
AL,ALB,2021,10,14,2783,Albania
AL,ALB,2021,10,15,2788,Albania
AL,ALB,2021,10,16,2797,Albania
AL,ALB,2021,10,17,2807,Albania
AL,ALB,2021,10,18,2810,Albania
AL,ALB,2021,10,19,2820,Albania
AL,ALB,2021,10,20,2829,Albania
AL,ALB,2021,10,21,2841,Albania
AL,ALB,2021,10,22,2849,Albania
AL,ALB,2021,10,23,2855,Albania
AL,ALB,2021,10,24,2863,Albania
AL,ALB,2021,10,25,2870,Albania
AL,ALB,2021,10,26,2874,Albania
AL,ALB,2021,10,27,2880,Albania
AL,ALB,2021,10,28,2888,Albania
AL,ALB,2021,10,29,2893,Albania
AL,ALB,2021,10,30,2902,Albania
AL,ALB,2021,10,31,2909,Albania
AL,ALB,2021,11,1,2916,Albania
AL,ALB,2021,11,2,2924,Albania
AL,ALB,2021,11,3,2931,Albania
AL,ALB,2021,11,4,2937,Albania
AL,ALB,2021,11,5,2940,Albania
AL,ALB,2021,11,6,2944,Albania
AL,ALB,2021,11,7,2948,Albania
AL,ALB,2021,11,8,2950,Albania
AL,ALB,2021,11,9,2955,Albania
AL,ALB,2021,11,10,2966,Albania
AL,ALB,2021,11,11,2970,Albania
AL,ALB,2021,11,12,2975,Albania
AL,ALB,2021,11,13,2978,Albania
AL,ALB,2021,11,14,2983,Albania
AL,ALB,2021,11,15,2986,Albania
