ISO2,ISO3,year,month,day,cases,country
AL,ALB,2020,1,4,0,Albania
AL,ALB,2020,1,5,0,Albania
AL,ALB,2020,1,6,0,Albania
AL,ALB,2020,1,7,0,Albania
AL,ALB,2020,1,8,0,Albania
AL,ALB,2020,1,9,0,Albania
AL,ALB,2020,1,10,0,Albania
AL,ALB,2020,1,11,0,Albania
AL,ALB,2020,1,12,0,Albania
AL,ALB,2020,1,13,0,Albania
AL,ALB,2020,1,14,0,Albania
AL,ALB,2020,1,15,0,Albania
AL,ALB,2020,1,16,0,Albania
AL,ALB,2020,1,17,0,Albania
AL,ALB,2020,1,18,0,Albania
AL,ALB,2020,1,19,0,Albania
AL,ALB,2020,1,20,0,Albania
AL,ALB,2020,1,21,0,Albania
AL,ALB,2020,1,22,0,Albania
AL,ALB,2020,1,23,0,Albania
AL,ALB,2020,1,24,0,Albania
AL,ALB,2020,1,25,0,Albania
AL,ALB,2020,1,26,0,Albania
AL,ALB,2020,1,27,0,Albania
AL,ALB,2020,1,28,0,Albania
AL,ALB,2020,1,29,0,Albania
AL,ALB,2020,1,30,0,Albania
AL,ALB,2020,1,31,0,Albania
AL,ALB,2020,2,1,0,Albania
AL,ALB,2020,2,2,0,Albania
AL,ALB,2020,2,3,0,Albania
AL,ALB,2020,2,4,0,Albania
AL,ALB,2020,2,5,0,Albania
AL,ALB,2020,2,6,0,Albania
AL,ALB,2020,2,7,0,Albania
AL,ALB,2020,2,8,0,Albania
AL,ALB,2020,2,9,0,Albania
AL,ALB,2020,2,10,0,Albania
AL,ALB,2020,2,11,0,Albania
AL,ALB,2020,2,12,0,Albania
AL,ALB,2020,2,13,0,Albania
AL,ALB,2020,2,14,0,Albania
AL,ALB,2020,2,15,0,Albania
AL,ALB,2020,2,16,0,Albania
AL,ALB,2020,2,17,0,Albania
AL,ALB,2020,2,18,0,Albania
AL,ALB,2020,2,19,0,Albania
AL,ALB,2020,2,20,0,Albania
AL,ALB,2020,2,21,0,Albania
AL,ALB,2020,2,22,0,Albania
AL,ALB,2020,2,23,0,Albania
AL,ALB,2020,2,24,0,Albania
AL,ALB,2020,2,25,0,Albania
AL,ALB,2020,2,26,0,Albania
AL,ALB,2020,2,27,0,Albania
AL,ALB,2020,2,28,0,Albania
AL,ALB,2020,2,29,0,Albania
AL,ALB,2020,3,1,0,Albania
AL,ALB,2020,3,2,0,Albania
AL,ALB,2020,3,3,0,Albania
AL,ALB,2020,3,4,0,Albania
AL,ALB,2020,3,5,0,Albania
AL,ALB,2020,3,6,0,Albania
AL,ALB,2020,3,7,0,Albania
AL,ALB,2020,3,8,0,Albania
AL,ALB,2020,3,9,0,Albania
AL,ALB,2020,3,10,0,Albania
AL,ALB,2020,3,11,2,Albania
AL,ALB,2020,3,12,10,Albania
AL,ALB,2020,3,13,15,Albania
AL,ALB,2020,3,14,23,Albania
AL,ALB,2020,3,15,33,Albania
AL,ALB,2020,3,16,38,Albania
AL,ALB,2020,3,17,42,Albania
AL,ALB,2020,3,18,51,Albania
AL,ALB,2020,3,19,55,Albania
AL,ALB,2020,3,20,59,Albania
AL,ALB,2020,3,21,64,Albania
AL,ALB,2020,3,22,70,Albania
AL,ALB,2020,3,23,76,Albania
AL,ALB,2020,3,24,98,Albania
AL,ALB,2020,3,25,104,Albania
AL,ALB,2020,3,26,123,Albania
AL,ALB,2020,3,27,146,Albania
AL,ALB,2020,3,28,174,Albania
AL,ALB,2020,3,29,186,Albania
AL,ALB,2020,3,30,197,Albania
AL,ALB,2020,3,31,212,Albania
AL,ALB,2020,4,1,223,Albania
AL,ALB,2020,4,2,243,Albania
AL,ALB,2020,4,3,259,Albania
AL,ALB,2020,4,4,277,Albania
AL,ALB,2020,4,5,304,Albania
AL,ALB,2020,4,6,333,Albania
AL,ALB,2020,4,7,361,Albania
AL,ALB,2020,4,8,377,Albania
AL,ALB,2020,4,9,383,Albania
AL,ALB,2020,4,10,400,Albania
AL,ALB,2020,4,11,409,Albania
AL,ALB,2020,4,12,416,Albania
AL,ALB,2020,4,13,433,Albania
AL,ALB,2020,4,14,446,Albania
AL,ALB,2020,4,15,467,Albania
AL,ALB,2020,4,16,475,Albania
AL,ALB,2020,4,17,494,Albania
AL,ALB,2020,4,18,518,Albania
AL,ALB,2020,4,19,539,Albania
AL,ALB,2020,4,20,548,Albania
AL,ALB,2020,4,21,562,Albania
AL,ALB,2020,4,22,584,Albania
AL,ALB,2020,4,23,609,Albania
AL,ALB,2020,4,24,634,Albania
AL,ALB,2020,4,25,663,Albania
AL,ALB,2020,4,26,678,Albania
AL,ALB,2020,4,27,712,Albania
AL,ALB,2020,4,28,726,Albania
AL,ALB,2020,4,29,736,Albania
AL,ALB,2020,4,30,750,Albania
AL,ALB,2020,5,1,766,Albania
AL,ALB,2020,5,2,773,Albania
AL,ALB,2020,5,3,782,Albania
AL,ALB,2020,5,4,789,Albania
AL,ALB,2020,5,5,795,Albania
AL,ALB,2020,5,6,803,Albania
AL,ALB,2020,5,7,820,Albania
AL,ALB,2020,5,8,832,Albania
AL,ALB,2020,5,9,842,Albania
AL,ALB,2020,5,10,850,Albania
AL,ALB,2020,5,11,856,Albania
AL,ALB,2020,5,12,868,Albania
AL,ALB,2020,5,13,872,Albania
AL,ALB,2020,5,14,876,Albania
AL,ALB,2020,5,15,880,Albania
AL,ALB,2020,5,16,898,Albania
AL,ALB,2020,5,17,916,Albania
AL,ALB,2020,5,18,933,Albania
AL,ALB,2020,5,19,946,Albania
AL,ALB,2020,5,20,948,Albania
AL,ALB,2020,5,21,949,Albania
AL,ALB,2020,5,22,964,Albania
AL,ALB,2020,5,23,969,Albania
AL,ALB,2020,5,24,981,Albania
AL,ALB,2020,5,25,989,Albania
AL,ALB,2020,5,26,998,Albania
AL,ALB,2020,5,27,1004,Albania
AL,ALB,2020,5,28,1029,Albania
AL,ALB,2020,5,29,1050,Albania
AL,ALB,2020,5,30,1076,Albania
AL,ALB,2020,5,31,1099,Albania
AL,ALB,2020,6,1,1122,Albania
AL,ALB,2020,6,2,1137,Albania
AL,ALB,2020,6,3,1143,Albania
AL,ALB,2020,6,4,1164,Albania
AL,ALB,2020,6,5,1184,Albania
AL,ALB,2020,6,6,1197,Albania
AL,ALB,2020,6,7,1212,Albania
AL,ALB,2020,6,8,1232,Albania
AL,ALB,2020,6,9,1246,Albania
AL,ALB,2020,6,10,1263,Albania
AL,ALB,2020,6,11,1299,Albania
AL,ALB,2020,6,12,1341,Albania
AL,ALB,2020,6,13,1385,Albania
AL,ALB,2020,6,14,1416,Albania
AL,ALB,2020,6,15,1464,Albania
AL,ALB,2020,6,16,1521,Albania
AL,ALB,2020,6,17,1590,Albania
AL,ALB,2020,6,18,1672,Albania
AL,ALB,2020,6,19,1722,Albania
AL,ALB,2020,6,20,1788,Albania
AL,ALB,2020,6,21,1838,Albania
AL,ALB,2020,6,22,1891,Albania
AL,ALB,2020,6,23,1962,Albania
AL,ALB,2020,6,24,1995,Albania
AL,ALB,2020,6,25,2047,Albania
AL,ALB,2020,6,26,2114,Albania
AL,ALB,2020,6,27,2192,Albania
AL,ALB,2020,6,28,2269,Albania
AL,ALB,2020,6,29,2330,Albania
AL,ALB,2020,6,30,2402,Albania
AL,ALB,2020,7,1,2466,Albania
AL,ALB,2020,7,2,2535,Albania
AL,ALB,2020,7,3,2580,Albania
AL,ALB,2020,7,4,2662,Albania
AL,ALB,2020,7,5,2752,Albania
AL,ALB,2020,7,6,2819,Albania
AL,ALB,2020,7,7,2893,Albania
AL,ALB,2020,7,8,2964,Albania
AL,ALB,2020,7,9,3038,Albania
AL,ALB,2020,7,10,3106,Albania
AL,ALB,2020,7,11,3188,Albania
AL,ALB,2020,7,12,3278,Albania
AL,ALB,2020,7,13,3371,Albania
AL,ALB,2020,7,14,3454,Albania
AL,ALB,2020,7,15,3571,Albania
AL,ALB,2020,7,16,3667,Albania
AL,ALB,2020,7,17,3752,Albania
AL,ALB,2020,7,18,3851,Albania
AL,ALB,2020,7,19,3906,Albania
AL,ALB,2020,7,20,4008,Albania
AL,ALB,2020,7,21,4090,Albania
AL,ALB,2020,7,22,4171,Albania
AL,ALB,2020,7,23,4290,Albania
AL,ALB,2020,7,24,4358,Albania
AL,ALB,2020,7,25,4466,Albania
AL,ALB,2020,7,26,4570,Albania
AL,ALB,2020,7,27,4637,Albania
AL,ALB,2020,7,28,4763,Albania
AL,ALB,2020,7,29,4880,Albania
AL,ALB,2020,7,30,4997,Albania
AL,ALB,2020,7,31,5105,Albania
AL,ALB,2020,8,1,5197,Albania
AL,ALB,2020,8,2,5276,Albania
AL,ALB,2020,8,3,5396,Albania
AL,ALB,2020,8,4,5519,Albania
AL,ALB,2020,8,5,5620,Albania
AL,ALB,2020,8,6,5750,Albania
AL,ALB,2020,8,7,5889,Albania
AL,ALB,2020,8,8,6016,Albania
AL,ALB,2020,8,9,6151,Albania
AL,ALB,2020,8,10,6275,Albania
AL,ALB,2020,8,11,6411,Albania
AL,ALB,2020,8,12,6536,Albania
AL,ALB,2020,8,13,6676,Albania
AL,ALB,2020,8,14,6817,Albania
AL,ALB,2020,8,15,6971,Albania
AL,ALB,2020,8,16,7117,Albania
AL,ALB,2020,8,17,7260,Albania
AL,ALB,2020,8,18,7380,Albania
AL,ALB,2020,8,19,7499,Albania
AL,ALB,2020,8,20,7654,Albania
AL,ALB,2020,8,21,7812,Albania
AL,ALB,2020,8,22,7967,Albania
AL,ALB,2020,8,23,8119,Albania
AL,ALB,2020,8,24,8275,Albania
AL,ALB,2020,8,25,8427,Albania
AL,ALB,2020,8,26,8605,Albania
AL,ALB,2020,8,27,8759,Albania
AL,ALB,2020,8,28,8927,Albania
AL,ALB,2020,8,29,9083,Albania
AL,ALB,2020,8,30,9195,Albania
AL,ALB,2020,8,31,9279,Albania
AL,ALB,2020,9,1,9380,Albania
AL,ALB,2020,9,2,9513,Albania
AL,ALB,2020,9,3,9606,Albania
AL,ALB,2020,9,4,9728,Albania
AL,ALB,2020,9,5,9844,Albania
AL,ALB,2020,9,6,9967,Albania
AL,ALB,2020,9,7,10102,Albania
AL,ALB,2020,9,8,10255,Albania
AL,ALB,2020,9,9,10406,Albania
AL,ALB,2020,9,10,10553,Albania
AL,ALB,2020,9,11,10704,Albania
AL,ALB,2020,9,12,10860,Albania
AL,ALB,2020,9,13,11021,Albania
AL,ALB,2020,9,14,11185,Albania
AL,ALB,2020,9,15,11353,Albania
AL,ALB,2020,9,16,11520,Albania
AL,ALB,2020,9,17,11672,Albania
AL,ALB,2020,9,18,11816,Albania
AL,ALB,2020,9,19,11948,Albania
AL,ALB,2020,9,20,12073,Albania
AL,ALB,2020,9,21,12226,Albania
AL,ALB,2020,9,22,12385,Albania
AL,ALB,2020,9,23,12535,Albania
AL,ALB,2020,9,24,12666,Albania
AL,ALB,2020,9,25,12787,Albania
AL,ALB,2020,9,26,12921,Albania
AL,ALB,2020,9,27,13045,Albania
AL,ALB,2020,9,28,13153,Albania
AL,ALB,2020,9,29,13259,Albania
AL,ALB,2020,9,30,13391,Albania
AL,ALB,2020,10,1,13518,Albania
AL,ALB,2020,10,2,13649,Albania
AL,ALB,2020,10,3,13806,Albania
AL,ALB,2020,10,4,13965,Albania
AL,ALB,2020,10,5,14117,Albania
AL,ALB,2020,10,6,14266,Albania
AL,ALB,2020,10,7,14410,Albania
AL,ALB,2020,10,8,14568,Albania
AL,ALB,2020,10,9,14730,Albania
AL,ALB,2020,10,10,14899,Albania
AL,ALB,2020,10,11,15066,Albania
AL,ALB,2020,10,12,15231,Albania
AL,ALB,2020,10,13,15399,Albania
AL,ALB,2020,10,14,15570,Albania
AL,ALB,2020,10,15,15752,Albania
AL,ALB,2020,10,16,15955,Albania
AL,ALB,2020,10,17,16212,Albania
AL,ALB,2020,10,18,16501,Albania
AL,ALB,2020,10,19,16774,Albania
AL,ALB,2020,10,20,17055,Albania
AL,ALB,2020,10,21,17350,Albania
AL,ALB,2020,10,22,17651,Albania
AL,ALB,2020,10,23,17948,Albania
AL,ALB,2020,10,24,18250,Albania
AL,ALB,2020,10,25,18556,Albania
AL,ALB,2020,10,26,18858,Albania
AL,ALB,2020,10,27,19157,Albania
AL,ALB,2020,10,28,19445,Albania
AL,ALB,2020,10,29,19729,Albania
AL,ALB,2020,10,30,20040,Albania
AL,ALB,2020,10,31,20315,Albania
AL,ALB,2020,11,1,20634,Albania
AL,ALB,2020,11,2,20875,Albania
AL,ALB,2020,11,3,21202,Albania
AL,ALB,2020,11,4,21523,Albania
AL,ALB,2020,11,5,21904,Albania
AL,ALB,2020,11,6,22300,Albania
AL,ALB,2020,11,7,22721,Albania
AL,ALB,2020,11,8,23210,Albania
AL,ALB,2020,11,9,23705,Albania
AL,ALB,2020,11,10,24206,Albania
AL,ALB,2020,11,11,24731,Albania
AL,ALB,2020,11,12,25294,Albania
AL,ALB,2020,11,13,25801,Albania
AL,ALB,2020,11,14,26211,Albania
AL,ALB,2020,11,15,26701,Albania
AL,ALB,2020,11,16,27233,Albania
AL,ALB,2020,11,17,27830,Albania
AL,ALB,2020,11,18,28432,Albania
AL,ALB,2020,11,19,29126,Albania
AL,ALB,2020,11,20,29837,Albania
AL,ALB,2020,11,21,30623,Albania
AL,ALB,2020,11,22,31459,Albania
AL,ALB,2020,11,23,32196,Albania
AL,ALB,2020,11,24,32761,Albania
AL,ALB,2020,11,25,33556,Albania
AL,ALB,2020,11,26,34300,Albania
AL,ALB,2020,11,27,34944,Albania
AL,ALB,2020,11,28,35600,Albania
AL,ALB,2020,11,29,36245,Albania
AL,ALB,2020,11,30,36790,Albania
AL,ALB,2020,12,1,37625,Albania
AL,ALB,2020,12,2,38182,Albania
AL,ALB,2020,12,3,39014,Albania
AL,ALB,2020,12,4,39719,Albania
AL,ALB,2020,12,5,40501,Albania
AL,ALB,2020,12,6,41302,Albania
AL,ALB,2020,12,7,42148,Albania
AL,ALB,2020,12,8,42988,Albania
AL,ALB,2020,12,9,43683,Albania
AL,ALB,2020,12,10,44436,Albania
AL,ALB,2020,12,11,45188,Albania
AL,ALB,2020,12,12,46061,Albania
AL,ALB,2020,12,13,46863,Albania
AL,ALB,2020,12,14,47742,Albania
AL,ALB,2020,12,15,48530,Albania
AL,ALB,2020,12,16,49191,Albania
AL,ALB,2020,12,17,50000,Albania
AL,ALB,2020,12,18,50637,Albania
AL,ALB,2020,12,19,51424,Albania
AL,ALB,2020,12,20,52004,Albania
AL,ALB,2020,12,21,52542,Albania
AL,ALB,2020,12,22,53003,Albania
AL,ALB,2020,12,23,53425,Albania
AL,ALB,2020,12,24,53814,Albania
AL,ALB,2020,12,25,54317,Albania
AL,ALB,2020,12,26,54827,Albania
AL,ALB,2020,12,27,55380,Albania
AL,ALB,2020,12,28,55755,Albania
AL,ALB,2020,12,29,56254,Albania
AL,ALB,2020,12,30,56572,Albania
AL,ALB,2020,12,31,57146,Albania
AL,ALB,2021,1,1,57727,Albania
AL,ALB,2021,1,2,58316,Albania
AL,ALB,2021,1,3,58723,Albania
AL,ALB,2021,1,4,58991,Albania
AL,ALB,2021,1,5,59438,Albania
AL,ALB,2021,1,6,59623,Albania
AL,ALB,2021,1,7,60283,Albania
AL,ALB,2021,1,8,61008,Albania
AL,ALB,2021,1,9,61705,Albania
AL,ALB,2021,1,10,62378,Albania
AL,ALB,2021,1,11,63033,Albania
AL,ALB,2021,1,12,63595,Albania
AL,ALB,2021,1,13,63971,Albania
AL,ALB,2021,1,14,64627,Albania
AL,ALB,2021,1,15,65334,Albania
AL,ALB,2021,1,16,65994,Albania
AL,ALB,2021,1,17,66635,Albania
AL,ALB,2021,1,18,67216,Albania
AL,ALB,2021,1,19,67690,Albania
AL,ALB,2021,1,20,67982,Albania
AL,ALB,2021,1,21,68568,Albania
AL,ALB,2021,1,22,69238,Albania
AL,ALB,2021,1,23,69916,Albania
AL,ALB,2021,1,24,70655,Albania
AL,ALB,2021,1,25,71441,Albania
AL,ALB,2021,1,26,72274,Albania
AL,ALB,2021,1,27,72812,Albania
AL,ALB,2021,1,28,73691,Albania
AL,ALB,2021,1,29,74567,Albania
AL,ALB,2021,1,30,75454,Albania
AL,ALB,2021,1,31,76350,Albania
AL,ALB,2021,2,1,77251,Albania
AL,ALB,2021,2,2,78127,Albania
AL,ALB,2021,2,3,78992,Albania
AL,ALB,2021,2,4,79934,Albania
AL,ALB,2021,2,5,80941,Albania
AL,ALB,2021,2,6,81993,Albania
AL,ALB,2021,2,7,83082,Albania
AL,ALB,2021,2,8,84212,Albania
AL,ALB,2021,2,9,85336,Albania
AL,ALB,2021,2,10,86289,Albania
AL,ALB,2021,2,11,87528,Albania
AL,ALB,2021,2,12,88671,Albania
AL,ALB,2021,2,13,89776,Albania
AL,ALB,2021,2,14,90835,Albania
AL,ALB,2021,2,15,91987,Albania
AL,ALB,2021,2,16,93075,Albania
AL,ALB,2021,2,17,93850,Albania
AL,ALB,2021,2,18,94651,Albania
AL,ALB,2021,2,19,95726,Albania
AL,ALB,2021,2,20,96838,Albania
AL,ALB,2021,2,21,97909,Albania
AL,ALB,2021,2,22,99062,Albania
AL,ALB,2021,2,23,100246,Albania
AL,ALB,2021,2,24,101285,Albania
AL,ALB,2021,2,25,102306,Albania
AL,ALB,2021,2,26,103327,Albania
AL,ALB,2021,2,27,104313,Albania
AL,ALB,2021,2,28,105229,Albania
AL,ALB,2021,3,1,106215,Albania
AL,ALB,2021,3,2,107167,Albania
AL,ALB,2021,3,3,107931,Albania
AL,ALB,2021,3,4,108823,Albania
AL,ALB,2021,3,5,109674,Albania
AL,ALB,2021,3,6,110521,Albania
AL,ALB,2021,3,7,111301,Albania
AL,ALB,2021,3,8,112078,Albania
AL,ALB,2021,3,9,112897,Albania
AL,ALB,2021,3,10,113580,Albania
AL,ALB,2021,3,11,114209,Albania
AL,ALB,2021,3,12,114840,Albania
AL,ALB,2021,3,13,115442,Albania
AL,ALB,2021,3,14,116123,Albania
AL,ALB,2021,3,15,116821,Albania
AL,ALB,2021,3,16,117474,Albania
AL,ALB,2021,3,17,118017,Albania
AL,ALB,2021,3,18,118492,Albania
AL,ALB,2021,3,19,118938,Albania
AL,ALB,2021,3,20,119528,Albania
AL,ALB,2021,3,21,120022,Albania
AL,ALB,2021,3,22,120541,Albania
AL,ALB,2021,3,23,121200,Albania
AL,ALB,2021,3,24,121544,Albania
AL,ALB,2021,3,25,121847,Albania
AL,ALB,2021,3,26,122295,Albania
AL,ALB,2021,3,27,122767,Albania
AL,ALB,2021,3,28,123216,Albania
AL,ALB,2021,3,29,123641,Albania
AL,ALB,2021,3,30,124134,Albania
AL,ALB,2021,3,31,124419,Albania
AL,ALB,2021,4,1,124723,Albania
AL,ALB,2021,4,2,125157,Albania
AL,ALB,2021,4,3,125506,Albania
AL,ALB,2021,4,4,125842,Albania
AL,ALB,2021,4,5,126183,Albania
AL,ALB,2021,4,6,126531,Albania
AL,ALB,2021,4,7,126795,Albania
AL,ALB,2021,4,8,126936,Albania
AL,ALB,2021,4,9,127192,Albania
AL,ALB,2021,4,10,127509,Albania
AL,ALB,2021,4,11,127795,Albania
AL,ALB,2021,4,12,128155,Albania
AL,ALB,2021,4,13,128393,Albania
AL,ALB,2021,4,14,128518,Albania
AL,ALB,2021,4,15,128752,Albania
AL,ALB,2021,4,16,128959,Albania
AL,ALB,2021,4,17,129128,Albania
AL,ALB,2021,4,18,129307,Albania
AL,ALB,2021,4,19,129456,Albania
AL,ALB,2021,4,20,129594,Albania
AL,ALB,2021,4,21,129694,Albania
AL,ALB,2021,4,22,129842,Albania
AL,ALB,2021,4,23,129980,Albania
AL,ALB,2021,4,24,130114,Albania
AL,ALB,2021,4,25,130270,Albania
AL,ALB,2021,4,26,130409,Albania
AL,ALB,2021,4,27,130537,Albania
AL,ALB,2021,4,28,130606,Albania
AL,ALB,2021,4,29,130736,Albania
AL,ALB,2021,4,30,130859,Albania
AL,ALB,2021,5,1,130977,Albania
AL,ALB,2021,5,2,131085,Albania
AL,ALB,2021,5,3,131185,Albania
AL,ALB,2021,5,4,131238,Albania
AL,ALB,2021,5,5,131276,Albania
AL,ALB,2021,5,6,131327,Albania
AL,ALB,2021,5,7,131419,Albania
AL,ALB,2021,5,8,131510,Albania
AL,ALB,2021,5,9,131577,Albania
AL,ALB,2021,5,10,131666,Albania
AL,ALB,2021,5,11,131723,Albania
AL,ALB,2021,5,12,131753,Albania
AL,ALB,2021,5,13,131803,Albania
AL,ALB,2021,5,14,131845,Albania
AL,ALB,2021,5,15,131890,Albania
AL,ALB,2021,5,16,131939,Albania
AL,ALB,2021,5,17,131978,Albania
AL,ALB,2021,5,18,132015,Albania
AL,ALB,2021,5,19,132032,Albania
AL,ALB,2021,5,20,132071,Albania
AL,ALB,2021,5,21,132095,Albania
AL,ALB,2021,5,22,132118,Albania
AL,ALB,2021,5,23,132153,Albania
AL,ALB,2021,5,24,132176,Albania
AL,ALB,2021,5,25,132209,Albania
AL,ALB,2021,5,26,132215,Albania
AL,ALB,2021,5,27,132229,Albania
AL,ALB,2021,5,28,132244,Albania
AL,ALB,2021,5,29,132264,Albania
AL,ALB,2021,5,30,132285,Albania
AL,ALB,2021,5,31,132297,Albania
AL,ALB,2021,6,1,132309,Albania
AL,ALB,2021,6,2,132315,Albania
AL,ALB,2021,6,3,132337,Albania
AL,ALB,2021,6,4,132351,Albania
AL,ALB,2021,6,5,132360,Albania
AL,ALB,2021,6,6,132372,Albania
AL,ALB,2021,6,7,132374,Albania
AL,ALB,2021,6,8,132379,Albania
AL,ALB,2021,6,9,132384,Albania
AL,ALB,2021,6,10,132397,Albania
AL,ALB,2021,6,11,132415,Albania
AL,ALB,2021,6,12,132426,Albania
AL,ALB,2021,6,13,132437,Albania
AL,ALB,2021,6,14,132449,Albania
AL,ALB,2021,6,15,132459,Albania
AL,ALB,2021,6,16,132461,Albania
AL,ALB,2021,6,17,132469,Albania
AL,ALB,2021,6,18,132476,Albania
AL,ALB,2021,6,19,132481,Albania
AL,ALB,2021,6,20,132484,Albania
AL,ALB,2021,6,21,132488,Albania
AL,ALB,2021,6,22,132490,Albania
AL,ALB,2021,6,23,132491,Albania
AL,ALB,2021,6,24,132496,Albania
AL,ALB,2021,6,25,132497,Albania
AL,ALB,2021,6,26,132499,Albania
AL,ALB,2021,6,27,132506,Albania
AL,ALB,2021,6,28,132509,Albania
AL,ALB,2021,6,29,132512,Albania
AL,ALB,2021,6,30,132513,Albania
AL,ALB,2021,7,1,132514,Albania
AL,ALB,2021,7,2,132521,Albania
AL,ALB,2021,7,3,132523,Albania
AL,ALB,2021,7,4,132526,Albania
AL,ALB,2021,7,5,132534,Albania
AL,ALB,2021,7,6,132535,Albania
AL,ALB,2021,7,7,132537,Albania
AL,ALB,2021,7,8,132544,Albania
AL,ALB,2021,7,9,132557,Albania
AL,ALB,2021,7,10,132565,Albania
AL,ALB,2021,7,11,132580,Albania
AL,ALB,2021,7,12,132587,Albania
AL,ALB,2021,7,13,132592,Albania
AL,ALB,2021,7,14,132597,Albania
AL,ALB,2021,7,15,132608,Albania
AL,ALB,2021,7,16,132616,Albania
AL,ALB,2021,7,17,132629,Albania
AL,ALB,2021,7,18,132647,Albania
AL,ALB,2021,7,19,132665,Albania
AL,ALB,2021,7,20,132686,Albania
AL,ALB,2021,7,21,132697,Albania
AL,ALB,2021,7,22,132740,Albania
AL,ALB,2021,7,23,132763,Albania
AL,ALB,2021,7,24,132797,Albania
AL,ALB,2021,7,25,132828,Albania
AL,ALB,2021,7,26,132853,Albania
AL,ALB,2021,7,27,132875,Albania
AL,ALB,2021,7,28,132891,Albania
AL,ALB,2021,7,29,132922,Albania
AL,ALB,2021,7,30,132952,Albania
AL,ALB,2021,7,31,132999,Albania
AL,ALB,2021,8,1,133036,Albania
AL,ALB,2021,8,2,133081,Albania
AL,ALB,2021,8,3,133121,Albania
AL,ALB,2021,8,4,133146,Albania
AL,ALB,2021,8,5,133211,Albania
AL,ALB,2021,8,6,133310,Albania
AL,ALB,2021,8,7,133442,Albania
AL,ALB,2021,8,8,133591,Albania
AL,ALB,2021,8,9,133730,Albania
AL,ALB,2021,8,10,133912,Albania
AL,ALB,2021,8,11,133981,Albania
AL,ALB,2021,8,12,134201,Albania
AL,ALB,2021,8,13,134487,Albania
AL,ALB,2021,8,14,134761,Albania
AL,ALB,2021,8,15,135140,Albania
AL,ALB,2021,8,16,135550,Albania
AL,ALB,2021,8,17,135947,Albania
AL,ALB,2021,8,18,136147,Albania
AL,ALB,2021,8,19,136598,Albania
AL,ALB,2021,8,20,137075,Albania
AL,ALB,2021,8,21,137597,Albania
AL,ALB,2021,8,22,138132,Albania
AL,ALB,2021,8,23,138790,Albania
AL,ALB,2021,8,24,139324,Albania
AL,ALB,2021,8,25,139721,Albania
AL,ALB,2021,8,26,140521,Albania
AL,ALB,2021,8,27,141365,Albania
AL,ALB,2021,8,28,142253,Albania
AL,ALB,2021,8,29,143174,Albania
AL,ALB,2021,8,30,144079,Albania
AL,ALB,2021,8,31,144847,Albania
AL,ALB,2021,9,1,145333,Albania
AL,ALB,2021,9,2,146387,Albania
AL,ALB,2021,9,3,147369,Albania
AL,ALB,2021,9,4,148222,Albania
AL,ALB,2021,9,5,149117,Albania
AL,ALB,2021,9,6,150101,Albania
AL,ALB,2021,9,7,150997,Albania
AL,ALB,2021,9,8,151499,Albania
AL,ALB,2021,9,9,152239,Albania
AL,ALB,2021,9,10,153318,Albania
AL,ALB,2021,9,11,154316,Albania
AL,ALB,2021,9,12,155293,Albania
AL,ALB,2021,9,13,156162,Albania
AL,ALB,2021,9,14,157026,Albania
AL,ALB,2021,9,15,157436,Albania
AL,ALB,2021,9,16,158431,Albania
AL,ALB,2021,9,17,159423,Albania
AL,ALB,2021,9,18,160365,Albania
AL,ALB,2021,9,19,161324,Albania
AL,ALB,2021,9,20,162173,Albania
AL,ALB,2021,9,21,162953,Albania
AL,ALB,2021,9,22,163404,Albania
AL,ALB,2021,9,23,164276,Albania
AL,ALB,2021,9,24,165096,Albania
AL,ALB,2021,9,25,165864,Albania
AL,ALB,2021,9,26,166690,Albania
AL,ALB,2021,9,27,167354,Albania
AL,ALB,2021,9,28,167893,Albania
AL,ALB,2021,9,29,168188,Albania
AL,ALB,2021,9,30,168782,Albania
AL,ALB,2021,10,1,169462,Albania
AL,ALB,2021,10,2,170131,Albania
AL,ALB,2021,10,3,170778,Albania
AL,ALB,2021,10,4,171327,Albania
AL,ALB,2021,10,5,171794,Albania
AL,ALB,2021,10,6,172001,Albania
AL,ALB,2021,10,7,172618,Albania
AL,ALB,2021,10,8,173190,Albania
AL,ALB,2021,10,9,173723,Albania
AL,ALB,2021,10,10,174168,Albania
AL,ALB,2021,10,11,174643,Albania
AL,ALB,2021,10,12,174968,Albania
AL,ALB,2021,10,13,175163,Albania
AL,ALB,2021,10,14,175664,Albania
AL,ALB,2021,10,15,176172,Albania
AL,ALB,2021,10,16,176667,Albania
AL,ALB,2021,10,17,177108,Albania
AL,ALB,2021,10,18,177536,Albania
AL,ALB,2021,10,19,177971,Albania
AL,ALB,2021,10,20,178188,Albania
AL,ALB,2021,10,21,178804,Albania
AL,ALB,2021,10,22,179463,Albania
AL,ALB,2021,10,23,180029,Albania
AL,ALB,2021,10,24,180623,Albania
AL,ALB,2021,10,25,181252,Albania
AL,ALB,2021,10,26,181696,Albania
AL,ALB,2021,10,27,181960,Albania
AL,ALB,2021,10,28,182610,Albania
AL,ALB,2021,10,29,183282,Albania
AL,ALB,2021,10,30,183873,Albania
AL,ALB,2021,10,31,184340,Albania
AL,ALB,2021,11,1,184887,Albania
AL,ALB,2021,11,2,185300,Albania
AL,ALB,2021,11,3,185497,Albania
AL,ALB,2021,11,4,186222,Albania
AL,ALB,2021,11,5,186793,Albania
